question,A,B,C,D,E,answer,explanation
"<p>The shear force and bending moment are zero at the free end of a cantilever beam, if it carries a</p>",point load at the free end,point load at the middle of its length,uniformly distributed load over the whole length,none of the above,,C,
"<p>A rod is enclosed centrally in a tube and the assembly is tightened by rigid washers. If the assembly is subjected to a compressive load, then</p>",rod is under compression,tube is under compression,both rod and tube are under compression,tube is under tension and rod is under compression,,C,
<p>A bar of length <i>L</i> metres extends by <i>l</i> mm under a tensile force of <i>P</i>. The strain produced in the bar is</p>,<i>l</i>/<i>L</i>,0.1 <i>l</i>/<i>L</i>,0.01 <i>l</i>/<i>L</i>,0.001 <i>l</i>/<i>L</i>,,D,
<p>A shaft revolving at ω rad / s transmits torque (<i>T</i>) in N-m. The power developed is</p>,<i>T</i>.ω watts,2 π Tω watts,"<img src=""/_files/images/mechanical-engineering/strength-of-materials/110-286-1.png""/> watts","<img src=""/_files/images/mechanical-engineering/strength-of-materials/110-286-2.png""/> watts",,A,
<p>The unit of modulus of elasticity is same as those of</p>,"stress, strain and pressure","stress, force and modulus of rigidity","strain, force and pressure","stress, pressure and modulus of rigidity",,D,
"<p>When a bar of length <i>l</i>, width <i>b</i> and thickness <i>t</i> is subjected to a pull of <i>P</i>, its</p>","length, width and thickness increases","length, width and thickness decreases","length increases, width and thickness decreases","length decreases, width and thickness increases",,C,
<p>A column with maximum equivalent length has</p>,both ends hinged,both ends fixed,one end fixed and the other end hinged,one end fixed and the other end free,,D,
<p>A column of length (<i>l</i>) with both ends fixed may be considered as equivalent to a column of length __________ with both ends hinged.</p>,<i>l</i>/8,<i>l</i>/4,<i>l</i>/2,<i>l</i>,,C,
<p>The product of the tangential force acting on the shaft and its distance from the axis of the shaft (i.e. radius of shaft) is known as</p>,bending moment,twisting moment,torsional rigidity,flexural rigidity,,B,
"<p>When a body is subjected to a direct tensile stress (σ) in one plane, the maximum shear stress is __________ the maximum normal stress.</p>",equal to,one-half,two-third,twice,,B,
"<p>A simply supported beam '<i>A</i>' of length <i>l</i>, breadth <i>b</i> and depth <i>d</i> carries a central load <i>W</i>. Another beam '<i>B</i>' of the same dimensions carries a central load equal to 2 <i>W</i>. The deflection of beam '<i>B</i>' will be __________ as that of beam '<i>A</i>'.</p>",one-fourth,one-half,double,four times,,C,
<p>Which of the following statement is correct?</p>,A continuous beam has only two supports at the ends.,A uniformly distributed load spreads uniformly over the whole length of a beam.,The bending moment is maximum where shear force is maximum.,The maximum bending moment of a simply supported beam of length <i>l</i> with a central point load <i>W</i> is <i>Wl</i>/8.,,B,
"<p>In the below figure, the point <i>E</i> represents the maximum stress. <br/><img src=""/_files/images/mechanical-engineering/strength-of-materials/125-449-1.png""/></p>",True,False,,,,B,
<p>The ratio of the largest load in a test to the original cross-sectional area of the test piece is called</p>,elastic limit,yield stress,ultimate stress,breaking stress,,C,
"<p>According to Euler's column theory, the crippling load of a column is given by <i>p</i> = π<sup>2</sup> <i>EI</i>/<i>Cl</i><sup>2</sup>. In the Euler's formula, the value of <i>C</i> for a column with one end fixed and the other end free, is</p>",1/2,1,2,4,,D,
"<p>Strain is equal to (where <i>l</i> = Original length, and δ<i>l</i> = Change in length)</p>",<i>l</i>/δ<i>l</i>,δ<i>l</i>/<i>l</i>,<i>l</i>.δ<i>l</i>,<i>l</i> + δ<i>l</i>,,B,
<p>The total strain energy stored in a body is termed as</p>,resilience,proofresilience,impact energy,modulus of resilience,,A,
<p>Modulus of resilience is the proof resilience per unit volume of a material.</p>,Correct,Incorrect,,,,A,
"<p>In order to avoid sliding of masonry dam, the force of friction between the dam and soil should be at least __________ the total water pressure per metre length.</p>",equal to,1.5 times,double,2.5 times,,B,
"<p>In a beam subjected to pure bending, the intensity of stress in any fibre is __________ the distance of the fibre from the neutral axis.</p>",equal to,less than,more than,directly proportional to,,D,
<p>Which of the following statement is wrong?</p>,"In the theory of simple bending, the assumption is that the plane sections before bending remains plane after bending.","In a beam subjected to bending moment, the strain is directly proportional to the distance from the neutral axis.","At the neutral axis of a beam, the bending stress is maximum.",The bending stress in a beam is inversely proportional to the section modulus.,,C,
"<p>If the modulus of elasticity of a material is twice its modulus of rigidity, then the Poisson's ratio of the material is equal to zero.</p>",Correct,Incorrect,,,,A,
