question,A,B,C,D,E,answer,explanation
"<p>In a beam of uniform strength, the bending stress developed is constant and is equal to the allowable stress at every section of the beam.</p>",True,False,,,,A,
<p>The bending moment of a cantilever beam of length <i>l</i> and carrying a uniformly distributed load of <i>w</i> per unit length is __________ at the fixed end.</p>,<i>wl</i>/4,<i>wl</i>/2,<i>wl</i>,<i>wl</i><sup>2</sup>/2,,D,
<p>Two shafts '<i>A</i>' and '<i>B</i>' are made of same material. The shaft '<i>A</i>' is of diameter <i>D</i> and shaft '<i>B</i>' is of diameter <i>D</i>/2. The strength of shaft '<i>B</i>' is __________ as that of shaft '<i>A</i>'</p>,one-eighth,one-fourth,one-half,four times,,A,
<p>A body is subjected to a direct tensile stress (σ) in one plane. The shear stress is maximum at a section inclined at __________ to the normal of the section.</p>,45° and 90°,45° and 135°,60° and 150°,30° and 135°,,B,
<p>The bending moment on a section is maximum where shear force is</p>,minimum,maximum,changing sign,zero,,C,
<p>The springs in cars are used to store strain energy.</p>,Correct,Incorrect,,,,B,
"<p>In a stress-strain diagram for mild steel, as shown in the below figure, the point <i>A</i> represents <br/><img src=""/_files/images/mechanical-engineering/strength-of-materials/125-449-1.png""/></p>",elastic limit,upper yield-point,lower yield point,breaking point,,A,
"<p>When the retained material is subjected to some superimposed or surcharged load, the total horizontal pressure due to surcharged load is (where <i>p</i> = Intensity of the supercharged load)</p>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/123-438-1.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/123-438-2.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/123-438-3.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/123-438-4.png""/>",,A,
<p>The unit of Young's modulus is same as that of stress.</p>,True,False,,,,A,
"<p>In the below figure, the point <i>B</i> represents upper yield point. <br/><img src=""/_files/images/mechanical-engineering/strength-of-materials/125-449-1.png""/></p>",Correct,Incorrect,,,,A,
<p>The tensile test is carried on __________ materials.</p>,ductile,brittle,malleable,plastic,,A,
"<p>If percentage elongation of a certain specimen made of a material '<i>A</i>' under tensile test is 30% and the percentage elongation of a specimen with same dimensions made of another material '<i>B</i>' is 40%, then material '<i>B</i>' is more ductile than material '<i>A</i>'.</p>",Correct,Incorrect,,,,A,
<p>A fixed beam is one which is fixed at __________ of its ends.</p>,one,both,,,,B,
<p>Factor of safety is defined as the ratio of</p>,ultimate stress to working stress,working stress to ultimate stress,breaking stress to ultimate stress,ultimate stress to breaking stress,,A,
<p>The value of equivalent length is taken to be half of the actual length of a column with one end fixed and the other end free.</p>,Agree,Disagree,,,,B,
<p>The shear force diagram of a cantilever beam of length <i>l</i> and carrying a uniformly distributed load of <i>w</i> per unit length will be</p>,a right angled triangle,an issoscles triangle,an equilateral triangle,a rectangle,,A,
"<p>Whenever some external system of forces acts on a body, it undergoes some deformation. As the body undergoes some deformation, it sets up some resistance to the deformation. This resistance per unit area to deformation, is called</p>",strain,stress,pressure,modulus of elasticity,,B,
"<p>The longitudinal stress in a riveted cylindrical shell of diameter (<i>d</i>), thickness (<i>t</i>) and subjected to an internal pressure (<i>p</i>) is</p>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/118-378-1.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/118-378-2.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/118-378-3.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/118-378-4.png""/>",,C,
<p>Two solid shafts '<i>A</i>' and '<i>B</i>' are made of the same material. The shaft '<i>A</i>' is of 50 mm diameter and shaft '<i>B</i>' is of 100 mm diameter. The strength of shaft '<i>B</i>' is __________ as that of shaft <i>A</i>.</p>,one-half,double,four times,eight times,,D,
"<p>In calculating the strength of a riveted joint in tearing, shearing and crushing, the</p>",actual diameter of rivet is used,actual diameter of hole drilled for rivet is used,mean diameter of hole drilled and rivet is used,smaller of the rivet diameter and hole diameter is used,,B,
<p>The strain energy stored in a hollow circular shaft of outer diameter (<i>D</i>) and inner diameter (<i>d</i>) subjected to shear stress is</p>,"<img src=""/_files/images/mechanical-engineering/strength-of-materials/111-296-1.png""/> x Volume of shaft","<img src=""/_files/images/mechanical-engineering/strength-of-materials/111-296-3.png""/> x Volume of shaft","<img src=""/_files/images/mechanical-engineering/strength-of-materials/111-296-2.png""/> x Volume of shaft","<img src=""/_files/images/mechanical-engineering/strength-of-materials/111-296-4.png""/> x Volume of shaft",,D,
<p>Fatigue test is carried out for</p>,"stresses varying between two limits of equal value, but of opposite sign","stresses varying between two limits of unequal value, but of opposite sign",stresses varying between two limits of unequal value but of same sign,all of the above,,D,
<p>The section modulus (<i>Z</i>) of a beam is given by</p>,<i>I</i>/<i>y</i>,<i>I</i>.<i>y</i>,<i>y</i>/<i>I</i>,<i>M</i>/<i>I</i>,,A,
"<p>Every direct stress is always accompanied by a strain in its own direction and an opposite kind of strain in every direction, at right angles to it. Such a strain is known as</p>",linear strain,lateral strain,volumetric strain,shear strain,,B,
<p>The shear force of a cantilever beam of length <i>l</i> and carrying a gradually varying load from zero at the free end and <i>w</i> per unit length at the fixed end is __________ at the fixed end.</p>,zero,<i>wl</i>/4,<i>wl</i>/2,<i>wl</i>,,C,
"<p>When a rectangular beam is loaded transversely, the maximum tensile stress is developed on the</p>",top layer,bottom layer,neutral axis,every cross-section,,A,
<p>The compressive strength of brittle materials is __________ its tensile strength.</p>,equal to,less than,greater than,,,C,
"<p>When a closely-coiied helical spring of mean diameter (<i>D</i>) is subjected to an axial load (<i>W</i>), the deflection of the spring (δ) is given by (where <i>d</i> = Diameter of spring wire, <i>n</i> = No. of turns of the spring, and <i>C</i> = Modulus of rigidity for the spring material)</p>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/113-315-1.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/113-315-2.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/113-315-3.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/113-315-4.png""/>",,D,
"<p>In spring balances, the spring is used</p>",to apply forces,to measure forces,to absorb shocks,to store strain energy,,B,
"<p>According to Euler's column theory, the crippling load of a column is given by <i>p</i> = π<sup>2</sup> <i>EI</i>/<i>Cl</i><sup>2</sup>. In the Euler's formula, the value of <i>C</i> for a column with both ends fixed is 4.</p>",Agree,Disagree,,,,B,
<p>The torsional rigidity of a shaft is expressed by the torque required to produce a twist of one radian per unit length of a shaft.</p>,True,False,,,,A,
"<p>When a body is subjected to a direct tensile stress (σ<i><sub>x</sub></i>) in one plane accompanied by a simple shear stress (τ<i><sub>xy</sub></i> ), the minimum normal stress is</p>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/90-86-1.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/90-86-2.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/90-86-3.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/90-86-4.png""/>",,B,
<p>The stress developed in the material without any permanent set is called</p>,elastic limit,yield stress,ultimate stress,breaking stress,,A,
"<p>For riveting, the size of hole drilled in plates is __________ shank diameter of rivet.</p>",equal to,less than,greater than,,,C,
"<p>When a bar is subjected to a change of temperature and its deformation is prevented, the stress induced in the bar is</p>",tensile stress,compressive stress,shear stress,thermal stress,,D,
"<p>For a given stress, the ratio of moment of resistance of a beam of square cross-section when placed with its two sides horizontal to the moment of resistance with its diagonal horizontal, is</p>",1/2,1,"1/<span class=""root"">2</span>","<span class=""root"">2</span>",,D,
<p>The Young's modulus of a material is 125 GPa and Poissons ratio is 0.25. The modulus of rigidity of me material is</p>,30 GPa,50 GPa,80 GPa,100 GPa,,B,
"<p>The layer at the centre of gravity of the beam as shown in the below figure, will be <br/><img src=""/_files/images/mechanical-engineering/strength-of-materials/101-198-1.png""/></p>",in tension,in compression,neither in tension nor in compression,,,C,
"<p>If the modulus of elasticity for a given material is twice its modulus of rigidity, then bulk modulus is equal to</p>",2<i>C</i>,3<i>C</i>,"<img src=""/_files/images/mechanical-engineering/strength-of-materials/88-66-1.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/88-66-2.png""/>",,C,
"<p>A simply supported beam '<i>A</i>' of length <i>l</i>, breadth <i>b</i> and depth <i>d</i> carries a central point load <i>W</i>. Another bream '<i>B</i>' has the same length and breadth but its depth is doubled. The deflection of beam '<i>B</i>' will be double as compared to beam '<i>A</i>'.</p>",Correct,Incorrect,,,,B,
"<p>The centre to centre distance, between two consecutive rivets in a row, is called</p>",margin,pitch,back pitch,diagonal pitch,,B,
<p>The buckling load for a given column depends upon</p>,area of cross-section of the column,length and least radius of gyration of the column,modulus of elasticity for the material of the column,all of the above,,D,
<p>A continuous beam is one which is</p>,fixed at both ends,fixed at one end and free at the other end,supported on more than two supports,extending beyond the supports,,C,
"<p>When a body is subjected to two equal and opposite pulls, as a result of which the body tends to extend its length, the stress and strain induced is</p>","compressive stress, tensile strain","tensile stress, compressive strain","tensile stress, tensile strain","compressive stress, compressive strain",,C,
"<p>The hoop stress in a riveted cylindrical shell of diameter (<i>d</i>), thickness (<i>t</i>) and subjected to an internal pressure (<i>p</i>) is (where η = Efficiency of the riveted joint)</p>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/118-378-1.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/118-378-2.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/118-378-3.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/118-378-4.png""/>",,B,
"<p>According to Euler's column theory, the crippling load for a column of length (<i>l</i>) with one end fixed and the other end hinged, is</p>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/121-406-1.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/121-406-2.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/121-406-4.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/121-406-3.png""/>",,C,
"<p>The pull required to shear off a rivet, in double shear, per pitch length is</p>",π/4 x <i>d</i><sup>2</sup> x σ<sub><i>t</i></sub>,π/4 x <i>d</i><sup>2</sup> x τ,π/2 x <i>d</i><sup>2</sup> x σ<sub><i>t</i></sub>,π/2 x <i>d</i><sup>2</sup> x τ,,D,
<p>The relation between modulus of elasticity (<i>E</i>) and modulus of rigidity (<i>C</i>) is given by</p>,"<img src=""/_files/images/mechanical-engineering/strength-of-materials/88-62-1.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/88-62-2.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/88-62-3.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/88-62-4.png""/>",,A,
<p>Lame's theory is associated with</p>,thin cylindrical shells,thick cylindrical shells,direct and bending stresses,none of these,,B,
<p>The ductility of the material __________ with the decrease in percentage elongation of a specimen under tensile test.</p>,increases,decreases,remains same,,,B,
