question,A,B,C,D,E,answer,explanation
<p>A beam supported on more than two supports is called</p>,simply supported beam,fixed beam,overhanging beam,continuous beam,,D,
"<p>In a leaf spring, the length of all the leaves are equal.</p>",True,False,,,,B,
"<p>Two beams, one of circular cross-section and the other of square cross-section, have equal areas of cross-sections. When these beams are subjected to bending,</p>",both beams are equally economical,square beam is more economical,circular beam is more economical,none of these,,B,
<p>A beam extending beyond the supports is called</p>,simply supported beam,fixed beam,overhanging beam,cantilever beam,,C,
<p>The compression test is carried on __________ materials.</p>,ductile,brittle,malleable,plastic,,B,
<p>A closely-coiled helical spring is cut into two halves. The stiffness of the resulting spring will be</p>,same,double,half,one-fourth,,B,
"<p>When a material is loaded within elastic limit, the material will regain its shape and size when the load is removed.</p>",Agree,Disagree,,,,A,
<p>The critical neutral axis of a reinforced cement concrete beam is based on the principle that the neutral axis is situated at the centre of gravity of a given section.</p>,True,False,,,,A,
<p>The bending stress in abeam is __________ bending moment.</p>,equal to,less than,more than,directly proportional to,,D,
<p>The tensile strength of ductile materials is __________ its compressive strength.</p>,equal to,less than,greater than,,,C,
"<p>In case of an under-reinforced beam, the depth of actual neutral axis is __________ that of the critical neutral axis.</p>",same as,less than,greater than,,,B,
<p>The maximum shear stress developed in a beam of circular section is __________ the average shear stress.</p>,equal to,4/3 times,1.5 times,twice,,B,
"<p>When a body is subjected to a direct tensile stress (σ) in one plane, then maximum normal stress occurs at a section inclined at __________ to the normal of the section.</p>",0°,30°,45°,90°,,A,
"<p>For no tension condition in the base of a short column of circular section, the line of action of the load should be within a circle of diameter equal to __________ of the main circle.</p>",one-half,one-third,one-fourth,one-eighth,,C,
<p>A rectangular beam of length <i>l</i> supported at its two ends carries a central point load <i>W</i>. The maximum deflection occurs</p>,at the ends,at <i>l</i>/3 from both ends,at the centre,none of these,,C,
<p>A leaf spring is supported at the</p>,ends and loaded at the centre,centre and loaded at the ends,ends and loaded anywhere,centre and loaded anywhere,,B,
"<p>In leaf springs, the maximum bending stress developed in the plates is (where <i>W</i> = Load acting on the spring, <i>l</i> = Span of the spring, <i>n</i> = Number of plates, <i>b</i> = Width of plates, and <i>t</i> = Thickness of plates)</p>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/112-310-1.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/112-310-2.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/112-310-3.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/112-310-4.png""/>",,B,
<p>The unit of stress in S.I. units is</p>,N/mm<sup>2</sup>,kN/mm<sup>2</sup>,N/m<sup>2</sup>,any one of these,,D,
<p>The modulus of elasticity for mild steel is approximately equal to</p>,10 kN/mm<sup>2</sup>,80 kN/mm<sup>2</sup>,100 kN/mm<sup>2</sup>,210 kN/mm<sup>2</sup>,,D,
<p>The Rankine's formula holds good for</p>,short columns,long columns,both short and long columns,weak columns,,C,
"<p>A rectangular beam subjected to a bending moment is shown in the below figure. The upper layer of the beam will be in tension. <br/><img src=""/_files/images/mechanical-engineering/strength-of-materials/101-198-1.png""/></p>",True,False,,,,B,
"<p>The strain energy stored in a body due to shear stress, is (where τ = Shear stress, <i>C</i> = Shear modulus, and <i>V</i> = Volume of the body)</p>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/94-126-1.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/94-126-2.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/94-126-3.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/94-126-4.png""/>",,C,
<p>In case of eccentrically loaded struts __________ is preferred.</p>,solid section,hollow section,composite section,reinforced section,,C,
"<p>For a beam, as shown in the below figure, the deflection at <i>C</i> is (where <i>E</i> = Young's modulus for the beam material, and <i>I</i> = Moment of inertia of the beam section. ) <br/><img src=""/_files/images/mechanical-engineering/strength-of-materials/105-244-1.png""/></p>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/105-246-1.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/105-245-1.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/105-246-3.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/105-246-4.png""/>",,B,
"<p>In a stress-strain diagram as shown in the below figure, the curve <i>A</i> represents <br/><img src=""/_files/images/mechanical-engineering/strength-of-materials/126-471-1.png""/></p>",mild steel,soft brass,low carbon steel,cold rolled steel,,B,
"<p>A thick pressure vessel is always used for the generation of steam, as it can withstand high pressures.</p>",True,False,,,,B,
<p>Shear modulus is the ratio of</p>,linear stress to linear strain,linear stress to lateral strain,volumetric strain to linear strain,shear stress to shear strain,,D,
<p>The assumption made in the theory of the reinforced cement concrete beam is that</p>,all the tensile stresses are taken up by the steel reinforcement only,there is a sufficient bond between steel and concrete,the steel and concrete are stressed within its elastic limit,all of the above,,D,
"<p>When there is a sudden increase or decrease in shear force diagram between any two points, it indicates that there is a</p>",point load at the two points,no loading between the two points,uniformly distributed load between the two points,uniformly varying load between the two points,,A,
<p>The steel bars in a reinforced cement concrete beam are embedded __________ of the beam.</p>,in the centre,near the bottom,near the top,at any position,,B,
"<p>The distance between the centres of rivets in adjacent rows of zig-zag riveted joint, is called back pitch.</p>",True,False,,,,B,
"<p>In a watch, the spring is used to store strain energy. This energy is released</p>",to stop the watch,to run the watch,to change the time,all of these,,B,
<p>A flitched beam is used to</p>,change the shape of the beam,effect the saving in material,equalise the strength in tension and compression,increase the cross-section of the beam,,C,
<p>A closely-coiled helical spring of stiffness <i>k</i> is cut into (<i>n</i>) equal parts. The stiffness in each part of the spring will be</p>,"<i>k<span class=""root"">n</span></i>","<i>n<span class=""root"">k</span></i>",<i>nk</i>,<i>nk</i><sup>2</sup>,,C,
<p>The ratio of the lateral strain to the linear strain is called</p>,modulus of elasticity,modulus of rigidity,bulk modulus,Poisson's ratio,,D,
<p>Hook's law holds good up to</p>,yield point,elastic limit,plastic limit,breaking point,,B,
<p>The shear force at the ends of a simply supported beam carrying a uniformly distributed load of <i>w</i> per unit length is</p>,zero at its both ends,<i>wl</i> at one end and - <i>wl</i> at the other end,<i>wl</i>/2 at one end and - <i>wl</i>/2 at the other end,<i>wl</i><sup>2</sup>/2 at one end and - <i>wl</i><sup>2</sup>/2 at the other end,,C,
<p>The shear modulus of most materials with respect to the modulus of elasticity is</p>,equal to half,less than half,more than half,none of these,,B,
"<p>In a thin cylindrical shell subjected to an internal pressure <i>p</i>, the ratio of longitudinal stress to the hoop stress is</p>",1/2,3/4,1,1.5,,A,
<p>The maximum shear stress is __________ the algebraic difference of maximum and minimum normal stresses.</p>,equal to,one-fourth,one-half,twice,,C,
<p>The bending moment of a cantilever beam of length <i>l</i> and carrying a uniformly distributed load of <i>w</i> per unit length is __________ at the free end.</p>,zero,<i>wl</i>/4,<i>wl</i>/2,<i>wl</i>,,A,
<p>The ultimate tensile stress for mild steel is __________ the ultimate compressive stress.</p>,equal to,less than,more than,,,C,
<p>The direct stress induced in a long column is __________ as compared to bending stress.</p>,same,more,less,negligible,,D,
<p>The shear force of a cantilever beam of length <i>l</i> carrying a uniformly distributed load of <i>w</i> per unit length is __________ at the free end.</p>,zero,<i>wl</i>/4,<i>wl</i>/2,<i>wl</i>,,A,
"<p>The extension of a circular bar tapering uniformly from diameter <i>d</i><sub>1</sub> at one end to diameter <i>d</i><sub>2</sub> at the other end, and subjected to an axial pull of <i>P</i> is __________ the extension of a circular bar of diameter <span class=""root""><i>d</i><sub>1</sub> <i>d</i><sub>2</sub></span> subjected to the same load <i>P</i>.</p>",equal to,less than,greater than,,,A,
"<p>In case of an over-reinforced beam, the depth of actual neutral axis is the same as that of the critical neutral axis.</p>",True,False,,,,B,
<p>The thickness of a thin cylindrical shell with hemispherical ends is __________ that of spherical ends.</p>,equal to,more than,less than,,,B,
<p>The assumption made in Euler's column theory is that</p>,the failure of column occurs due to buckling alone,the length of column is very large as compared to its cross-sectional dimensions,the column material obeys Hooke's law,all of the above,,D,
<p>The limit of eccentricity for no tensile conditions for a column of circular section of diameter (<i>d</i>) is</p>,<i>d</i>/4,<i>d</i>/8,<i>d</i>/12,<i>d</i>/16,,B,
<p>The bending moment at the ends of a simply supported beam will be zero.</p>,Yes,No,,,,A,
