question,A,B,C,D,E,answer,explanation
<p>A pressure vessel is said to be a thin shell when it is made of thin sheets.</p>,Agree,Disagree,,,,B,
"<p>When a column is subjected to an eccentric load, the stress induced in the column will be</p>",direct stress only,bending stress only,shear stress only,direct and bending stress both,,D,
<p>Which of the following statement is wrong?</p>,The deformation of the bar per unit length in the direction of the force is called linear strain.,The Poisson's ratio is the ratio of lateral strain to the linear strain.,The ratio of change in volume to the original volume is called volumetric strain.,The bulk modulus is the ratio of linear stress to the linear strain.,,D,
"<p>When a shaft is subjected to a twisting moment, every cross-section of the shaft will be under</p>",tensile stress,compressive stress,shear stress,bending stress,,C,
<p>The torque transmitted by a hollow shaft of outer diameter (<i>D</i>) and inner diameter (<i>d</i>) is</p>,"<img src=""/_files/images/mechanical-engineering/strength-of-materials/110-285-1.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/110-285-2.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/110-285-3.png""/>","<img src=""/_files/images/mechanical-engineering/strength-of-materials/110-285-4.png""/>",,C,
"<p>A column is said to be a short column, when</p>",its length is very small,its cross-sectional area is small,the ratio of its length to the least radhis of gyration is less than 80.,the ratio of its length to the least radius of gyration is more than 80.,,C,
"<p>In a thick cylindrical shell subjected to an internal pressure (<i>p</i>), the radial stress across the thickness of the cylinder is</p>",maximum at the outer surface and minimum at the inner surface,maximum at the inner surface and minimum at the outer surface,maximum at the outer surface and zero at the inner surface,maximum at the inner surface arid zero at the outer surface,,D,
"<p>In order to avoid tearing off the plate at an edge, the distance from the centre of the rivet hole to the nearest edge of the plate (i.e. margin) should be (where <i>d</i> = Diameter of rivet hole in mm)</p>",<i>d</i>,1.5 <i>d</i>,2 <i>d</i>,2.5 <i>d</i>,,B,
"<p>In a riveted joint, when the rivets in the various rows are opposite to each other, the joint is said to be</p>",chain riveted,zig-zag riveted,diamond riveted,none of these,,A,
<p>The load required to produce a unit deflection in a spring is called</p>,flexural rigidity,torsional rigidity,spring stiffness,Young's modulus,,C,
<p>A reinforced cement concrete beam is considered to be made of</p>,homogeneous material,hetrogeneous material,composite material,isotropic material,,B,
