question,A,B,C,D,E,answer,explanation
<p>A chopper cannot be line commutated.</p>,True,False,,,,A,
<p>Natural commutation can be used in :</p>,DC circuits only,AC circuits only,both AC and DC circuits,none of the above,,B,
<p>In a thyristor the gate lead is connected to the <i>n</i> layer near the <i>p</i> layer to which anode is connected.</p>,True,False,,,,B,
<p>A single phase half wave rectifier circuit has a free wheeling diode. The free wheeling diode will conduct only if</p>,load is purely resistive,load is purely inductive,load is combination of R and L,load is purely inductive or combination of R and L,,D,
<p>McMurray Bedford full bridge inverter uses</p>,natural commutation,auxiliary commutation,complementary commutation,any of the above,,C,
<p>Which converter is used in HVDC transmission?</p>,3 pulse,6 pulse,12 pulse,24 pulse,,C,
<p><p><b>Assertion (A):</b>  The turn on time of SCR is about 1 to 4 ms.</p><p><b>Reason (R):</b>  The turn off time of SCR is about 10 to 300 ms.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B,
"<p>An n pulse rectifier is fed by a source having an inductance L. If load current is I<sub>0</sub>, the voltage drop due to overlap is</p>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/267-56-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/267-56-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/267-56-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/267-56-4.png""/>",,A,
<p>Which chopper circuit operates in all the 4 quadrants?</p>,A,C,D,E,,D,
<p>A single phase cycloconverter feeds a resistance heating load. The heating power is provided by</p>,only the fundamental component of output wave,only higher harmonics in the output wave,both fundamental and higher harmonics in the output wave,either (a) or (b),,C,
"<p>A 3 phase fully controlled bridge converter is fed by a 3 phase system having phase voltage <i>v</i> = V<sub><i>m</i></sub> sin ω<i>t</i>. The firing angle is <span class=""symbol"">a</span>. The dc output voltage is</p>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/278-277-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/278-277-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/278-277-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/278-277-4.png""/>",,A,
<p>Which of these commutation methods uses an external pulse for commutation?</p>,Class A,Class C,Class E,Class F,,C,
"<p>In a single phase full wave regulator feeding an R-L load, the power factor angle of load is θ. The range of control of firing angle <span class=""symbol"">a</span> is</p>","0 ≤ <span class=""symbol"">a</span> ≤ <span class=""symbol"">p</span>","θ ≤ <span class=""symbol"">a</span> ≤ <span class=""symbol"">p</span>","0 ≤ <span class=""symbol"">a</span> ≤ (<span class=""symbol"">p</span> - θ)","θ ≤ <span class=""symbol"">a</span> ≤ (<span class=""symbol"">p</span> + θ)",,B,
"<p>A separately excited dc motor is run from a dc source through a chopper. At 600 rpm and rated torque, the duty cycle of chopper is 0.8. At 600 rpm and half the rated torque, the duty cycle is likely to be</p>",0.9,0.8,0.75,0.6,,C,
<p>A relaxation oscillator uses</p>,tunnel diode,UJT,both tunnel diode and UJT,PIN diode,,B,
<p>In a 3 phase bridge inverter with 180° mode of operation the numbers of thyristors conducting at one time are</p>,1,2,3,4,,C,
<p>A single phase full converter can operate in</p>,4 quadrants,3 quadrants,2 quadrants,1 quadrant,,C,
"<p>In a 3 phase semiconverter, the freewheeling diode comes into operation only if firing angle</p>",is zero,is 60°,is more than 60°,is more than 90°,,C,
"<p>In the circuit of figure, the load current when thyristor is off <br/><img src=""/_files/images/electronics-and-communication-engineering/power-electronics/280-323-1.png""/></p>",is constant,increases exponentially,decreases exponentially,zero,,C,
<p>A full bridge inverter is fed by a battery of 30 V. The rms value of output voltage is</p>,15 V,"15<span class=""root"">2</span> V",30 V,"30<span class=""root"">2</span> V",,C,
"<p>In brushless excitation system of modern alternators, the main exciter is</p>",dc generator,ac generator,either dc or ac generator,induction generator,,B,
<p>The two-transistor model of a thyristor consists of two transistors :</p>,one <i>n</i>-<i>p</i>-<i>n</i> and other <i>p</i>-<i>n</i>-<i>p</i>,both <i>p</i>-<i>n</i>-<i>p</i>,both <i>n</i>-<i>p</i>-<i>n</i>,one <i>n</i>-<i>p</i>-<i>n</i> and other UJT,,A,
"<p>In a thyristor, the forward breakover voltage</p>",is constant,may be constant or may depend on gate current,decreases as gate current is increased,increases as gate current is increased,,C,
"<p>The gate lead, in a thyristor is welded to :</p>",<i>p</i> layer to which anode is connected,<i>n</i> layer nearest to the anode terminal,<i>p</i> layer nearest to the cathode terminal,outside <i>n</i> layer,,B,
"<p>In a 3 phase full converter, the firing angle is less than 60°. The instantaneous output voltage</p>",will have positive part only,will have both positive and negative parts,may have both positive and negative parts,will have negative part if load is inductive,,A,
"<p>In a stud mounted SCR, the stud is</p>",in thermal contact with heat sink,insulated from heat sink,in electrical and thermal contact with heat sink,in either electrical or thermal contact with heat sink,,C,
<p>In pulse width modulation of chopper</p>,T is kept constant and T<sub>on</sub> is varied,T<sub>on</sub> is kept constant T is varied,both T and T<sub>on</sub> are varied,either T or T<sub>on</sub> is varied,,A,
"<p>In a full bridge inverter, the waveshape of load current depends on</p>","relative values of load parameters R, L and C",relative values of load parameters R and L,relative values of load parameters L and C,gating frequency,,A,
<p>The characteristics of which device has peak point and valley point</p>,SCR,PUT,SCS,Shockley diode,,B,
"<p>In a step down chopper using time ratio control, the input voltage is V and duty cycle is <span class=""symbol"">a</span>. The load is purely resistive having resistance R. The average and rms load currents are</p>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/280-321-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/280-321-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/280-321-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/280-321-4.png""/>",,B,
<p>In a thyristors are <i>i</i> = <i>kv<sup>a</sup></i>. The value of <i>a</i> is</p>,about 0.5,about 2,about 5,about 20,,C,
<p>In an ordinary thyristor</p>,turn on and turn off times are equal,turn on time is more than turn off time,turn off time is more than turn on time,"turn on time may be equal, less than or more than turn off time",,C,
<p>Thyristors connected in series need :</p>,static equalizing circuit,dynamic equalizing circuit,both static and dynamic equalizing circuits,none of the above,,C,
"<p>The symbol in figure is for <br/><img src=""/_files/images/electronics-and-communication-engineering/power-electronics/272-156-1.png""/></p>",SUS,SBS,SCS,None of the above,,C,
<p>If 4 quadrant operation is required we need</p>,dual converter,full converter,semi converter,none of the above,,A,
<p>A single phase half wave converter is feeding a resistive load. Output dc power is P<sub><i>dc</i></sub> and total power delivered to load is P<sub><i>ac</i></sub> then</p>,P<sub><i>dc</i></sub> = P<sub><i>ac</i></sub> for all values of firing angles,P<sub><i>dc</i></sub> = P<sub><i>ac</i></sub> if firing angle is less than 180°,P<sub><i>dc</i></sub> &lt; P<sub><i>ac</i></sub> for all values of firing angles,P<sub><i>dc</i></sub> &lt; P<sub><i>ac</i></sub> if firing angle is less than 180°,,D,
<p>Which of the following devices exhibit negative resistance characteristics?</p>,UJT,PUT,Both UJT and PUT,"UJT, PUT and SBS",,C,
"<p>In integral cycle control of ac regulators, the period of integral cycle control, <i>i</i>.<i>e</i>., (<i>m</i> + <i>n</i>) T should be</p>",less than mechanical or thermal time constant of the system,more than the mechanical or thermal time constant of the system,more or less than the mechanical or thermal time constant,very high,,A,
"<p>All other parameters remaining the same, a 3 phase bridge inverter with 180° mode of operation</p>",has the same peak thyristor current as in 120° mode of operation,has higher peak thyristor current than in 120° mode of operation,has lower peak thyristor current than in 120° mode of operation,any of the above,,B,
"<p>As compared to BJT, MOSFET has</p>",lower switching losses and higher conduction losses,higher switching losses and higher conduction losses,higher switching losses and lower conduction losses,lower switching losses and lower conduction losses,,A,
"<p>If a step down chopper is fed by a dc voltage V with T<sub>on</sub> and T<sub>off</sub> are on and off periods then <img src=""/_files/images/electronics-and-communication-engineering/power-electronics/268-79-1.png""/> is</p>",average output voltage,rms output voltage,average or rms output voltage depending on load,neither of the above,,A,
<p>A voltage V<sub>BB</sub> is applied across the terminals of a UJT. The emitter voltage at peak point is</p>,hV<sub>BB</sub>,(h + 1) V<sub>BB</sub>,hV<sub>BB</sub> + V<sub>D</sub>,V<sub>D</sub>,,C,
<p>A single phase bridge type cycloconverter uses eight thyristors.</p>,True,False,,,,A,
"<p>In the circuit of figure, the waveshape of load current when thyristor conducting is <br/><img src=""/_files/images/electronics-and-communication-engineering/power-electronics/280-323-1.png""/></p>",constant,increasing exponentially,decreasing exponentially,either (b) or (c),,B,
"<p>In the basic series inverter circuit, the source supplies load</p>",only in positive half cycle,both in positive and negative half cycles,only in part of positive half cycle,in positive half cycle and part of negative half cycle,,A,
<p>A current source inverter has simple commutation circuit.</p>,True,False,,,,A,
"<p>In load commutated chopper, the commutating element</p>",is capacitor,is capacitor and inductor,"is capacitor, inductor and auxiliary thyristor",any of the above depending on load,,A,
<p>In a half bridge inverter each thyristor is gated at a frequency <i>f</i>. The output frequency is</p>,2 <i>f</i>,<i>f</i>,0.5 <i>f</i>,0.25 <i>f</i>,,B,
<p><p><b>Assertion (A):</b>  A transistor has lower voltage drop during conduction as compared to thyristor</p><p><b>Reason (R):</b>  Transistors are manufactured in very high voltage and current ratings. </p></p>,Both A and R are correct and R is correct explanation of A,Both A and R correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,C,
<p><p><b>Assertion (A):</b>  Typical value of thermal resistance from source to sink of an SCR is about 0.3° C/W</p><p><b>Reason (R):</b>  Heat sinks of thyristors are generally made of aluminium.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B,
