question,A,B,C,D,E,answer,explanation
<p>A dc circuit breaker must use</p>,natural commutation,forced commutation,both natural and forced commutation,either natural or forced commutation,,B, <p>Natural commutation is possible only in ac circuits.</p> 
"<p>In a single phase full wave regulator feeding R-L load, the minimum firing angle can be zero.</p>",True,False,,,,A," <p>Range of control of <span class=""symbol"">a</span> is 0 ≤ <span class=""symbol"">a</span> ≤ <span class=""symbol"">p</span>.</p> "
<p>An RC snubber circuit is used to protect a thyristor against :</p>,false triggering,failure to turn on,switching transients,failure to commutate,,C," <p>Especially high <img src=""/_files/images/electronics-and-communication-engineering/power-electronics/265-2-1.png""/> during switching.</p> "
"<p>A DIAC has two terminals, anode and cathode.</p>",True,False,,,,B, <p>They are designated as T<sub>1</sub> and T<sub>2</sub> because diac can conduct in both directions.</p> 
"<p>A single phase semiconverter has a freewheeling diode. If the firing angle is <span class=""symbol"">a</span> and the load is purely resistive, the periods of conduction and freewheeling respectively are</p>","<span class=""symbol"">p</span> - <span class=""symbol"">a</span> and 0","<span class=""symbol"">p</span> - <span class=""symbol"">a</span> and <span class=""symbol"">a</span>","<span class=""symbol"">p</span> + <span class=""symbol"">a</span> and 0","<span class=""symbol"">p</span> + <span class=""symbol"">a</span> and <span class=""symbol"">a</span>",,A, <p>Freewheeling diode conducts only when load is inductive. If load is purely resistive free wheeling diode does not come into operation.</p> 
"<p>A dc separately excited motor has a constant field current. The armature is fed from a single phase supply through a semi-converter. When <span class=""symbol"">a</span> = 0, speed is 600 rpm. If <span class=""symbol"">a</span> = 90°, the speed is likely to be</p>",about 300 rpm,about 150 rpm,about 75 rpm,about zero,,A," <p>Average output voltage is reduced to 50% if <span class=""symbol"">a</span> = 90°. Hence speed is also reduced to 50%.</p> "
<p>A static induction thyristor</p>,is a majority carrier device,is a minority carrier device,either a majority carrier or minority carrier device,has a total number of 2 leads,,B, <p>It can be turned on by positive gate pulse and turned off by negative gate pulse. It is minority carrier device. It can be manufactured in high current and high voltage ratings and its on state voltage drops is low.</p> 
<p>A single phase step up cycloconverter changes 50 Hz to 100 Hz. Then one half wave of input will give rise to</p>,one half wave of output,one full wave of output,two full waves of output,either (b) or (c),,B," <p>Since output frequency is 2<i>f</i>, one half wave of input must equal one full wave of output.</p> "
<p>Which of these triggering methods for series connected SCRs use LASCR in the gate circuit?</p>,Resistance triggering,Simultaneous triggering,Sequential triggering,Optical triggering,,D, <p>Optical triggering uses LASCR.</p> 
<p>A 3 phase ac regulator uses</p>,3 thyristors,6 thyristors,9 thyristors,12 thyristors,,B, <p>Two thyristors for each phase.</p> 
<p>The average load current supplied by a thyristor depends on</p>,firing angle,firing frequency,magnitude of gate current,all of the above,,A, <p>The firing angle controls the period of conduction and hence average load current.</p> 
<p>A dc chopper is feeding an RLE load. The maximum steady state ripple is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/269-86-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/269-86-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/269-86-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/269-86-4.png""/>",,A," <p>(I<sub>max</sub> - I<sub>min</sub>)<sub>max</sub> = <img src=""/_files/images/electronics-and-communication-engineering/power-electronics/269-86-1.png""/>.</p> "
<p>In a 3 phase full wave regulator feeding a star connected resistance load the input voltage is 400 V line to line. The firing angle is 160°. The line to line output voltage would be</p>,400 V,about 100 V,about 20 V,zero,,D," <p>In a three-phase full wave regulator, output voltage is zero if <span class=""symbol"">a</span> ≥ 150°.</p> "
<p>A thyristor is reverse biased. A positive gate pulse is applied. The thyristor</p>,will be turned on,may or may not turn on,will not turn on,will turn on after sometime,,C, <p>Thyristor can turn on only when it is forward biased.</p> 
<p>A single phase series converter is used for</p>,high voltage output,high current output,high voltage and high current output,improving the circuit efficiency,,A, <p>Series connection increases the voltage.</p> 
<p>A single phase half wave controlled rectifier circuit has an R-L load. A freewheeling diode is also in the circuit. When freewheeling diode is conducting the SCR</p>,is forward biased,is reverse biased,may be forward biased or reverse biased,forward biased initially but reverse biased afterwards,,B, <p>Free wheeling diode is forward biased only when SCR is reverse biased.</p> 
<p>An SBS can conduct is one direction only.</p>,True,False,,,,B, <p>It is a bilateral switch.</p> 
"<p>A 750 A circuit uses thyristor of current rating 175 A. If derating is 25%, the number of thyristors in parallel is</p>",3,4,6,10,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/power-electronics/286-208-1.png""/>.</p> "
<p><p><b>Assertion (A):</b>  An inverter does not require forced commutation </p><p><b>Reason (R):</b>  A series inverter is a forced commutation inverter.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,D, <p>Some inverters require forced commutation.</p> 
"<p>In a single phase full wave converter (M - 2 connection), the rms transformer voltage is 300 V across each half of secondary. The PIV for each thyristor is</p>",300 V,"<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/276-243-1.png""/>","600<span class=""root"">2</span> V","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/276-243-2.png""/>",,C, <p>PIV is twice the peak voltage across each half of secondary.</p> 
<p>The number of doped regions in a SCR is</p>,2,3,4,5,,C, <p><i>p</i> = <i>n</i> = <i>p</i> = <i>n</i>.</p> 
<p>All inverters use forced commutation.</p>,True,False,,,,B, <p>Line commutated inverters are also used especially in HVDC.</p> 
"<p>In 180° mode of operation of a 3 phase bridge inverter, two thyristors conduct at one time.</p>",True,False,,,,B, <p>In 180° mode three thyristors conduct simultaneously.</p> 
<p>In a single phase full wave ac regulator the rms value of load current is 20 A load is purely resistive. Then</p>,average thyristor current will be less than 20 A but rms thyristor current will be more than 20 A,both the average and rms thyristor currents will be less than 20 A,both the average and rms thyristor currents will be more than 20 A,rms thyristor current will be 20 A and average thyristor current will be 10 A,,B, <p>Each thyristor conducts for 50% of time.</p> 
<p>A reactor is used in a dual converter operating in non-circulating current mode.</p>,True,False,,,,B, <p>Reactor is used only for circulating current mode.</p> 
<p>Which of these commutation methods uses an auxiliary SCR?</p>,Class A,Class B,Class C,Class D,,C, <p>Class C commutation uses an auxiliary SCR and it is also called auxiliary commutation.</p> 
<p>A thyristor needs protection against</p>,"high <img src=""/_files/images/electronics-and-communication-engineering/power-electronics/265-2-1.png""/>","high <img src=""/_files/images/electronics-and-communication-engineering/power-electronics/274-203-1.png""/>","both high <img src=""/_files/images/electronics-and-communication-engineering/power-electronics/265-2-1.png""/> and high <img src=""/_files/images/electronics-and-communication-engineering/power-electronics/274-203-1.png""/>","either high <img src=""/_files/images/electronics-and-communication-engineering/power-electronics/265-2-1.png""/> or high <img src=""/_files/images/electronics-and-communication-engineering/power-electronics/274-203-1.png""/>",,C," <p>Both high <img src=""/_files/images/electronics-and-communication-engineering/power-electronics/265-2-1.png""/> and high <img src=""/_files/images/electronics-and-communication-engineering/power-electronics/274-203-1.png""/> can destroy SCR.</p> "
"<p>Two semiconverters are connected in series to form a single phase series converter. The input <i>v</i> = V<sub><i>m</i></sub> sin ω<i>t</i> and <span class=""symbol"">a</span><sub>1</sub> = <span class=""symbol"">a</span><sub>2</sub> are the firing angles of the two converters. If <span class=""symbol"">a</span><sub>1</sub> = <span class=""symbol"">a</span><sub>2</sub> = 0, the dc output voltage is</p>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/267-52-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/267-52-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/278-273-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/278-273-2.png""/>",,C," <p>Output voltage is <img src=""/_files/images/electronics-and-communication-engineering/power-electronics/267-52-1.png""/> for each.</p> "
<p>In integral cycle control the period of on-off control should be more than mechanical time constant of load.</p>,True,False,,,,B, <p>It should be less than mechanical time constant.</p> 
"<p>A single phase half wave converter is feeding a resistive load. Just before triggering, the voltage across thyristor is</p>",zero,about 1 V,same as input voltage,twice the input voltage,,C, <p>Before triggering the whole of applied voltage is across SCR and load current is zero.</p> 
"<p>In a 3 phase full wave regulator feeding resistance load connected in star, the possible range of firing angle <span class=""symbol"">a</span> is</p>","0 ≤ <span class=""symbol"">a</span> ≤ 180°","0 ≤ <span class=""symbol"">a</span> ≤ 150°","0 ≤ <span class=""symbol"">a</span> ≤ 120°","0 ≤ <span class=""symbol"">a</span> ≤ 90°",,B," <p>Since output voltage is zero if <span class=""symbol"">a</span> ≥ 150°, the possible range of firing angles is 0 ≤ <span class=""symbol"">a</span> ≤ 150°.</p> "
<p><p><b>Assertion (A):</b>  A dual converter may be circulating current type or non circulating current type.</p><p><b>Reason (R):</b>  In circulating current dual converter only one converter can be operated at one time.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,C, <p>In circulating current dual converter both converters operate together.</p> 
<p>Current chopping leads to</p>,over voltage,over current,both over voltage and over current,either over voltage or over current,,A," <p><i>e</i> = L <img src=""/_files/images/electronics-and-communication-engineering/power-electronics/274-203-1.png""/>. In current chopping <img src=""/_files/images/electronics-and-communication-engineering/power-electronics/274-203-1.png""/> is high. Hence <i>e</i> is high.</p> "
<p>A 3 phase bridge inverter is fed by 400 V battery. The load is star connected and has a resistance of 10 Ω per phase. The peak value of load current is</p>,40 A,20 A,10 A,5 A,,B, <p>Two resistances are in series at any time.</p> 
"<p>In an SCR, the anode current is controlled by</p>",gate current only,external circuit only,both gate current and external circuit,none of the above,,B, <p>Once SCR has been triggered the gate has no control. Only external resistance controls the anode current.</p> 
<p>The rated current of a thyristor is 40 A. The holding current will be about :</p>,20 A,1 A,100 mA,10 mA,,D, <p>The holding current is much less then 1% of rated current.</p> 
<p>A cycloconverter is</p>,ac-dc converter,dc-ac converter,dc-dc converter,ac-ac converter,,D, <p>It changes ac at frequency <i>f</i> into ac at a frequency different from <i>f</i>.</p> 
<p>The number of leads in a power semiconductor diode are</p>,2,3,4,2 or 3,,A, <p>A diode has 2 leads irrespective of its rating.</p> 
"<p>If <i>t<sub>on</sub></i> and <i>t<sub>off</sub></i> are the turn on and turn off times of a thyristor, then</p>",<i>t<sub>on</sub></i> and <i>t<sub>off</sub></i> are almost equal,<i>t<sub>on</sub></i> &gt;&gt; <i>t<sub>off</sub></i>,<i>t<sub>off</sub></i> &gt;&gt; <i>t<sub>on</sub></i>,<i>t<sub>on</sub></i> is about twice <i>t<sub>off</sub></i>,,C, <p>Turn on time is less than 3 μs while turn off time is between 10-300 μs.</p> 
"<p><p><b>Assertion (A):</b>  The gate current of an SCR is always in the form of pulses. </p><p><b>Reason (R):</b>  The gate losses, in pulse triggering, are low.</p></p>",Both A and R are correct and R is correct explanation of A,Both A and R correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,A, <p>Gate current in the form of pulses is commonly used because gate losses are low.</p> 
<p>UJT can be used for</p>,firing an SCR,turning off an SCR,both firing and turning off an SCR,none of the above,,A, <p>UJT relaxation oscillator is used to provide gate pulses to SCR for triggering.</p> 
"<p>In a series inverter supplying a load resistance R, the commutating elements L and C should be such that</p>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/268-58-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/268-58-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/267-35-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/267-35-3.png""/>",,B, <p>Load should be under damped.</p> 
"<p>In a full wave converter (M - 2 connection) feeding an RLE load, the peak thyristor current is 15 A. For fully controlled bridge circuit and same load current, the peak thyristor current will be</p>",30 A,"15<span class=""root"">2</span> A",15 A,"<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/276-249-1.png""/>",,C, <p>In both the connections the output voltage and peak thyristor current are the same. Both are full wave rectifiers.</p> 
<p>Induction heating systems require low frequency inverters.</p>,True,False,,,,B, <p>It uses high frequency inverter.</p> 
"<p>A single phase half wave controlled rectifier circuit is feeding on <i>RL</i> load. The circuit has a freewheeling diode. The input voltage is <i>v</i> = V<sub><i>m</i></sub> sin ω<i>t</i>. If I<sub>0</sub> is the load current during the conduction of freewheeling diode, the KVL equation during the conduction of free wheeling diode is</p>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/276-239-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/276-239-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/276-239-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/276-239-4.png""/>",,B, <p>Load is short-circuited by free wheeling diode.</p> 
<p>HVDC transmission systems generally use</p>,12 pulse converters,6 pulse converters,3 pulse converters,either 12 or 6 pulse converters,,A," <p>To reduce ripple, 12 pulse converters are used in HVDC.</p> "
"<p>A single phase semiconverter is feeding a highly inductive load. The circuit has a freewheeling diode across the load and firing angle is <span class=""symbol"">a</span>. During one cycle of input voltage, the total duration of conduction of freewheeling diode is</p>","<span class=""symbol"">a</span>","2 <span class=""symbol"">a</span>","4 <span class=""symbol"">a</span>","0.5 <span class=""symbol"">a</span>",,B," <p>Freewheeling diode conducts for <span class=""symbol"">a</span>° in each half cycle.</p> "
"<p>During forward blocking state of SCR, the voltage and current respectively are</p>",high and high,low and low,high and low,low and high,,C, <p>Voltage is high but current is nearly zero.</p> 
<p>In a 3 phase full converter the average load current is 150 A. The average thyristor current is</p>,150 A,75A,50 A,25 A,,C, <p>Each thyristor conducts for one-third of one cycle.</p> 
