question,A,B,C,D,E,answer,explanation
"<p>In a 3 phase bridge inverter, the gating signals for the three phases have a phase difference of</p>",120°,60°,240°,any of the above,,A,
"<p><p><b>Assertion (A):</b>  The circuit of figure thyristor will conduct for 180° during positive half cycle if it is continuously fired. <br/><img src=""/_files/images/electronics-and-communication-engineering/power-electronics/283-371-1.png""/> </p><p><b>Reason (R):</b>  A thyristor can conduct only when it is forward biased.</p></p>",Both A and R are correct and R is correct explanation of A,Both A and R correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,D,
"<p>The total number of leads in SCR, DIAC and TRIAC respectively are</p>","3, 2, 3","2, 3, 3","3, 3, 2","3, 2, 4",,A,
<p>A single phase semiconverter is feeding a highly inductive load and has a freewheeling diode across the load. The waveshape of input current is</p>,sinusoidal,rectangular,sinusoidal or rectangular,triangular,,B,
"<p>In the below figure, the load is highly inductive. The firing angle is <span class=""symbol"">a</span> for each of the thyristors. The periods of conduction of Th<sub>1</sub> and Th<sub>2</sub> respectively are <br/><img src=""/_files/images/electronics-and-communication-engineering/power-electronics/276-248-1.png""/></p>","0 to <span class=""symbol"">p</span> and <span class=""symbol"">p</span> to 2<span class=""symbol"">p</span>","<span class=""symbol"">a</span> to <span class=""symbol"">p</span> and <span class=""symbol"">p</span> + <span class=""symbol"">a</span> to 2<span class=""symbol"">p</span>","<span class=""symbol"">a</span> to <span class=""symbol"">p</span> + <span class=""symbol"">a</span> and <span class=""symbol"">p</span> + <span class=""symbol"">p</span> to 2<span class=""symbol"">p</span> + <span class=""symbol"">a</span>","<span class=""symbol"">a</span> to <span class=""symbol"">p</span> - <span class=""symbol"">a</span> and <span class=""symbol"">p</span> + <span class=""symbol"">a</span> to 2<span class=""symbol"">p</span> - <span class=""symbol"">a</span>",,C,
<p>A crowbar circuit is generally needed for protection under fault conditions.</p>,True,False,,,,A,
"<p>Forward <img src=""/_files/images/electronics-and-communication-engineering/power-electronics/265-2-1.png""/> rating of an SCR is</p>",the maximum rate of rise of anode voltage which will trigger the SCR,the maximum rate of rise of anode voltage which will not trigger the SCR if gate signal is applied,the maximum rate of rise of anode voltage which will not trigger the SCR if gate signal is not applied,either (b) or (c),,C,
<p>The number of leads in a DIAC are</p>,2,3,4,6,,A,
<p>The condition for underdamped oscillations in a series RLC circuit is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/267-35-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/267-35-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/267-35-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/267-35-4.png""/>",,B,
<p>The method of triggering SCS is</p>,application of positive pulse at cathode gate or negative pulse at anode gate,application of pulse at anode gate,application of pulse at cathode gate,application of low voltage at anode,,A,
<p>The number of thyristors in a single phase fully controlled bridge rectifier is</p>,16,8,4,2,,C,
