question,A,B,C,D,E,answer,explanation
<p>A cycloconverter can be</p>,step down,step up,step down or step up,none of the above,,C, <p>The output frequency can be more or less than input frequency.</p> 
"<p>In the below figure the average load current is 15 A. The rms value of transformer secondary current is <br/><img src=""/_files/images/electronics-and-communication-engineering/power-electronics/276-248-1.png""/></p>",15 A,10.61 A,7.5 A,14.14 A,,B," <p>RMS secondary current = <img src=""/_files/images/electronics-and-communication-engineering/power-electronics/286-250-1.png""/> = 15/1.414 = 10.608 A.</p> "
<p>In a 3 phase fully controlled converter the firing frequency is</p>,3 times the line frequency,6 times the line frequency,9 times the line frequency,12 times the line frequency,,B, <p>It is a 6 pulse converter.</p> 
<p>Two thyristor of same rating and same specifications</p>,will have equal turn on and turn off periods,will have equal turn on but unequal turn off periods,may have equal or unequal turn on and turn off periods,will have unequal turn on and turn off periods,,C, <p>Turn on and turn off times of similar SCRs may not be same.</p> 
<p>The amount of dielectric heating is inversely proportional to frequency.</p>,True,False,,,,B, <p>It is proportional to frequency.</p> 
<p>A semiconverter feeding an RLE load operates in</p>,first quadrant only,first and second quadrants,first and fourth quadrants,first and third quadrants,,A, <p>Semiconvertor operates only in first quadrant.</p> 
<p>The phenomenon of overlap in converter operation due to</p>,source resistance,source inductance,both source resistance and source inductance,high value of firing angle,,B, <p>Source inductance delays turn off and hence causes overlap.</p> 
"<p>A thyristor has a maximum allowable junction temperature of 120°C and the ambient temperature is 40°C. If thermal resistance is 1.6° C/W, the maximum allowable internal power dissipation is</p>",20 W,50 W,92 W,128 W,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/power-electronics/286-194-1.png""/>.</p> "
"<p>For a 12 pulse operation, the two 6 pulse units are fed by</p>",Y - Y and Y - Y transformers,Δ - Δ and Δ - Δ transformers,Y - Y and Y - Δ transformers,Y - Δ and Y - Δ transformers,,C, <p>30° phase difference is necessary.</p> 
"<p>In a single phase full wave converter (M - 2 connection) feeding a highly inductive load, the firing angle for each thyristor is a in the respective half cycle. The period of conduction of each thyristor is</p>","<span class=""symbol"">p</span> - <span class=""symbol"">a</span>","<span class=""symbol"">p</span>","<span class=""symbol"">p</span> + <span class=""symbol"">a</span>","<span class=""symbol"">p</span> - 2<span class=""symbol"">a</span>",,B," <p>Since conduction is from <span class=""symbol"">a</span> to <span class=""symbol"">p</span> + <span class=""symbol"">a</span>, period of conduction is <span class=""symbol"">p</span> in each half cycle.</p> "
"<p>An SCR is triggered at 40° in the positive half cycle only. The average anode current is 50 A. If the firing angle is changed to 80°, the average anode current is likely to be</p>",50 A,25 A,less than 50 A but more than 25 A,less than 25 A,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/power-electronics/286-202-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/power-electronics/286-202-2.png""/>.</p> "
"<p>The characteristics of a non-linear resistance is <i>i</i> = <i>kv</i><sup>4</sup>. If <i>i</i> becomes 100 times, <i>v</i> becomes</p>",about 100 times,about 10 times,about 3 times,about twice,,C, <p><i>v</i> ∝ (<i>i</i>)<sup>1/4</sup> ∝ (100)<sup>1/4</sup> ≈ 3.</p> 
"<p>In a step down chopper using pulse width modulation, T<sub>on</sub> = 3 x 10<sup>-3</sup> and T<sub>off</sub> = 1 x 10<sup>-3</sup> s. The chopping frequency is</p>",333.33,250,500,1000,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/power-electronics/287-326-1.png""/> .</p> "
<p>Thyristors are suitable for dc circuit breakers but not for ac circuit breakers.</p>,True,False,,,,B, <p>They are suitable for both dc and ac circuit breakers.</p> 
<p><p><b>Assertion (A):</b>  Inverters and choppers use fast switching thyristors </p><p><b>Reason (R):</b>  Fast switching SCR has low turn off time.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,A, <p>Low turn off time enables fast switching.</p> 
<p>The value of capacitor C for dynamic equalising circuit of series connected thyristors is determined by</p>,forward characteristics of thyristors,reverse recovery characteristics of thyristors,both forward and reverse recovery characteristics of thyristors,none of the above,,B, <p>Value of C is proportional to maximum difference between reverse charge of SCRs in series.</p> 
<p>A chopper</p>,converts constant voltage dc into ac and then into variable voltage dc,converts constant voltage dc into variable voltage dc directly,converts ac of one frequency into ac of another frequency,converts ac to dc,,B, <p>A chopper is a dc-ac converter. It converts a fixed dc voltage into a variable dc voltage.</p> 
<p><p><b>Assertion (A):</b>  If the duty cycle of chopper is low the current would not become discontinuous</p><p><b>Reason (R):</b>  If the time constant L/R of the load in chopper is low the current may become discontinuous.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,C," <p>If duty cycle is low, current may become discontinuous.</p> "
"<p>In a single phase full wave regulator, the firing angles in the positive and negative half cycles are generally</p>",equal,different,equal or different,different but sometimes equal,,A, <p>Firing angles are kept equal to get symmetrical output voltage.</p> 
"<p>An electric heater is controlled by thyristors through on-off control. If <span class=""symbol"">a</span> = 0.4, the heating is</p>",16% maximum,40% of maximum,60% of maximum,84% of maximum,,B," <p>V<sub>l</sub> = V <span class=""root""><span class=""symbol"">a</span></span>. Therefore V<sub>l</sub><sup>2</sup> - V<sup>2</sup> (a). Heating is proportional to <span class=""symbol"">a</span>.</p> "
<p>A two winding transformer is feeding a single phase half wave rectifier circuit. The load is purely resistive. The rms value of transformer secondary current is I<sub><i>s</i></sub> and rms value of load current in I<sub><i>rms</i></sub>. Then</p>,I<sub><i>s</i></sub> = I<sub><i>rms</i></sub> irrespective of the value of firing angle,I<sub><i>s</i></sub> = 0.5 I<sub><i>rms</i></sub> irrespective of the value of firing angle,I<sub><i>s</i></sub> = I<sub><i>rms</i></sub> if firing angle is less than 30°,I<sub><i>s</i></sub> = I<sub><i>rms</i></sub> if firing angle is more than 30°,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/power-electronics/286-231-1.png""/>.</p> "
<p>The terminals of a power BJT are called</p>,"emitter, base, collector","emitter, base, drain","source, base, drain","source, base, collector",,A," <p>In a BJT terminals are emitter, base and collector irrespective of rating.</p> "
"<p>In single phase half wave regulator, the average current over one full cycle</p>",is always positive,may be positive or negative,may be negative,is always negative,,D, <p>The input current during positive half cycle is less than that during negative half cycle.</p> 
