question,A,B,C,D,E,answer,explanation
<p>In a dual converter both converters work as rectifiers.</p>,True,False,,,,B, <p>One operators as rectifier and the other as inverter.</p> 
<p>A single phase full wave regulator feeds R-L load. The best gating signal is</p>,short duration pulses,long duration pulses,pulse train,either (a) or (b),,C, <p>To ensure proper triggering pulse train in necessary because load is R - L.</p> 
<p>A 3 phase induction motor is fed by a 3 phase ac regulator to change the stator voltage. The variation in speed will be more if</p>,load torque is constant,load torque increases with increase in speed,load torque decreases with increase in speed,either (a) or (b),,B," <p>If load torque is constant, the change in speed is very small.</p> "
<p>A cycloconverter cannot give a frequency higher than input frequency.</p>,True,False,,,,B, <p>Step up cycloconverter can give a frequency higher than input frequency.</p> 
"<p>A thyristor has internal power dissipation of 40W and is operated at an ambient temperature of 20°C. If thermal resistance is 1.6° C/W, the junction temperature is</p>",114°C,164°C,94° C,84° C,,D," <p><img src=""/_files/images/electronics-and-communication-engineering/power-electronics/286-193-1.png""/>.</p> "
"<p>In a single phase dual converter, <span class=""symbol"">a</span><sub>1</sub>, and <span class=""symbol"">a</span><sub>2</sub> are firing angles of the two converters. Then</p>","<span class=""symbol"">a</span><sub>1</sub> - <span class=""symbol"">a</span><sub>2</sub> = <img src=""/_files/images/electronics-and-communication-engineering/power-electronics/182-9.51-1.png""/>","<span class=""symbol"">a</span><sub>1</sub> + <span class=""symbol"">a</span><sub>2</sub> = <span class=""symbol"">p</span>","<span class=""symbol"">a</span><sub>1</sub> - <span class=""symbol"">a</span><sub>2</sub> = <span class=""symbol"">p</span>","<span class=""symbol"">a</span><sub>1</sub> + <span class=""symbol"">a</span><sub>2</sub> = <img src=""/_files/images/electronics-and-communication-engineering/power-electronics/182-9.51-1.png""/>",,B," <p>Since one converter is rectifying and the other is inverting </p>
<p>V<sub><i>dc</i>1</sub> = -V<sub><i>dc</i>2</sub></p>
<p>or <span class=""symbol"">a</span><sub>1</sub> + <span class=""symbol"">a</span><sub>2</sub> = <span class=""symbol"">p</span>.</p> "
<p>The number of gates in an SCR is</p>,1,3,4,6,,A,
<p>The waveshape of output voltage of half bridge inverter is</p>,sinusoidal,square,triangular,either (a) or (b),,B,
"<p>A 3 phase induction motor is controlled by voltage and frequency control such that the ratio V/<i>f</i> is constant. At 50 Hz, the speed is 1440 rpm. At 25 Hz, the speed is likely to be</p>",about 1350 rpm,about 720 rpm,about 360 rpm,either (b) or (c),,B," <p>In this case synchronous speed at 50 Hz is 1500 rpm. Therefore synchronous speed at 25 Hz is 750 rpm. Since slip is about 3 - 5%, speed is about 720 rpm.</p> "
<p>The gate current required to turn on an SCR is</p>,few amperes,a few mA,almost equal to anode current,about 50% of anode current,,B, <p>Only a very small gate current is required to trigger SCR into conduction.</p> 
<p>A single phase half wave converter is used to charge a battery of 50 V. The thyristor is continuously fired by dc signal. Input voltage is <i>v</i> = V<sub><i>m</i></sub> sin ω<i>t</i>. The thyristor will conduct</p>,from 0 to 180°,when <i>v</i> &gt; 50 V,from 0 to 90°,When <i>v</i> &lt; 50 V,,B, <p>Thyristor can conduct only when it is forward biased. This occurs only when <i>v</i> &gt; 50 V.</p> 
"<p>The symbol in figure is for <br/><img src=""/_files/images/electronics-and-communication-engineering/power-electronics/273-182-1.png""/></p>",DIAC,P-N junction diode,Schottky diode,None of the above,,C,
"<p>In a 3 phase semiconverter, the firing frequency is</p>",equal to line frequency,3 times the line frequency,6 times the line frequency,12 times the line frequency,,B," <p>Since the circuit has 3 thyristors, firing frequency is three times the line frequency.</p> "
<p>Present day HVDC converters are all</p>,3 pulse converters,6 pulse converters,12 pulse converters,either 6 pulse or 12 converters,,C, <p>To reduce ripple 12 pulse converters are used.</p> 
<p>A single phase full converter gives maximum and minimum output voltage at firing angles of</p>,0 and 180° respectively,180° and 0° respectively,0 and 90° respectively,90° and 0° respectively,,A," <p>Output voltage is maximum if <span class=""symbol"">a</span> = 0 and is minimum if <span class=""symbol"">a</span> = 180°.</p> "
<p>A thyristor has its gate current zero. To start conduction the forward voltage must exceed</p>,about 0.5 V,forward breakover voltage,on state voltage,peak working off state forward voltage,,B," <p>With zero gate current, conduction can be started only if forward voltage exceeds breakover voltage.</p> "
<p><p><b>Assertion (A):</b>  Snubber circuit has an RC series circuit in parallel with SCR</p><p><b>Reason (R):</b>  Voltage across a capacitor can not change instantaneously.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,A," <p>Since voltage across capacitor cannot change instantaneously it protects SCR against high <img src=""/_files/images/electronics-and-communication-engineering/power-electronics/265-2-1.png""/>.</p> "
"<p>In dielectric heating, the thyristor circuits consist of</p>",rectifier-chopper combination,controlled rectifier,ac regulator,rectifier-inverter combination,,D, <p>Input ac is rectified and then converted to high frequency ac.</p> 
<p>On load tap changer using thyristors can have a maximum of two taps.</p>,True,False,,,,B, <p>Any number of taps are possible.</p> 
<p><p><b>Assertion (A):</b>  A cycloconverter may be line commutated or forced commutated</p><p><b>Reason (R):</b>  A step up cycloconverter requires forced commutation.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,A,
"<p>In the below figure the rms voltage across each half of secondary is 200 V. The peak inverse voltage across each of thyristor is <br/><img src=""/_files/images/electronics-and-communication-engineering/power-electronics/276-248-1.png""/></p>",200 V,"<span class=""root"">2</span>(200) V","<span class=""root"">2</span>(400) V",800 V,,C," <p>PIV = <span class=""root"">2</span>(2 x 200).</p> "
<p><p><b>Assertion (A):</b>  A GTO circuit is more compact than SCR circuit </p><p><b>Reason (R):</b>  A GTO can be turned off by negative gate pulse.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,A," <p>Since commutation circuit is not required, GTO circuit is compact.</p> "
"<p>In a single phase full wave ac regulator, the firing angles in the two half cycles</p>",are always equal,are sometimes equal,are never equal,may be equal or unequal,,A,
"<p>In a single phase full bridge converter (B - 2 connection), the input voltage is <i>v</i> = V<sub><i>m</i></sub> sin ω<i>t</i>. The output dc voltage for resistive load</p>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/276-244-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/276-244-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/276-244-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/276-244-4.png""/>",,C," <p>SCRs conduct from <span class=""symbol"">a</span> to <span class=""symbol"">p</span> in each half cycle.</p> "
<p>As regards single phase dual converter</p>,the change in operation from one quadrant to the other is faster in non-circulating current mode,the change in operation from one quadrant to the other is faster in circulating current mode,the time response to change in operation from one quadrant to other is the same in both the modes,the time response to change in operation from one quadrant to the other may be faster in any of the two modes,,B,
<p>To protect an SCR against high <i>di</i>/<i>dt</i> we connect</p>,a capacitance in series with SCR,a capacitance in parallel with SCR,an inductance in parallel with SCR,an inductance in series with SCR,,D, <p>current through inductance cannot change instantaneously.</p> 
<p>In a parallel inverter</p>,the commutating capacitor C is across the primary of transformer and the load is across the secondary,the commutating capacitor and load are connected across the secondary of transformer,the commutating capacitor C and load are connected in series and the combination is across the secondary of transformer,none of the above,,A,
<p>A silicon controlled switch has :</p>,2 leads,3 leads,4 leads,5 leads,,C," <p>Anode, cathode, anode gate and cathode gate.</p> "
<p>A dc chopper V = 500 V feeds an electric fraction dc series motor. The chopping frequency is 400 Hz. The series inductance required to limit the maximum current swing to 10 A is</p>,20 mH,about 31 mH,about 51 mH,about 92 mH,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/power-electronics/287-332-1.png""/>.</p> "
<p>A single phase fully controlled bridge rectifier is fed by a source having inductance. The output voltage during overlap period is</p>,V<sub><i>m</i></sub>,0.5 V<sub><i>m</i></sub>,zero,0.5 V<sub><i>m</i></sub> - voltage drop across inductance,,C, <p>During the period of overlap all the four thyristors conduct and load is effectively short-circuited. Output voltage is zero.</p> 
"<p>In a semi converter feeding a resistive load, the firing angle is <span class=""symbol"">a</span>. Each thyristor conducts for</p>","<span class=""symbol"">p</span> radians","(<span class=""symbol"">p</span> - <span class=""symbol"">a</span>) radians","(<span class=""symbol"">p</span> + <span class=""symbol"">a</span>) radians","(<span class=""symbol"">p</span> - 0.5 <span class=""symbol"">a</span>) radians",,B," <p>The conduction is from <span class=""symbol"">a</span> to <span class=""symbol"">p</span>.</p> "
<p>Between which points does UJT exhibit negative resistance characteristics</p>,between peak and valley points,before peak point,after peak point,after valley point,,A,
"<p>A thyristor has maximum allowable junction temperature of 110° C and the ambient temperature is 40°C, If the maximum internal power dissipation is 50 W, the thermal resistance is</p>",2° C/W,1.4° C/W,0.7°C/W,2.2° C/W,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/power-electronics/286-192-1.png""/>.</p> "
<p>A single phase electric heater uses phase controlled thyristors. The firing angle is 90°. The degree of heating is</p>,25% of maximum,50% of maximum,75% of maximum,none of the above,,B, <p>Conduction occurs only during 50% of wave.</p> 
<p>Which of these commutation methods is used in AC-DC converters?</p>,Class A,Class C,Class D,Class F,,D, <p>Class F is natural commutation AC = DC converter use natural (or line) commutation.</p> 
"<p>When thyristors are connected in series and parallel, it may be necessary to have :</p>",current derating,voltage derating,both current and voltage derating,none of the above,,C, <p>Thyristors in series do not share the voltage equally and require voltage derating. Thyristors in parallel need current derating.</p> 
<p>A single phase half wave regulator uses</p>,2 diodes and 2 thyristors,2 thyristors,1 diode and 1 thyristor,2 diodes,,C, <p>Regulation is possible only in positive half cycle.</p> 
<p>A Shockley diode can be used</p>,in place of SCR,as a trigger switch for SCR,in place of UJT,both in place of SCR and as a trigger switch for SCR,,B, <p>It is a four layered PNPN device without a gate terminal. Its characteristics is similar to that of SCR with zero gate current. It is acting as a trigger switch for Thyristor.</p> 
<p>An SCR has a turn on time of 4 μs. The gate pulse should have a duration of about</p>,2 μs,5 μs,20 μs,50 μs,,B, <p>Duration of gate pulse should be slightly more than turn time of SCR.</p> 
"<p>In a multiphase chopper, the different choppers operate in</p>",series and all simultaneously,parallel and one at a time,parallel and simultaneously,either (b) or (c),,B, <p>Only one chopper operates at one time.</p> 
"<p>In a 3 phase semiconverter, the dc output voltage for a certain firing angle is 50% of the maximum possible value. The firing angle is</p>",30°,60°,90°,120°,,C," <p>V<sub><i>dc</i></sub> ∝ (1 + cos <span class=""symbol"">a</span>). Maximum possible output voltage occurs when <span class=""symbol"">a</span> = 0.</p> "
<p>A high frequency series inverter consists of</p>,a number of series inverters in series,a number of series inverters in parallel,a number of parallel inverters in parallel,a number of parallel inverters in series,,B, <p>A high frequency series inverter has many series inverters in parallel. Only one inverter operates at one time and they operate in fixed sequence.</p> 
"<p>In an SCR, the anode current consists of</p>",only holes,only electrons,both electrons and holes,either electrons or holes,,C, <p>Both electrons and holes contribute to current.</p> 
"<p>In the below figure, the average value of load current is 15 A. The load is highly inductive. The peak value of thyristor current is <br/><img src=""/_files/images/electronics-and-communication-engineering/power-electronics/276-248-1.png""/></p>",15 A,"15<span class=""root"">2</span> A","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/276-249-1.png""/>",30 A,,A," <p>Because of highly inductive load, output current is nearly constant.</p> "
<p>A 3 phase semiconverter when supplying a certain load has a rectification efficiency of 0.6 and transformer utilisation factor of 0.35. When a 3 phase full converter is supplying the same load</p>,rectification efficiency will be more than 0.6 and TUF will be more than 0.35,rectification efficiency will be more than 0.6 but TUF will be less than 0.35,rectification efficiency will be less than 0.6 and TUF will be less than 0.35,rectification efficiency will be less than 0.6 but TUF will be more than 0.35,,A,
<p><p><b>Assertion (A):</b>  A high <i>dv</i>/<i>dt</i> may cause triggering of a thyristor.</p><p><b>Reason (R):</b>  A high <i>dv</i>/<i>dt</i> results in charging current in the thyristor.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,A, <p>The charging current may cause triggering.</p> 
"<p><p><b>Assertion (A):</b>  When an SCR is conducting, the voltage drop across is about 1 V. </p><p><b>Reason (R):</b>  When an SCR is conducting, the junction temperature is about 200°C.</p></p>",Both A and R are correct and R is correct explanation of A,Both A and R correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,C, <p>Junction temperature is about 120°C. Hence R is wrong.</p> 
"<p>When the core of a saturable reactor is saturated, the inductance is high.</p>",True,False,,,,B," <p>Since core is saturated, change of flux is small and inductance is low.</p> "
"<p>In controlled heating circuits, thyristors act as</p>",rectifier,inverter,ac regulator,chopper,,C, <p>The output voltage is controlled ac.</p> 
<p>In a fully controlled bridge converter feeding a resistive load the waveshapes of output voltage and output current</p>,are always similar,can never be similar,may be similar or dissimilar,"are similar only if <span class=""symbol"">a</span> = 0",,A, <p>For resistive load output current is always proportional to output voltage.</p> 
