question,A,B,C,D,E,answer,explanation
"<p>In a single phase full wave ac regulator feeding R-L load, the gate pulses</p>",are always of short duration,may be of short duration,"should be rectangular with width (<span class=""symbol"">p</span> - <span class=""symbol"">a</span>)","cannot be rectangular with width (<span class=""symbol"">p</span> - <span class=""symbol"">a</span>)",,C,
"<p>In a semi converter feeding a resistive load,</p>",the waveshapes of input voltage and input current are always similar,the waveshapes of input voltage and input current can never be similar,the waveshapes of input voltage and input current are similar only if firing angle is zero,the waveshapes of input voltage and input current are similar only if firing angle is high,,C,
<p>In a single phase semi-converter the number of thyristors is</p>,16,8,4,2,,D,
<p>A dc chopper is feeding an RLE load. The current can become discontinuous if</p>,"<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/269-87-1.png""/> is high","<span class=""symbol"">a</span> is low",E is high,none of the above,,D,
<p>Which of these commutation methods uses two leads?</p>,Class A,Class B,Class C,Class D,,D,
<p>A single phase half wave rectifier is feeding a resistive load. As firing angle is increased</p>,dc output voltage and rms output voltage decrease in the same proportion,dc output voltage and rms output voltage decrease,dc output voltage and rms output voltage increase,dc output voltage and rms output voltage increase in the same proportion,,B,
<p>A cycloconverter for single phase operation has</p>,one positive group and one negative group converters,two positive group and two negative group converters,three positive group and three negative group converters,any of the above,,A,
<p>A chopper is a high efficiency circuit.</p>,True,False,,,,A,
<p>The difference between resonant commutation and self commutation is</p>,both these methods are based on entirely different principles,"in resonant commutation, the commutating elements carry load current but in self commutation, the commutating elements do not carry load current",resonant commutation uses L and C but self commutation uses only capacitor,none of the above,,A,
"<p>If 0.5 T is the time period of oscillations and T<sub>off</sub> is the time between turn off of one thyristor and turn on of second thyristor, the frequency of output <i>f</i> of a series inverter is</p>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/278-294-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/278-294-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/278-294-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/278-294-4.png""/>",,A,
<p>In a series inverter</p>,the commutating elements carry full load current,the commutating elements carry upto 50% of load current,the commutating elements do not carry load current,any of the above,,A,
<p>A NAND gate has 3 inputs and one output. The number of thyristors required for this gate are</p>,1,2,3,3 or 4,,C,
<p>Which of these devices is used in relaxation oscillator?</p>,UJT,SCR,DIAC,TRIAC,,A,
"<p>In auxiliary commutated chopper fed by voltage V and having L and C commutating elements, the peak value of capacitor current is</p>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/269-91-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/269-91-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/269-91-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/269-91-4.png""/>",,C,
"<p>In a single phase semiconverter feeding a highly inductive load, the load current is</p>",sinusoidal,nearly constant,absolutely constant,rectangular,,B,
<p>Two thyristors of the same rating and specifications</p>,will have equal on state voltage drops,will have equal forward blocking voltage for the same current,will have different on state voltage drops,may have equal or different on state voltage drops and equal or different forward blocking voltage's for the same current,,D,
"<p>A 3 phase induction motor is controlled by voltage and frequency control such that the ratio V/<i>f</i> is constant. At 50 Hz, the starting torque is 100 N-m. At 25 Hz, the starting torque</p>",will be less than 100 N-m,will be more than 100 N-m,may be more or less than 100 N-m depending on motor parameters,very small,,B,
"<p>In a three phase to single phase full wave bridge cycloconverter, the number of thyristors is</p>",36,18,12,8,,C,
"<p>A single phase half wave converter is feeding-a resistor load. The input voltage is <i>v</i> = V<sub><i>m</i></sub> sin ω<i>t</i>. If firing angle is zero, the output dc voltage V<sub><i>dc</i></sub> and output rms voltage V<sub><i>rms</i></sub> respectively</p>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/275-229-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/275-229-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/275-229-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/275-229-4.png""/>",,B,
<p>In a cycloconverter it is possible to vary</p>,only output frequency,only output voltage,both output voltage and frequency but not simultaneously,both output voltage and output frequency simultaneously,,D,
<p>A single phase full bridge inverter for R-L loads needs</p>,4 thyristors,4 thyristors and 4 diodes,4 thyristors and 2 diodes,8 thyristors,,B,
"<p>In the basic series inverter circuit, the source current has</p>",low harmonic content,high harmonic content,low or high harmonic content depending on firing angle,zero harmonic content,,B,
<p>Thyristors connected in series need static and dynamic stabilizing circuits.</p>,True,False,,,,A,
<p>In a controlled rectifier a freewheeling diode is necessary if the load is</p>,inductive,resistive,capacitive,any of the above,,A,
<p>For an illumination control circuit it is advisable to use a matched TRIAC-DIAC pair.</p>,True,False,,,,A,
"<p>A single phase converter is fed by a source having an inductance L. If load current is I<sub>0</sub>, the decrease in output voltage due to overlap is</p>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/267-55-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/267-55-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/267-55-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/267-55-4.png""/>",,C,
<p><p><b>Assertion (A):</b>  An ac regulator uses natural commutation</p><p><b>Reason (R):</b>  An ac regulator can be used for static on load tap changing of transformer.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B,
<p>When a UJT is used as a relaxation oscillator the current should be</p>,less than I<sub><i>p</i></sub>,more than I<sub><i>v</i></sub>,more than I<sub><i>p</i></sub> but less than I<sub><i>v</i></sub>,negative,,C,
"<p>In auxiliary commutated chopper, the charging and discharging time of capacitor</p>",are constant,depend on load current,may be constant or may depend on load current,none of the above,,B,
<p>Which chopper circuit uses saturable reactor?</p>,Auxiliary commutated,Jones chopper,Morgan chopper,Load commutated,,C,
<p>A thyristor circuit is feeding an R-L load. The turn on time can be reduced by</p>,decreasing R,decreasing L,increasing L,decreasing R and L together,,B,
"<p>A single phase semiconverter is supplying RLE load and has a freewheeling diode across the load. The firing angle is <span class=""symbol"">a</span>. The freewheeling diode conducts for</p>","<span class=""symbol"">a</span>° in each half cycle","(<span class=""symbol"">p</span> - <span class=""symbol"">a</span>)° in each cycle","<span class=""symbol"">a</span>° in one full cycle","(<span class=""symbol"">p</span> + <span class=""symbol"">a</span>)° in each half cycle",,A,
"<p>In a full bridge inverter fed by a battery of voltage V, the rms value of fundamental component of output voltage is</p>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/279-310-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/279-310-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/279-310-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/279-310-4.png""/>",,B,
"<p>In a single phase full wave regulator feeding a resistive load, the average current over one full cycle</p>",is always zero,cannot be zero,may be sometimes zero,is always positive,,A,
"<p>Two single phase semi-converters are connected in series to form a series converter. The input is <i>v</i> = V<sub><i>m</i></sub> sin ω<i>t</i> and <span class=""symbol"">a</span><sub>1</sub>, <span class=""symbol"">a</span><sub>2</sub> are the firing angles. If <span class=""symbol"">a</span><sub>1</sub> = 0, the dc output voltage is</p>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/267-52-2.png""/> (1 + cos <span class=""symbol"">a</span><sub>2</sub>)","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/267-52-2.png""/> (2 + cos <span class=""symbol"">a</span><sub>2</sub>)","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/267-52-2.png""/> (3 + cos <span class=""symbol"">a</span><sub>2</sub>)","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/267-52-2.png""/> (4 + cos <span class=""symbol"">a</span><sub>2</sub>)",,C,
<p>The total number of leads in MOS controlled thyristor is</p>,2,3,4,2 or 3,,B,
<p><p><b>Assertion (A):</b>  Chopper always requires forced commutation</p><p><b>Reason (R):</b>  Morgan chopper uses a saturable reactor.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B,
<p>In a power diode the reverse recovery time is the time from the instant the forward current is zero to the instant when reverse recovery current has decayed to</p>,50% of peak reverse current,25% of peak reverse current,10% of peak reverse current,zero value,,A,
<p><p><b>Assertion (A):</b>  McMurray Bredford half bridge inverter uses complementary commutation</p><p><b>Reason (R):</b>  Three phase inverter can have two modes of operation.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B,
"<p>A capacitor C farads is charged to a voltage V. It discharges through a thyristor, a diode and an inductance L. The peak current in the circuit is</p>",VCL,"<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/269-91-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/280-330-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/280-330-2.png""/>",,B,
<p>Which of these devices have four layers?</p>,UJT,SCR,TRIAC,SCR and TRIAC,,B,
"<p>When UJT is used for thyristor gate signal, the output of UJT is</p>",sine wave,square wave,saw tooth wave,either (a) or (c),,C,
<p>The stud in a stud mounted SCR acts as</p>,anode,cathode,gate,anode or cathode,,A,
"<p>In a single phase full wave regulator feeding R-L load, short gate pulse are not suitable.</p>",True,False,,,,A,
<p>Half bridge and full bridge inverters of one type use different commutation methods.</p>,True,False,,,,B,
"<p>In rectifier circuits, the rms value of ac component of output voltage is equal to</p>",V<sub>rms</sub>,0.5 V<sub>rms</sub>,(V<sub>rms</sub> - V<sub><i>dc</i></sub>)<sup>0.5</sup>,(V<sub>rms</sub><sup>2</sup> - V<sub><i>dc</i></sub><sup>2</sup>)<sup>0.5</sup>,,D,
<p>A UJT exhibits negative resistance characteristics when</p>,Current is less than valley current,Current is less than peak current,Current is more than peak current but less than valley current,None of the above,,C,
