question,A,B,C,D,E,answer,explanation
<p><p><b>Assertion (A):</b>  SUS is a PUT and avalanche diode connected between gate and cathode</p><p><b>Reason (R):</b>  SBS has two SUS inbuilt together and connected in anti-parallel </p></p>,Both A and R are correct and R is correct explanation of A,Both A and R correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B,
"<p>In a single phase full wave controlled rectifier using centre tap transformer, the voltage across each half of secondary is V<sub><i>m</i></sub> sin ω<i>t</i>. The peak inverse voltage is</p>",2 V<sub><i>m</i></sub>,V<sub><i>m</i></sub>,0.5 V<sub><i>m</i></sub>,0.25 V<sub><i>m</i></sub>,,A,
<p>Which statement is correct?</p>,BJT and MOSFET are current controlled devices,BJT is voltage controlled and MOSFET is current controlled device,BJT and MOSFET are voltage controlled devices,BJT is current controlled and MOSFET is voltage controlled device,,D,
"<p>In a three phase series inverter, the firing frequency is</p>",three times output frequency,six times output frequency,twice the output frequency,equal to output frequency,,B,
<p>A 3 phase fully controlled converter is a</p>,3 pulse converter,6 pulse converter,2 pulse converter,12 pulse converter,,B,
<p>In a half bridge inverter the gate pulses of the two thyristors have a phase displacement of</p>,60°,90°,120°,180°,,D,
<p>A fully controlled bridge converter can operate in quadrants</p>,1,1 and 2,1 and 3,1 and 4,,D,
<p>A class E chopper</p>,can operate in second quadrant only,can operate in first or third quadrant,can operate in all the four quadrants,can operate in either second or third quadrant,,C,
<p>A cycloconverter uses</p>,natural commutation,forced commutation,either natural or forced commutation,both natural and forced commutation together,,C,
<p><p><b>Assertion (A):</b>  A fully controlled bridge converter can operate in first and fourth quadrant.</p><p><b>Reason (R):</b>  A semi converter is cheaper than a full converter.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B,
"<p>The commutation method in an inverter, is</p>",line commutation,forced commutation,either (a) or (b),none of the above,,C,
<p>Inverters find applications in</p>,HVDC transmission,UPS,variable speed ac drives,all of the above,,D,
"<p>When a thyristor is conducting, the voltage drop across it is about</p>",1 V,10 V,100 V,0.1 V,,A,
<p>The use of free wheeling diode in controlled rectifier improves the waveshape of load current.</p>,True,False,,,,A,
"<p>As the firing of a thyristor is delayed, the output voltage of a controlled rectifier decreases.</p>",True,False,,,,A,
<p><p><b>Assertion (A):</b>  A GTO can be turned on and turned off by gate pulses </p><p><b>Reason (R):</b>  A GTO can be turned off by negative gate pulse.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,B,
"<p>In a half bridge inverter circuit fed by a battery of voltage V, the rms value of fundamental component of output voltage is</p>","<span class=""root"">2</span> V","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/279-309-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/279-309-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/279-309-3.png""/>",,B,
<p>In a full bridge single phase inverter feeding RLC load</p>,one thyristor and one diode conduct simultaneously,two thyristors conduct simultaneously,two thyristors or two diodes conduct simultaneously,four thyristors conduct simultaneously,,C,
<p>It is possible to use a freewheeling diode in</p>,single phase half wave controlled rectifier as well as in single phase full wave controlled rectifier (M - 2 connection),single phase half wave controlled rectifier but not in single phase full wave controlled rectifier (M - 2 connection),single phase full wave controlled rectifier (M - 2 connection) but not in single phase half wave controlled rectifier,all controlled rectifier circuits,,D,
"<p><p><b>Assertion (A):</b>  When the anode current of an SCR starts increasing during turn on process, the anode cathode voltage drop starts decreasing. </p><p><b>Reason (R):</b>  During turn on the reverse biased junction in SCR breaksdown.</p></p>",Both A and R are correct and R is correct explanation of A,Both A and R correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,A,
"<p>In a certain inverter circuit each thyristor carries 26.67 A for 60°, 13.33 A for 120° and zero A for 180° of the cycle. The rms current of thyristor is</p>",20 A,13.33 A,6.67 A,3.33 A,,B,
<p>The factor η for a UJT is about</p>,0.1,0.2,0.6,0.9,,C,
"<p>The symbol in figure is for <br/><img src=""/_files/images/electronics-and-communication-engineering/power-electronics/272-159-1.png""/></p>",UJT,PUT,Shockley diode,TRIAC,,A,
"<p>In a single phase full converter fed by a source having inductance, the number of thyristors conducting during overlap is</p>",1,2,3,4,,D,
<p>The cut in voltages for germanium and silicon diodes respectively as</p>,0.3 V and 0.7 V,0.7 V and 0.3 V,0.6 V and 0.9 V,0.5 V and 0.7 V,,A,
"<p>An SCR is triggered at 80° in the positive half cycle, only. The rms anode current is 25 A. If the firing angle is changed to 160°, the rms current is likely to be</p>",25 A,12.5 A,less than 25 A,less than 12.5 A,,D,
<p>The output wave of a cycloconverter consists of a number of segments derived from the input wave.</p>,True,False,,,,A,
"<p>A class A chopper has an input voltage of 200 V. T<sub>on</sub> = 1.5 ms and T<sub>off</sub> = 4.5 ms. The duty cycle, average output voltage and ripple factor respectively are</p>","0.5, 100 V and 1","0.25, 50 V and <span class=""root"">3</span>","0.25, 50 V and 1","0.5, 100 V and <span class=""root"">3</span>",,B,
<p>In a parallel inverter the turn off time <i>t<sub>q</sub></i> of thyristor and values of commutating elements L and C are related as</p>,"<i>t<sub>q</sub></i> = <span class=""symbol"">p</span><span class=""root"">LC</span>","<i>t<sub>q</sub></i> = <img src=""/_files/images/electronics-and-communication-engineering/power-electronics/182-9.51-1.png""/><span class=""root"">LC</span>","<i>t<sub>q</sub></i> = <img src=""/_files/images/electronics-and-communication-engineering/power-electronics/279-301-1.png""/><span class=""root"">LC</span>","<i>t<sub>q</sub></i> = <img src=""/_files/images/electronics-and-communication-engineering/power-electronics/279-301-2.png""/><span class=""root"">LC</span>",,C,
<p>A TRIAC can be turned on :</p>,by applying a positive signal to gate,by applying a negative signal to gate,by applying either positive or negative signal to gate,none of the above,,C,
<p>Which of the following devices has two gates?</p>,SCR,SCS,SUS,SBS,,B,
"<p>In auxiliary commutated chopper, the peak value of thyristor current is</p>",equal to peak value of load current,equal to peak value of capacitor current,sum of peak value of load current and capacitor current,none of the above,,C,
"<p>The symbol in figure is for <br/><img src=""/_files/images/electronics-and-communication-engineering/power-electronics/271-155-1.png""/></p>",SUS,SBS,SCS,Shockley diode,,B,
"<p>If peak value of input voltage is V<sub><i>m</i></sub> and firing angle is <span class=""symbol"">a</span>, the average output voltage for single phase half wave and single phase full wave regulators are</p>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/280-336-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/280-336-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/280-336-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/280-336-4.png""/>",,A,
<p>The static equalisation circuit for thyristors connected in series is</p>,one resistor in series with each thyristor,one resistor in parallel with each thyristor,one resistor and one capacitor in parallel with each thyristor,none of the above,,B,
<p>A cycloconverter is a group of controlled rectifiers.</p>,True,False,,,,A,
<p>A single phase full wave regulator feeds a resistive load. The firing angle of thyristors is 90°. The input power factor is</p>,1,0.707 lagging,0.5 lagging,0.2 lagging,,B,
