question,A,B,C,D,E,answer,explanation
<p>In a semi converter feeding a resistive load</p>,the waveshapes of output voltage and output current are exactly similar,the waveshapes of output voltage and output current can not be similar,the waveshapes of output voltage and output current are similar only for low values of firing angle,the waveshapes of output voltage and output current may be similar or dissimilar,,A,
"<p>In an <i>n</i> stage high frequency series inverter having a time period T, each stage is active for a time interval of</p>",T,"<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/268-64-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/268-64-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/268-64-3.png""/>",,B,
"<p>In a 3 phase semiconverter, the output voltage becomes discontinuous for</p>",firing angle &gt; 30°,firing angle &gt; 60°,firing angle &gt; 90°,firing angle &gt; 120°,,B,
"<p>A single phase fully controlled bridge converter is feeding an RLE load. Input voltage is V<sub><i>m</i></sub> sin ω<i>t</i> and firing angle is <span class=""symbol"">a</span>. If average current is I<sub>0</sub>, then</p>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/267-52-1.png""/> cos <span class=""symbol"">a</span> = RI<sub>0</sub> + E","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/267-52-2.png""/> cos <span class=""symbol"">a</span> = RE<sub>0</sub> + E","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/267-52-1.png""/> cos <span class=""symbol"">a</span> = E<sub>0</sub> - RI<sub>0</sub>","<img src=""/_files/images/electronics-and-communication-engineering/power-electronics/267-52-2.png""/> cos <span class=""symbol"">a</span> = E - RI<sub>0</sub>",,A,
"<p>In integral cycle control of ac regulator, the input power factor is equal to</p>","duty cycle <span class=""symbol"">a</span>","<span class=""symbol"">a</span><sup>2</sup>","<span class=""root""><span class=""symbol"">a</span></span>","(<span class=""symbol"">a</span>)<sup>1/3</sup>",,C,
<p>McMurrary full bridge inverter uses</p>,auxiliary commutation,complementary commutation,natural commutation,any of the above,,A,
<p>A fully controlled bridge converter feeds a highly inductive load such that the load current can be assumed to be constant. The wave shape of input current is</p>,dc,sinusoidal,rectangular,none of the above,,C,
<p>A static excitation system uses</p>,transformer and thyristors,transformer and ac exciter,dc exciter and ac exciter,transformer and dc exciter,,A,
<p>The application of gate signal decreases the break over voltage of on SCR.</p>,True,False,,,,A,
<p>The power factor at the input terminals of a cyclo- converter is generally</p>,low and leading,low and lagging,high and leading,high and lagging,,B,
<p>Ripple factor RF and form factor FF are related as</p>,RF = FF<sup>2</sup> - 1,RF = (FF<sup>2</sup> - 1)<sup>0.5</sup>,"RF = <span class=""root"">FF</span> - 1",RF = (FF - 1)<sup>0.5</sup>,,B,
<p>Modified Mc Murray full bridge inverter uses</p>,4 thyristors and 2 diodes,4 thyristors and 4 diodes,8 thyristors and 4 diodes,8 thyristors and 8 diodes,,D,
<p><p><b>Assertion (A):</b>  Gate triggering is the most commonly used method for triggering of an SCR.</p><p><b>Reason (R):</b>  Even a small gate current is sufficient to turn on an SCR.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,A,
