question,A,B,C,D,E,answer,explanation
"<p>In a 20 V<sub>ac</sub> series RC circuit, if 20 V is measured across the resistor and 40 V is measured across the capacitor, the applied voltage is:</p>",45 V,50 V,55 V,60 V,,A,
"<p>Select the equation below that represents the relationship between charge, capacitance, and voltage for a capacitor.</p>",Q = CV,C = QV,"<img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/mca7_1002c1.gif""/>",V = IR,,A,
<p>When is a capacitor fully charged?</p>,"when the voltage across its plates is <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/onehalf.gif""/> of the voltage from ground to one of its plates",when the current through the capacitor is the same as when the capacitor is discharged,when the voltage across the plates is 0.707 of the input voltage,when the current through the capacitor is directly proportional to the area of the plates,,B,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq9_1009_1.gif""/></p> <p> What is the reactive power in the given circuit?</p></p>",0 VAR,"691 <img align=""absmiddle"" alt=""mu.gif"" src=""/_files/images/basic-electronics/basics/mu.gif""/>VAR",44.23 mVAR,1.45 kVAR,,C,
"<p>What is the angle theta value for a 5.6 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/mu.gif""/>F capacitor and a 50-ohm resistor in series with a 1.1 kHz, 5 V<sub>ac</sub> source?</p>",27.3 degrees,62.7 degrees,–27.3 degrees,–62.7 degrees,,C,
"<p>When a 4.7 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/mu.gif""/>F capacitor is connected to a 1 kHz source, what is its capacitive reactance?</p>",4.7 ohms,29.5 ohms,34 ohms,213 ohms,,C,
"<p>What is the total capacitance?<br/><br/><img src=""/_files/images/basic-electronics/complete/mcq7_1008_1.gif""/></p>",1 F,12 F,0.615 F,8 F,,B,
"<p>What is this circuit?<br/><br/><img alt=""mcq7_1040_1.gif"" src=""/_files/images/basic-electronics/complete/mcq7_1040_1.gif""/></p>",bandpass filter,high-pass filter,low-pass filter,differentiator,,B,
<p>After which time constant can a capacitor be considered to be fully charged?</p>,first,third,fifth,seventh,,C,
<p>You could increase the time constant of an <i>RC</i> circuit by</p>,adding a resistor in parallel with the circuit resistance,adding a capacitor in parallel with the circuit capacitance,increasing the amplitude of the input voltage,exchanging the position of the resistor and capacitor in the circuit,,B,
<p>A capacitor's rate of charge is considered:</p>,magnetic,a current block,linear,exponential,,D,
<p>A resistor and an output capacitor form a series circuit with a square wave applied. The circuit is:</p>,an integrator,a differentiator,a multiplier,a divider,,A,
"<p>If an open capacitor is checked with an ohmmeter, the needle will:</p>",stay on zero,stay on infinity,move from zero to infinity,move from infinity to zero,,B,
"<p>What is the circuit's total current?<br/><br/><img src=""/_files/images/basic-electronics/complete/mcq7_1038_1.gif""/></p>",4.57 mA,9.327 mA,11.570 mA,13.830 mA,,A,
"<p>As a capacitor is being charged, current flowing into the capacitor will:</p>",increase,decrease,remain the same,cannot tell,,B,
"<p>What is the phase shift between the voltage across the resistor and the voltage from the source?<br/><br/><img src=""/_files/images/basic-electronics/complete/mcq7_1035_1.gif""/></p>",V<sub>R</sub> leads V<sub>S</sub> by 17°,V<sub>R</sub> leads V<sub>S</sub> by 73°,V<sub>R</sub> lags V<sub>S</sub> by 73°,V<sub>R</sub> lags V<sub>S</sub> by 17°,,B,
<p>A capacitor stores energy within a dielectric between the conducting plates in the form of:</p>,a magnetic field,positive voltage,negative voltage,an electric field,,D,
"<p>As a capacitor is being charged, the voltage across its terminals will:</p>",increase,decrease,remain the same,oppose the source,,A,
"<p>With a 500 kHz signal source, what would be the value of a capacitor yielding a capacitive reactance of 1 k <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>?</p>",318 pF,2 nF,"3.18 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/mu.gif""/>F",2 F,,A,
"<p>After a capacitor has charged for 1 tc, what percentage of current remains in the resistor?</p>",63.2,36.8,13.5,5.0,,B,
"<p>If a current of 40 mA flows through a series circuit consisting of a 0.4 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/mu.gif""/>F capacitor and a resistor in series with a 4 kHz, 40 V<sub>ac</sub> source, what is the total circuit impedance?</p>","10 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","100 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","1 k <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","1 M <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>",,C,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq9_1003_1.gif""/></p> <p>What is the capacitance of the circuit shown in the given circuit?</p></p>","0.066 <img align=""absmiddle"" alt=""mu.gif"" src=""/_files/images/basic-electronics/basics/mu.gif""/>F","0.9 <img align=""absmiddle"" alt=""mu.gif"" src=""/_files/images/basic-electronics/basics/mu.gif""/>F",65.97 pF,900 pF,,A,
"<p>In an ac circuit, an output capacitor and a resistor are connected in series with an ac signal. What filter action will be the result?</p>",bandpass,low-pass,high-pass,band-stop,,B,
<p>What is the total opposition to current in a series RC circuit called?</p>,impedance,inductance,reactance,resistance,,A,
<p>Which of the following statements is true?</p>,The voltage to which a capacitor is charged can change instantaneously.,The current in a capacitive circuit takes time to change.,A fully charged capacitor appears as a short to dc current.,An uncharged capacitor appears as a short to an instantaneous change in current.,,D,
"<p>In a capacitive circuit, current flow is limited to</p>",charging periods,discharging periods,neither charging periods nor discharging periods,both charging periods and discharging periods,,D,
"<p>What circuit has the following frequency response?<br/><br/><img src=""/_files/images/basic-electronics/complete/mcq7_1041_1.gif""/></p>",bandpass filter,high-pass filter,low-pass filter,integrator,,C,
<p>A capacitor is constructed of two parallel:</p>,conductors,semiconductors,inductors,dielectrics,,A,
<p>Which of the following determines the capacitance of a capacitor?</p>,"Plate area, dielectric strength, and plate separation","Voltage rating, dielectric constant, and temperature coefficient","Temperature coefficient, plate area, and plate separation","Plate area, dielectric constant, and plate separation",,D,
<p>Most older types of paper capacitors have been replaced by which type of construction?</p>,electrolytic,plastic film,oxide casing,waxed paper,,B,
"<p>If C<sub>1</sub>, a 4.7 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/mu.gif""/>F capacitor, and C<sub>2</sub>, a 3.3 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/mu.gif""/>F capacitor are in series with 18 V<sub>dc</sub> applied, what is the voltage across C<sub>1</sub>?</p>",3.3 V,7.4 V,6.6 V,9.4 V,,B,
"<p>What is the impedance of a series RC circuit that consists of a 0.22 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/mu.gif""/>F capacitor and a 200-ohm resistor connected to a 3 kHz source?</p>",214 ohms,313 ohms,414 ohms,880 ohms,,B,
<p>What is the reactance value for a capacitor installed in a dc circuit?</p>,zero,moderate,infinite,cannot tell,,C,
"<p>In a purely capacitive circuit,</p>",current leads voltage by 90°,voltage leads current by 90°,current lags voltage by 90°,current and voltage have a phase relationship of 0°,,A,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq9_1005_1.gif""/></p> <p>How long would it take the capacitor in the given circuit to completely discharge if the switch was in position 2?</p></p>",22 ms,69 ms,345 ms,420 ms,,D,
"<p>What is the capacitive reactance if I = 1 amp, V = 2 volts, C = 5 F, and frequency = 10 Hz?</p>","0.2 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","0.5 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","0.02 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","0.003 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>",,D,
<p>What is wrong with a leaky capacitor?</p>,It is open.,It is shorted.,The dielectric resistance has increased.,The dielectric resistance has decreased.,,D,
<p>What is the value of a capacitor labeled 102?</p>,"10,000 pF",1000 pF,"1000 <img align=""absmiddle"" alt=""mu.gif"" src=""/_files/images/basic-electronics/basics/mu.gif""/>F","10,000 <img align=""absmiddle"" alt=""mu.gif"" src=""/_files/images/basic-electronics/basics/mu.gif""/>F",,B,
"<p>If the dielectric constant of a capacitor is decreased, then its capacitance will:</p>",increase,decrease,remain the same,be destroyed,,B,
<p>What is the dielectric constant for ceramic?</p>,between 6 and 8000,5.0,between 5 and 1000,3000,,A,
