question,A,B,C,D,E,answer,explanation
<p>The pitching of a ship produces forces on the bearings which act __________ to the motion of the ship.</p>,vertically and parallel,vertically and perpendicular,horizontally and parallel,horizontally and perpendicular,,D,
<p>The contact ratio is given by</p>,"<img src=""/_files/images/mechanical-engineering/theory-of-machines/492-244-1.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/492-244-2.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/492-244-3.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/492-244-4.png""/>",,C,
"<p>At the node, the shaft remains unaffected by the vibration.</p>",Agree,Disagree,,,,A,
"<p>The two links <i>OA</i> and <i>OB</i> are connected by a pin joint at <i>O</i>. If the link <i>OA</i> turns with angular velocity ω<sub>1</sub> rad/s in the clockwise direction and the link <i>OB</i> turns with angular velocity ω<sub>2</sub> rad/s in the anti-clockwise direction, then the rubbing velocity at the pin joint <i>O</i> is (where <i>r</i> = Radius of the pin at <i>O</i>)</p>",ω<sub>1</sub>.ω<sub>2</sub>.<i>r</i>,( ω<sub>1</sub> - ω<sub>2</sub>)<i>r</i>,( ω<sub>1</sub> + ω<sub>2</sub>)<i>r</i>,( ω<sub>1</sub> - ω<sub>2</sub>)2<i>r</i>,,C,
"<p>When the two elements of a pair have __________ when in motion, it is said to a lower pair.</p>",line or point contact,surface contact,,,,B,
<p>The sensitiveness of a governor depends upon the lift of the sleeve.</p>,Right,Wrong,,,,A,
<p>The ratio of maximum fluctuation of energy to the workdone per cycle is called</p>,fluctuation of energy,maximum fluctuation of energy,coefficient of fluctuation of energy,none of these,,C,
"<p>In a steam engine, the earlier cut-off with a simple slide valve may be obtained by increasing the steam lap and the angle of advance of the eccentric but keeping constant the travel and lead of the valve, This method will</p>",cause withdrawing or throttling of steam,reduce length of effective stroke of piston,reduce maximum opening of port to steam,all of these,,C,
<p>The centre of suspension and centre of percussion are not interchangeable.</p>,Correct,Incorrect,,,,B,
<p>The size of cam depends upon</p>,base circle,pitch circle,prime circle,pitch curve,,A,
"<p>The acceleration of a flat-faced follower when it has contact with the flank of a circular arc cam, is given by</p>",ω<sup>2</sup><i>R</i> cos θ,ω<sup>2</sup>(<i>R</i> - <i>r</i><sub>1</sub>)cos θ,ω<sup>2</sup>(<i>R</i> - <i>r</i><sub>1</sub>)sin θ,ω<sup>2</sup><i>r</i><sub>1</sub> sin θ,,B,
"<p>The mechanism forms a structure, when the number of degrees of freedom (<i>n</i>) is equal to</p>",0,1,2,-1,,A,
<p>The sense of coriolis component 2 ω<i>v</i> is same as that of the relative velocity vector v rotated at</p>,45° in the direction of rotation of the link containing the path,45° in the direction opposite to the rotation of the link containing the path,90° in the direction of rotation of the link containing the path,180° in the direction opposite to the rotation of the link containing the path,,C,
<p>The condition for correct steering of a Davis steering gear is (where α = Angle of inclination of the links to the vertical)</p>,"sin α = <img src=""/_files/images/mechanical-engineering/theory-of-machines/483-148-1.png""/>","cos α = <img src=""/_files/images/mechanical-engineering/theory-of-machines/483-148-2.png""/>","tan α = <img src=""/_files/images/mechanical-engineering/theory-of-machines/483-149-1.png""/>","cot α = <img src=""/_files/images/mechanical-engineering/theory-of-machines/483-149-1.png""/>",,C,
<p>The frequency of oscillation of a torsional pendulum is</p>,"<img src=""/_files/images/mechanical-engineering/theory-of-machines/478-94-1.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/478-94-2.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/478-94-3.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/478-94-4.png""/>",,D,
<p>Two pulleys of radii <i>r</i><sub>1</sub> and <i>r</i><sub>2</sub> and at distance <i>x</i> apart are connected by means of an open belt drive. The length of the belt is</p>,"<img src=""/_files/images/mechanical-engineering/theory-of-machines/488-200-1.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/488-200-2.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/488-200-3.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/488-200-4.png""/>",,B,
<p>The centre of percussion is below the centre of gravity of the body and is at a distance equal to</p>,<i>h</i><i></i>/<i>k<sub>G</sub></i>,<i>h</i><sup>2</sup>/<i>k<sub>G</sub></i>,<i>k<sub>G</sub><sup>2</sup></i>/<i>h</i>,<i>h</i> x <i>k<sub>G</sub></i>,,C,
"<p>A governor is said to be isochronous when range of speed is zero for all radii of rotation of the balls within the working range, neglecting friction.</p>",Yes,No,,,,A,
"<p>An overdamped system, when disturbed from the equilibrium position, will not cross the equilibrium position.</p>",Right,Wrong,,,,A,
<p>The efficiency of a screw jack is dependent upon the load raised or lowered.</p>,True,False,,,,B,
"<p>The instantaneous centres, which moves as the mechanism moves but joints are of permanent nature, are called permanent instantaneous centres.</p>",Yes,No,,,,A,
"<p>A pair is said to be a kinematic pair, if the relative motion between them is completely or successfully constrained.</p>",Correct,Incorrect,,,,A,
<p>The pitching of a ship is assumed to take place with simple harmonic motion.</p>,Yes,No,,,,A,
<p>The natural frequency of free transverse vibrations due to uniformly distributed load acting over a simply supported shaft is (where δ<sub><i>S</i></sub> = Static deflection of simply supported shaft due to uniformly distributed load)</p>,"<img src=""/_files/images/mechanical-engineering/theory-of-machines/514-468-1.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/514-468-2.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/514-468-3.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/514-468-4.png""/>",,B,
"<p>A motor car moving at a certain speed takes a left turn in a curved path. If the engine rotates in the same direction as that of wheels, men due to centrifugal force</p>",the reaction on me inner wheels increases and on the outer wheels decreases,the reaction on the outer wheels increases and on the inner wheels decreases,the reaction on the front wheels increases and on the rear wheels decreases,the reaction on the rear wheels increases and on the front wheels decreases,,B,
"<p><i>A</i> point <i>B</i> on a rigid link <i>AB</i> moves with respect to <i>A</i> with angular velocity ω rad/s. The angular acceleration of the link <i>AB</i> is (where <img src=""/_files/images/mechanical-engineering/theory-of-machines/481-129-3.png""/> and <img src=""/_files/images/mechanical-engineering/theory-of-machines/481-129-4.png""/> = Radial and tangential components of the acceleration of <i>B</i> with respect to <i>A</i>)</p>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/481-129-1.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/481-129-2.png""/>",<i>v<sub>BA</sub></i> x <i>AB</i>,"<img src=""/_files/images/mechanical-engineering/theory-of-machines/481-128-2.png""/>",,B,
"<p>In order to give a complete secondary balance of a multi-cylinder in-line engine,</p>",the algebraic sum of the secondary forces must be equal to zero,the algebraic sum of the couples about any point in the plane of the secondary forces must be equal to zero,both (a) and (b),none of these,,C,
<p><i>A</i> point <i>B</i> on a rigid link <i>AB</i> moves with respect to <i>A</i> with angular velocity ω rad/s. The total acceleration of <i>B</i> with respect to <i>A</i> will be equal to</p>,vector sum of radial component and coriolis component,vector sum of tangential component and coriolis component,vector sum of radial component and tangential component,vector difference of radial component and tangential component,,C,
<p>A spring controlled governor is said to be stable if the controlling force line when produced intersects the Y-axis</p>,at the origin,below the origin,above the origin,any one of these,,B,
"<p>When the radius of rotation of balls __________ as the equilibrium speed increases, the governor is said to be unstable.</p>",remains constant,decreases,increases,,,B,
<p>The engine of an aeroplane rotates in clockwise direction when seen from the tail end and the aeroplane takes a turn to the left. The effect of gyroscopic couple on the aeroplane will be</p>,to dip the nose and tail,to raise the nose and tail,to raise the nose and dip the tail,to dip the nose and raise the tail,,C,
<p>A mechanism is an assemblage of</p>,two links,three links,four or more than four links,all of these,,C,
"<p>In a simple harmonic motion, the velocity vector with respect to displacement vector</p>",is in phase,leads by 90°,leads by 180°,lags by 90°,,D,
"<p>When a point moves along a straight line, its acceleration will have</p>",radial component only,tangential component only,coriolis component only,radial and tangential components both,,B,
<p>The primary unbalanced force of reciprocating masses is inversely proportional to the crank radius.</p>,Yes,No,,,,B,
