question,A,B,C,D,E,answer,explanation
<p>The working depth of a gear is the radial distance from the</p>,pitch circle to the bottom of a tooth,pitch circle to the top of a tooth,top of a tooth to the bottom of a tooth,addendum circle to the clearance circle,,D,
<p>The acceleration of a particle at any instant has two components i.e. radial component and tangential component. These two components will be</p>,parallel to each other,perpendicular to each other,inclined at 45°,opposite to each other,,B,
"<p>When the axes of the first and last wheels are co-axial, then the train is known as</p>",simple train of wheels,compound train of wheels,reverted gear train,epicyclic gear train,,C,
<p>The primary unbalanced force is more than the secondary unbalanced force.</p>,True,False,,,,A,
<p>The cam and follower is an example of</p>,sliding pair,rolling pair,lower pair,higher pair,,D,
<p>The danger of breakage and vibration is maximum</p>,below the critical speed,near the critical speed,above the critical speed,none of these,,B,
"<p>The primary unbalanced force due to inertia of reciprocating parts in a reciprocating engine is given by (where <i>m</i> = Mass of reciprocating parts, ω = Angular speed of crank, <i>r</i> = Radius of crank, θ = Angle of inclination of crank with the line of stroke, and <i>n</i> = Ratio of the lengm of connecting rod to radius of crank)</p>",<i>m</i>.ω<sup>2</sup>.<i>r</i> sin θ,<i>m</i>.ω<sup>2</sup>.<i>r</i> cos θ,"<i>m</i>.ω<sup>2</sup>.<i>r</i> <img src=""/_files/images/mechanical-engineering/theory-of-machines/509-415-1.png""/>","<i>m</i>.ω<sup>2</sup>.<i>r</i> <img src=""/_files/images/mechanical-engineering/theory-of-machines/509-415-2.png""/>",,B,
"<p>For two governors <i>A</i> and <i>B</i>, the lift of sleeve of governor <i>A</i> is more than that of governor <i>B</i>, for a given fractional change in speed. It indicates that</p>",governor <i>A</i> is more sensitive than governor <i>B</i>,governor <i>B</i> is more sensitive than governor <i>A</i>,both governors <i>A</i> and <i>B</i> are equally sensitive,none of the above,,A,
"<p>The component of the acceleration, parallel to the velocity of the particle, at the given instant is called</p>",radial component,tangential component,coriolis component,none of these,,B,
"<p>In a multiple V-belt drive, if one of the belt is broken, then we should replace</p>",the broken belt only,all the belts,the broken belt and the belts on either side of it,none of the above,,B,
<p>The swaying couple is due to the</p>,primary unbalanced force,secondary unbalanced force,two cylinders of locomotive,partial balancing,,A,
<p>The lead screw of a lathe with nut forms a</p>,rolling pair,sliding pair,screw pair,turning pair,,C,
"<p>In under damped vibrating system, if <i>x</i><sub>1</sub> and <i>x</i><sub>2</sub> are the successive values of the amplitude on the same side of the mean position, then the logarithmic decrement is equal to</p>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/516-487-1.png""/>","log <img src=""/_files/images/mechanical-engineering/theory-of-machines/516-487-1.png""/>","log<sub><i>e</i></sub><img src=""/_files/images/mechanical-engineering/theory-of-machines/516-487-1.png""/>",log(<i>x</i><sub>1</sub>.<i>x</i><sub>2</sub>),,B,
"<p>The angle of the inclined plane at which the body just begins to slide down the plane, is called helix angle.</p>",Right,Wrong,,,,B,
"<p>In forced vibrations, the magnitude of damping force at resonance is equal to the impressed force.</p>",Correct,Incorrect,,,,A,
"<p>When a slider moves on a fixed link having curved surface, their instantaneous centre lies</p>",on their point of contact,at the centre of curvature,at the centre of circle,at the pin joint,,B,
<p>Scotch yoke mechanism is used to generate</p>,sine functions,square roots,logarithms,inversions,,A,
<p>The unbalanced primary forces in a reciprocating engine are</p>,balanced completely,balanced partially,balanced by secondary forces,not balanced,,B,
<p>The balancing of a rigid rotor can be achieved by appropriately placing balancing masses in</p>,a single plane,two planes,three planes,four planes,,B,
<p>The frictional torque transmitted in a conical pivot bearing with assumption of uniform pressure is __________ as compared to uniform wear.</p>,less,more,same,,,B,
<p>The displacement of the D-slide valve is __________ the steam lap by a distance known as lead of the valve.</p>,greater than,less than,,,,A,
"<p>In the two rotor system as shown in the below figure (<i>I</i><sub>1</sub> &lt; <i>I</i><sub>2</sub>), a node of vibration is situated <br/><img src=""/_files/images/mechanical-engineering/theory-of-machines/519-512-1.png""/></p>","between <i>I</i><sub>1</sub>, and <i>I</i><sub>2</sub> but nearer <i>I</i><sub>1</sub>","between <i>I</i><sub>1</sub>, and <i>I</i><sub>2</sub> but nearer to <i>I</i><sub>2</sub>",exactly in the middle of the shaft,nearer to <i>I</i><sub>1</sub> but outside,,B,
"<p>For static balancing of a shaft, the net dynamic force acting on the shaft is equal to zero.</p>",Agree,Disagree,,,,A,
"<p>A spring controlled governor is said to be unstable, if the relation between the controlling force (<i>F<sub>c</sub></i>) and radius of rotation (<i>r</i>) is <i>Fc</i> = <i>ar</i>.</p>",Agree,Disagree,,,,B,
<p>The rotor of a ship rotates in clockwise direction when viewed from stern and the ship takes a left turn. The effect of gyroscopic couple acting on it will be</p>,to raise the bow and stern,to lower the bow and stern,to raise the bow and lower the stern,to raise the stern and lower the bow,,C,
"<p>Most of the engines, generally, do not require balancing of secondary forces and couples.</p>",Right,Wrong,,,,A,
<p>The secondary unbalanced force is maximum __________ in one revolution of the crank.</p>,two times,four times,eight times,sixteen times,,B,
<p>A spring controlled governor is found unstable. It can be made stable by</p>,increasing the spring stiffness,decreasing the spring stiffness,increasing the ball mass,decreasing the ball mass,,B,
"<p>In order to have a good grip on the pulley, the V-belt should touch the bottom of the groove in the pulley.</p>",True,False,,,,B,
"<p>In order to double the period of a simple pendulum, the length of the string should be</p>",halved,doubled,quadrupled,none of these,,C,
"<p>When a rigid body is suspended vertically and it oscillates with a small amplitude under the action of the force of gravity, the body is known as</p>",simple pendulum,compound pendulum,torsional pendulum,second's pendulum,,B,
<p>Longitudinal vibrations are said to occur when the particles of a body moves</p>,perpendicular to its axis,parallel to its axis,in a circle about its axis,none of these,,B,
