question,A,B,C,D,E,answer,explanation
<p>Which of the following is used to control the speed variations of the engine caused by the fluctuations of the engine turning moment?</p>,D-slide valve,Governor,Flywheel,Meyer's expansion valve,,C,
<p>The ratio of driving tensions for rope drive is same as that of V-belt drive.</p>,Yes,No,,,,A,
<p>A Hartnell governor is a</p>,dead weight governor,pendulum type governor,spring loaded governor,inertia governor,,C,
<p>Frequency of vibrations is usually expressed in</p>,number of cycles per hour,number of cycles per minute,number of cycles per second,none of these,,C,
<p>The relation between number of pairs (<i>p</i>) forming a kinematic chain and the number of links (<i>l</i>) is</p>,<i>l</i> = 2<i>p</i> - 2,<i>l</i> = 2<i>p</i> - 3,<i>l</i> = 2<i>p</i> - 4,<i>l</i> = 2<i>p</i> - 5,,C,
<p>The cam follower generally used in air-craft engines is</p>,knife edge follower,flat faced follower,spherical faced follower,roller follower,,D,
"<p>In a locomotive, the maximum magnitude of the unbalanced force along the perpendicular to the line of stroke, is known as</p>",tractive force,swaying couple,hammer blow,none of these,,C,
"<p>For low and moderate speed engines, the cam follower should move with</p>",uniform velocity,simple harmonic motion,uniform acceleration and retardation,cycloidal motion,,B,
"<p>If ω/ω<sub><i>n</i></sub> is very low for a body vibrating under steady state vibrations, the phase angle for all values of damping factors, will tend to approach</p>",0°,90°,180°,360°,,A,
<p>The factional torque for square thread at the mean radius <i>r</i> while raising load <i>W</i> is given by</p>,<i>T</i> = <i>W</i>.<i>r</i> tan(φ - α),<i>T</i> = <i>W</i>.<i>r</i> tan(φ + α),<i>T</i> = <i>W</i>.<i>r</i> tan α,<i>T</i> = <i>W</i>.<i>r</i> tan φ,,B,
<p>A system in dynamic balance implies that</p>,the system is critically damped,there is no critical speed in the system,the system is also statically balanced,there will absolutely no wear of bearings,,C,
<p>The example of completely constrained motion is a</p>,motion of a piston in the cylinder of a steam engine,motion of a square bar in a square hole,motion of a shaft with collars at each end in a circular hole,all of the above,,D,
"<p>In involute gears, the pressure angle is</p>",dependent on the size of teeth,dependent on the size of gears,always constant,always variable,,C,
<p>A shaft carrying three rotors will have</p>,no node,one node,two nodes,three nodes,,C,
<p>The minimum force required to slide a body of weight <i>W</i> on a rough horizontal plane is</p>,<i>W</i> sin θ,<i>W</i> cos θ,<i>W</i> tan θ,<i>W</i> cosec θ,,A,
"<p>In a mechanism, the fixed instantaneous centres are those centres which</p>",remain in the same place for all configurations of the mechanism,vary with the configuration of the mechanism,"moves as the mechanism moves, but joints are of permanent nature",none of the above,,A,
<p>Which of the following statements regarding laws governing the friction between dry surfaces are correct?</p>,The friction force is dependent on the materials of the contact surfaces.,The friction force is directly proportional to the normal force.,The friction force is independent of me area of contact.,all of the above,,D,
"<p>The frictional torque transmitted in a conical pivot bearing, considering uniform wear, is</p>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/473-39-1.png""/> μ <i>W R</i> cosec α","<img src=""/_files/images/mechanical-engineering/theory-of-machines/473-39-2.png""/> μ <i>W R</i> cosec α","<img src=""/_files/images/mechanical-engineering/theory-of-machines/473-39-3.png""/> μ <i>W R</i> cosec α",μ <i>W R</i> cosec α,,A,
"<p>A combination of kinematic pairs, joined in such a way that the relative motion between the links is completely constrained, is called a</p>",structure,mechanism,kinematic chain,inversion,,C,
"<p>A link or element need not to be a rigid body, but it must be a resistant body.</p>",Agree,Disagree,,,,A,
<p>Which of the following statement is correct for gears ?</p>,The addendum is less than the dedendum,The pitch circle diameter is the product of module and number of teeth,The contact ratio means the number of pairs of teeth in contact,all of the above,,D,
<p>The minimum number of teeth on the pinion which will mesh with any gear without interference for 20° full depth involute teeth will be</p>,12,14,18,24,,C,
"<p>In a screw jack, the effort required to lift the load <i>W</i> is given by (where α = Helix angle, and φ = Angle of friction)</p>",<i>P</i> = <i>W</i> tan(α - φ),<i>P</i> = <i>W</i> tan(α + φ),<i>P</i> = <i>W</i> tan(φ - α),<i>P</i> = <i>W</i> cos(α + φ),,B,
"<p>In order to facilitate starting of locomotive in any position, the cranks of a locomotive with two cylinders, are placed at</p>",45° to each other,90° to each other,120° to each other,180° to each other,,B,
<p>The coriolis component of acceleration leads the sliding velocity by</p>,45°,90°,135°,180°,,B,
"<p>The length of a simple pendulum which gives the same frequency as the compound pendulum, is</p>",<i>k<sub>G</sub></i> + <i>l</i><sub>1</sub>,<i>k<sub>G</sub></i><sup>2</sup> + <i>l</i><sub>1</sub>,"<img src=""/_files/images/mechanical-engineering/theory-of-machines/498-298-1.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/498-298-2.png""/>",,C,
<p>Which of the following is a spring controlled governor?</p>,Hartnell governor,Hartung governor,Wilson-Hartnell governor,all of these,,D,
<p>The engine of an aeroplane rotates in clockwise direction when seen from the tail end and the aeroplane takes a turn to the right. The effect of gyroscopic couple on the aeroplane will be to dip the nose and raise the tail.</p>,Correct,Incorrect,,,,A,
"<p>At the nodal point in a shaft, the amplitude for torsional vibration will be</p>",minimum,maximum,zero,infinity,,C,
"<p>When a body is subjected to transverse vibrations, the stress induced in a body will be</p>",shear stress,bending stress,tensile stress,"compressive, stress",,B,
<p>The magnitude of linear velocity of a point <i>B</i> on a link <i>AB</i> relative to point <i>A</i> is (where ω = Angular velocity of the link <i>AB</i>)</p>,ω x <i>AB</i>,ω (<i>AB</i>)<sup>2</sup>,ω<sup>2</sup> x <i>AB</i>,(ω x <i>AB</i>)<sup>2</sup>,,A,
"<p>A slender shaft supported on two bearings at its ends carries a disc with an eccentricity <i>e</i> from the axis of rotation. The critical speed of the shaft is <i>N<sub>c</sub></i>. If the disc is replaced by a second one of same mass but mounted with an eccentricily 2 <i>e</i>, then the critical speed of the shaft in the second case is</p>","<i>N<sub>c</sub></i>/<span class=""root"">2</span>",<i>N<sub>c</sub></i>/2,<i>N<sub>c</sub></i>,2 <i>N<sub>c</sub></i>,,A,
"<p>The mechanism in which two are turning pairs and two are sliding pairs, is called a</p>",double slider crank chain,elliptical trammel,Scotch yoke mechanism,all of these,,D,
"<p>In a multiple V-belt drive, all the belts should stretch at the same rate.</p>",Agree,Disagree,,,,A,
"<p>In a reciprocating engine, usually __________ of the reciprocating masses are balanced.</p>",one-half,two-third,three-fourth,whole,,B,
"<p>In the below figure, <i>PC</i> is the connecting rod and <i>OC</i> is the crank making an angle θ with the line of stroke <i>PO</i> and rotates with uniform angular velocity at ω rad/s. The Klien's acceleration diagram for determining the acceleration of the piston <i>P</i> is shown by quadrilateral <i>C</i> <i>Q</i> <i>NO</i>, if <i>N</i> coincides with <i>O</i>, then <br/><img src=""/_files/images/mechanical-engineering/theory-of-machines/497-293-1.png""/></p>",acceleration and velocity of the piston <i>P</i> is zero,acceleration and velocity of the piston <i>P</i> is maximum,acceleration of the piston <i>P</i> is zero and its velocity is maximum,acceleration of the piston <i>P</i> is maximum and its velocity is zero,,C,
<p>The velocity of the belt for maximum power is (where <i>m</i> = Mass of the belt in kg per metre length)</p>,"<img src=""/_files/images/mechanical-engineering/theory-of-machines/489-206-1.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/489-206-2.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/489-206-3.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/489-206-4.png""/>",,C,
"<p>In a band and block brake, the ratio of tensions on tight side and slack side of the band is (where μ = Coefficient of friction between the blocks and the drum, θ = Semi-angle of each block subtending at the centre of drum, and <i>n</i> = Number of blocks)</p>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/506-352-1.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/506-352-2.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/506-352-3.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/506-352-4.png""/>",,D,
"<p>When there is a reduction in amplitude over every cycle of vibration, then the body is said to have</p>",free vibration,forced vibration,damped vibration,under damped vibration,,C,
"<p>In full depth <img src=""/_files/images/mechanical-engineering/theory-of-machines/492-241-1.png""/> involute system, the smallest number of teeth in a pinion which meshes with rack without interference is</p>",12,16,25,32,,D,
"<p>In a disc clutch, if there are <i>n</i><sub>1</sub> number of discs on the driving shaft and <i>n</i><sub>2</sub> number of discs on the driven shaft, then the number of pairs of contact surfaces will be</p>",<i>n</i><sub>1</sub> + <i>n</i><sub>2</sub>,<i>n</i><sub>1</sub> + <i>n</i><sub>2</sub> + 1,<i>n</i><sub>1</sub> + <i>n</i><sub>2</sub> - 1,<i>n</i><sub>1</sub> + <i>n</i><sub>2</sub> - 2,,C,
<p>The power of a Porter governor is equal to</p>,"<img src=""/_files/images/mechanical-engineering/theory-of-machines/504-362-1.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/504-362-2.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/504-362-3.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/504-362-4.png""/>",,D,
<p>The effect of swaying couple in a locomotive is resisted by the side pressure between the flanges of the tyres of the wheel and the inside of the rails.</p>,Agree,Disagree,,,,A,
<p>The Klein's diagram is useful to find</p>,displacement of various parts,velocity of various parts,acceleration of various parts,angular acceleration of various parts,,C,
"<p>The equation of motion for a single degree of freedom system with viscous damping is <img src=""/_files/images/mechanical-engineering/theory-of-machines/516-484-1.png""/>. The damping ratio of the system is</p>",9/8,"9/8<span class=""root"">2</span>",9/16,9/128,,C,
"<p>The ratio of the number of teeth to the pitch circle diameter in millimetres, is called</p>",circular pitch,diametral pitch,module,none of these,,B,
