question,A,B,C,D,E,answer,explanation
"<p>When the crank is at the outer dead centre, in a reciprocating steam engine, then the acceleration of the piston will be</p>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/496-285-1.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/496-285-2.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/496-285-3.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/496-285-4.png""/>",,B,
<p>The size of a gear is usually specified by</p>,pressure angle,circular pitch,diametral pitch,pitch circle diameter,,D,
<p>The example of successfully constrained motion is a</p>,motion of an I.C. engine valve,motion of the shaft between a foot-step bearing,piston reciprocating inside an engine cylinder,all of the above,,D,
<p>The angle which the normal reaction makes with the resultant reaction is called angle of friction.</p>,Agree,Disagree,,,,A,
<p>Which one of the following can completely balance several masses revolving in different planes on a shaft?</p>,A single mass in different planes,Two masses in any two planes,A single mass in one of the planes of the revolving masses,Two equal masses in any two planes,,B,
"<p>When a shaking force is transmitted through the springs, damping becomes detrimental when the ratio of its frequency to the natural frequency is greater than</p>",0.25,0.5,1,"<span class=""root"">2</span>",,D,
"<p>When the nature of contact between the elements of a pair is such that it can turn or revolve about a fixed axis, the pair is known as a rolling pair.</p>",Correct,Incorrect,,,,B,
<p>Creep in belt drive is due to</p>,weak material of the belt,weak material of the pulley,uneven extensions and contractions of the belt when it passes from tight side to slack side,expansion of the belt,,C,
<p>Which of the following statement is wrong?</p>,A round bar in a round hole form a turning pair,A square bar in a square hole form a sliding pair,A vertical shaft in a foot step bearing forms a successful constraint,all of the above,,A,
<p>A watt's governor can work satisfactorily at speeds from</p>,60 to 80 r.p.m.,80 to 100 r.p.m.,100 to 200 r.p.m.,200 to 300 r.p.m.,,A,
"<p>The displacement of a flat-faced follower when it has contact with the flank of a circular arc cam, is given by (where <i>R</i> = Radius of flank, <i>r</i><sub>1</sub> = Minimum radius of the cam, and θ = Angle turned through by the cam)</p>",<i>R</i>(1 - cos θ),(<i>R</i> - <i>r</i><sub>1</sub>)(1 - cos θ),<i>R</i>(1 - sin θ),(<i>R</i> - <i>r</i><sub>1</sub>)(1 - sin θ),,B,
"<p>In the below figure, <i>PC</i> is the connecting rod and <i>OC</i> is the crank making an angle θ with the line of stroke <i>PO</i> and rotates with uniform angular velocity at ω rad/s. The Klien's acceleration diagram for determining the acceleration of the piston <i>P</i> is shown by quadrilateral <i>C</i> <i>Q</i> <i>NO</i>, the acceleration of the piston is zero when the crank <i>OC</i> and connecting rod <i>PC</i> are at right angles to each other. <br/><img src=""/_files/images/mechanical-engineering/theory-of-machines/497-293-1.png""/></p>",Correct,Incorrect,,,,A,
<p>The contact ratio is the ratio of</p>,length of pair of contact to the circular pitch,length of arc of contact to the circular pitch,length of arc of approach to the circular pitch,length of arc of recess to the circular pitch,,B,
<p>An exact straight line motion mechanism is a</p>,Scott-Russell's mechanism,Hart's mechanism,Peaucellier's mechanism,all of these,,D,
<p>A body of weight <i>W</i> is required to move up the rough inclined plane whose angle of inclination with the horizontal is α. The effort applied parallel to the plane is given by (where μ = tan φ = Coefficient of friction between the plane and the body)</p>,<i>P</i> = <i>W</i> tan α,<i>P</i> = <i>W</i> tan (α + φ),<i>P</i> = <i>W</i> (sin α + μ cos α),<i>P</i> = <i>W</i> (cos α + μ sin α),,C,
"<p>When the sleeve of a Porter governor moves downwards, the governor speed</p>",increases,decreases,remains unaffected,first increases and then decreases,,B,
"<p>When one of the links of a kinematic chain is fixed, the chain is known as a</p>",structure,mechanism,inversion,machine,,B,
"<p>The natural frequency of free transverse vibrations of a shaft fixed at both ends and carrying a uniformly distributed load is 0.571/<span class=""root"">δ<sub><i>S</i></sub></span> , where δ<sub><i>S</i></sub> is the static deflection of a shaft fixed at both ends and carrying a uniformly distributed load.</p>",True,False,,,,A,
"<p>When brakes are applied to all the four wheels of a moving car, the distance travelled by the car before it is brought to rest, will be</p>",maximum,minimum,zero,,,B,
"<p>In a steam engine, the distance by which the outer edge of the D-slide valve overlaps the steam port is called</p>",lead,steam lap,exhaust lap,none of these,,B,
<p>The controlling force diagram for a spring controlled governor is a curve passing through the origin.</p>,Yes,No,,,,B,
<p>The lower pairs are __________ pairs.</p>,self-closed,force-closed,,,,A,
"<p>The arrangement is called bevel gearing, when two __________ are connected by gears.</p>",intersecting and coplaner shafts,non-intersecting and non-coplaner shafts,parallel and coplaner shafts,parallel and non-coplaner shafts,,A,
"<p>The static balancing is satisfactory for low speed rotors but with increasing speeds, dynamic balancing becomes necessary. This is because, the</p>",unbalanced couples are caused only at higher speeds,unbalanced forces are not dangerous at higher speeds,effects of unbalances are proportional to the square of the speed,effects of unbalances are directly proportional to the speed,,C,
<p>The maximum fluctuation of speed is the</p>,difference of minimum fluctuation of speed and the mean speed,difference of the maximum and minimum speeds,sum of maximum and minimum speeds,variations of speed above and below the mean resisting torque line,,B,
"<p>The essential condition of placing the two masses, so that the system becomes dynamically equivalent, is (where <i>l</i><sub>1</sub> and <i>l</i><sub>2</sub> = Distance of two masses from the centre of gravity of the body, and <i>k<sub>G</sub></i> = Radius of gyration of the body)</p>",<i>l</i><sub>1</sub> = <i>k<sub>G</sub></i>,<i>l</i><sub>2</sub> = <i>k<sub>G</sub></i>,<i>l</i><sub>1</sub><i>l</i><sub>2</sub> = <i>k<sub>G</sub></i>,<i>l</i><sub>1</sub><i>l</i><sub>2</sub> = <i>k<sub>G</sub></i><sup>2</sup>,,D,
<p>A Porter governor is a</p>,pendulum type governor,dead weight governor,spring loaded governor,inertia governor,,B,
"<p>The secondary unbalanced force due to inertia of reciprocating parts in a reciprocating engine is given by (where <i>m</i> = Mass of reciprocating parts, ω = Angular speed of crank, <i>r</i> = Radius of crank, θ = Angle of inclination of crank with the line of stroke, and <i>n</i> = Ratio of the lengm of connecting rod to radius of crank)</p>",<i>m</i>.ω<sup>2</sup>.<i>r</i> sin θ,<i>m</i>.ω<sup>2</sup>.<i>r</i> cos θ,"<i>m</i>.ω<sup>2</sup>.<i>r</i> <img src=""/_files/images/mechanical-engineering/theory-of-machines/509-415-1.png""/>","<i>m</i>.ω<sup>2</sup>.<i>r</i> <img src=""/_files/images/mechanical-engineering/theory-of-machines/509-415-2.png""/>",,D,
<p>A type-writer constitutes a machine.</p>,Yes,No,,,,B,
"<p>Due to slip of belt, the velocity ratio of the belt drive increases.</p>",Yes,No,,,,B,
<p>A shaft of mass (<i>m<sub>c</sub></i>) and stiffness (<i>s</i>) is fixed at one end and carries a mass (<i>m</i>) at the other end. The natural frequency of its longitudinal vibration is equal to</p>,"<img src=""/_files/images/mechanical-engineering/theory-of-machines/514-465-1.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/514-465-2.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/514-465-3.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/514-465-4.png""/>",,D,
"<p>In steady state forced vibrations, the amplitude of vibrations at resonance is __________ damping coefficient.</p>",equal to,directly proportional to,inversely proportional to,independent of,,C,
<p>A body in motion will be subjected to coriolis acceleration when that body is</p>,in plane rotation with variable velocity,in plane translation with variable velocity,in plane motion which is a resultant of plane translation and rotation,restrained to rotate while sliding over another body,,D,
<p>The rolling of a complete ship side-ways is known as pitching of a ship.</p>,True,False,,,,B,
<p>The frictional torque transmitted by a disc or plate clutch is same as that of</p>,flat pivot bearing,flat collar bearing,conical pivot bearing,truncated conical pivot bearing,,B,
<p>The frictional torque transmitted by a cone clutch is same as that of</p>,flat pivot bearing,flat collar bearing,conical pivot bearing,truncated conical pivot bearing,,D,
"<p>When two non-intersecting and non-coplaner shafts are connected by gears, the arrangement is known as helical gearing.</p>",Right,Wrong,,,,B,
"<p>When the elements of a pair are kept in contact by the action of external forces, the pair is said to be a</p>",lower pair,higher pair,self-closed pair,force-closed pair,,D,
<p>The centrifugal tension in belts</p>,increases power transmitted,decreases power transmitted,have no effect on power transmitted,increases power transmitted upto a certain speed and then decreases,,C,
"<p>In a Hartnell governor, the compression of the spring is __________ the lift of the sleeve.</p>",equal to,less than,greater than,,,A,
"<p>In vibration isolation system, if ω/ω<sub><i>n</i></sub> &gt; <span class=""root"">2</span>, then for all values of damping factor, the trans-missibility (i.e. the ratio of the force transmitted to the force applied) will be less than unity.</p>",True,False,,,,A,
