question,A,B,C,D,E,answer,explanation
<p>The maximum or minimum value of the swaying couple is</p>,± <i>c</i>.<i>m</i>.ω<sup>2</sup>.<i>r</i>,± <i>a</i>(1 - <i>c</i>)<i>m</i>.ω<sup>2</sup>.<i>r</i>,"± <img src=""/_files/images/mechanical-engineering/theory-of-machines/511-439-1.png""/>(1 - <i>c</i>)<i>m</i>.ω<sup>2</sup>.<i>r</i>",± 2<i>a</i>(1 - <i>c</i>)<i>m</i>.ω<sup>2</sup>.<i>r</i>,,C,
"<p>For an involute gear, the ratio of base circle radius and pitch circle radius is equal to</p>",sin φ,cos φ,sec φ,cosec φ,,B,
<p>A chain consisting of four links and four joints is called a kinematic chain.</p>,Yes,No,,,,A,
<p>Which of the following is an open pair?</p>,Ball and socket joint,Journal bearing,Lead screw and nut,Cam and follower,,D,
<p>The frictional torque transmitted in a flat pivot bearing with assumption of uniform pressure is __________ as compared to uniform wear.</p>,less,more,same,,,B,
<p>A reed type tachometer use the principle of</p>,longitudinal vibration,torsional vibration,transverse vibration,damped free vibration,,C,
<p>The natural frequency of free transverse vibrations due to a point load acting over a simply supported shaft is equal to (where δ = Static deflection of a simply supported shaft due to the point load)</p>,"<img src=""/_files/images/mechanical-engineering/theory-of-machines/514-467-1.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/514-467-2.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/514-467-3.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/514-467-4.png""/>",,A,
"<p>When the sleeve of a Porter governor moves upwards, the governor speed</p>",increases,decreases,remains unaffected,first increases and then decreases,,A,
"<p>The retardation of a flat faced follower when it has contact at the apex of the nose of a circular arc cam, is given by (where <i>OQ</i> = Distance between the centre of circular flank and centre of nose)</p>",ω<sup>2</sup> x <i>OQ</i>,ω<sup>2</sup> x <i>OQ</i> sin θ,ω<sup>2</sup> x <i>OQ</i> cos θ,ω<sup>2</sup> x <i>OQ</i> tan θ,,A,
"<p>A thin circular disc is rolling with a uniform linear speed, along a straight path on a plane surface. Which of the following statement is correct in this regard ?</p>",All points of the disc have the same velocity,The centre of the disc has zero acceleration,The centre of the disc has centrifugal acceleration,The point on the disc making contact with the plane surface has zero acceleration,,B,
<p>Which of the following statement is correct ?</p>,The periodic time of a particle moving with simple harmonic motion is the time taken by a particle for one complete oscillation.,The periodic time of a particle moving with simple harmonic motion is directly proportional to its angular velocity.,The velocity of a particle moving with simple harmonic motion is zero at the mean position.,The acceleration of the particle moving with simple harmonic motion is maximum at the mean position.,,A,
"<p>When the speed of the engine fluctuates continuously above and below the mean speed, the governor is said to be</p>",stable,unstable,isochronous,hunt,,D,
"<p>When two pulleys of different diameters are connected by means of an open belt, the angle of contact at the __________ pulley must be taken into consideration.</p>",smaller,larger,,,,A,
"<p>The maximum frictional force, which comes into play, when an body just begins to slide over the surface of the other body, is known as</p>",static friction,dynamic friction,limiting friction,coefficient of friction,,C,
"<p>In a four stroke I.C. engine, the turning moment during the compression stroke is</p>",positive throughout,negative throughout,positive during major portion of the stroke,negative during major portion of the stroke,,B,
"<p>A body will begin to move down an inclined plane, if the angle of inclination of the plane is __________ the angle of friction.</p>",equal to,less than,greater than,,,C,
"<p>The fundamental equation for correct steering is (where φ and α = Angle through which the axis of the outer wheel and inner wheel turns respectively, <i>c</i> = Distance between the pivots of the front axles, and <i>d</i> = Wheel base)</p>","sin φ + sin α = <img src=""/_files/images/mechanical-engineering/theory-of-machines/483-148-1.png""/>","cos φ - sin α = <img src=""/_files/images/mechanical-engineering/theory-of-machines/483-148-2.png""/>","cot φ - cot α = <img src=""/_files/images/mechanical-engineering/theory-of-machines/483-148-2.png""/>","tan φ + cot α = <img src=""/_files/images/mechanical-engineering/theory-of-machines/483-148-1.png""/>",,C,
<p>The height of a Watt's governor is</p>,directly proportional to speed,directly proportional to (speed)<sup>2</sup>,inversely proportional to speed,inversely proportional to (speed)<sup>2</sup>,,D,
"<p>A rotor supported at <i>A</i> and <i>B</i> carries two masses as shown in the below figure. The rotor is <br/><img src=""/_files/images/mechanical-engineering/theory-of-machines/508-407-1.png""/></p>",dynamically balanced,statically balanced,statically and dynamically balanced,not balanced,,C,
"<p>For an isochronous Hartnell governor (where <i>r</i><sub>1</sub> and <i>r</i><sub>2</sub> = Maximum and minimum radius of rotation of balls respectively, <i>S</i><sub>1</sub> and <i>S</i><sub>2</sub> = Maximum and minimum force exerted on the sleeve respectively, and <i>M</i> = Mass on the sleeve)</p>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/503-358-1.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/503-358-2.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/503-358-3.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/503-358-4.png""/>",,A,
<p>Which of the following is a higher pair?</p>,Belt and pulley,Turning pair,Screw pair,Sliding pair,,A,
"<p>When the belt is stationary, it is subjected to some tension known as initial tension. The value of this tension is equal to the</p>",tension in the tight side of the belt,tension in the slack side of the belt,sum of the tensions on the tight side and slack side of the belt,average tension of the tight side and slack side of the belt,,D,
"<p>In a force-closed pair, the two elements of a pair are not held together mechanically.</p>",Agree,Disagree,,,,B,
"<p>Maximum fluctuation of energy in a flywheel is equal to (where <i>I</i> = Mass moment of inertia of the flywheel, <i>E</i> = Maximum fluctuation of energy, <i>C<sub>S</sub></i> = Coefficient of fluctuation of speed, and ω = Mean angular speed = <img src=""/_files/images/mechanical-engineering/theory-of-machines/499-308-1.png""/>)</p>",<i>I</i>ω(ω<sub>1</sub> - ω<sub>2</sub>),<i>I</i>ω<sup>2</sup><i>C<sub>S</sub></i>,2<i>EC<sub>S</sub></i>,all of these,,D,
<p>The coriolis component of acceleration acts</p>,along the sliding surface,perpendicular to the sliding surface,at 45° to the sliding surface,parallel to the sliding surface,,B,
<p>The module is the reciprocal of diametral pitch.</p>,True,False,,,,A,
"<p>If the controlling force line for a spring controlled governor when produced intersects the Y-axis at the origin, then the governor is said to be</p>",stable,unstable,isochronous,none of these,,C,
"<p>In a reciprocating steam engine, when the crank has turned from inner dead centre through an angle θ, the angular acceleration of the connecting rod is given by</p>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/496-288-1.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/496-288-2.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/496-288-3.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/496-288-4.png""/>",,C,
"<p>If the controlling force line for a spring controlled governor when produced intersects the Y-axis above the origin, then the governor is said to be unstable.</p>",Right,Wrong,,,,A,
<p>The product of the diametral pitch and module is equal to one.</p>,Correct,Incorrect,,,,A,
<p>The inversion of a mechanism is</p>,changing of a higher pair to a lower pair,turning its upside down,obtained by fixing different links in a kinematic chain,obtained by reversing the input and output motion,,C,
<p>The coefficient of fluctuation of energy is the ratio of maximum energy to the minimum energy.</p>,True,False,,,,B,
"<p>When the nature of contact between the elements of a pair is such that it can only slide relative to the other, the pair is known as a</p>",screw pair,spherical pair,turning pair,sliding pair,,D,
"<p>The velocity of a particle moving with simple harmonic motion, at any instant is given by (where ω = Displacement of the particle from mean position)</p>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/477-82-1.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/477-82-2.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/477-82-3.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/477-82-4.png""/>",,B,
"<p>The velocity of piston in a reciprocating steam engine is given by (where ω = Angular velocity of crank, <i>r</i> = Radius of crank pin circle, θ = Angle turned by crank from inner dead centre, and <i>n</i> = Ratio of length of connecting rod to the radius of crank)</p>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/495-281-1.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/495-281-2.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/495-281-3.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/495-281-4.png""/>",,A,
<p>The primary unbalanced force is maximum __________ in one revolution of the crank.</p>,twice,four times,eight times,sixteen times,,A,
"<p>The instantaneous centres which vary with the configuration of mechanism, are called</p>",permanent instantaneous centres,fixed instantaneous centres,neither fixed nor permanent instantaneous centres,none of the above,,C,
"<p>The displacement of the reciprocating roller follower, when it has contact with the straight flanks of the tangent cam, is given by (where <i>r</i><sub>1</sub> = Minimum radius of the cam, <i>r</i><sub>2</sub> = Radius of the roller follower, and θ = Angle turned by the cam from the beginning of the follower displacement)</p>",(<i>r</i><sub>1</sub> - <i>r</i><sub>2</sub>)(1 - cosθ),(<i>r</i><sub>1</sub> + <i>r</i><sub>2</sub>)(1 + cos θ),"(<i>r</i><sub>1</sub> - <i>r</i><sub>2</sub>) <img src=""/_files/images/mechanical-engineering/theory-of-machines/507-395-1.png""/>","(<i>r</i><sub>1</sub> + <i>r</i><sub>2</sub>) <img src=""/_files/images/mechanical-engineering/theory-of-machines/507-395-1.png""/>",,D,
