question,A,B,C,D,E,answer,explanation
<p>The ratio of the actual damping coefficient to the critical damping coefficient is called damping factor.</p>,Yes,No,,,,A,
"<p>When a body moves with simple harmonic motion, the product of its periodic time and frequency is equal to</p>",zero,one,π/2,π,,B,
"<p>In a vibrating system, if the actual damping coefficient is 40 N/m/s and critical damping coefficient is 420 N/m/s, then logarithmic decrement is equal to</p>",0.2,0.4,0.6,0.8,,C,
"<p>For high speed engines, the cam follower should move with</p>",uniform velocity,simple harmonic motion,uniform acceleration and retardation,cycloidal motion,,D,
"<p>In a coupling rod of a locomotive, each of the four pairs is a __________ pair.</p>",sliding,turning,rolling,screw,,B,
"<p>If ω/ω<sub><i>n</i></sub> is very high for a body vibrating under steady state vibrations, the phase angle for all values of damping factors, will tend to approach</p>",0°,90°,180°,360°,,C,
"<p>In a circular arc cam with roller follower, the acceleration in any position of the lift will depend only upon</p>","total lift, total angle of lift, minimum radius of cam and cam speed","radius of circular arc, cam speed, location of centre of circular arc and roller diameter","mass of cam follower linkage, spring stiffness and cam speed","total lift, centre of gravity of the cam and cam speed",,A,
"<p>When the relation between the controlling force (<i>F<sub>c</sub></i>) and radius of rotation (<i>r</i>) for a spring controlled governor is <i>F<sub>c</sub></i> = <i>ar</i> + <i>b</i>, then the governor will be</p>",stable,unstable,isochronous,none of these,,B,
<p>The factor which affects the critical speed of a shaft is</p>,diameter of disc,span of shaft,eccentricity,all of these,,D,
<p>The partial balancing of reciprocating parts in locomotives produces</p>,hammer blow,swaying couple,variation in tractive force along the line of stroke,all of the above,,D,
"<p>The pair is known as a higher pair, when the relative motion between the elements of a pair is</p>",turning only,sliding only,rolling only,partly turning and partly sliding,,D,
"<p>When the connection between the two elements is such that only required kind of relative motion occurs, it is known as self-closed pair.</p>",Right,Wrong,,,,A,
<p>The Whitworth quick return motion mechanism is formed in a slider crank chain when the</p>,coupler link is fixed,longest link is a fixed link,slider is a fixed link,smallest link is a fixed link,,A,
<p>The primary unbalanced force is maximum when the angle of inclination of the crank with the line of stroke is</p>,0° and 90°,0° and 180°,90° and 180°,180° and 360°,,B,
<p>The acceleration of the particle moving with simple harmonic motion is inversely proportional to the displacement of the particle from the mean position.</p>,Yes,No,,,,B,
"<p>In vibration isolation system, the transmissibility will be equal to unity, for all values of damping factor, if ω/ω<sub><i>n</i></sub> is</p>",equal to one,"equal to <span class=""root"">2</span>","less than <span class=""root"">2</span>","greater than <span class=""root"">2</span>",,B,
