question,A,B,C,D,E,answer,explanation
<p>A slider moving on a fixed link having constant radius of curvature will have its instantaneous centre at the centre of the circle.</p>,Agree,Disagree,,,,A,
"<p>According to Kennedy's theorem, if three bodies move relatively to each other, their instantaneous centres will lie on a</p>",straight line,parabolic curve,triangle,rectangle,,A,
<p>The tangential component of acceleration of the slider with respect to the coincident point on the link is called coriolis component of acceleration.</p>,Agree,Disagree,,,,A,
<p>The periodic time is given by (where ω = Angular velocity of the particle in rad/s)</p>,ω/2π,2π/ω,ω x 2π,π/ω,,B,
"<p>When two links are connected by a pin joint, their instantaneous centre lies</p>",on their point of contact,at the centre of curvature,at the centre of circle,at the pin joint,,D,
<p>The direction of linear velocity of any point on a link with respect to another point on the same link is</p>,parallel to the link joining the points,perpendicular to the link joining the points,at 45° to the link joining the points,none of the above,,B,
"<p>In a differential band brake as shown in the below figure, the drum rotates anticlockwise and the greater tension <i>T</i><sub>1</sub> acts at <i>A</i> and smaller tension <i>T</i><sub>2</sub> at <i>B</i>. Length <i>OA</i> is greater than length <i>OB</i>. In order to apply the brake, the force <i>P</i> at <i>C</i> should <br/><img src=""/_files/images/mechanical-engineering/theory-of-machines/505-378-1.png""/></p>",be zero,act in upward direction,act in downward direction,none of the above,,C,
<p>The periodic time of a compound pendulum is __________ when the distance between the point of suspension and the centre of gravity is equal to the radius of gyration of the body about its centre of gravity.</p>,zero,minimum,maximum,,,B,
"<p>When the pitching of a ship is upward, the effect of gyroscopic couple acting on it will be</p>",to move the ship towards star-board,to move the ship towards port side,to raise the bow and lower the stern,to raise the stern and lower the bow,,A,
<p>The unbalanced force due to reciprocating masses</p>,varies in magnitude but constant in direction,varies in direction but constant in magnitude,varies in magnitude and direction both,constant in magnitude and direction both,,A,
"<p>When the addenda on pinion and wheel is such that the path of approach and path of recess are half of their maximum possible values, then the length of the path of contact is given by (where <i>r</i> = Pitch circle radius of pinion, <i>R</i> = Pitch circle radius of wheel, and φ = Pressure angle)</p>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/493-254-1.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/493-254-2.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/493-254-3.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/493-254-4.png""/>",,D,
