question,A,B,C,D,E,answer,explanation
<p>The dedendum circle diameter is equal to (where φ = Pressure angle)</p>,pitch circle dia. x cos φ,addendum circle dia. x cos φ,clearance circle dia. x cos φ,pitch circle dia. x sin φ,,A,
"<p>The ratio of the maximum displacement of the forced vibration to the deflection due to the static force, is known as</p>",damping factor,damping coefficient,logarithmic decrement,magnification factor,,D,
<p>The tractive force is maximum or minimum when the angle of inclination of crank with the line of stroke (θ) is equal to</p>,0° and 90°,90° and 180°,135° and 315°,270° and 360°,,B,
<p>A point on a connecting link (excluding end points) of a double slider crank mechanism traces a</p>,straight line path,hyperbolic path,parabolic path,elliptical path,,D,
<p>The coefficient of friction is the ratio of the limiting friction to the normal reaction between the two bodies.</p>,Correct,Incorrect,,,,A,
<p>Which of the following governor is used to drive a gramophone?</p>,Watt governor,Porter governor,Pickering governor,Hartnell governor,,C,
"<p>In locomotives, the ratio of the connecting rod length to me crank radius is kept very large in order to</p>",minimise the effect of primary forces,minimise the effect of secondary forces,have perfect balancing,to start the locomotive quickly,,B,
<p>The ball and socket joint is an example of screw pair.</p>,Agree,Disagree,,,,B,
<p>A friction circle is a circle drawn when a journal rotates in a bearing. Its radius depends upon the coefficient of friction and the</p>,magnitude of the forces on journal,angular velocity of journal,clearance between journal and bearing,radius of journal,,D,
<p>Which of the following statement is wrong?</p>,The difference between the maximum and minimum energies is called maximum fluctuation of energy,The coefficient of fluctuation of speed is the ratio of maximum fluctuation of speed to the mean speed,The variations of energy above and below the mean resisting torque line is known as fluctuation of energy,none of the above,,D,
"<p>In a Hartnell governor, the stiffness of the spring is given by (where <i>S</i><sub>1</sub> and <i>S</i><sub>2</sub> = Spring forces exerted on the sleeve at max. and min. radii of rotation, and <i>h</i> = Compression of the spring)</p>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/502-342-1.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/502-342-2.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/502-342-3.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/502-342-4.png""/>",,B,
<p>The relation between the controlling force (<i>F<sub>c</sub></i>) and radius of rotation (<i>r</i>) for a stable spring controlled governor is</p>,<i>F<sub>c</sub></i> = <i>ar</i> +<i> b</i>,<i>F<sub>c</sub></i> = <i>ar</i> - <i>b</i>,<i>F<sub>c</sub></i> = <i>ar</i>,<i>F<sub>c</sub></i> = <i>a</i>/<i>r</i> + <i>b</i>,,B,
"<p><i>ABCD</i> is a four bar mechanism in which <i>AB</i> = 310 mm and <i>CD</i> = 450 mm. <i>AB</i> and <i>CD</i> are both perpendicular to the fixed link <i>AD</i>, as shown in the below figure. If the velocity of <i>B</i> at this condition is <i>v</i>. Then the velocity of <i>C</i> is <br/><img src=""/_files/images/mechanical-engineering/theory-of-machines/481-122-1.png""/></p>",<i>v</i>,"<img src=""/_files/images/mechanical-engineering/theory-of-machines/481-122-2.png""/> <i>v</i>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/481-122-3.png""/> <i>v</i>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/481-122-4.png""/> <i>v</i>",,C,
<p>A rotary internal combustion engine has __________ cylinders.</p>,four,five,six,seven,,D,
<p>The power transmitted by a belt is maximum when the maximum tension in the belt is __________ of centrifugal tension.</p>,one-third,two-third,double,three times,,D,
<p>The equivalent length of a simple pendulum which gives the same frequency as a compound pendulum is</p>,"<img src=""/_files/images/mechanical-engineering/theory-of-machines/478-92-1.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/478-92-2.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/478-92-3.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/478-92-4.png""/>",,B,
"<p>The component of the acceleration, perpendicular to the velocity of the particle, at the given instant is called</p>",radial component,tangential component,coriolis component,none of these,,A,
<p>The interference may only be avoided if the addendum circles of the two mating gears cut the common tangent to the base circles between the points of tangency.</p>,True,False,,,,A,
"<p>The maximum efficiency of spiral gears is (where θ = Shaft angle, and φ = Friction angle)</p>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/493-255-1.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/493-255-2.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/493-255-3.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/493-255-4.png""/>",,C,
"<p>When the crank is at the inner dead centre, in a reciprocating steam engine, then the acceleration of the piston will be</p>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/496-285-1.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/496-285-2.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/496-285-3.png""/>","<img src=""/_files/images/mechanical-engineering/theory-of-machines/496-285-4.png""/>",,A,
<p>Pitch point of a cam is</p>,a point on the pitch curve having minimum pressure angle,a point on the pitch curve having maximum pressure angle,any point on the pitch curve,any point on the pitch circle,,B,
"<p>A torsional system with discs of moment of inertia <i>I</i><sub>1</sub> and <i>I</i><sub>2</sub> as shown in the below figure, is gear driven such that the ratio of speed of shaft <i>B</i> to shaft <i>A</i> is '<i>G</i>'. Neglecting the inertia of gears, the equivalent inertia of disc on shaft <i>B</i> at the speed of shaft <i>A</i> is equal to <br/><img src=""/_files/images/mechanical-engineering/theory-of-machines/519-511-1.png""/></p>",<i>G</i>.<i>I</i><sub>2</sub>,<i>G</i><sup>2</sup>.<i>I</i><sub>2</sub>,<i>I</i><sub>2</sub>/<i>G</i>,<i>I</i><sub>2</sub>/<i>G</i><sup>2</sup>,,B,
<p>A spring controlled governor is said to be isochronous when the controlling force</p>,increases as the radius of rotation decreases,increases as the radius of rotation increases,decreases as the radius of rotation increases,remains constant for all radii of rotation,,D,
"<p>In a steam engine, one method of obtaining the earlier cut-off with a simple slide valve is by increasing the angle of advance of the eccentric while the throw of the eccentric, steam lap and exhaust lap are kept constant. This method will</p>",cause withdrawing or throttling of steam,reduce length of effective stroke of piston,reduce maximum opening of port to steam,all of these,,B,
"<p>The equation of motion for a vibrating system with viscous damping is <br/><img src=""/_files/images/mechanical-engineering/theory-of-machines/515-479-1.png""/>, <br/> if the roots of the equation are complex conjugate, then the system will be critically damped.</p>",Yes,No,,,,B,
<p>The critical speed of a shaft depends upon its</p>,mass,stiffness,mass and stiffness,stiffness and eccentricity,,C,
<p>Which of the following mechanism is an approximate straight line motion mechanism?</p>,Watt's mechanism,Grasshopper mechanism,Robert's mechanism,all of these,,D,
<p>A shaft carrying two rotors at its ends will have</p>,no node,one node,two nodes,three nodes,,B,
"<p>When a mass of a critically damped single degree of freedom system is deflected from its equilibrium position and released, then it will</p>",return to equilibriumposition without oscillation,oscillate with increasing time period,oscillate with decreasing amplitude,oscillate with constant amplitude,,B,
"<p>The friction experienced by a body, when at rest, is known as static friction.</p>",Yes,No,,,,A,
"<p>When the particles of a body moves perpendicular to its axis, then the body is said to have</p>",longitudinal vibration,transverse vibration,torsional vibration,none of these,,B,
<p>A sliding pair has a completely constrained motion.</p>,Yes,No,,,,A,
<p>Power of a governor is the</p>,mean force exerted at the sleeve for a given percentage change of speed,workdone at the sleeve for maximum equilibrium speed,mean force exerted at the sleeve for maximum equilibrium speed,none of the above,,D,
