question,A,B,C,D,E,answer,explanation
"<p>In a short cylindrical external mouthpiece, the vena contracta occurs at a distance __________ the diameter of the orifice from the outlet of orifice.</p>",equal to,one-fourth,one-third,one-half,,B,
<p>Viscous force is the __________ of shear stress due to viscosity and cross-sectionar area of flow.</p>,sum,different,product,ratio,,C,
<p>The density of air is same at different heights.</p>,Correct.,Incorrect,,,,B,
"<p>The total pressure on a horizontally immersed surface is (where <i>w</i> = Specific weight of the liquid, <i>A</i> = Area of the immersed surface, and <i class=""bar""><i>x</i></i> = Depth of the centre of gravity of the immersed surface from the liquid surface)</p>",<i>w</i>.<i>A</i>,"<i>w</i><i class=""bar""><i>x</i></i>","<i>wA</i><i class=""bar""><i>x</i></i>","<i>wA</i>/<i class=""bar"">x</i>",,C,
"<p>A body floating in a liquid is said to be in a stable equilibrium, if its metacentre coincides with its centre of gravity.</p>",True,False,,,,B,
<p>The loss of head at entrance in a pipe is (where <i>v</i> = Velocity of liquid in the pipe)</p>,"<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/163-172-1.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/163-172-2.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/163-172-3.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/163-172-4.png""/>",,B,
"<p>When an internal mouthpiece is running free, the discharge through the mouthpiece is (where <i>a</i> = Area of mouthpiece, and <i>H</i> = Height of liquid above the mouthpiece)</p>","0.5 <i>a</i><span class=""root"">2<i>gH</i></span>","0.707 <i>a</i><span class=""root"">2<i>gH</i></span>","0.855 <i>a</i><span class=""root"">2<i>gH</i></span>","<i>a</i><span class=""root"">2<i>gH</i></span>",,A,
<p>A flow through an expanding tube at increasing rate is called unsteady non-uniform flow.</p>,Yes,No,,,,A,
<p>Water is __________ liquid.</p>,a compressible,an incompressible,,,,B,
"<p>With an increase in size of tube, the rise or depression of liquid in the tube due to surface tension will</p>",decrease,increase,remain unchanged,depend upon the characteristics of liquid,,A,
<p>Which of the following statement is correct ?</p>,"In a compressible flow, the volume of the flowing liquid changes during the flow.","A flow in which the volume of the flowing liquid does not change, is called incompressible flow.","When the particles rotate about their own axes while flowing, the flow is said to be rotational flow.",all of the above,,D,
"<p>The rise, in water level, which occurs during the transformation of the unstable shooting flow to the stable streaming flow is called hydraulic jump.</p>",Yes,No,,,,A,
<p>One stoke is equal to</p>,10<sup>-2</sup> m<sup>2</sup>/s,10<sup>-3</sup> m<sup>2</sup>/s,10<sup>-4</sup> m<sup>2</sup>/s,10<sup>-6</sup> m<sup>2</sup>/s,,C,
<p>The water hammer in pipes occurs due to sudden change in the velocity of flowing liquid</p>,Agree,Disagree,,,,A,
<p>A venturiflume is a flumed structure constructed across a channel by restricting its width.</p>,True,False,,,,A,
<p>The velocity corresponding to Reynold number of 2000 is called</p>,sub-sonic velocity,super-sonic velocity,lower critical velocity,higher critical velocity,,C,
<p>The specific weight of water in S.I. units is taken as</p>,9.81 kN/m<sup>3</sup>,9.81 x 10<sup>3</sup> kN/m<sup>3</sup>,9.81 x 10<sup>-6</sup> N/mm<sup>3</sup>,any one of these,,A,
<p>The loss of head at exit of a pipe is</p>,"<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/163-172-1.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/163-172-2.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/163-172-3.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/163-172-4.png""/>",,A,
"<p>The flow in a pipe is laminar, when Reynold number is less than 2000.</p>",True,False,,,,A,
<p>The power transmitted through the pipe is maximum when the head lost due to friction is equal to</p>,one-fourth of the total supply head,one-third of the total supply head,one-half of the total supply head,two-third of the total supply head,,B,
<p>Select the correct statement</p>,Weber's number is the ratio of inertia force to elastic force.,Weber's number is the ratio of gravity force to surface tension force.,Weber's number is the ratio of viscous force to pressure force.,Weber's number is the ratio of inertia force to surface tension force.,,D,
<p>The specific weight of sea water is __________ that of pure water.</p>,same as,less than,more than,,,C,
"<p>If a body floating in a liquid occupies a new position and remains at rest in this new position, when given a small angular displacement, The body is said to be in __________ equilibrium.</p>",neutral,stable,unstable,,,A,
<p>The force exerted by a moving fluid on an immersed body is directly proportional to the rate of change of momentum due to the presence of the body. This statement is called</p>,Newton's law of motion,Newton's law of cooling,Newton's law of viscosity,Newton's law of resistance,,D,
<p>The most economical section of a trapezoidal channel is one which has hydraulic mean depth equal to</p>,1/2 depth,1/2 breadth,1/2 sloping side,1/4 (depth + breadth),,A,
"<p>A flow is called sub-sonic, if the Mach number is</p>",less than unity,unity,between 1 and 6,more than 6,,A,
<p>The discharge of a depressed nappe is 6 to 7 percent __________ that of a free nappe.</p>,less than,more than,,,,B,
<p>Re-entrant or Borda's mouthpiece is an __________ mouthpiece.</p>,internal,external,,,,A,
<p>The flow in a pipe is neither laminar nor turbulent when Reynold number is</p>,less than 2000,between 2000 and 2800,more than 2800,none of these,,B,
<p>The intensity of pressure on an immersed surface __________ with the increase in depth.</p>,does not change,increases,decreases,,,B,
"<p>According to Pascal's law, the intensity of pressure at any point in a fluid at rest is the same in all directions.</p>",Agree,Disagree,,,,A,
<p>The ratio of the inertia force to the surface tension force is called Weber's number.</p>,Correct,Incorrect,,,,A,
"<p>For a perfect incompressible liquid, flowing in a continuous stream, the total energy of a particle remains the same, while the particle moves from one point to another. This statement is called</p>",continuity equation,Bernoulli's equation,Pascal's law,Archimede's principle,,B,
<p>The buoyancy depends upon the</p>,weight of the liquid displaced,pressure with which the liquid is displaced,viscosity of the liquid,compressibility of the liquid,,A,
"<p>In an internal mouthpiece, the absolute pressure head at vena contracta is __________ the atmospheric pressure head by an amount equal to height of the liquid above the vena contracta.</p>",less than,more than,,,,A,
"<p>When the coefficient of discharge (<i>C<sub>d</sub></i>) is 0.623, then the general equation for discharge over a rectangular weir is</p>",1.84(<i>L</i> - 0.1<i>nH</i>)<i>H</i><sup>3/2</sup>,1.84(<i>L</i> - <i>nH</i>)<i>H</i><sup>2</sup>,1.84(<i>L</i> - 0.1<i>nH</i>)<i>H</i><sup>5/2</sup>,1.84(<i>L</i> - <i>nH</i>)<i>H</i><sup>3</sup>,,A,
<p>The total energy line lies over the centre line of the pipe by an amount equal to</p>,pressure head,velocity head,pressure head + velocity head,pressure head - velocity head,,C,
<p>A piezometer tube is used only for measuring</p>,low pressure,high pressure,moderate pressure,vacuum pressure,,C,
<p>The flow in a pipe is turbulent when Reynold number is</p>,less than 2000,between 2000 and 2800,more than 2800,none of these,,C,
"<p>When a tank containing liquid moves with an acceleration in the horizontal direction, then the free surface of the liquid</p>",remains horizontal,becomes curved,falls on the front end,falls on the back end,,C,
"<p>The discharge through a small rectangular orifice is given by (where <i>C<sub>d</sub></i> = Coefficient of discharge for the orifice, <i>a</i> = Cross-sectional area of the orifice, <i>h</i> = Height of the liquid above the centre of the orifice)</p>","<i>Q</i> = <i>C<sub>d</sub></i> x <i>a</i> x <span class=""root"">2<i>gh</i></span>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/161-160-3.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/161-160-1.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/161-160-2.png""/>",,A,
"<p>The siphon will work satisfactorily, if the minimum pressure in the pipe is __________ vapour pressure of liquid.</p>",equal to,less than,more than,,,C,
<p>The difference between the notch and weir is that the notch is of bigger size and the weir is of a smaller size.</p>,Agree,Disagree,,,,B,
<p>An open tank containing liquid is moving with an acceleration on an inclined plane. The inclination of the free surface of the liquid will be __________ to the acceleration of the tank.</p>,equal to,directly proportional,inversely proportional,,,B,
<p>Euler's number is the ratio of __________ force to pressure force.</p>,inertia,gravity,viscous,,,A,
<p>The most economical section of a rectangular channel is one which has hydraulic mean depth or hydraulic radius equal to</p>,half the depth,half the breadth,twice the depth,twice the breadth,,A,
<p>The ratio of velocity of fluid in an undisturbed stream to the velocity of sound wave is known as Mach number.</p>,Yes,No,,,,A,
"<p>The length <i>AB</i> of a pipe <i>ABC</i> in which the liquid is flowing has diameter (<i>d</i><sub>1</sub>) and is suddenly contracted to diameter (<i>d</i><sub>2</sub>) at <i>B</i> which is constant for the length <i>BC</i>. The loss of head due to sudden contraction, assuming coefficient of contraction as 0.62, is</p>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/163-171-1.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/163-171-2.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/163-171-3.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/163-171-4.png""/>",,D,
<p>All the gases are considered to have compressible flow and all the liquids are considered to have incompressible flow.</p>,Correct,Incorrect,,,,A,
"<p>When a cylindrical vessel containing liquid is revolved, the surface of the liquid takes the shape of</p>",a triangle,a paraboloid,an ellipse,none of these,,B,
