question,A,B,C,D,E,answer,explanation
<p>The property of a liquid which enables it to resist tensile stress is called its surface tension.</p>,Agree,Disagree,,,,A,
<p>The magnitude of water hammer depends upon the</p>,elastic properties of the pipe material,elastic properties of the liquid flowing through the pipe,speed at which the valve is closed,all of the above,,D,
<p>The discharge over the trapezoidal notch is equal to the discharge over the rectangular notch __________ the discharge over the triangular notch.</p>,plus,minus,,,,A,
<p>The dynamic viscosity of gases __________ with rise in temperature.</p>,remain unaffected,increases,decreases,,,B,
"<p>A flow in which the quantity of liquid flowing per second is constant, is called __________ flow.</p>",steady,streamline,turbulent,unsteady,,A,
"<p>The coefficient of venturifiume, generally, lies between</p>",0.3 to 0.45,0.50 to 0.75,0.75 to 0.95,0.95 to 1.0,,D,
<p>Venturimeter is used to</p>,measure the velocity of a flowing liquid,measure the pressure of a flowing liquid,measure the discharge of liquid flowing in a pipe,measure the pressure difference of liquid flowing between two points in a pipe line,,C,
<p>A hemispherical tank of radius (<i>R</i>) containing liquid upto height (<i>H</i><sub>1</sub>) has an orifice of cross-sectional area (<i>a</i>) at its bottom. The time required to lower the level of liquid from (<i>H</i><sub>1</sub>) to (<i>H</i><sub>2</sub>) will be</p>,"<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/162-166-1.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/162-166-2.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/162-166-3.png""/>",none of the above,,C,
<p>A flow is called super-sonic if the</p>,velocity of flow is very high,discharge is difficult to measure,Mach number is between 1and 6,none of these,,C,
<p>The force present in a moving liquid is</p>,inertia force,viscous force,gravity force,all of these,,D,
<p>The most efficient section of a channel is</p>,triangular,rectangular,square,trapezoidal,,D,
<p>According to Bernoulli's equation</p>,"<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/158-127-1.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/158-127-2.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/158-127-3.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/158-127-4.png""/>",,A,
<p>The ratio of the inertia force to the elastic force is called</p>,Reynold's number,Froude's number,Weber's number,Mach number,,D,
"<p>An opening in the side of a tank or vessel such that the liquid surface with the tank is below the top edge of the opening, is called</p>",weir,notch,orifice,none of these,,B,
"<p>The total pressure on the top of a closed cylindrical vessel of radius (<i>r</i>) completely filled up with liquid of specific weight (<i>w</i>) and rotating at (ω) rad/s about its vertical axis, is</p>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/174-295-1.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/174-295-2.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/174-295-3.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/174-295-4.png""/>",,C,
<p>The velocity of the liquid flowing through the divergent portion of a venturimeter</p>,remains constant,increases,decreases,depends upon mass of liquid,,C,
"<p>In a broad-crested weir, the discharge is maximum if the head of water on the downstream side of weir is __________ the head of water on the upstream side of weir.</p>",equal to,one-third,two-third,three-fourth,,C,
<p>Bernoulli's equation is applied to</p>,venturimeter,orifice meter,pitot tube,all of these,,D,
<p>A fluid having no viscosity is known as</p>,real fluid,ideal fluid,newtonian fluid,non-newtonian fluid,,B,
"<p>In the manufacturing of lead shots, the property of surface tension is utilised.</p>",Agree,Disagree,,,,A,
