question,A,B,C,D,E,answer,explanation
"<p>The specific gravity of an oil whose specific weight is 7.85 kN/m<sup>3</sup>, is</p>",0.8,1,1.2,1.6,,A,
<p>The body will float if the force of buoyancy is __________ the weight of the liquid displaced.</p>,equal to,less than,more than,,,C,
"<p>According to Darcy's formula, the loss of head due to friction in the pipe is (where <i>f</i> = Darcy's coefficient, <i>l</i> = Length of pipe, <i>v</i> = Velocity of liquid in pipe, and <i>d</i> = Diameter of pipe)</p>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/168-232-1.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/168-232-2.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/168-232-3.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/168-232-4.png""/>",,A,
<p>The ratio of specific weight of a liquid to the specific weight of pure water at a standard temperature is called</p>,density of liquid,specific gravity of liquid,compressibility of liquid,surface tension of liquid,,B,
<p>The velocity of liquid flowing through an orifice varies with the available head of the liquid.</p>,Agree,Disagree,,,,A,
<p>The force of buoyancy is always __________ the weight of the liquid displaced by the body.</p>,equal to,less than,more than,,,A,
<p>The coefficient of discharge is the ratio of theoretical discharge to the actual discharge through an orifice.</p>,True,False,,,,B,
<p>The quantity of a liquid flowing per second through a section of a pipe or a channel is called discharge and is measured in cumecs (m<sup>3</sup>/s).</p>,True,False,,,,A,
<p>The purpose of a surge tank is</p>,to control the pressure variations due to rapid changes in the pipe line flow,to eliminate water hammer possibilities,to regulate flow of water to turbines by providing necessary retarding head of water,all of the above,,D,
<p>A fluid which obeys the Newton's law of viscosity is termed as</p>,real fluid,ideal fluid,newtonian fluid,non-newtonian fluid,,C,
<p>The divergent portion of a venturimeter is made longer than convergent portion in order to</p>,avoid the tendency of breaking away the stream of liquid,to minimise frictional losses,both (a) and (b),none of these,,C,
"<p>In a venturiflume, the flow takes place at</p>",atmospheric pressure,gauge pressure,absolute pressure,none of these,,A,
<p>The discharge in an open channel corresponding to critical depth is</p>,zero,minimum,maximum,,,C,
<p>The pressure of liquid at throat in a venturimeter is __________ than that at inlet.</p>,higher,lower,,,,B,
<p>A fluid whose viscosity changes with the rate of deformation or shear strain is known as non-newtonian fluid.</p>,True,False,,,,A,
"<p>When the flow in an open channel is gradually varied, the flow is said to be</p>",steady uniform flow,steady non-uniform flow,unsteady uniform flow,unsteady non-uniform flow,,B,
"<p>When the Mach number is equal to unity, the flow is called sonic flow.</p>",True,False,,,,A,
<p>The total pressure on the bottom of a closed cylindrical vessel completely filled up with a liquid is the sum of the total centrifugal pressure and the weight of the liquid in the vessel.</p>,Correct,Incorrect,,,,A,
"<p>A weir, generally, used as a spillway of a dam is</p>",narrow crested weir,broad crested weir,Ogee weir,submerged weir,,C,
<p>A thick liquid like a syrup has a __________ viscosity than a light liquid like water.</p>,lesser,greater,,,,B,
<p>The total pressure on the top of a closed cylindrical vessel competely filled up with a liquid is</p>,directly proportional to (radius)<sup>2</sup>,inversely proportional to (radius)<sup>2</sup>,directly proportional to (radius)<sup>4</sup>,inversely proportional to (radius)<sup>4</sup>,,C,
<p>Poise is the unit of viscosity in C.G.S. system of units.</p>,Agree,Disagree,,,,A,
<p>The discharge through a channel of circular section will be maximum when the depth of water is __________ the diameter of the circular channel.</p>,0.34 times,0.67 times,0.81 times,0.95 times,,D,
"<p>When the Mach number is more than 6, the flow is called</p>",sub-sonic flow,sonic flow,super-sonic flow,hyper-sonic flow,,D,
<p>The discharge through a convergent mouthpiece is __________ the discharge through an internal mouthpiece of the same diameter and head of water.</p>,equal to,one-half,three fourth,double,,D,
