question,A,B,C,D,E,answer,explanation
<p>One litre of water occupies a volume of</p>,100 cm<sup>3</sup>,250 cm<sup>3</sup>,500 cm<sup>3</sup>,1000 cm<sup>3</sup>,,D,
<p>The value of bulk modulus of a fluid is required to determine</p>,Reynold's number,Froude's number,Mach number,Euler's number,,C,
<p>In a depressed nappe</p>,the pressure below the nappe is atmospheric,the pressure below the nappe is negative,the pressure above the nappe is atmospheric,the pressure above the nappe is negative,,B,
"<p>In one dimensional flow, the flow</p>",is steady and uniform,takes place in straight line,takes place in curve,takes place in one direction,,B,
<p>The kinematic viscosity is the</p>,ratio of absolute viscosity to the density of the liquid,ratio of density of the liquid to the absolute viscosity,product of absolute viscosity and density of the liquid,product of absolute viscosity and mass of the liquid,,A,
"<p>The diameter of the nozzle (<i>d</i>) for maximum transmission of power is given by (where <i>D</i> = Diameter of pipe, <i>f</i> = Darcy 's coefficient of friction for pipe, and <i>l</i> = Length of pipe )</p>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/171-255-1.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/171-255-2.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/171-255-3.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/171-255-4.png""/>",,C,
<p>The discharge over a right angled notch is (where <i>H</i> = Height of liquid above the apex of notch)</p>,"<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/165-196-1.png""/> <i>C<sub>d</sub></i> <span class=""root"">2<i>g</i></span> x <i>H</i>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/165-196-1.png""/> <i>C<sub>d</sub></i> <span class=""root"">2<i>g</i></span> x <i>H</i><sup>3/2</sup>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/165-196-1.png""/> <i>C<sub>d</sub></i> <span class=""root"">2<i>g</i></span> x <i>H</i><sup>2</sup>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/165-196-1.png""/> <i>C<sub>d</sub></i> <span class=""root"">2<i>g</i></span> x <i>H</i><sup>5/2</sup>",,D,
"<p>A weir is said to be broad crested weir, if the width of the crest of the weir is __________ half the height of water above the weir crest.</p>",equal to.,less than,more than,,,C,
"<p>A vertical wall is subjected to a pressure due to one kind of liquid, on one of its sides. The total pressure on the wall per unit length is (where <i>w</i> = Specific weight of liquid, and <i>H</i> = Height of liquid)</p>",<i>wH</i>,<i>wH</i>/2,<i>wH<sup>2</sup></i>/2,<i>wH</i><sup>2</sup>/3,,C,
<p>An error of 1% in measuring head over the apex of the notch (<i>H</i>) will produce an error of __________ in discharge over a triangular notch.</p>,1%,1.5%,2%,2.5%,,D,
