question,A,B,C,D,E,answer,explanation
"<p>A glass tube of small diameter (<i>d</i>) is dipped in fluid. The height of rise or fall in the tube given by (where <i>w</i> = Specific weight of liquid, α = Angle of contact of the liquid surface, and σ = Surface tension)</p>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/149-24-1.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/149-24-2.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/149-24-3u.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/149-24-4.png""/>",,C,
<p>An internal mouthpiece is said to be running free if the length of the mouthpiece is __________ the diameter of the orifice.</p>,less than twice,more than twice,less than three times,more than three times,,C,
<p>The discharge over a rectangular notch is</p>,inversely proportional to <i>H</i><sup>3/2</sup>,directly proportional to <i>H</i><sup>3/2</sup>,inversely proportional to <i>H</i><sup>5/2</sup>,directly proportional to <i>H</i><sup>5/2</sup>,,B,
<p>The volume of a fluid __________ as the pressure increases.</p>,remains same,decreases,increases,,,B,
<p>The pressure of the liquid flowing through the divergent portion of a venturimeter</p>,remains constant,increases,decreases,depends upon mass of liquid,,C,
<p>The vacuum pressure can be measured with the help of a piezometer tube.</p>,True,False,,,,B,
<p>A jet of water discharging from a 40 mm diameter orifice has a diameter of 32 mm at its vena contracta. The coefficient of contraction is</p>,0.46,0.64,0.78,0.87,,B,
"<p>According to Bazin's formula, the discharge over a rectangular weir is <i>mL</i><span class=""root"">2<i>g</i></span> x <i>H</i><sup>3/2</sup> where <i>m</i> is equal to</p>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/167-214-1.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/167-214-2.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/167-214-3.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/167-214-4.png""/>",,A,
"<p>A vertical wall is subjected to a pressure due to one kind of liquid, on one of its sides. Which of the following statement is correct?</p>",The pressure on the wall at the liquid level is minimum.,The pressure on the bottom of the wall is maximum.,"The pressure on the wall at the liquid level is zero, and on the bottom of the wall is maximum",The pressure on the bottom of the wall is zero.,,C,
<p>Water is a __________ fluid.</p>,real,ideal,newtonian,non-newtonian,,C,
"<p>The celerity (velocity) of a pressure wave in a fluid is given by (where <i>K</i> = Bulk modulus, and ρ = Density of the fluid)</p>","<span class=""root""><i>K</i>.ρ</span>","<span class=""root""><i>K</i>/ρ</span>","<span class=""root"">ρ/<i>K</i></span>",<i>K</i>.ρ,,B,
"<p>The pressure intensity in kN/m<sup>2</sup> (or kPa) at any point in a liquid is (where <i>w</i> = Specific weight of liquid, and <i>h</i> = Depth of liquid from the surface)</p>",<i>w</i>,<i>wh</i>,<i>w</i>/<i>h</i>,<i>h</i>/<i>w</i>,,B,
<p>The hydraulic gradient line is always parallel to the centre line of the pipe.</p>,Correct,Incorrect,,,,B,
<p>Barometer is used to measure</p>,velocity of liquid,atmospheric pressure,pressure in pipes and channels,difference of pressure between two points in a pipe,,B,
"<p>A closed tank is completely filled with an oil. If it is made to move with a horizontal acceleration, then the pressure at the back end will be more than that at the front end.</p>",Correct,Incorrect,,,,A,
<p>The mass of 2.5 m<sup>3</sup> of a certain liquid is 2 tonnes. Its mass density is</p>,200 kg/m<sup>3</sup>,400 kg/m<sup>3</sup>,600 kg/m<sup>3</sup>,800 kg/m<sup>3</sup>,,D,
<p>The dynamic viscosity of the liquid __________ with rise in temperature.</p>,remain unaffected,increases,decreases,,,C,
"<p>When a vertical wall is subjected to pressures due to liquid on both sides, the resultant pressure is the __________ of the two pressures.</p>",sum,difference,arithmatic mean,geometric mean,,B,
<p>The increase in pressure at the outer edge of a drum of radius (<i>r</i>) completely filled up with liquid of density (ρ) and rotating at (ω) rad/s is</p>,ρ ω<sup>2</sup> <i>r</i><sup>2</sup>,2ρ ω<sup>2</sup> <i>r</i><sup>2</sup>,"<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/174-296-1.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/174-296-2.png""/>",,C,
<p>When the Mach number is between __________ the flow is called super-sonic flow.</p>,1 and 2.5,2.5 and 4,4 and 6,1 and 6,,D,
<p>The property of a liquid which controls its rate of flow is called viscosity.</p>,True,False,,,,A,
