question,A,B,C,D,E,answer,explanation
<p>Bulk modulus of a fluid is the ratio of</p>,shear stress to shear strain,increase in volume to the viscosity of fluid,increase in pressure to the volumetric strain,critical velocity to the viscosity of fluid,,C,
<p>The pressure at a point 4 m below the free surface of water is</p>,19.24 kPa,29.24 kPa,39.24 kPa,49.24 kPa,,C,
<p>A structure used to dam up a stream or river over which the water flows is called</p>,orifice,notch,weir,dam,,C,
<p>The coefficient of discharge for an external mouthpiece depends upon</p>,velocity of liquid,pressure of liquid,area of mouthpiece,length of mouthpiece,,D,
<p>The depth of centre of pressure lor an immersed surface inclined at an angle θ with the liquid surface lies at a distance equal to __________ the centre of gravity.</p>,"<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/152-65-1.png""/> below","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/152-65-1.png""/> above","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/152-65-2.png""/> below","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/152-65-2.png""/> above",,A,
<p>The highest efficiency is obtained with a channel of __________ section.</p>,circular,square,rectangular,trapezoidal,,D,
<p>A vessel of 4 m<sup>3</sup> contains an oil which weighs 30 kN. The specific weight of the oil is</p>,4.5 kN/m<sup>3</sup>,6 kN/m<sup>3</sup>,7.5 kN/m<sup>3</sup>,10 kN/m<sup>3</sup>,,C,
"<p>Coefficient of discharge Cd is equal to (where <i>C<sub>c</sub></i> = Coefficient of contraction, <i>C<sub>v</sub></i> = Coefficient of velocity, and <i>C<sub>r</sub></i> = Coefficient of resistance)</p>",<i>C<sub>c</sub></i> x <i>C<sub>v</sub></i>,<i>C<sub>c</sub></i> x <i>C<sub>r</sub></i>,<i>C<sub>v</sub></i> x <i>C<sub>r</sub></i>,<i>C<sub>c</sub></i>/<i>C<sub>r</sub></i>,,A,
"<p>In an internal mouthpiece, if the jet after contraction does not touch the sides of the mouthpiece, then the mouthpiece is said to be</p>",running full,running free,partially running full,partially running free,,B,
<p>The value of coefficient of velocity for a sharp edged orifice __________ with the head of water.</p>,decreases,increases,,,,B,
"<p>When a tube of smaller diameter is dipped in water, the water rises in the tube with an upward __________ surface.</p>",concave,convex,,,,A,
"<p>An orifice is said to be large, if</p>",the size of orifice is large,the velocity of flow is large,the available head of liquid is more than 5 times the height of orifice,the available head of liquid is less than 5 times the height of orifice,,D,
<p>The flow in a pipe or channel is said to be uniform when</p>,the liquid particles at all sectons have the same velocities,the liquid particles at different sections have different velocities,the quantity of liquid flowing per second is constant,each liquid particle has a definite path,,A,
<p>The density of a liquid in kg/m<sup>3</sup> is numerically equal to its specific gravity.</p>,True,False,,,,A,
<p>The critical depth meter is used to measure</p>,velocity of flow in an open channel,depth of flow in an open channel,hydraulic jump,depth of channel,,C,
"<p>The water pressure per metre length on a vertical masonry wall of dam is (where <i>w</i> = Specific weight of the liquid, and <i>H</i> = Height of the liquid)</p>",<i>wH</i>/2,<i>wH</i>,<i>wH</i><sup>2</sup>/2,<i>wH</i><sup>2</sup>/4,,C,
<p>Froude's number is the ratio of inertia force to</p>,pressure force,elastic force,gravity force,surface tension force,,C,
"<p>According to Chezy's formula, the discharge through an open channel is (where <i>A</i> = Area of flow, <i>C</i> = Chezy's constant, <i>m</i> = Hydraulic mean depth, and <i>i</i> = Uniform slope in bed)</p>","<i>A</i> <span class=""root""><i>m</i> x <i>i</i></span>","<i>C</i> <span class=""root""><i>m</i> x <i>i</i></span>","<i>AC</i> <span class=""root""><i>m</i> x <i>i</i> </span>","<i>mi</i> <span class=""root""><i>A</i> x <i>C</i></span>",,C,
"<p>When a liquid is flowing through a pipe, the velocity of the liquid is</p>",maximum at the centre and minimum near the walls,minimum at the centre and maximum near the walls,zero at the centre and maximum near the walls,maximum at the centre and zero near the walls,,A,
<p>The pressure of fluid due to hammer blow is</p>,directly proportional to density of fluid,inversely proportional to density of fluid,directly proportional to (density)<sup>1/2</sup> of fluid,inversely proportional to (density)<sup>1/2</sup> of fluid,,C,
"<p>A flow in which each liquid particle has a definite path, and the paths of individual particles do not cross each other, is called</p>",steady flow,uniform flow,streamline flow,turbulent flow,,C,
"<p>A body floating in a liquid is said to be in neutral equilibrium, if its metacentre</p>",coincides with its centre of gravity,lies above its centre of gravity,lies below its centre of gravity,lies between the centre of buoyancy and centre of gravity,,A,
<p>One cubic metre of water weighs</p>,100 litres,250 litres,500 litres,1000 litres,,D,
<p>Surface tension force is the product of surface tension per unit length and cross-sectional area of flow.</p>,Correct,Incorrect,,,,B,
<p>An average value of coefficient of velocity is</p>,0.62,0.76,0.84,0.97,,D,
<p>The shear stress between the two liquid layers is __________ proportional to the distance between two layers.</p>,directly,indirectly,,,,B,
<p>The mass per unit volume of a liquid at a standard temperature and pressure is called</p>,specific weight,mass density,specific gravity,none of these,,B,
<p>The centre of pressure acts __________ the centre of gravity of immersed surface.</p>,at,above,below,,,C,
<p>A flow through an expanding tube at constant rate is called</p>,steady uniform flow,steady non-uniform flow,unsteady uniform flow,unsteady non-uniform flow,,B,
"<p>When a body is placed over a liquid, it is subjected to gravitational force and upthrust of the liquid.</p>",True,False,,,,A,
<p>The velocity of flow is same at all points in the cross-section of a channel.</p>,True,False,,,,B,
<p>The length of a liquid stream while flowing over a weir __________ at the ends of the sill.</p>,expands,does not change,contracts,,,C,
<p>Select the wrong statement</p>,An equivalent pipe is treated as an ordinary pipe for all calculations,The length of an equivalent pipe is equal to that of a compound pipe,The discharge through an equivalent pipe is equal to that of a compound pipe,The diameter of an equivalent pipe is equal to that of a compound pipe,,D,
<p>The velocity through a channel of circular section will be maximum when the depth of water is __________ the diameter of the circular channel.</p>,0.34 times,0.67 times,0.81 times,0.95 times,,C,
"<p>In a footstep bearing, if the radius of the shaft is doubled, then the torque required to overcome the viscous resistance will be</p>",double,four times,eight times,sixteen times,,D,
