question,A,B,C,D,E,answer,explanation
<p>The hydraulic mean depth or the hydraulic radius is the ratio of</p>,area of flow and wetted perimeter,wetted perimeter and diameter of pipe,velocity of flow and area of flow,none of these,,A,
"<p>The imaginary line drawn in the fluid in such a way that the tangent to any point gives the direction of motion at that point, is known as</p>",path line,stream line,steak line,potential line,,B,
<p>A hemispherical tank of radius (<i>R</i>) has an orifice of cross-sectional area (<i>a</i>) at its bottom and is full of liquid. The time required to empty the tank completely is</p>,"<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/163-167-1.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/163-167-2.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/163-167-3.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/163-167-4.png""/>",,C,
<p>Stoke is the unit of</p>,kinematic viscosity in C. G. S. units,kinematic viscosity in M. K. S. units,dynamic viscosity in M. K. S. units,dynamic viscosity in S. I. units,,A,
<p>One poise is equal to</p>,0.1 N-s/m<sup>2</sup>,1 N-s/m<sup>2</sup>,10 N-s/m<sup>2</sup>,100 N-s/m<sup>2</sup>,,A,
<p>The absolute pressure is equal to</p>,gauge pressure + atmospheric pressure,gauge pressure - atmospheric pressure,atmospheric pressure - gauge pressure,gauge pressure - vacuum pressure,,A,
"<p>When the pressure intensity at a point is more than the local atmospheric pressure, then the difference of these two pressures is called</p>",gauge pressure,absolute pressure,positive gauge pressure,vacuum pressure,,C,
<p>The hammer blow in pipes occurs when</p>,there is excessive leakage in the pipe,the pipe bursts under high pressure of fluid,the flow of fluid through the pipe is suddenly brought to rest by closing of the valve,the flow of fluid through the pipe is gradually brought to rest by closing of the valve,,C,
"<p>When a body is placed over a liquid, it will sink down if</p>",gravitational force is equal to the upthrust of the liquid,gravitational force is less than the upthrust of the liquid,gravitational force is more than the upthrust of the liquid,none of the above,,C,
"<p>When a cylindrical vessel of radius (<i>r</i>) containing liquid is revolved about its vertical axis ω rad/s, then depth of parabola which the liquid assumes is</p>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/175-298-2.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/175-298-1.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/175-298-3.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulics-and-fluid-mechanics/175-298-4.png""/>",,B,
"<p>A flow whose streamline is represented by a curve, is called</p>",one-dimensional flow,two-dimensional flow,three-dimensional flow,four-dimensional flow,,B,
"<p>When the Mach number is less than unity, the flow is called</p>",sub-sonic flow,sonic flow,super-sonic flow,hyper-sonic flow,,A,
