question,A,B,C,D,E,answer,explanation
<p>Determine the output frequency for a frequency division circuit that contains 12 flip-flops with an input clock frequency of 20.48 MHz.</p>,10.24 kHz,5 kHz,30.24 kHz,15 kHz,,B,
<p>Which statement BEST describes the operation of a negative-edge-triggered D flip-flop?</p>,The logic level at the <i>D</i> input is transferred to <i>Q</i> on NGT of <i>CLK</i>.,The <i>Q</i> output is ALWAYS identical to the <i>CLK</i> input if the <i>D</i> input is HIGH.,The <i>Q</i> output is ALWAYS identical to the <i>D</i> input when <i>CLK</i> = PGT.,The <i>Q</i> output is ALWAYS identical to the <i>D</i> input.,,A,
"<p>Propagation delay time, t<sub>PLH</sub>, is measured from the ________.</p>",triggering edge of the clock pulse to the LOW-to-HIGH transition of the output,triggering edge of the clock pulse to the HIGH-to-LOW transition of the output,preset input to the LOW-to-HIGH transition of the output,clear input to the HIGH-to-LOW transition of the output,,A,
<p>How is a <i>J-K</i> flip-flop made to toggle?</p>,"<i>J</i> = 0, <i>K</i> = 0","<i>J</i> = 1, <i>K</i> = 0","<i>J</i> = 0, <i>K</i> = 1","<i>J</i> = 1, <i>K</i> = 1",,D,
<p>How many flip-flops are in the 7475 IC?</p>,1,2,4,8,,C,
<p>How many flip-flops are required to produce a divide-by-128 device?</p>,1,4,6,7,,D,
<p>Which is not an Altera primitive port identifier?</p>,clk,ena,clr,prn,,C,
<p>The timing network that sets the output frequency of a 555 astable circuit contains ________.</p>,three external resistors are used,two external resistors and an external capacitor are used,an external resistor and two external capacitors are used,no external resistor or capacitor is required,,B,
<p>What is the difference between the enable input of the 7475 and the clock input of the 7474?</p>,The 7475 is edge-triggered.,The 7474 is edge-triggered.,,,,B,
<p>The phenomenon of interpreting unwanted signals on <i>J</i> and <i>K</i> while <i>C<sub>p</sub></i> (clock pulse) is HIGH is called ________.</p>,parity error checking,ones catching,digital discrimination,digital filtering,,B,
<p>What is another name for a one-shot?</p>,Monostable,Multivibrator,Bistable,Astable,,A,
"<p>On a master-slave flip-flop, when is the master enabled?</p>",when the gate is LOW,when the gate is HIGH,both of the above,neither of the above,,B,
<p>One example of the use of an <i>S-R</i> flip-flop is as a(n):</p>,racer,astable oscillator,binary storage register,transition pulse generator,,C,
<p>What is the difference between the 7476 and the 74LS76?</p>,"the 7476 is master-slave, the 74LS76 is master-slave","the 7476 is edge-triggered, the 74LS76 is edge-triggered","the 7476 is edge-triggered, the 74LS76 is master-slave","the 7476 is master-slave, the 74LS76 is edge-triggered",,D,
<p>Which of the following is correct for a gated <i>D</i> flip-flop?</p>,The output toggles if one of the inputs is held HIGH.,Only one of the inputs can be HIGH at a time.,The output complement follows the input when enabled.,<i>Q</i> output follows the input <i>D</i> when the enable is HIGH.,,D,
"<p>With regard to a D latch, ________.</p>",the Q output follows the D input when EN is LOW,the Q output is opposite the D input when EN is LOW,the Q output follows the D input when EN is HIGH,the Q output is HIGH regardless of EN's input state,,C,
<p>How can the cross-coupled NAND flip-flop be made to have active-HIGH <i>S-R</i> inputs?</p>,It can't be done.,Invert the Q outputs.,Invert the <i>S-R</i> inputs.,,,C,
<p>When is a flip-flop said to be transparent?</p>,when the <i>Q</i> output is opposite the input,when the <i>Q</i> output follows the input,when you can see through the IC packaging,,,B,
"<p><p>Four positive edge-triggered D flip-flops are used to store a 4-bit binary number as shown below. Determine if the circuit is functioning properly, and if not, what might be wrong.</p>
<p><img src=""/_files/images/digital-electronics/digital-systems/mcq5_1019_1.jpg""/></p></p>",The circuit is functioning properly.,<i>Q</i>2 is incorrect; the flip-flop is probably bad.,The input to flip-flop 3 (<i>D</i>2) is probably wrong; check the source of <i>D</i>2.,"A bad connection probably exists between FF-3 and FF-4, causing FF-3 not to reset.",,B,
"<p>A 555 operating as a monostable multivibrator has an R<sub>1</sub> of 1 M<img src=""/_files/images/digital-electronics/digital-fundamentals/omega.gif""/>. Determine C<sub>1</sub> for a pulse width of 2 s.</p>","1.8 <img src=""/_files/images/digital-electronics/digital-fundamentals/mu.gif""/>F",18 F,18 pF,18 nF,,A,
<p>Master-slave <i>J-K</i> flip-flops are called pulse-triggered or level-triggered devices because input data is read during the entire time the clock pulse is at a LOW level.</p>,True,False,,,,B,
<p>Which of the following is correct for a D latch?</p>,The output toggles if one of the inputs is held HIGH.,<i>Q</i> output follows the input <i>D</i> when the enable is HIGH.,Only one of the inputs can be HIGH at a time.,The output complement follows the input when enabled.,,B,
"<p>A J-K flip-flop is in a ""no change"" condition when ________.</p>","J = 1, K = 1","J = 1, K = 0","J = 0, K = 1","J = 0, K = 0",,D,
<p>A correct output is achieved from a master-slave <i>J-K</i> flip-flop only if its inputs are stable while the:</p>,clock is LOW,slave is transferring,flip-flop is reset,clock is HIGH,,D,
<p>Which of the following describes the operation of a positive edge-triggered <i>D</i> flip-flop?</p>,"If both inputs are HIGH, the output will toggle.",The output will follow the input on the leading edge of the clock.,"When both inputs are LOW, an invalid state exists.",The input is toggled into the flip-flop on the leading edge of the clock and is passed to the output on the trailing edge of the clock.,,B,
<p>What does the triangle on the clock input of a <i>J-K</i> flip-flop mean?</p>,level enabled,edge-triggered,,,,B,
<p>A J-K flip-flop with J = 1 and K = 1 has a 20 kHz clock input. The Q output is ________.</p>,constantly LOW,constantly HIGH,a 20 kHz square wave,a 10 kHz square wave,,D,
