question,A,B,C,D,E,answer,explanation
"<p>What about the stability of system in <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/19-326.png""/></p>",system is stable,unstable,stable at 0.4,cant say,,A, <p>ROC include the unit circle hence it is stable.</p> 
<p>Which one most appropriate dynamic system?</p>,<i>y</i>(<i>n</i>) + <i>y</i>(<i>n</i> - 1) + <i>y</i>(<i>n</i> + 1),<i> y</i>(<i>n</i>) + <i>y</i>(<i>n</i> - 1),<i>y</i>(<i>n</i>) = <i>x</i>(<i>n</i>),<i>y</i>(<i>n</i>) + <i> y</i>(<i>n</i> - 1) + <i>y</i>(<i>n</i> + 3) = 0,,A, <p>Because present output of <i>y</i>(<i>n</i>) depend upon past <i>y</i>(<i>n</i> - 1) and future <i>y</i>(<i>n</i> + 1).</p> 
<p>An energy signal has G(<i>f</i>) = 10. Its energy density spectrum is</p>,10,100,50,20,,B, <p>Energy density spectrum = |G(<i>f</i>)|<sup>2</sup> = |10|<sup>2</sup> = 100.</p> 
"<p>Consider Pole zero diagram as shown, If two Poles are moved in opposite direction towards ω = <span class=""symbol"">p</span>/2 and -<span class=""symbol"">p</span>/2, the filter will be<br/><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/25-415.png""/></p>",change to high pass filter,change to Band Pass filter,remains same,change to LPF,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/35-415-1.png""/>
</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/35-415-2.png""/>
</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/35-415-3.png""/>
</p>
<p>But still we will get the same response, zero are at same position.</p> "
<p>In an ac circuit the fundamental component of current wave lags the corresponding voltage wave by 20°. The third harmonic component of current wave lags the corresponding voltage by an angle.</p>,less than 20°,more than 20°,equal to 20°,equal to or more than 20°,,B," <p>For third harmonic θ = tan<sup>-1</sup> = <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/29-50.png""/>.</p> "
"<p>If <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/13-165.png""/> and A + B is</p>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/13-165-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/13-165-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/13-165-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/13-165-4.png""/>",,A, <p>Add elements individually.</p> 
<p>A voltage V(<i>t</i>) is a Gaussian ergodic random process with a mean of zero and a variance of 4 volt<sup>2</sup>. If it is measured by a dc meter. The reading will be</p>,0,4,2,"<span class=""root"">2</span>",,A, <p>DC meter reads mean value.</p> 
"<p>A first order system will never be able to give a __________ response <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">band stop</li><li style=""padding-top:10px;"">band pass</li><li style=""padding-top:10px;"">all pass</li></ol> Choose the correct option</p>","1, 2, 3 true","1 and 3 true, 2 false","1, 2 are true 3 is false","1, 2 are false, 3 is true",,C," <p>Because to design band pass or band stop, transfer function of must be second order.</p> "
"<p>In the given figure the ratio T/<i>d</i> is the duty factor.<br/> <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/28-494.png""/></p>",True,False,,,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/35-497.png""/>.</p> "
"<p>If £[<i>f</i>(<i>t</i>)] = F(<i>s</i>), then £[<i>f</i>(<i>t</i> - <i>T</i>)] =</p>",<i>e<sup>st</sup></i> <i>F(s)</i>,<i>e<sup>-st</sup></i> <i>F(s)</i>,"<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/13-168-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/13-168-4.png""/>",,B," <p>A linear system is one in which the relationship between input and output is linear. 
</p>
<p>All linear system possess the property of superposition <i>i.e., </i> if input <i>u</i><sub>1</sub> gives output <i>y</i><sub>1</sub> and input <i>u</i><sub>2</sub> gives output <i>y</i><sub>2</sub> then input <i>u</i><sub>1</sub> + <i>u</i><sub>2</sub> will give output <i>y</i><sub>1</sub> + <i>y</i><sub>2</sub>. 
</p>
<p>Superposition implies homogencity <i>i.e., </i> if input <i>u</i> gives output <i>y</i>, then input <i>ku</i> gives output <i>ky</i> where <i>k</i> is a rational number. 
</p>
<p>In general a system is linear if a transformation <i>T</i> satisfies the relation
</p>
<p>T(<span class=""symbol"">a</span><i>u</i><sub>1</sub> + β<i>u</i><sub>2</sub>) = <span class=""symbol"">a</span>T(<i>u</i><sub>1</sub>) + βT(<i>u</i><sub>2</sub>)
</p>
<p>where <span class=""symbol"">a</span> and β are constant.</p> "
"<p>The <i>z</i>-transform of a particular signal is given <br/><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/24-408.png""/> where<br/><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/24-408-1.png""/><br/>The system after implementation will be</p>",casual and stable,non-casual and stable,non-casual and unstable,casual and unstable,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/35-408-1.png""/>
</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/35-408-2.png""/>
</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/35-408-3.png""/>
</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/35-408-4.png""/>
</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/35-408-5.png""/>
</p>
<p>Include unity circle and exterior of circle hence <i>x</i>(<i>z</i>) will be stable, causal.</p> "
"<p>The system with given pole-zero diagram is<br/><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/20.png""/></p>",casual,non-casual,both sided,not-possible,,D," <p>Because no.of zero is more than Pole, therefore when you find transfer function.
</p>
<p>Numerator power will higher than denominator, and such transfer functions is not realizable.</p> "
"<p>A pole zero pattern of a certain filter is shown in figure. This filter must be<br/><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/25-416.png""/></p>",LPF,BFP,HPF,APF,,D," <p>In transfer function, no of zeros = no. of poles, hence it is all pass fliter.</p> "
<p>If transfer function of a system is H(<i>z</i>) = 6 + <i>z</i><sup>-1</sup> + <i>z</i><sup>-2</sup> then system is</p>,minimun phase,maximum phase,mixed phase,none,,A," <p>H(<i>z</i>) = 6 + <i>z</i><sup>-1</sup> - <i>z</i><sup>-2</sup>, solve it by considering H(<i>z</i>) = 0 <i>z</i> = 1/3, -1/2 in H(<i>z</i>) only numerator.
</p>
<p>Hence <i>z</i> = 1/3, - 1/2 will be zero, and if zero lies inside the unit circle, system will be of minimum phase.</p> "
"<p>The period of the function cos <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/12-158.png""/> is</p>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/12-158-1.png""/>",8<i>s</i>,4<i>s</i>,"<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/12-158-4.png""/>",,B," <p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/30-158.png""/>.</p> "
"<p>Let <i>x</i>(<i>t</i>) and <i>y</i>(<i>t</i>) with F.T. <i>x</i>(<i>f</i>) and <i>y</i>(<i>f</i>) respectively be related as shown in figure<br/> <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/21-358.png""/><br/>Then <i>y</i>(<i>f</i>) is</p>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/21-358-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/21-358-2.png""/>","-X(<i>f</i>/2)<i>e</i><sup><i>j2<span class=""symbol"">p</span>f</i></sup>","-X(<i>f</i>/2)<i>e</i><sup><i>- j2<span class=""symbol"">p</span>f</i></sup>",,B, <p>By applying time shifting and scaling property.</p> 
<p>Which one is a linear system?</p>,<i>y</i>[<i>n</i>] = <i>x</i>[<i>n</i>] x <i>x</i>[<i>n</i> - 1],<i>y</i>[<i>n</i>] = <i>x</i>[<i>n</i>] + <i>x</i>[<i>n</i> - 10],<i>y</i>[<i>n</i>] = <i>x</i><sup>2</sup>[<i>n</i>],(a) and (c),,B," <p>For linearity
</p>
<p><i>y</i><sub>1</sub>[<i>n</i>] = <i>x</i><sub>1</sub>[<i>n</i>] + <i>x</i><sub>2</sub>[<i>n</i> - 10] ...(1)
</p>
<p><i>y</i><sub>2</sub> = <i>x</i><sub>2</sub>[<i>n</i>] + <i>x</i><sub>2</sub>[<i>n</i> - 10] ...(2)
</p>
<p><i>y</i><sub>1</sub>[<i>n</i>] = <i>x</i><sub>1</sub>[<i>n</i>] + <i>x</i><sub>2</sub>[<i>n</i>] + <i>x</i><sub>2</sub>[<i>n</i> - 10] + <i>x</i><sub>2</sub>[<i>n</i> - 10] ...(3)
</p>
<p>Now find <i>y</i><sub>1</sub>[<i>n</i>] + <i>y</i><sub>2</sub>[<i>n</i>]
</p>
<p>Corresponding to <i>x</i><sub>1</sub>[<i>n</i>] + <i>x</i><sub>2</sub>[<i>n</i>] 
</p>
<p>It is same as equation (3) hence linear.
</p>
<p>But in part (c) <i>y</i>[<i>n</i>] = <i>x</i><sup>2</sup>[<i>n</i>]
</p>
<p>⇒ <i>y</i><sub>1</sub>[<i>n</i>] = <i>x</i><sup>2</sup><sub>1</sub>[<i>n</i>], y<sub>2</sub>[<i>n</i>] = <i>x</i><sup>2</sup><sub>2</sub>[<i>n</i>]⇒ <i>y</i><sub>1</sub>[<i>n</i>] + <i>y</i><sub>2</sub>[<i>n</i>] = <i>x</i><sup>2</sup><sub>2</sub>[<i>n</i>]...3
</p>
<p>But <i>y</i><sub>1</sub>[<i>n</i>] + <i>y</i><sub>2</sub>[<i>n</i>]
</p>
<p>Corresponing <i>x</i><sub>1</sub>[<i>n</i>] + <i>x</i><sub>2</sub>[<i>n</i>] is <i>y</i><sub>1</sub>[<i>n</i>] + <i>y</i><sub>2</sub>[<i>n</i>] = {<i>x</i><sub>1</sub>[<i>n</i>] + <i>x</i><sub>2</sub>[<i>n</i>]}<sup>2</sup>
</p>
<p>= <i>x</i><sub>1</sub><sup>2</sup>[<i>n</i>] + <i>x</i><sub>2</sub><sup>2</sup>[<i>n</i>] + 2<i>x</i><sub>1</sub>[<i>n</i>] <i>x</i><sub>2</sub>[<i>n</i>]....4
</p>
<p>Equations (3) and (4) are not same hence not linear.</p> "
<p>Laplace transform of a pulse function of magnitude <i>E </i>and duration from <i>t</i> = 0 to<i> t</i> = <i>a</i> is</p>,E / <i> s </i>,"<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/04-5-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/04-5-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/04-5-4.png""/>",,C," <p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/29-5.png""/>.</p> "
"<p>The continuous time system with impulse response <i>h</i>(<i>t</i>) = <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/24-409.png""/>is stable, for <i>n</i> is even, when</p>",<i>a</i> = 0,<i>a</i> &gt; 0,<i>a</i> &lt; 0,<i>a</i> ≤ 0,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/35-409-1.png""/>
</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/35-409-2.png""/>
</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/35-409-3.png""/>
</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/35-409-4.png""/>
</p>
<p>For stable system exponential must be -ve so that <i>a</i> &lt; 0.</p> "
"<p>If I (<i>s</i>) <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/05-31.png""/> , initial value of <i>i</i>(<i>t</i>) is</p>",5A,12.5 A,0.05 A,1250 A,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/29-30.png""/>.</p> "
