question,A,B,C,D,E,answer,explanation
<p>If <i>f</i>=0</p>,X<sub>L</sub> = 0 and X<sub>C</sub> = 0,"X<sub>L</sub> = ∞, X<sub>C</sub> = ∞",X<sub>L</sub> = 0 and X<sub>C</sub> = ∞,X<sub>L</sub> = ∞ and X<sub>C</sub> = 0,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/30-61.png""/>.</p> "
<p>An ac circuit has an impedance of (2 - <i>j</i> 9) Ω for third harmonic. The impedance for fundamental is</p>,6 - <i>j</i> 27 Ω,"<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/06-51-2.png""/>",2 - <i>j</i> 27 Ω,2 - <i>j</i> 3 Ω,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/29-51.png""/>.</p> "
<p>The ROC of sequence <i>x</i>[<i>n</i>] = (0.8)<i><sup>n</sup></i> ∪[<i>n</i>] + (0.4)<i><sup>n</sup></i> ∪[<i>n</i>]</p>,|<i>z</i>| &gt; 0.8,|<i>z</i>| &gt; 0.4,0.4 &lt; |<i>z</i>| &lt; 0.8,|<i>z</i>| &lt; 0.8,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/33-313.png""/>
</p>
<p>ROC ⇒ 1 - 0.8 <i>z</i><sup>-1</sup> &lt; 0 1 - 0.4 <i>z</i><sup>-1</sup>
</p>
<p>⇒ 1 &gt; 0.8 <i>z</i><sup>-1</sup> ⇒ <i>z</i> &gt; 0.4
</p>
<p>or <i>z</i> &gt; 0.8
</p>
<p>By combining both condition
</p>
<p>ROC because <i>z</i> &gt; 0.4
</p>
<p>If you consider <i>z</i> &gt; 0.8 then ROC between the limit 0 to 0.4 excluded.</p> "
<p>Pick the odd one</p>,variance,standard deviation,expectation,chebyshev inequality,,D," <p>Because Variance, standard Deviation, Expectation are related to each other.</p> "
"<p>The sampling of a function <i>f</i>(<i>l</i>) = sin 2<span class=""symbol"">p</span><i>f</i><sub>0</sub><i>t</i> starts from a zero crossing. The signal can be detected if sampling time T is</p>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/16-234-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/16-234-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/16-234-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/16-234-4.png""/>",,C," <p>Because <i>f<sub>s</sub></i> ≤ 2<i>f</i><sub>0</sub>, T<i>s</i> ≤ <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/31-234.png""/>.</p> "
"<p>If Laplace transform of <i>f</i>(<i>t</i>) is F(<i>s</i>), then £ <i>f</i>(<i>t</i> - <i>a</i>) <i>u</i> (<i>t</i> - <i>a</i>)= 0</p>",<i>e</i><i><sup>as</sup></i> F(<i>s</i>),<i>e</i><i><sup>-as</sup></i> F(<i>s</i>),- <i>e</i><i><sup>as</sup></i> F(<i>s</i>),- <i>e</i> <i><sup>-as</sup></i> F(<i>s</i>),,B," <p>£<i>f</i>(<i>t</i>) = <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/29-7-1.png""/>
</p>
<p>£<sup>-1</sup>F(<i>s</i>) = <i>f</i>(<i>t</i>)
</p>
<p>£[<i>a</i> <i>f</i><sub>1</sub>(<i>t</i>) + <i>bf</i><sub>2</sub>(<i>t</i>)] = <i>a</i>F<sub>1</sub>(<i>s</i>) + <i>b</i>F<sub>2</sub>(<i>s</i>)
</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/29-7-3.png""/>
</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/29-7-4.png""/>
</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/29-7-5.png""/>
</p>
<p>where <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/29-7-6.png""/>
</p>
<p>£[<i>f</i>(<i>t</i> - T)] = <i>e</i><sup>-<i>sT</i></sup> F(<i>s</i>)
</p>
<p>£[<i>e</i><sup>-<i>at</i></sup> <i>f</i>(<i>t</i>)] = F(<i>s</i> + <i>a</i>)
</p>
<p>Initial value theorem <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/29-7-7.png""/>
</p>
<p>Final value theroem <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/29-7-8.png""/>
</p>
<p>Convolution Integral <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/29-7-9.png""/>
</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/29-7-10.png""/>
</p>
<p>where <span class=""symbol"">t</span> is dummy variable for <i>t</i>.</p> "
<p><p><b>Assertion (A):</b>  L[<i>af</i><sub>1</sub>(<i>t</i>) + <i>bf</i><sub>2</sub>(<i>t</i>)] = <i>a</i>F<sub>1</sub>(<i>s</i>) - <i>b</i>F<sub>2</sub>(<i>s</i>)</p><p><b>Reason (R):</b> Initial value theroem enables us to find the value of <i>f</i>(<i>t</i>) at <i>t</i> = 0 directly from F(<i>s</i>)</p></p>,Both A and R are correct and R is correct explanation of A<br/>,Both A and R are correct but R is not correct explanation of A<br/>,"A is true, R is false<br/>","A is false, R is true",,D, <p>£[<i>a</i><i>f</i><sub>1</sub>(<i>t</i>) +<i>b</i><i>f</i><sub>2</sub>(<i>t</i>)] = <i>a</i>F<sub>1</sub>(<i>s</i>) + <i>b</i>F<sub>2</sub>(<i>s</i>) Hence A is wrong.</p> 
<p>The Laplace transform of impulse δ(<i>t</i>) is</p>,1,1/<i>s</i>,<i>s</i>,1/<i>s</i><sup>2</sup>,,A," <p>£<i>f</i>(<i>t</i>) = <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/29-7-1.png""/>
</p>
<p>£<sup>-1</sup>F(<i>s</i>) = <i>f</i>(<i>t</i>)
</p>
<p>£[<i>a</i> <i>f</i><sub>1</sub>(<i>t</i>) + <i>bf</i><sub>2</sub>(<i>t</i>)] = <i>a</i>F<sub>1</sub>(<i>s</i>) + <i>b</i>F<sub>2</sub>(<i>s</i>)
</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/29-7-3.png""/>
</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/29-7-4.png""/>
</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/29-7-5.png""/>
</p>
<p>where <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/29-7-6.png""/>
</p>
<p>£[<i>f</i>(<i>t</i> - T)] = <i>e</i><sup>-<i>sT</i></sup> F(<i>s</i>)
</p>
<p>£[<i>e</i><sup>-<i>at</i></sup> <i>f</i>(<i>t</i>)] = F(<i>s</i> + <i>a</i>)
</p>
<p>Initial value theorem <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/29-7-7.png""/>
</p>
<p>Final value theroem <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/29-7-8.png""/>
</p>
<p>Convolution Integral <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/29-7-9.png""/>
</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/29-7-10.png""/>
</p>
<p>where <span class=""symbol"">t</span> is dummy variable for <i>t</i>.</p> "
"<p><p><b>Assertion (A):</b>  The modified ramp function of the given figure can be represented s sum of two ramp functions of the given figure <br/><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/26-429.png""/></p><p><b>Reason (R):</b> If <i>f</i>(<i>t</i>) = <i>t</i>, F(<i>s</i>) = 1</p></p>",Both A and R are correct and R is correct explanation of A<br/>,Both A and R are correct but R is not correct explanation of A<br/>,"A is true, R is false<br/>","A is false, R is true",,C," <p>If <i>f</i>(<i>t</i>) = <i>t</i>, <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/35-429.png""/> Hence R is wrong.</p> "
<p>Energy density spectrum of <i>x</i>[<i>n</i>] = <i>a</i><i><sup>n</sup></i>∪[<i>n</i>] for -1 &lt; <i>a</i> &lt; + 1 is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/18-293-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/18-293-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/18-293-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/18-293-4.png""/>",,C," <p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/32-293-1.png""/>
</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/32-293-2.png""/>
</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/32-293-3.png""/></p> "
