question,A,B,C,D,E,answer,explanation
<p>The total area under the probability distribution curve is</p>,1,0,depend upon curve equation,∞,,A,
<p>Which one of following is correct condition to check the stability of system?</p>,Bounded I/P unbounded O/P,Bounded I/P and O/P,Bounded O/P and I/P,Bounded I/P Bounded O/P,,B,
"<p>The inverse Fourier transform of the function F(ω) = <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/10-130.png""/> is</p>",<i>sin</i> ω<i>t</i>,<i>cos</i> ω<i>t</i>,<i>sgn</i><i>t</i>,<i>u</i>(<i>t</i>),,C,
"<p>Let <i>f</i><sub>1</sub>(<i>t</i>) = G<sub>1</sub>(<i>t</i>) + 4, <i>f</i><sub>2</sub>(<i>t</i>) = G<sub>2</sub>(<i>t</i>) + 3. If G<sub>1</sub>(<i>t</i>) and G<sub>2</sub>(<i>t</i>) are uncorrected then the correlation between <i>f</i><sub>1</sub>(<i>t</i>) and <i>f</i><sub>2</sub>(<i>t</i>) are</p>",12,7,6,zero,,D,
"<p>If <i>p</i> is the probability of success and <i>q</i> is the probability of failure, then the probability that there are <i>r</i> successes in <i>n</i> trails is</p>",<sup><i>n</i></sup><i>c</i><sub><i>r</i></sub><i> p<sup>r</sup></i> <i>q</i><sup>n</sup> <sup>-</sup> <sup>r</sup>,<i><sup>n</sup></i><i>c</i><sub>r</sub> <i>p</i><sup><i>n</i> -</sup> <i><sup>r</sup></i> <i>q</i><i><sup>r</sup></i>,<sup><i>n</i></sup><i>c</i><sub><i>r</i></sub><i> p<sup>r</sup></i> <i>q</i><sup>n</sup> <sup>+</sup> <sup>r</sup>,<i><sup>n</sup></i><i>c</i><i><sub>r</sub></i> <i>p</i><i><sup>n</sup></i> <i>q</i><i><sup>n</sup></i> <sup>-<i> r</i></sup>,,A,
"<p>A signal <i>m</i>(<i>t</i>) with bandwidth 500 Hz is first multiplied by a signal <i>g</i>(<i>t</i>) where<br/><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/22-375.png""/> <br/>The resulting signal is then passed through on ideal low pass filter with bandwidth 1 kHz. The output of the low pass filter would me</p>",δ(<i>t</i>),<i>m</i>(<i>t</i>),0,<i>m</i>(<i>t</i>) δ(<i>t</i>),,B,
<p>ROC of sequence <i>x</i>[<i>n</i>] = δ[<i>n</i>] is</p>,Not exist,<i>z</i> = 0,Entire Plane,"Entire Plane expect <i>z</i> = 0, <i>z</i> = ∞",,C,
<p>The Z.T. of sequence <i>x</i>[<i>n</i>] = <i>a</i><i><sup>n</sup></i> ∪ [<i>n</i>] is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/19-311-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/19-311-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/19-311-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/19-311-4.png""/>",,B,
"<p>The unit step response of a system is (1 - <i>e</i><sup><span class=""symbol"">a</span><i>t</i></sup>) <i>u</i>(<i>t</i>). Then its impulse response is</p>","<i>e</i><sup>- <span class=""symbol"">a</span><i>t</i></sup> <i>u(t)</i>","<sup><span class=""symbol"">a</span></sup><i>e</i><sup>- <span class=""symbol"">a</span><i>t</i></sup> <i>u(t)</i>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/11-147-3.png""/>","<sup>- <span class=""symbol"">a</span></sup><i>e</i><sup>- <span class=""symbol"">a</span><i>t</i></sup> <i>u(t)</i>",,B,
<p>The output of a linear system for any input can be computed in which of the following ways?</p>,Only by summation of inpulse response by convolution integral,Only by summation of step response by superposition integral,Neither a nor b,Either (a) or (b),,D,
