question,A,B,C,D,E,answer,explanation
<p><i>e<sup>At</sup></i> can be expanded as</p>,"<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/13-178-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/13-178-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/13-178-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/13-178-4.png""/>",,B,
"<p>If <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/15-205.png""/>, <i>f</i>(<i>t</i>) =</p>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/15-205-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/15-205-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/15-205-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/15-205-4.png""/>",,C,
"<p>For a wave <i>v</i> = V <sub>1<i>m</i></sub> sin (ω<i>t</i> + θ<sub>1</sub> ) - V<sub>3<i>m</i></sub> sin (3ω<i>t</i> + θ<sub>3</sub>), the rms value is (0.5 V<sup>2</sup><sub>1<i>m</i></sub> + 0.5 V<sup>2</sup><sub>3<i>m</i></sub>)<sup>0.5</sup></p>",True,False,,,,A,
"<p>The function in the given figure can be written as<br/><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/08-93.png""/></p>","<i>u</i>(<i>t</i> - 1) sin <span class=""symbol"">p</span> ( <i>t</i> - 1) - <i>u</i>(<i>t</i> - 3) sin <span class=""symbol"">p</span> (<i>t</i> - 3) + <i>u</i>(<i>t</i> - 4) sin <span class=""symbol"">p</span> (<i></i><i>t</i> - 4) - <i>u</i>(<i>t</i> - 6) sin <span class=""symbol"">p</span> (<i>t</i> - 6)","<i>u</i>(<i>t</i> - 1) sin <span class=""symbol"">p</span> ( <i>t</i> - 1) - <i>u</i>(<i>t</i> - 3) sin <span class=""symbol"">p</span> (<i>t</i> - 3) + <i>u</i>(<i>t</i> - 4) sin <span class=""symbol"">p</span> (<i></i><i>t</i> - 4)","<i>u</i>(<i>t</i> - 1) sin <span class=""symbol"">p</span> ( <i>t</i> - 1) + <i>u</i>(<i>t</i> - 4) sin <span class=""symbol"">p</span> (<i>t</i> - 4)","<i>u</i>(<i>t</i> - 1) sin 2<span class=""symbol"">p</span> ( <i>t</i> - 1) + <i>u</i>(<i>t</i> - 4) sin 2<span class=""symbol"">p</span> (<i>t</i> - 4)",,A,
<p>F.T. of continuous non-periodic signal is</p>,aperiodic,periodic,a and b,none,,A,
"<p>consider the following as regards probability distribution function f(x)<ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;""><i>f(x)</i> = 0 for all <i>x</i></li><li style=""padding-top:10px;""><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/15-219-2.png""/></li><li style=""padding-top:10px;"">cumulative distribution function <br/><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/15-219-3.png""/></li></ol> which of the above are correct?</p>",1 only,1 and 2 only,"1, 2 and 3",1 and 3 only,,C,
<p>Inverse Fourier transform of ∪(ω) is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/17-276-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/17-276-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/17-276-3.png""/>",δ(<i>t</i>),,C,
<p>Inverse Fourier transform of '1' is</p>,U(<i>t</i>),δ(<i>t</i>),'0',infinite,,B,
<p>Pick out the odd one</p>,stochastic variable,stochastic function,random variable,random experiment,,D,
"<p>X and Y are two random variables and Z = X + Y . Letmz, m<i><sub>z</sub></i>, m<i><sub>x</sub></i>, m<i><sub>y</sub></i> represent mean of Z, X and Y. Then</p>",<i>m<sub>z</sub></i> = <i>m<sub>x</sub></i> + <i>m<sub>y</sub></i>,<i>m<sub>z</sub></i> ≤ <i>m<sub>x</sub></i> + <i>m<sub>y</sub></i>,<i>m<sub>z</sub></i>&lt; <i>m<sub>x</sub></i> + <i>m<sub>y</sub></i>,<i>m<sub>z</sub></i> &gt; <i>m<sub>x</sub></i> + <i>m<sub>y</sub></i>,,A,
"<p>If X(<i>z</i>) = (1 - <span class=""symbol"">a</span><i>z</i><sup>-1</sup>), and |<span class=""symbol"">a</span>| &lt; |<i>z</i>|, the initial value <i>x</i><sub>0</sub> is</p>",1,0,2,∞,,A,
