question,A,B,C,D,E,answer,explanation
<p>The discrete time system describes by <i>y</i>(<i>n</i>) = <i>x</i>(<i>n</i><sup>2</sup>) is</p>,"casual, Linear, time varying","casual, non-linear, timevari","non-casual, Linear, time invariant","non-casual, non-linear, time variant",,A,
"<p>If Laplace transform of <i>f</i>(<i>t</i>) is F(<i>s</i>), then £[<i>tf(t)</i>] =</p>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/07-87-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/07-87-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/07-87-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/07-87-4.png""/>",,B,
<p>A system is stable if ROC</p>,include the unit circle,exclude the unit circle,lies on Circle,entire plane,,A,
<p>The Laplace transform of a unit step function is</p>,1,1 / <i>s</i>,<i>s </i>,1 / <i>s</i><sup>2</sup>,,B,
"<p>The minimum sampling frequency in sample/sec. required to reconstruct the following signal from its samples wuthout distortion<br/><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/22-376.png""/> would be</p>",2 x 10<sup>3</sup>,4 x 10<sup>3</sup>,6 x 10<sup>3</sup>,8 x 10<sup>3</sup>,,C,
"<p>Given that <i>h</i>(<i>t</i>) = 10<i>e</i><sup>-10<i>t</i></sup> <i>u</i>(<i>t</i>) and <i>e</i>(<i>t</i>) = sin 10<i>t</i> <i>u</i>(<i>t</i>). The Laplace transform of <i>f</i>(<i>t</i>) = <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/11-148.png""/> <i>h</i>(<i>t</i> - t) <i>e</i>(t)<i>dt</i> is</p>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/11-148-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/11-148-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/11-148-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/11-148-4.png""/>",,C,
<p>If ROC of <i>x</i>[<i>n</i>] is R<i><sub>1</sub></i> then ROC of <i>a</i><i><sup>n</sup></i> <i>x</i>[<i>n</i>] is</p>,R<sub>1</sub><i>a</i>,R<sub>1</sub>/<i>a</i>,<i>a</i>/R<sub>1</sub>,R<sub>1</sub> + <i>a</i>,,B,
<p><i>x</i> = AX + B<i>u</i> is a state equation.</p>,True,False,,,,A,
<p>The standard deviation of a set of observations is the rms value of the deviation from the arithmetic mean.</p>,True,False,,,,A,
"<p>The function shown in the given Figure can be written as<br/><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/05-34.png""/></p>",sum of two sinusoidal functions,sum of two sinusoidal functions one originating at <i>t</i> = 0 and the other at <i>t</i> = 1,difference of two sinusoidal functions one originating at <i>t</i> = 0 and the other at <i>t</i> = 1,none of the above,,D,
"<p>In a network V(<i>s</i>) = Z(<i>s</i>) I(<i>s</i>) where V(<i>s</i>), Z(<i>s</i>) and I(<i>s</i>) are Laplace transforms of <i>v</i>(<i>t</i>), <i>z</i>(<i>t</i>) and <i>i</i>(<i>t</i>). The voltage <i>v</i>(<i>t</i>) is</p>",<i>v(t)</i> = <i>z(t)</i> <i>i(t)</i>,"<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/13-183-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/14-183-3.png""/>",<i>v(t)</i> = <i>z(t)</i> + <i>i(t)</i>,,B,
"<p>For formation of state equations, resistance of the circuit</p>",should be in tree,should be in cotree,may be in tree or cotree,none of the above,,C,
"<p>In a Communication system, noise is most likely to affect the signal.</p>",at the transmitter,In the channel,in Information source,at the destination,,B,
