question,A,B,C,D,E,answer,explanation
<p>The unit step response of a system starting from rest is given by <i>c</i>(<i>t</i>) = 1 - <i>e</i><sup>-2<i>t</i></sup> for <i>t</i> ≥ 0. The transfer function of the syste is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/22-378-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/22-378-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/22-378-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/22-378-4.png""/>",,B,
"<p>check the following system for causality <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;""> <i>y</i>[<i>n</i>] = <i>x</i>[<i>n</i>] + 2<i>x</i>[<i>n - 1</i>]</li><li style=""padding-top:10px;""><i>y</i>[<i>n</i>] = <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/18-304-2.png""/> <i>x</i>[<i>n</i> - <i>k</i>]</li><li style=""padding-top:10px;""><i>y</i>[<i>n</i>] = <i>x</i>[2<i>n</i>]</li></ol></p>",(1) and (2),(2) and (3),(1) omly,(1) and (3),,C,
"<p>If the system transfer function of a discrete time system <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/19-324.png""/> then system is</p>",stable,unstable,stable at <i>z</i> = 1,unstable at <i>z</i> = 1,,A,
<p>Two rectangular waveforms of duration t<sub>1</sub> and t<sub>2</sub> seconds are convolved. What is the shape of the resulting waveform?</p>,Triangular,Rectangular,Trapezoidal,Semi-circular,,C,
<p>The function A<i>e</i><sup>(<i>s</i> + <i>j</i>ω)</sup><i><sup>t</sup></i> represens a rotating phasor having a magnitude increasing with time.</p>,True,False,,,,A,
"<p>If <i>f</i><sub>1</sub>(<i>t</i>)&lt;&lt; <i>F<sub>1</sub></i>(<i>j</i>ω) and <i>f</i><sub>2</sub>(<i>t</i>)↔ F<sub>2</sub>(<i>j</i>ω), then [<i>a</i><sub>1</sub> <i>f</i><sub>1</sub>(<i>t</i>) + a<sub>2</sub><i>f</i><sub>2</sub>(<i>t</i>)]↔</p>",<i>a</i><sub>1</sub>F<sub>1</sub>(<i>j</i>ω) + <i>a</i><sub>2</sub>F<sub>2</sub>(<i>j</i>ω),<i>a</i><sub>1</sub><i>a</i><sub>2</sub>F<sub>1</sub>(<i>j</i>ω) + F<sub>2</sub>(<i>j</i>ω),<i>a</i><sub>1</sub>F<sub>1</sub>(<i>j</i>ω) - <i>a</i><sub>2</sub>F<sub>2</sub>(<i>j</i>ω),<i>a</i><sub>1</sub>F<sub>1</sub>*(<i>j</i>ω) + <i>a</i><sub>2</sub>F<sub>2</sub>*(<i>j</i>ω),,A,
<p>The signal <i>x</i>(<i>t</i>) = A cos (ω<sub>0</sub><i>t</i> + φ) is</p>,energy signal,power signal,energy Power,none,,B,
<p>The inverse Fourier transform of δ(<i>t</i>) is</p>,∪(<i>t</i>),1,δ(<i>t</i>),"<i>e</i><sup><i>j</i>2<span class=""symbol"">p</span><i>t</i></sup>",,B,
<p>Which one of the following is the correct statement of the system characterized by the equation <i>y</i>(<i>t</i>) = <i>a</i><i>x</i>(<i>t</i>) + <i>b</i>?</p>,linear for any value of <i>b</i>,linear if <i>b</i> &gt; 0,linear if <i>b</i> &lt; 0,non-linear,,D,
<p>Paley Wiener criterion for designing of filter is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/18-283-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/18-283-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/18-283-3.png""/>",<i>a</i> and <i>b</i>,,A,
"<p>If δ(<i>t</i>) denotes a unit impulse, Laplace transform of <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/11-146.png""/> is</p>",1,<i>s<sup>2</sup></i>,<i>s</i>,<i>s</i><sup>-2</sup>,,B,
<p>The function (sin <i>x</i>)/<i>x</i></p>,"has a period 2<span class=""symbol"">p</span>, decays with increasing <i>x</i> and has zeros at <i>n</i><span class=""symbol"">p</span>, <i>n</i> = ± 1, ± 2","has a period <span class=""symbol"">p</span>","has a period <span class=""symbol"">p</span>/2","has a period 2<span class=""symbol"">p</span>, decays with increasing <i>x</i>, is an even function and has zeros at <i>n</i><span class=""symbol"">p</span>, <i>n</i> = ± 1, ± 2",,D,
"<p>Which of the following represents a stable system? <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Impulse response decreases exponentially.</li><li style=""padding-top:10px;"">Area within the impulse response in finite.</li><li style=""padding-top:10px;"">Eigen values of the system are positive and real.</li><li style=""padding-top:10px;"">Roots of the characteristic equation of the system are real and positive.</li></ol> Select the answer using the following codes:</p>",1 and 4,1 and 3,"2, 3 and 4","1, 2",,D,
<p>The Laplace transform of cos ω<i>t</i> is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/05-27-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/05-27-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/05-27-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/05-27-4.png""/>",,A,
"<p>Auto correlation for <span class=""symbol"">t</span> = 0 is equal to</p>",average power S of waveform,square of average power S of waveform,half of average power S of waveform,square root of average power S of waveform,,A,
"<p>For an ac sinusoidal wave, the rms value is 10 A. For the same wave delayed by 60° in each half cycle, the rms value is likely to be</p>",10 A,7.07 A,6.35 A,3.5 A,,A,
"<p>It <i>f</i>(<i>t</i>) is an odd function, the coefficients F<i><sub>n</sub></i> in the exponential form of Fourier series</p>",are real,are imaginary,are complex,may be real or imaginary,,B,
"<p>The F.T. of <i>e</i><sup>-<span class=""symbol"">p</span><i>f</i></sup><sup>2</sup> is <i>e</i><sup>-<span class=""symbol"">p</span><i>f</i>2</sup> then Fourier Transform of <i>e</i> <sup>-<span class=""symbol"">a</span><i>t</i></sup><sup>2</sup> is</p>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/24-400-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/24-400-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/24-400-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/24-400-4.png""/>",,B,
"<p>The response of a linea, time invariant discrete time system to a unit step input ∪(<i>n</i>) is the unit impulse δ(<i>n</i>). The system response to a ramp input <i>n</i> ∪(<i>n</i>) would be</p>",∪(<i>n</i>),∪(<i>n</i> - 1),<i>n</i>δ(<i>n</i>),"<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/23-396-4.png""/>",,D,
"<p>The impulse response <i>h</i>[<i>n</i>] of a linear time invariant system is given as<br/><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/21-357.png""/><br/>If the input to the above system is the sequence <i>e</i><sup><i>j</i><span class=""symbol"">p</span>n/4</sup>, then the output is</p>","4<span class=""root"">2</span> <i>e</i><sup><i>j</i><span class=""symbol"">p</span>n/4</sup>","4<span class=""root"">2</span> <i>e</i><sup><i>- j</i><span class=""symbol"">p</span>n/4</sup>","4<i>e</i><sup><span class=""symbol"">p</span><i>n</i>/4</sup>","-4<i>e</i><sup><span class=""symbol"">p</span><i>n</i>/4</sup>",,A,
"<p>For the signum function <i>sgn</i>(<i>t</i>), F(<i>j</i>ω) =</p>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/14-203-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/14-203-2.png""/>",<i>j</i>ω,2 <i>j</i>Uω,,B,
"<p>In the periodic train of rectangular pulses F<sub>0</sub> = (V<sub>0</sub>/T)<i>d</i><br/> <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/28-494.png""/></p>",True,False,,,,A,
<p>Z transform of [(X<i><sub>k</sub></i>±<i>k</i><sub>0</sub>)] =</p>,<i>z</i><sup>±<i>k</i><sub>0</sub></sup> X(<i>z</i>),<i>z</i><sup>±<i>k</i><sub>0</sub></sup> X(<i>z</i>),"<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/09-108-3.png""/>",none of the above,,A,
<p>If a sequence is causal then ROC is (where <i>a</i> is any number)</p>,|<i>z</i>| &gt; <i>a</i>,|<i>z</i>| &lt; <i>a</i>,|<i>z</i>| = <i>a</i>,Entire Plane,,A,
"<p>If <i>f</i>(<i>t</i>) ↔ F(<i>j</i>ω), and <i>f</i>(<i>t</i>) is real, then <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/14-200.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/14-200-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/14-200-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/14-200-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/14-200-4.png""/>",,B,
"<p>X and Y are two random variable and Z = X + Y. Let σ<i><sub>x</sub></i><sup>2</sup>, σ<i><sub>y</sub></i><sup>2</sup> and σ<i><sub>z</sub></i><sup>2</sup> be variance of X, Y and Z. Then</p>",σ<i><sub>z</sub></i><sup>2</sup> = σ<i><sub>x</sub></i><sup>2</sup> + σ<i><sub>y</sub></i><sup>2</sup>,σ<i><sub>z</sub></i><sup>2</sup> ≤ σ<i><sub>x</sub></i><sup>2</sup> + σ<i><sub>y</sub></i><sup>2</sup>,σ<i><sub>z</sub></i><sup>2</sup> &lt; σ<i><sub>x</sub></i><sup>2</sup> + σ<i><sub>y</sub></i><sup>2</sup>,σ<i><sub>z</sub></i><sup>2</sup> &gt; σ<i><sub>x</sub></i><sup>2</sup> + σ<i><sub>y</sub></i><sup>2</sup>,,A,
