question,A,B,C,D,E,answer,explanation
"<p>If <i>f</i>(<i>t</i>) is in volts, then F(<i>j</i>ω) is in</p>",volts,volt seconds,volts/sec,volt-sec<sup>2</sup>,,B," <p>Since we integrate with respect to time to F(<i>j</i>ω), we get volt-secs.</p> "
<p>A voltage V(<i>t</i>) which is a Gaussian ergodic random process with a mean of zero and a variance of 4 volt<sup>2</sup> is measured by a true rms meter. The reading will be</p>,0,4,2,16,,C," <p>Rms Uvalue =<span class=""root"">4</span>.</p> "
"<p><p><b>Assertion (A):</b>  If <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/27-458-1.png""/> , the final value of <i>i</i>(<i>t</i>) = 10</p><p><b>Reason (R):</b> If <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/27-458-2.png""/>, the initial value <i>i</i>(<i>t</i>) = 2</p></p>",Both A and R are correct and R is correct explanation of A<br/>,Both A and R are correct but R is not correct explanation of A<br/>,"A is true, R is false<br/>","A is false, R is true",,D," <p>Final value = 5. Hence A is wrong, initial value is 2. Hence R is correct.</p> "
<p>An ac circuit has an impedance of (3 + <i>j</i>6) ohm for fundamental. The impedance for fifth harmonic is</p>,(15 + <i>j</i> 30) Ω,(15 + <i>j</i> 6) Ω,(3 + <i>j</i> 30) Ω,(3 + <i>j</i> 1.2) Ω,,C, <p>R is independent of w and X<sub>L</sub> ∝ ω.</p> 
<p>Which of following is recursive system?</p>,<i>y</i>(<i>n</i> - 1),<i>y</i>(<i>n</i> + 1),<i>y</i>(<i>n</i>),<i>y</i>(<i>n</i>) + <i>y</i>(<i>n</i> + 1),,A," <p>In Recursive system, Present output depend upon past.</p> "
"<p>In terms of signum function <i>sgn</i>(<i>t</i>), unit step function <i>u</i>(<i>t</i>) =</p>",1 + <i>sgn</i>(<i>t</i>),1 - <i>sgn</i>(<i>t</i>),0.5 + 0.5 <i>sgn</i>(<i>t</i>),0.5 - 0.5 <i>sgn</i>(<i>t</i>),,C,
<p>Choose correct option</p>,var (X + Y) = Var (X) + Var (Y),var (X - Y) = Var (X) + Var (Y),var (X + Y) = Var (X) x Var (Y),Both (a) and (b),,D, <p>These are standard property.</p> 
"<p>If I(<i>s</i>) = <img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/12-150.png""/> , fnal value of <i>i</i>(<i>t</i>) is</p>",0,2.5,12.5,∞,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/30-150.png""/> .</p> "
<p>If sequence <i>y</i>(<i>n</i>) = <i>x</i>(-<i>n</i>) then it is</p>,Causal,Non-Causal,Depends on <i>x</i>(-<i>n</i>),None,,C," <p>If <i>n</i> is +ve then causal, and if <i>n</i> is -ve then non-causal.</p> "
"<p>In the given figure 15.6 shows a series, R - C circuit fed by a current source <i>i</i>(<i>t</i>). There is an initial voltage <i>v</i><sub>0</sub>. across the capacitor. The system<br/><img src=""/_files/images/electronics-and-communication-engineering/signals-and-systems/08-102.png""/></p>",is linear,is non linear,may be linear or non linear,is linear only if <i>v</i><sub>0</sub> is zero,,D, <p>Due to presence of <i>v</i><sub>0</sub> the response will not proportional to cause. Hence <i>v</i><sub>0</sub> must be zero if it is a linear system.</p> 
