question,A,B,C,D,E,answer,explanation
"<p>Two rigid plates are clamped by means of bolt and nut with an initial force <i>F</i>. After tightening, a separating force <i>P</i> (<i>P</i> &lt; <i>F</i>) is applied to the lower plate, which in turn acts on the nut. The tension in the both after this is</p>",<i>F</i> + <i>P</i>,<i>F</i> - <i>P</i>,<i>P</i>,<i>F</i>,,A,
<p>The bearings of medium series have capacity __________ over the light series.</p>,10 to 20%,20 to 30%,30 to 40%,40 to 50%,,C,
<p>The antifriction bearings</p>,have low starting and low running friction at moderate speeds,have high initial cost,can carry both radial and thrust loads,all of these,,D,
"<p>In a partial journal bearing, the angle of contact of the bearing with the journal is</p>",120°,180°,270°,360°,,A,
<p>A shaft coupling should</p>,be easy to connect or disconnect,transmit full power of the shaft,hold the shafts in perfect alignment,all of these,,D,
"<p>In the levers of first type, the mechanical advantage is __________ one.</p>",less than,equal to,more than,,,C,
<p>The load placed at the top of the screw in a mechanical screw jack is prevented from rotation by providing a swivelling mechanism.</p>,Correct,Incorrect,,,,A,
<p>The usual proportion for the width of key is (where <i>d</i> = Diameter of shaft or diameter of hole in the hub)</p>,<i>d</i>/8,<i>d</i>/6,<i>d</i>/4,<i>d</i>/2,,C,
<p>The shear stress at a point in a shaft subjected to a torque is</p>,directly proportional to the polar moment of inertia and to the distance of the point from the axis,directly proportional to the applied torque and inversely proportional to the polar moment of inertia,directly proportional to the applied torque and the polar moment of inertia,inversely proportional to the applied torque and the polar moment of inertia,,B,
<p>Two concentric helical springs used to provide greater spring force are wound is opposite direction.</p>,True,False,,,,A,
"<p>If the centre distance of the mating gears having involute teeth is increased, then the pressure angle</p>",increases,decreases,remains unchanged,,,A,
"<p>In cylindrical cams, the follower moves</p>",in a direction perpendicular to the cam axis,in a direction parallel to the cam axis,in any direction irrespective of cam axis,along the cam axis,,B,
<p>The included angle for the acme thread is 29°.</p>,True,False,,,,A,
<p>The process extensively used for making bolts and nuts is</p>,hot piercing,extrusion,cold peening,cold heading,,D,
"<p>In a transverse fillet welded joint, the size of weld is __________ the throat of weld.</p>",0.5 times,equal to,"<span class=""root"">2</span> times",double,,C,
"<p>When an open coiled helical compression spring is subjected to an axial compressive load, the maximum shear stress induced in the wire is (where <i>D</i> = Mean diameter of the spring coil, <i>d</i> = Diameter of the spring wire, <i>K</i> = Wahl's stress factor, and <i>W</i> = Axial compressive load on the spring)</p>","<img src=""/_files/images/mechanical-engineering/machine-design/591-419-1.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/591-419-2.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/591-419-3.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/591-419-4.png""/>",,D,
<p>The product of the diametral pitch and module is equal to one.</p>,Correct,Incorrect,,,,A,
<p>The static tooth load should be __________ the dynamic load.</p>,equal to,less than,greater than,,,C,
<p>Power screws are used to convert rotary motion into translatory motion.</p>,True,False,,,,A,
<p>The function of the washer is to</p>,fill up the axial gap,provide bearing area,provide cushioning effect,absorb shocks and vibrations,,B,
"<p>In case of pressure vessels having open ends, the fluid pressure induces</p>",longitudinal stress,circumferential stress,shear stress,none of these,,B,
<p>The set screws are used to prevent relative motion between the two parts.</p>,Correct,Incorrect,,,,A,
<p>The face angle of a bevel gear is equal to</p>,pitch angle - addendum angle,pitch angle + addendum angle,pitch angle - dedendum angle,pitch angle + dedendum angle,,B,
"<p>Two shafts will have equal strength, if</p>",diameter of both the shafts is same,angle of twist of both the shafts is same,material of both the shafts is same,twisting moment of both the shafts is same,,D,
<p>The size of a cam depends upon</p>,base circle,pitch circle,prime circle,pitch curve,,A,
<p>The velocity factor for very accurately cut and ground metallic gears operating at velocities upto __________ is equal to 6/6 + <i>v</i>.</p>,10 m/s,12.5 m/s,15 m/s,20 m/s,,D,
<p>The power transmitted by means of a belt depends upon</p>,velocity of the belt,tension under which the belt is placed on the pulleys,arc of contact between the belt and the smaller pulley,all of the above,,D,
<p>Which of the following coupling is used to connect two shafts which have both lateral and angular misalignment ?</p>,Bushed pin type coupling,Universal coupling,Oldham coupling,all of these,,D,
"<p>In a multiple V-belt drive, when a single belt is damaged, it is preferable to change the complete set in order to</p>",reduce vibration,reduce slip,ensure uniform loading,ensure proper alignment,,C,
<p>A steel containing 0.8% carbon is known as</p>,eutectoid steel,hyper-eutectoid steel,hypo-eutectqid steel,none of these,,A,
<p>Guest's theory is used for</p>,brittle materials,ductile materials,elastic materials,plastic materials,,B,
<p>The square threads are usually found on</p>,spindles of bench vices,railway carriage couplings,feed mechanism of machine tools,screw cutting lathes,,C,
"<p>According to Clavarino's equation, the thickness of a cylinder is equal to (where <i>d</i> = Inner diameter of cylinder, <i>p</i> = Internal pressure, and μ = Poisson's ratio. )</p>","<img src=""/_files/images/mechanical-engineering/machine-design/566-120-1.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/566-120-2.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/566-120-3.png""/>",none of these,,A,
"<p>For general industrial machinery, the ratio of the length of journal to its diameter is taken as</p>",0.5 to 1,1 to2,3 to 5,5 to 10,,B,
<p>The spring mostly used in gramophones is</p>,helical spring,conical spring,flat spiral spring,volute spring,,C,
