question,A,B,C,D,E,answer,explanation
<p>The sleeve or muff coupling is designed as a</p>,dun cylinder,thick cylinder,solid shaft,hollow shaft,,D,
<p>A sliding bearing in which the working surfaces are completely separated from each other by lubricant is called zero film bearing.</p>,True,False,,,,B,
<p>Screws used for power transmission should have</p>,Low efficiency,high efficiency,very fine threads,strong teeth,,B,
<p>The number of rivets in shear shall be equal to the number of rivets in crushing.</p>,Correct,Incorrect,,,,A,
"<p>When bevel gears connect two shafts whose axes intersect at an angle greater than a right angle and one of the bevel gears has a pitch angle of 90°, then they are known as</p>",angular bevel gears,crown bevel gears,internal bevel gears,mitre gears,,B,
<p>The toughness of a material __________ when it is heated.</p>,increases,decreases,does not change,,,B,
<p>The number of slots in a 25 mm castle nut is</p>,2,4,6,8,,C,
"<p>A screw is said to be over hauling screw, if its efficiency is</p>",less than 50%,more than 50%,equal to 50%,none of these,,B,
<p>The application of third type levers is found in</p>,handle of a hand pump,hand wheel of a punching press,lever of a loaded safety valve,a pair of tongs,,D,
"<p>For unequal width of butt straps, the thickness of butt straps are</p>",0.75 <i>t</i> for wide strap on the inside and 0.625 <i>t</i> for narrow strap on the outside,0.75 <i>t</i> for narrow strap on the inside and 0.625 <i>t</i> for wide strap on the outside,0.75 <i>t</i> for both the straps on the inside and outside,0.625 <i>t</i> for both the straps on the inside and outside,,A,
"<p>In second type of levers,</p>",load is in between the fulcrum and effort,effort is in between the fulcrum and load,fulcrum is in between the load and effort,none of these,,A,
<p>Soderberg relation is based on __________ of the material whereas all other failure relation for dynamic loading are based on ultimate strength of the material.</p>,elastic strength,yield strength,shear strength,,,B,
"<p>In a flange coupling, the flanges are coupled together by means of</p>",bolts and nuts,studs,headless taper bolts,none of these,,A,
<p>A transmission shaft includes</p>,counter shaft,line shaft,over head shaft,all of these,,D,
"<p>According to I.B.R., shearing resistance required to shear off the rivet per pitch length (in double shear) is (where <i>n</i> = Number of rivets per pitch length)</p>","<img src=""/_files/images/mechanical-engineering/machine-design/568-143-1.png""/><i>d</i><sup>2</sup> x τ x <i>n</i>","1.875 x <img src=""/_files/images/mechanical-engineering/machine-design/568-143-1.png""/><i>d</i><sup>2</sup> x τ x <i>n</i>","2 x <img src=""/_files/images/mechanical-engineering/machine-design/568-143-1.png""/><i>d</i><sup>2</sup> x τ x <i>n</i>","3 x <img src=""/_files/images/mechanical-engineering/machine-design/568-143-1.png""/><i>d</i><sup>2</sup>x τ x <i>n</i>",,B,
"<p>A locking device in which the bottom cylindrical portion is recessed to receive the tip of the locking set screw, is called</p>",castle nut,jam nut,ring nut,sawn nut,,C,
<p>Slenderness ratio is the ratio of</p>,maximum size of column to minimum size of column,width of column to depth of column,effective length of column to least radius of gyration of the column,effective length of column to width of column,,C,
<p>A crankshaft is a __________ shaft.</p>,transmission,machine,,,,B,
"<p>According to Indian standard specifications, 100 H6/g5 means that the</p>",actual size is 100 mm,basic size is 100 mm,difference between the actual size and basic size is 100 mm,none of the above,,B,
"<p>A plate with an elliptical hole in the centre, with semi-major axis (<i>a</i>) perpendicular to the direction of loading and semi-minor axis (<i>b</i>) along the direction of loading, is subjected to a pull <i>P</i>. The maximum stress induced at the edge of the hole is equal to (where σ = Stress for a plate with no hole i.e. nominal stress)</p>","<img src=""/_files/images/mechanical-engineering/machine-design/563-94-1.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/563-94-2.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/563-94-3.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/563-94-4.png""/>",,B,
<p>The velocity of sliding __________ the distance of the point of contact from the pitch point.</p>,is directly proportional to,is inversely proportional to,is equal to cos φ multiplied by,does not depend upon,,A,
<p>A column is known as a long column if the slenderness ratio is</p>,40,50,70,100,,D,
<p>Circumferential joint in boilers is used to get the required length of a boiler.</p>,True,False,,,,A,
<p>The ball bearings are provided with a cage</p>,to reduce friction,to facilitate slipping of balls,to prevent the lubricant from flowing out,to maintain the balls at a fixed distance apart,,D,
"<p>When screw threads are to be used in a situation where power is being transmitted in one direction only, then the screw threads suitable for this will be</p>",square threads,acme threads,knuckle threads,buttress threads,,D,
"<p>In radial cams, the follower moves</p>",in a direction perpendicular to the cam axis,in a direction parallel to the cam axis,in any direction irrespective of cam axis,along the cam axis,,A,
<p>The square threads are not so strong as V-threads but they offer less frictional resistance to motion than Whitworth threads.</p>,Correct,Incorrect,,,,A,
"<p>According to Unwin's formula, the relation between the diameter of rivet hole (<i>d</i>) and the thickness of plate (<i>t</i>) is given by (where <i>d</i> and <i>t</i> are in mm)</p>",<i>d</i> = <i>t</i>,"<i>d</i> = 1.6 <span class=""root""><i>t</i></span>",<i>d</i> = 2 <i>t</i>,"<i>d</i> = 6 <span class=""root""><i>t</i></span>",,D,
"<p>In order to avoid tearing of the plate at an edge, the distance from the centre line of the rivet hole to the nearest edge of the plate should be equal to (where <i>d</i> = Diameter of rivet hole)</p>",<i>d</i>,1.5 <i>d</i>,2 <i>d</i>,2.5 <i>d</i>,,B,
<p>The value of stress concentration factor depends upon</p>,material of the part,geometry of the part,material and geometry of the part,none of these,,C,
<p>Which of the following material has the maximum ductility?</p>,Mild steel,Copper,Zinc,Aluminium,,A,
"<p>When a bolt is subjected to shock loading, the resilience of the bolt should be considered in order to prevent breakage at the</p>",head,shank,thread,middle,,C,
"<p>In order to obtain the bolts of uniform strength, an axial hole is drilled through the head as far as the threaded portion such that the area of shank becomes equal to the root area of the thread.</p>",True,False,,,,A,
<p>An open belt drive is used when</p>,shafts are arranged parallel and rotate in the opposite directions,shafts are arranged parallel and rotate in the same directions,shafts are arranged at right angles and rotate in one definite direction,driven shaft is to be started or stopped whenever desired without interferring with the driving shaft,,B,
"<p>In unilateral system of tolerance, the tolerance is allowed on</p>",one side of the actual size,one side of the nominal size,both sides of the actual size,both sides of the nominal size,,B,
<p>The constant factor in case of R10 series of preferred numbers is</p>,1.06,1.12,1.26,1.58,,C,
<p>The pipe joint mostly used for pipes carrying water at low pressures is</p>,socket joint,nipple joint,union joint,spigot and socket joint,,A,
"<p>According to Guest's theory, the failure occurs at a point in a member when the maximum shear stress in a bi-axial stress system reaches the shear stress at elastic limit in simple tension test.</p>",True,False,,,,A,
"<p>For maximum power, the velocity of the belt will be</p>","<img src=""/_files/images/mechanical-engineering/machine-design/588-388-1.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/588-388-2.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/588-388-3.png""/>",none of these,,C,
<p>Surface endurance limit of gear material is dependent upon its</p>,elastic strength,yield strength,brinell hardness number,toughness,,C,
<p>In a hydrodynamic lubricated bearing</p>,there is a thick film of lubricant between the journal and the bearing,there is a thin film of lubricant between the journal and the bearing,there is no lubricant between the journal and the bearing,"the lubricant is forced between the journal and the bearing, by external pressure",,A,
<p>Which of the following statement is correct for gears?</p>,The addendum is less than dedendum,The pitch circle diameter is equal to the product of module and number of teeth,The pitch circle is always greater than the base circle,all of the above,,D,
"<p>A flanged pipe joint will be a leak-proof joint, if the circumferential pitch of the bolts is (where <i>d</i> = Diameter of bolt hole)</p>","less than 20 <span class=""root""><i>d</i></span>","greater than 30 <span class=""root""><i>d</i></span>","between 20 <span class=""root""><i>d</i></span> and 30 <span class=""root""><i>d</i></span>",equal to inside diameter of pipe,,C,
<p>Stress concentration is caused due to</p>,variations in load acting on a member,variations in properties of materials in a member,abrupt change of cross-section,all of these,,C,
<p>The resistance to fatigue of a material is measured by</p>,elastic limit,Young's modulus,ultimate tensile strength,endurance limit,,D,
<p>The load cup of a screw jack is made separate from the head of the spindle to</p>,enhance the load carrying capacity of the jack,reduce the effort needed for lifting the working load,prevent the rotation of load being lifted,reduce the value of frictional torque,,C,
<p>Two shafts <i>A</i> and <i>B</i> under pure torsion are of identical length and identical weight and are made of the same material. The shaft <i>A</i> is solid and the shaft <i>B</i> is hollow. We can say that</p>,shaft <i>B</i> is better than shaft <i>A</i>,shaft <i>A</i> is better than shaft <i>B</i>,both the shafts are equally good,,,A,
<p>The centre distance between two meshing involute gears is equal to</p>,"<img src=""/_files/images/mechanical-engineering/machine-design/600-526-1.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/600-526-2.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/600-526-3.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/600-526-4.png""/>",,A,
<p>Which of the following statement is wrong ?</p>,"The power transmitted by V-belts is less than flat belts for the same coefficient of friction, arc of contact and allowable tension in the belts",The V-belt drive is used with large centre distance,The V-belt may be operated in either direction with tight side of the belt at the top or bottom,The ratio of driving tensions in V-belt drive is more than flat belt drives,,B,
"<p>In a flange coupling, the thickness of flanges is taken as one-half the diameter of shaft.</p>",Agree,Disagree,,,,A,
