question,A,B,C,D,E,answer,explanation
<p>Which of the following property is desirable in parts subjected to shock and impact loads?</p>,Strength,Stiffness,Brittleness,Toughness,,D,
"<p>In block brakes, the ratio of shoe width to wheel diameter is taken between</p>",0.1 and 0.25,0.25 and 0.50,0.50 and 0.75,0.75 and 1,,B,
<p>Oldham coupling is used to transmit power between two parallel shafts which are slightly offset.</p>,True,False,,,,A,
"<p>A shaft is subjected to fluctuating loads for which the normal torque (<i>T</i>) and bending moment (<i>M</i>) are 1000 N-m and 500 N-m respectively. If the combined shock and fatigue factor for bending is 1.5 and combined shock and fatigue factor for torsion is 2, then the equivalent twisting moment for the shaft is</p>",2000 N-m,2050 N-m,2100 N-m,2136 N-m,,D,
"<p>When a machine member is subjected to torsion, the torsional shear stress set up in the member is</p>",zero at both the centroidal axis and outer surface of the member,maximum at both the centroidal axis and outer surface of the member,zero at the centroidal axis and maximum at the outer surface of the member,maximum at the centroidal axis and zero at the outer surface of the member,,C,
<p>Pitch point of a cam is</p>,a point on the pitch curve having minimum pressure angle,a point on the pitch curve having maximum pressure angle,any point on the pitch curve,any point on the pitch circle,,B,
"<p>When two parallel and coplaner shafts are connected by gears having teeth parallel to the axis of the shaft, the arrangement is known as spiral gearing.</p>",Yes,No,,,,B,
<p>A screw is specified by its</p>,major diameter,minor diameter,pitch diameter,pitch,,A,
<p>The wear load should be __________ the dynamic load.</p>,equal to,less than,greater than,,,B,
<p>The velocity factor for ordinary cut gears operating at velocities upto 12.5 m/s is equal to</p>,"<img src=""/_files/images/mechanical-engineering/machine-design/601-536-1.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/601-536-2.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/601-536-3.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/601-536-4.png""/>",,B,
<p>Antifriction bearings are</p>,thick lubricated bearings,plastic bearings,thin lubricated bearings,ball and roller bearings,,D,
<p>Stress concentration factor is defined as the ratio of</p>,maximum stress to the endurance limit,nominal stress to the enurance limit,maximum stress to the nominal stress,nominal stress to the maximum stress,,C,
"<p>The property of a bearing material which has the ability to accomodate shaft deflections and bearing inaccuracies by plastic deformation without excessive wear and heating, is known as</p>",bondability,embeddability,comformability,fatigue strength,,C,
"<p>In the levers of __________ type, the mechanical advantage is less than one.</p>",first,second,third,,,C,
<p>A hollow saddle key is</p>,a taper key which fits half in the key way of hub and half in the key way of shaft,a taper key which fits in a key way of the hub and is flat on the shaft,a taper key which fits in a key way of the hub and the bottom of the key is shaped to fit the curved surface of the shaft,provided in pairs at right angles and each key is to withstand torsion in one direction only,,C,
"<p>A special case of ductility which permits materials to be rolled or hammered into thin sheets, is called</p>",plasticity,elasticity,ductility,malleability,,D,
<p>Crowning on pulley helps</p>,in decreasing the slip of the belt,in increasing the slip of the belt,to keep the belt in centre on a pulley while it is in motion,to increase pulley life,,C,
<p>The temperature required for full annealing in hyper-eutectoid steel is</p>,50°C above upper critical temperature,50°C below upper critical temperature,50°C above lower critical temperature,50°C below lower critical temperature,,C,
<p>The effect of key ways on a shaft is to reduce its load carrying capacity and to increase its torsional rigidity.</p>,True,False,,,,B,
<p>The efficiency of a riveted joint is equal to</p>,<i>P<sub>t</sub></i>/<i>P</i>,<i>P<sub>s</sub></i>/<i>P</i>,<i>P<sub>c</sub></i>/<i>P</i>,"least of <i>P<sub>t</sub></i>, <i>P<sub>s</sub></i> and <i>P<sub>c</sub></i>/<i>P</i>",,D,
<p>Which of the following welded joint is designed for shear strength ?</p>,Transverse fillet welded joint,Parallel fillet welded joint,Butt welded joint,all of these,,B,
"<p>In designing a connecting rod, it is considered like __________ for buckling about X-axis.</p>",both ends hinged,both ends fixed,one end fixed and the other end hinged,one end fixed and the other end free,,A,
<p>The material commonly used for crane hooks is</p>,cast iron,wrought iron,mild steel,aluminium,,B,
<p>The eye bolts are used for</p>,transmission of power,locking devices,lifting and transporting heavy machines,absorbing shocks and vibrations,,C,
"<p>The endurance or fatigue limit is defined as the maximum value of the stress which a polished standard specimen can withstand without failure, for infinite number of cycles, when subjected to</p>",static load,dynamic load,static as well as dynamic load,completely reversed load,,D,
"<p>The Wahl's stress factor (<i>K</i>) for springs is given by <br/>(where <img src=""/_files/images/mechanical-engineering/machine-design/592-424-5.png""/>)</p>","<img src=""/_files/images/mechanical-engineering/machine-design/592-424-1.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/592-424-2.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/592-424-3.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/592-424-4.png""/>",,D,
"<p>According to Rankine's theory, the failure occurs at a point in a member</p>",when the maximum shear stress in a bi-axial stress system reaches the shear stress at elastic limit in a simple tension test,when the maximum principal stress in a bi-axial stress system reaches the elastic limit of the material in a simple tension test,when the strain energy per unit volume in a bi-axial stress system reaches the strain energy at the elastic limit per unit volume as determined from a simple tension test,when the maximum principal strain in a bi-axial stress system reaches the strain at the elastic limit as determined from a simple tension test,,B,
<p>The dedendum is the radial distance from the</p>,pitch circle to the top of a tooth,pitch circle to the bottom of a tooth,top of a tooth to the bottom of a tooth,addendum circle to the clearance circle,,B,
"<p>In a steam engine, the valve rod is connected to an eccentric rod by means of</p>",cotter joint,knuckle joint,universal joint,flange coupling,,B,
"<p>In helical gears, the distance parallel to the axis, between similar faces of adjacent teeth, is called</p>",normal pitch,axial pitch,diametral pitch,module,,B,
<p>Which of the following formula is used in designing a connecting rod ?</p>,Euler's formula,Rankine's formula,Johnson's straight line formula,Johnson's parabolic formula,,B,
"<p>When a material is subjected to fatigue loading, the ratio of the endurance limit to the ultimate tensile strength is</p>",0.20,0.35,0.50,0.65,,C,
<p>The lead angle of a worm is 22.5°. Its helix angle will be</p>,22.5°,45°,67.5°,90°,,C,
<p>The root angle of a bevel gear is equal to</p>,pitch angle - addendum angle,pitch angle + addendum angle,pitch angle - dedendum angle,pitch angle + dedendum angle,,C,
"<p>A thin spherical shell of internal diameter <i>d</i> is subjected to an internal pressure <i>p</i>. If <i>V</i> is the storage capacity of shell, then its diameter will be</p>","<img src=""/_files/images/mechanical-engineering/machine-design/565-113-1.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/565-113-2.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/565-113-3.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/565-113-4.png""/>",,B,
"<p>The property of a bearing material which has the ability to accomodate small particles of dust, grit etc. without scoring the material of the journal, is called</p>",bondability,embeddability,comformability,fatigue strength,,B,
<p>The shock resistance of steel is increased by adding</p>,nickel,chromium,nickel and chromium,cobalt and molybedenum,,C,
"<p>The ratio of driving tensions for flat belts, neglecting centrifugal tension, is (where <i>T</i><sub>1</sub>, and <i>T</i><sub>2</sub> = Tensions on the tight and slack sides of belt respectively, μ = Coefficient of friction, between the belt and pulley, and θ = Angle of contact)</p>","<img src=""/_files/images/mechanical-engineering/machine-design/588-386-1.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/588-386-2.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/588-386-3.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/588-386-4.png""/>",,C,
<p>A flange coupling is a type of rigid coupling.</p>,Correct,Incorrect,,,,A,
<p>The strength of the un-riveted plate (<i>P</i>) per pitch length is equal to</p>,<i>p</i>.<i>d</i>.σ<sub><i>t</i></sub>,<i>p</i>.<i>t</i>.σ<sub><i>t</i></sub>,(<i>p</i> - <i>d</i>)σ<sub><i>t</i></sub>,(<i>p</i> - <i>d</i>)<i>t</i>σ<sub><i>t</i></sub>,,B,
"<p>Two shafts of the same length and material are joined in series. If the ratio of their diameters is 2, then the ratio of their angles of twist will be</p>",2,4,8,16,,D,
<p>Wahl's stress factor __________ very rapidly as the spring index decreases.</p>,increases,decreases,,,,A,
"<p>For circumferential joint in boilers, the type of joint used is</p>",butt joint with single cover plate,butt joint with double cover plate,lap joint with one ring overlapping the other,any one of the above,,C,
