question,A,B,C,D,E,answer,explanation
<p>A key is normally made from a cold rolled mild steel bars.</p>,Correct,Incorrect,,,,A,
"<p>Which of following statement is correct, for the two shafts connected in parallel?</p>",Torque in each shaft is the same,Shear stress in each shaft is the same,Angle of twist of each shaft is the same,Torsional stiffness of each shaft is the same,,C,
<p>Lewis form factor for the 20° full depth involute system is equal to 0.154 - 0.841/<i>T</i>.</p>,Correct,Incorrect,,,,A,
<p>The railway carriage couplings have</p>,square threads,acme threads,knuckle threads,buttress threads,,C,
<p>A shaft is subjected to</p>,bending stresses,shear stresses,combined bending and shear stresses,all of these,,D,
"<p>When the lubricant is forced between the journal and the bearing by external pressure, the bearing is called hydrostatic lubricated bearing.</p>",Agree,Disagree,,,,A,
<p>Crushing resistance required to crush the rivet per pitch length is</p>,<i>p</i>.<i>d</i>.σ<sub><i>c</i></sub>,<i>p</i>.<i>t</i>.σ<sub><i>c</i></sub>,<i>n</i>.<i>d</i>.<i>t</i>.σ<sub><i>c</i></sub>,(<i>p</i> - <i>d</i>)<i>t</i>.σ<sub><i>c</i></sub>,,C,
"<p>Tearing resistance required to tear off the plate per pitch length is (where <i>p</i> = Pitch of rivets, <i>d</i> = Dia. of rivet hole, and σ<sub><i>t</i></sub> = Permissible tensile stress for plate material)</p>",<i>p</i>.<i>d</i>.σ<sub><i>t</i></sub>,<i>p</i>.<i>t</i>.σ<sub><i>t</i></sub>,(<i>p</i> - <i>d</i>)σ<sub><i>t</i></sub>,(<i>p</i> - <i>d</i>)<i>t</i>.σ<sub><i>t</i></sub>,,D,
<p>The buttress threads have low frictional resistance characteristic of the square threads and have the same strength of V-threads.</p>,Yes,No,,,,A,
<p>The tension on the slack side of the belt is __________ the tension on the tight side of the belt.</p>,equal to,less than,greater than,,,B,
"<p>The centre to centre distance between two consecutive rivets in a row, is called</p>",margin,pitch,back pitch,diagonal pitch,,B,
"<p>The notch sensitivity <i>q</i> is expressed in terms of fatigue stress concentration factor <i>K<sub>f</sub></i> and theoretical stress concentration factor <i>K<sub>t</sub></i>, as</p>","<img src=""/_files/images/mechanical-engineering/machine-design/564-99-1.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/564-99-2.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/564-99-3.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/564-99-4.png""/>",,B,
<p>A bushed pin flexible coupling is used to connect two shafts whose axes intersect at a small angle.</p>,Yes,No,,,,B,
<p>Which of the following property is essential for spring materials?</p>,Stiffness,Ductility,Resilience,Plasticity,,C,
<p>A steel containing upto 0.15% carbon is known as</p>,mild steel,dead mild steel,medium carbon steel,high carbon steel,,B,
"<p>The property of a material which enables it to resist fracture due to high impact loads, is called toughness.</p>",True,False,,,,A,
<p>The resultant axial load on a bolt depends upon</p>,external load applied,initial tension due to tightening of the bolt,relative elastic yielding of the bolt and the connected members,all of the above,,D,
<p>Wire ropes as compared to cotton ropes</p>,are lighter in weight,offer silent operation,can withstand shock loads,all of these,,D,
<p>The thickness of key is usually taken equal to one-sixth of diameter of shaft.</p>,Yes,No,,,,A,
"<p>Two helical springs of the same material and of equal circular cross-section, length and number of turns, but having radii 80 mm and 40 mm, kept concentrically (smaller radius spring within the larger radius spring), are compressed between two parallel planes with a load <i>W</i>. The inner spring will carry a load equal to</p>",<i>W</i>/2,2 <i>W</i>/3,<i>W</i>/9,8 <i>W</i>/9,,B,
<p>The stress in the bar when the load is applied suddenly is __________ as compared to the stress induced due to gradually applied loads.</p>,same,double,three times,four times,,B,
<p>A triple riveted butt joint with double straps of unequal width is to be designed for a boiler shell. The pitch of the rivets in the outer row is double the pitch in the inner row and zig-zag riveting is proposed. Which of the following statement is correct?</p>,"There are four rivets per pitch length, all in double shear","There are four rivets per pitch length, out of which two are in single shear and two are in double shear","There are five rivets per pitch length, all in double shear","There are five rivets per pitch length, out of which four are in double shear and one is in single shear",,D,
<p>The form factor of a helical gear __________ with the increase in the helix angle.</p>,increases,decreases,remains constant,,,A,
<p>The taper on a rectangular sunk key is</p>,1 in 16,1 in 32,1 in 48,1 in 100,,D,
"<p>When carbon in the cast iron is in the form of cementite, the cast iron will be of white colour.</p>",Correct,Incorrect,,,,A,
<p>A castle nut is a locking device in which</p>,a thinner nut is tightened down over a thicker or main nut and the main nut is tightened against the thinner nut by loosening,"a slot is cut in line with the centre of each face and a split pin passes through two slots in the nut and a hole in the bolt, so that a positive lock is obtained unless the pin shears",a slot is cut about half way through the nut and a small screw is tightened between the nut and the bolt in order to produce more friction,the bottom cylindrical portion is recessed to receive the tip of the locking set screw,,B,
"<p>If <i>P</i><sub>1</sub> is the initial tension due to tightening up the bolt and <i>P</i><sub>2</sub> is the external load on the bolt, then the resultant load (<i>P</i>) on a bolt may be obtained by using the relation (where <i>a</i> = Ratio of elasticity of connected parts to the elasticity of bolt)</p>",<i>P</i> = <i>P</i><sub>1</sub> + <i>P</i><sub>2</sub>,<i>P</i> = <i>P</i><sub>1</sub> - <i>P</i><sub>2</sub>,"<img src=""/_files/images/mechanical-engineering/machine-design/575-220-1.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/575-220-2.png""/>",,D,
