question,A,B,C,D,E,answer,explanation
<p>The major diameter of a screw thread is also known as core or root diameter.</p>,Yes,No,,,,B,
"<p>The initial tension (in newtons) in a bolt used for making a fluid tight joint like steam engine cover joints, is calculated by the relation (where <i>d</i> = Nominal diameter of bolt in mm)</p>",1420 <i>d</i>,1680 <i>d</i>,2080 <i>d</i>,2840 <i>d</i>,,D,
"<p>The property of a material which enables it to be drawn into wires with the application of a tensile force, is called</p>",plasticity,elasticity,ductility,malleability,,C,
<p>The helix angle for single helical gears ranges from</p>,10° to 15°,15° to 20°,20° to 35°,35° to 50°,,C,
"<p>In order to withstand resistance to wear, the best profile of gear is</p>","<img src=""/_files/images/mechanical-engineering/machine-design/602-540-1.png""/> full depth involute tooth",20° full depth involute tooth,20° involute stub tooth,"<img src=""/_files/images/mechanical-engineering/machine-design/602-540-1.png""/> stub tooth",,A,
"<p>A circular shaft can transmit a torque of 5 kN-m. If the torque is reduced to 4 kN-m, then the maximum value of bending moment that can be applied to the shaft is</p>",1 kN-m,2 kN-m,3 kN-m,4 kN-m,,C,
<p>The design of pin of a rocker arm of an I.C. engine is based on</p>,bearing failure,shearing failure,bending failure,all of these,,D,
"<p>For a shaft diameter of 100 mm, the number of bolts in a flange coupling should be</p>",4,6,8,10,,A,
<p>A wood-ruff key is</p>,a tapered key with head at one end,fitted in pairs at right angles,capable of tilting in a recess milled out in the shaft,all of the above,,C,
"<p>In a V-belt drive, the belt makes contact at the bottom of the groove of the pulley.</p>",Agree,Disagree,,,,B,
"<p>In worm gears, the pressure angle is half the angle between two inclined faces in axial plane.</p>",Correct,Incorrect,,,,A,
"<p>For crank shaft bearings, the ratio of the length of the journal to its diameter is less than unity.</p>",Correct,Incorrect,,,,A,
<p>Lewis equation in gears is used to find the</p>,tensile stress in bending,shear stress,compressive stress in bending,fatigue stress,,C,
"<p>In order to determine the stresses in a thin cylinder due to an internal pressure, it is assumed that</p>",the effect of curvature of the cylinder wall is neglected,the tensile stresses are uniformly distributed over the section of the walls,the effect of the restraining action of the heads at the end of the pressure vessel is neglected,all of the above,,D,
<p>All stresses produced in a belt are</p>,compressive stresses,tensile stresses,both tensile and compressive stresses,shear stresses,,B,
<p>An elastic bar is fixed at the upper end and loaded at the lower end by a falling weight. The shock load produced can be reduced by</p>,increasing the length of bar,decreasing the cross-sectional area of the bar,decreasing the modulus of elasticity of the bar,all of the above,,D,
<p>The ratio of driving tensions in V-belt drives is __________ flat belt drives.</p>,equal to,sin α times more than,sin α times less than,cosec α times more than,,D,
<p>A shaft is designed on the basis of rigidity and stiffness.</p>,Correct,Incorrect,,,,A,
<p>Which of the following spring is used in mechanical wrist watch?</p>,Helical compression spring,Spiral spring,Torsion spring,Bellevile spring,,C,
"<p>In helical bevel gearing, the axes of shafts are __________ and the teeth are curved.</p>",intersecting,non-intersecting and non-parallel,,,,B,
<p>Which of the following has threads at both ends?</p>,Bolt,Tap bolt,Stud,none of these,,C,
<p>The ratio of the ultimate stress to the design stress is known as</p>,elastic limit,strain,factor of safety,bulk modulus,,C,
"<p>According to Indian standards, the diameter of rivet hole is made larger than the basic size of rivet by</p>",0.5 mm upto rivet diameter of 24 mm,1 mm for rivet diameter from 27 mm to 36 mm,2 mm for rivet diameter from 39 mm to 48 mm,all of the above,,C,
<p>The cam follower extensively used in air-craft engines is</p>,knife edge follower,flat faced follower,spherical faced follower,roller follower,,D,
<p>The minor diameter of a screw thread is also known as outside or nominal diameter.</p>,Correct,Incorrect,,,,B,
"<p>A pressure vessel is said to be a thick shell, if the ratio of wall thickness to its diameter is</p>",equal to 1/10,less than 1/10,greater than 1/10,none of these,,C,
<p>The radial stress across the thickness of a thick cylinder is maximum at the inner surface and zero at the outer surface.</p>,True,False,,,,A,
<p>The diameter of the rivet hole is usually __________ the nominal diameter of the rivet.</p>,equal to,less than,more than,,,C,
<p>The resilience of a bolt may be increased by</p>,increasing its shank diameter,increasing its length,decreasing its shank diameter,decreasing its length,,B,
"<p>In worm, gears, pitch lead angle is</p>",half the angle between two inclined faces in axial plane,the angle between the tangent to the pitch helix and the plane of rotation,the angle between the tangent to the pitch helix and an element of the cylinder,none of the above,,B,
<p>The effective stress in wire ropes during normal working is equal to the stress due to</p>,axial load plus stress due to bending,acceleration/retardation of masses plus stress due to bending,axial load plus stress due to acceleration/retardation,bending plus stress due to acceleration/retardation,,A,
"<p>When the length of the journal is equal to the diameter of the journal, then the bearing is said to be a</p>",short bearing,long bearing,medium bearing,square bearing,,D,
<p>A connecting rod should be</p>,strong in buckling about X-axis,strong in buckling about Y-axis,equally strong in buckling about X-axis and Y-axis,any one of the above,,C,
