question,A,B,C,D,E,answer,explanation
<p>The rolling contact bearings are known as</p>,thick lubricated bearings,plastic bearings,thin lubricated bearings,antifriction bearings,,D,
<p>The backlash for spur gears depends upon</p>,module,pitch line velocity,tooth profile,both (a) and (b),,D,
<p>The size of a gear is usually specified by</p>,pressure angle,pitch circle diameter,circular pitch,diametral pitch,,B,
<p>The circumferential and longitudinal strains in a cylindrical boiler under internal steam pressure are ε<sub><i>c</i></sub> and ε<sub><i>l</i></sub> respectively. The change in volume of the boiler cylinder per unit volume will be</p>,ε<sub><i>c</i></sub> + 2ε<sub><i>l</i></sub>,2ε<sub><i>c</i></sub> + ε<sub><i>l</i></sub>,ε<sub><i>c</i></sub> + ε<sub><i>l</i></sub><sup>2</sup>,ε<sub><i>c</i></sub><sup>2</sup> + ε<sub><i>l</i></sub>,,B,
<p>The bearings of heavy series have capacity __________ over the medium series.</p>,10 to 20%,20 to 30%,30 to 40%,40 to 50%,,B,
<p>A steel containing more than 0.8% carbon is known as eutectoid steel.</p>,Yes,No,,,,B,
"<p>In leaf springs, the longest leaf is known as</p>",lower leaf,master leaf,upper leaf,none of these,,B,
<p>The taper on cotter varies from</p>,1 in l5 to 1 in 10,1 in 24 to 1 in 20,1 in 32 to 1 in 24,1 in 48 to 1 in 24,,D,
<p>Which of the following screw thread is used for power transmission in one direction only.</p>,Acme threads,Square threads,Buttress threads,Multiple threads,,C,
"<p>When the bearing is subjected to large fluctuations of load and heavy impacts, the bearing characteristic number should be __________ the bearing modulus.</p>",5 times,10 times,15 times,20 times,,C,
<p>The rolling contact bearings as compared to sliding contact bearings have</p>,small overall dimensions,accuracy of shaft alignment,low starting and low running friction except at very high speeds,all of the above,,D,
<p>The maximum normal stress theory is used for</p>,brittle materials,ductile materials,plastic materials,non-ferrous materials,,A,
"<p>When two non-intersecting and non-coplaner shafts are connected by gears, the arrangement is known as</p>",spur gearing,helical gearing,bevel gearing,spiral gearing,,D,
"<p>When a nut is tightened by placing a washer below it, the bolt will be subjected to</p>",tensile stress,compressive stress,shear stress,none of these,,A,
<p>A locking device extensively used in marine type connecting rod ends is a</p>,jam nut,castle nut,sawn nut,ring nut,,D,
"<p>The difference between the tooth space and the tooth thickness as measured on the pitch circle, is called</p>",working depth,clearance,face width,backlash,,D,
"<p>When a load <i>W</i> is suddenly applied to a bar of weight <i>W</i><sub>1</sub>, the stress induced in the bar will increase with the increase in weight <i>W</i><sub>1</sub>.</p>",Correct,Incorrect,,,,B,
<p>The endurance limit for a mirror polished material will be __________ as compared to unpolished material.</p>,same,less,more,,,C,
"<p>A sliding bearing which operates without any lubricant present, is called</p>",zero film bearing,boundary lubricated bearing,hydrodynamic lubricated bearing,hydrostatic lubricated bearing,,A,
<p>The material used for brake lining should have __________ coefficient of friction.</p>,low,high,,,,B,
<p>Screws jacks have multiple threads.</p>,Agree,Disagree,,,,B,
"<p>In an ordinary bolt, the effect of the impulsive loads applied axially is concentrated on the cross-sectional area at the root of the threads.</p>",Yes,No,,,,A,
<p>The radial distance of a tooth from the pitch circle to the top of the tooth is called</p>,dedendum,addendum,clearance,working depth,,B,
"<p>In a gear, having involute teeth, the normal to the involute is a tangent to the</p>",pitch circle,base circle,addendum circle,dedendum circle,,B,
<p>Which of the following statement is correct ?</p>,The toughness of a material increases when it is heated.,The shear stress in a beam varies from zero at the neutral surface and maximum at the outer fibres.,The stress concentration in static loading is more serious in brittle materials and less serious in ductile materials.,The stress concentration in static loading is more serious in ductile materials and less serious in brittle materials.,,C,
<p>The metal suitable for bearings subjected to light loads is</p>,silicon bronze,white metal,monel metal,phosphor bronze,,D,
<p>A connecting rod subjected to an axial load may buckle in the plane perpendicular to the plane of motion of the connecting rod.</p>,Correct,Incorrect,,,,A,
<p>Which of the following is an antifriction bearing?</p>,journal bearing,pedestal bearing,collar bearing,needle bearing,,D,
<p>A connecting rod is four times strong in buckling about Y-axis than about X-axis.</p>,Agree,Disagree,,,,A,
"<p>In designing a sleeve coupling, length of the sleeve is taken as (where <i>d</i> = Diameter of the shaft)</p>",<i>d</i> + 17 mm,2 <i>d</i> + 13 mm,2 <i>d</i> + 20 mm,3.5 <i>d</i>,,D,
"<p>When a shaft is subjected to combined twisting moment (<i>T</i>) and bending moment (<i>M</i>), then the equivalent twisting moment is equal to</p>","<img src=""/_files/images/mechanical-engineering/machine-design/578-262-1.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/578-262-2.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/578-262-3.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/578-262-4.png""/>",,B,
"<p>In helical gears, the right hand helixes on one gear will mesh __________ helixes on the other gear.</p>",right hand,left hand,,,,B,
<p>A connecting rod is designed as a</p>,long column,short column,strut,all of these,,C,
<p>The cross-section of the arm of a bell crank lever is</p>,rectangular,elliptical,I-section,any one of these,,D,
<p>The rocker arms in internal combustion engines are of first type levers.</p>,Correct,Incorrect,,,,A,
"<p>In a crossed belt drive, the shafts are arranged parallel and rotate in the same directions.</p>",Correct,Incorrect,,,,B,
"<p>In worm gears, the angle between the tangent to the pitch helix and an element of the cylinder, is known as</p>",helix angle,pressure angle,pitch lead angle,none of these,,A,
<p>Idler pulley is used for</p>,increasing velocity ratio,for applying tension,changing the direction of motion of belt,all of these,,B,
<p>The bell crank levers used in railway signalling arrangement are of third type levers.</p>,True,False,,,,B,
"<p>When spring index increases, the value of Wahl's stress factor</p>",increases linearly,decreases linearly,remains same,increases exponentially,,D,
"<p>A shaft is subjected to a maximum bending stress of 80 N/mm<sup>2</sup> and maximum shearing stress equal to 30 N/mm<sup>2</sup> at a particular section. If the yield point in tension of the material is 280 N/mm<sup>2</sup> and the maximum shear stress theory of failure is used, then the factor of safety obtained will be</p>",2.5,2.8,3.0,3.5,,B,
<p>The longitudinal stress is __________ of the circumferential stress.</p>,one-half,two-third,three-fourth,double,,A,
<p>The expression 0.175 - 0.841/<i>T</i> is the Lewis form factor for</p>,"<img src=""/_files/images/mechanical-engineering/machine-design/602-540-1.png""/> composite and full depth involute system",20° full depth involute system,20° stub system,none of the above,,C,
"<p>A screw will be self locking, if</p>",friction angle is less than helix angle,friction angle is more than helix angle,friction angle is equal to helix angle,efficiency of screw is 100%,,B,
<p>The maximum shear stress theory is used for</p>,brittle materials,ductile materials,plastic materials,non-ferrous materials,,B,
<p>The elasticity is the property of a material which enables it to</p>,regain its original shape after deformation when the external forces are removed,draw into wires by the application of a tensile force,resist fracture due to high impact loads,retain deformation produced under load permanently,,A,
<p>The surface finish factor for a mirror polished material is</p>,0.45,0.65,0.85,1,,D,
"<p>For low and moderate speed engines, the cam follower should move with</p>",uniform velocity,simple harmonic motion,uniform accleration and retardation,cycloidal motion,,B,
<p>Which of the following statement is correct ?</p>,A parallel sunk key is a taperless key,A parallel sunk key may be rectangular or square in cross-section,A flat saddle key is a taper key which fits in a key way of the hub and is flat on the shaft,all of the above,,D,
"<p>When a bolt and nut is made of mild steel, then the effective height of nut is made equal to (where <i>d</i> = Nominal diameter of bolt)</p>",0.5 <i>d</i>,0.75 <i>d</i>,<i>d</i>,1.25 <i>d</i>,,C,
