question,A,B,C,D,E,answer,explanation
"<p>When a circular beam of diameter <i>d</i> is subjected to a shear force <i>F</i>, the maximum shear stress induced will be</p>","<img src=""/_files/images/mechanical-engineering/machine-design/562-75-1.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/562-75-2.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/562-75-3.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/562-75-4.png""/>",,D,
"<p>In a belt drive, if the pulley diameter is doubled keeping the tension and belt width constant, then it will be necessary to</p>",increase the key length,increase the key depth,increase the key width,decrease the key length,,A,
<p>Which of the following statement is wrong ?</p>,The solid length of a spring is the product of total number of coils and the diameter of the wire,The spring index is the ratio of mean diameter of the coil to the diameter of the wire,The spring stiffness is the load required per unit deflection of the spring,The pitch of the coil is the axial distance between adjacent coils in the compressed state,,D,
<p>The draw of cotter should not be more than</p>,3 mm,6 mm,8 mm,12 mm,,A,
<p>The bolts of smaller diameter than M16 are not permitted in making fluid tight joints.</p>,Correct,Incorrect,,,,A,
"<p>A thin spherical shell of internal diameter <i>d</i> is subjected to an internal pressure <i>p</i>. If σ<sub><i>t</i></sub>, is the tensile stress for the shell material, then thickness of shell is equal to</p>","<img src=""/_files/images/mechanical-engineering/machine-design/565-114-1.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/565-114-2.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/565-114-3.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/565-114-4.png""/>",,D,
<p>A quarter turn belt drive is used when the shafts are arranged at right angles and rotate in one definite direction.</p>,Yes,No,,,,A,
"<p>According to Indian standard specifications, a plain carbon steel designated by 40C8 contains carbon</p>",0.20 to 0.40%,0.35 to 0.45%,0.40 to 0.60%,none of these,,B,
<p>The machine screws are</p>,slotted for a screw driver and are generally used with a nut,similar to tap bolts except that they are of small size and a variety of shapes of heads are available,used to prevent relative motion between the two parts,none of the above,,A,
<p>A bolt is designed on the basis of __________ with a large factor of safety.</p>,direct tensile stress,direct compressive stress,direct bending stress,direct shear stress,,A,
<p>Creep in belt is due to</p>,material of the belt,material of the pulley,uneven extensions and contractions due to varying tension,all of the above,,C,
<p>The minimum number of teeth on the pinion which will mesh with any gear without interference for 20° full depth involute teeth will be</p>,12,14,18,24,,C,
<p>A bolt of M 24 x 2 means that</p>,the pitch of the thread is 24 mm and depth is 2 mm,cross-sectional area of the threads is 24 mm<sup>2</sup>,the nominal diameter of bolt is 24 mm and pitch is 2 mm,the effective diameter of bolt is 24 mm and there are 2 threads per cm,,C,
"<p>In designing a sleeve coupling, outer diameter of the sleeve is taken as (where <i>d</i> = Diameter of the shaft)</p>",<i>d</i> + 17 mm,2 <i>d</i> + 13 mm,2 <i>d</i> + 20 mm,3.5 <i>d</i>,,B,
"<p>In order to ensure self locking in a screw jack, it is essential that helix angle is __________ friction angle.</p>",larger than,smaller than,equal to,,,B,
"<p>While designing a screw in a screw jack against buckling failure, the end conditions for the screw are taken as</p>",both the ends fixed,both the ends hinged,one end fixed and the other end hinged,one end fixed and the other end free,,D,
"<p>When a closely coiled helical spring is subjected to a couple about its axis, the stress induced in the wire material of the spring is</p>",bending stress only,a combination of torsional shear stress and bending,direct shear stress only,a combination of bending stress and direct shear stress,,A,
"<p>In a journal bearing, the load on the bearing is __________ to the axis of the journal.</p>",parallel,perpendicular,,,,B,
"<p>An imaginary circle which by pure rolling action gives the same motion as the actual gear, is called</p>",addendum circle,dedendum circle,pitch circle,clearance circle,,C,
"<p>When the frictional force helps to apply the brake, then the brake is said to be self-energizing brake.</p>",Correct,Incorrect,,,,A,
<p>Multiple threads are used to secure</p>,low efficiency,high efficiency,high load lifting capacity,high mechanical advantage,,B,
<p>The fatigue limit of a material is greatly decreased by poor surface conditions.</p>,Agree,Disagree,,,,A,
<p>The value of Lewis form factor used in design of gears is</p>,dependent on number of teeth of a gear,dependent on system of teeth,independent of size of teeth,all of these,,D,
<p>The maximum bending stress in a curved beam having symmetrical section always occur at the</p>,centroidal axis,neutral axis,inside fibre,outside fibre,,C,
"<p>In radial bearings, the load acts __________ to the axis of rotation.</p>",parallel,perpendicular,,,,B,
"<p>In a marine flange coupling, the pitch circle diameter of bolts is taken as</p>",1.2 <i>d</i>,1.6 <i>d</i>,2 <i>d</i>,2.5 <i>d</i>,,B,
<p>The steel widely used for motor car crankshafts is</p>,nickel steel,chrome steel,nickel chrome steel,high speed steel,,B,
"<p>When compared to the rod of the same diameter and material, a wire rope</p>",is less flexible,has a much smaller load carrying capacity,does not provide much warning before failure,provides much greater time for remedial action before failure,,B,
"<p>According to Indian standards, total number of fundamental deviations are</p>",10,15,20,25,,D,
"<p>In the calculation of induced shear stress in helical springs, the Wahl's stress factor is used to take care of</p>",combined effect of transverse shear stress and bending stress in the wire,combined effect of bending stress and curvature of the wire,combined effect of transverse shear stress and curvature of wire,combined effect of torsional shear stress and transverse shear stress in the wire,,B,
"<p>In case of thick cylinders, the tangential stress across the thickness of cylinder is</p>",maximum at the outer surface and minimum at the inner surface,maximum at the inner surface and minimum at the outer surface,maximum at the inner surface and zero at the outer surface,maximum at the outer surface and zero at the inner surface,,B,
"<p>When an open coiled helical compression spring is subjected to an axial load (<i>W</i>), the compression produced in the spring will be (where <i>n</i> = No. of active turns of the spring, and <i>G</i> = Modulus of rigidity for the spring material)</p>","<img src=""/_files/images/mechanical-engineering/machine-design/592-427-1.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/592-427-2.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/592-427-3.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/592-427-4.png""/>",,C,
<p>The cam follower generally used in automobile engines is</p>,knife edge follower,flat faced follower,spherical faced follower,roller follower,,C,
<p>A closely coiled helical spring is acted upon by an axial force. The maximum shear stress developed in the spring is τ . The half of the length of the spring if cut off and the remaining spring is acted upon by the same axial force. The maximum shear stress in the spring in new condition will be</p>,τ/2,τ,2 τ,4 τ,,B,
<p>The malleable material should be plastic but is not essential to be so strong.</p>,Agree,Disagree,,,,A,
<p>The temperature at which the new grains are formed in the metal is known as</p>,lower critical temperature,upper critical temperature,recrystallisation temperature,none of these,,C,
<p>Deep groove ball bearings are used for</p>,heavy thrust load only,small angular displacement of shafts,radial load at high speed,combined thrust and radial loads at high speed,,D,
<p>The shear modulus of resilience is proportional to</p>,shear stress,(shear stress)<sup>2</sup>,(shear stress)<sup>3</sup>,(shear stress)<sup>4</sup>,,B,
"<p>In a sawn nut, a slot is cut about half way through the nut and a small screw is tightened between the nut and the bolt in order to produce more friction.</p>",Agree,Disagree,,,,A,
