question,A,B,C,D,E,answer,explanation
<p>The springs mostly used in machinery have spring index less than 3.</p>,Correct,Incorrect,,,,B,
"<p>According to I.B.R., the distance between the rows of rivets, for equal number of rivets in more than one row for lap joint or butt joint (chain riveting) shall not be less than</p>",<i>d</i>,1.5 <i>d</i>,2 <i>d</i>,2.5 <i>d</i>,,C,
<p>The interference may only be avoided if the addendum circles of the two mating gears cut the common tangent to the base circles between the points of tangency.</p>,True,False,,,,A,
<p>The spigot and socket joint is mostly used for pipes which are burried in the earth.</p>,Agree,Disagree,,,,A,
<p>The permissible stress in the fillet weld is 100 N/mm<sup>2</sup>. The fillet weld has equal leg lengths of 15 mm each. The allowable shearing load on the weldment per cm length of the weld is</p>,7.5 kN,10.6 kN,15 kN,22.5 kN,,B,
"<p>In the levers of third type, the mechanical advantage is __________ one.</p>",less than,equal to,more than,,,A,
<p>The edges of the boiler plates are bevelled to an angle of</p>,45°,60°,70°,80°,,D,
"<p>Lewis form factor for <img src=""/_files/images/mechanical-engineering/machine-design/602-540-1.png""/> composite and full depth involute system is (where <i>T</i> = Number of teeth)</p>","<img src=""/_files/images/mechanical-engineering/machine-design/601-533-1.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/601-533-2.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/601-533-3.png""/>",none of these,,A,
<p>The stretching in a belt can be controlled by __________ the stress in the belt.</p>,reducing,increasing,,,,A,
<p>The distribution of the forces along the length of key fitted in a shaft</p>,varies linearly,is uniform throughout,"varies exponentially, being more near the torque-input end","varies exponentially, being less near the torque-input end",,C,
<p>The stress which vary from a minimum value to a maximum value of the same nature (i.e. tensile or compressive) is called</p>,repeated stress,yield stress,fluctuating stress,alternating stress,,C,
"<p>When the material of key and shaft is same, and the width of key is one-fourth of the diameter of shaft (<i>d</i>), then length of key will be</p>",0.8 <i>d</i>,1.2 <i>d</i>,1.57 <i>d</i>,1.8 <i>d</i>,,C,
<p>The pressure angle for involute gears depends upon the size of teeth.</p>,Agree,Disagree,,,,B,
"<p>When a belt drive is transmitting maximum power,</p>",effective tension is equal to centrifugal tension,effective tension is half of centrifugal tension,driving tension on slack side is equal to centrifugal tension,driving tension on tight side is twice the centrifugal tension,,D,
<p>Gears are casted by</p>,sand mould casting,slush casting,permanent mould casting,centrifugal casting,,C,
"<p>For a shoe brake, the equivalent coefficient of friction is equal to (where μ = Actual coefficient of friction, and θ = Semi-block angle)</p>","<img src=""/_files/images/mechanical-engineering/machine-design/594-455-1.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/594-455-2.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/594-455-3.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/594-455-4.png""/>",,D,
"<p>When a cylinder is subjected to a very high internal fluid pressure, the thin cylinder should be used.</p>",Correct,Incorrect,,,,B,
"<p>In a full journal bearing, the angle of contact of the bearing with the journal is</p>",120°,180°,270°,360°,,D,
"<p>In a flat belt drive, if the slip between the driver and belt is 1 %, between the belt and follower is 3% and driver and follower pulley diameters are equal, then velocity ratio of the drive will be</p>",0.96,0.97,0.98,0.99,,A,
<p>A cotter joint is used to connect two __________ rods.</p>,co-axial,perpendicular,parallel,,,A,
<p>A bolt has</p>,threads for the nut at one end and head at the other end,head at one end and the other end fits into a tapped hole of one of the parts to be fastened,threads at both ends,pointed threads,,A,
<p>The material commonly used for machine tool bodies is</p>,mild steel,aluminium,brass,cast iron,,D,
<p>The power transmitted by a belt drive is maximum when the maximum tension in the belt is __________ the centrifugal tension.</p>,equal to,double,three times,six times,,C,
<p>The largest diameter of an external or internal screw thread is known as</p>,minor diameter,major diameter,pitch diameter,none of these,,B,
"<p>The gears are termed as medium velocity gears, if their peripheral velocity is</p>",1-3 m/s,3-15 m/s,15-30 m/s,30-50 m/s,,B,
<p>The product of the diametral pitch and circular pitch is equal to</p>,1,1/π,π,π x number of teeth,,C,
"<p>If <i>T</i><sub>1</sub> and <i>T</i><sub>2</sub> are the tensions on the tight and slack sides of the belt respectively, and <i>T<sub>c</sub></i> is the centrifugal tension, then initial tension in the belt is equal to</p>",<i>T</i><sub>1</sub> - <i>T</i><sub>2</sub> + <i>T<sub>c</sub></i>,<i>T</i><sub>1</sub> + <i>T</i><sub>2</sub> + <i>T<sub>c</sub></i>,"<img src=""/_files/images/mechanical-engineering/machine-design/589-392-1.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/589-392-2.png""/>",,D,
<p>The smallest diameter of an external or internal screw thread is known as</p>,minor diameter,major diameter,pitch diameter,none of these,,A,
"<p>The process which improves the machinability of steels, but lowers the hardness and tensile strength is</p>",normalising,full annealing,process annealing,spheroidising,,D,
<p>Which of the following statement is wrong ?</p>,A key is used as a temporary fastening,A key is subjected to tensile stresses,A key is always inserted parallel to the axis of the shaft,A key prevents relative motion between the shaft and boss of the pulley,,B,
"<p>A screw is said to be a self locking screw, if its efficiency is</p>",less than 50 %,more than 50%,equal to 50%,none of these,,A,
<p>An aluminium member is designed on the basis of</p>,yield stress,elastic limit stress,proof stress,ultimate stress,,A,
<p>A plate with a circular hole in the centre is subjected to a pull of <i>P</i>. The maximum stress induced at the edge of the hole is three times of the nominal stress.</p>,Correct,Incorrect,,,,A,
<p>The cold working of metals is carried out __________ the recrystallisation temperature.</p>,above,below,,,,B,
<p>The groove angle of the pulley for rope drive is usually</p>,20°,35°,45°,60°,,C,
"<p>The ratio of pitch circle diameter in millimetres to the number of teeth, is called</p>",circular pitch,diametral pitch,module,none of these,,C,
"<p>According to Indian standard specifications, 100 H6/g5 means that</p>",tolerance grade for the hole is 6 and for the shaft is 5,tolerance grade for the shaft is 6 and for the hole is 5,tolerance grade for the shaft is 4 to 8 and for the hole is 3 to 7,tolerance grade for the hole is 4 to 8 and for the shaft is 3 to 7,,A,
<p>Rankine Gordon formula for buckling is valid for</p>,long column,short column,short and long column,very long column,,C,
<p>The angle of twist of shaft is</p>,directly proportional to (shaft diameter)<sup>2</sup>,inversely proportional to (shaft diameter)<sup>2</sup>,directly proportional to (shaft diameter)<sup>4</sup>,inversely proportional to (shaft diameter)<sup>4</sup>,,D,
"<p>A long helical spring having a spring stiffness of 12 kN/m and number of turns 20, breaks into two parts with number of turns 10 each in both the parts. If the two parts are connected in series, then the softness of the resultant spring will be</p>",6 kN/m,12 kN/m,24 kN/m,30 kN/m,,B,
<p>The relation between the pitch of the chain (<i>p</i>) and pitch circle diameter of the sprocket (<i>D</i>) is given by (where <i>T</i> = Number of teeth on the sprocket)</p>,"<img src=""/_files/images/mechanical-engineering/machine-design/590-411-1.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/590-411-2.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/590-411-3.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/590-411-4.png""/>",,C,
<p>The coefficient of friction between the belt and pulley depends upon the</p>,material of belt and pulley,slip of belt,speed of belt,all of these,,D,
<p>The allowable static stress for steel gears is approximately __________ of the ultimate tensile stress.</p>,one-fourth,one-third,one-half,double,,B,
<p>The pitch diameter is the __________ diameter of an external or internal screw thread.</p>,effective,smallest,largest,,,A,
"<p>When a hole of diameter '<i>d</i>' is punched in a metal of thickness '<i>t</i>', then the force required to punch a hole is equal to (where τ<sub><i>u</i></sub> = Ultimate shear strength of the material of the plate)</p>",<i>d</i>.<i>t</i>.τ<sub><i>u</i></sub>,π<i>d</i>.<i>t</i>.τ<sub><i>u</i></sub>,"<img src=""/_files/images/mechanical-engineering/machine-design/568-143-1.png""/> x <i>d</i><sup>2</sup>τ<sub><i>u</i></sub>","<img src=""/_files/images/mechanical-engineering/machine-design/568-143-1.png""/> x <i>d</i><sup>2</sup> x <i>t</i>τ<sub><i>u</i></sub>",,B,
"<p>When percentage of carbon in steel is increased, the ductility of steel decreases.</p>",Correct,Incorrect,,,,A,
<p>The shock absorbing capacity of a bolt may be increased by</p>,increasing its shank diameter,decreasing its shank diameter,tightening the bolt properly,making the shank diameter equal to core diameter of thread,,B,
<p>A lap joint is always in single shear.</p>,Yes,No,,,,A,
"<p>If <i>b</i> denotes the face width and <i>L</i> denotes the cone distance for a bevel gear, then the bevel factor is written as</p>",<i>b</i>/<i>L</i>,<i>b</i>/2 <i>L</i>,1 - 2 <i>b</i>.<i>L</i>,1 - b/<i>L</i>,,D,
"<p>The design calculations for members subject to fluctuating loads with the same factor of safety, yield the most conservative estimates when using</p>",Gerber relation,Soderberg relation,Good man relation,none of these,,C,
