question,A,B,C,D,E,answer,explanation
<p>Which of the following statement is correct?</p>,The distance from a point on one thread to the corresponding point on the next thread is called pitch,The distance which a screw thread advances axially in one rotation of the nut is called lead,"In single start threads, lead is equal to pitch",all of the above,,D,
<p>The taper on cotter and slot is made on both the sides.</p>,Agree,Disagree,,,,B,
<p>Teflon is used for bearings because of</p>,low coefficient of friction,better heat dissipation,smaller space consideration,all of these,,A,
"<p>In designing a flange coupling, the pitch circle diameter of bolts is taken as (where <i>d</i> = Diameter of the shaft)</p>",2 <i>d</i>,3 <i>d</i>,4 <i>d</i>,5 <i>d</i>,,B,
<p>The acme threads are usually found on</p>,spindles of bench vices,railway carriage couplings,feed mechanism of machine tools,screw cutting lathes,,D,
<p>The radial distance from the __________ to the clearance circle is called working depth.</p>,addendum circle,dedendum circle,,,,A,
<p>The efficiency of a square threaded screw is maximum if the helix angle is equal to (where φ = Angle of friction)</p>,90° - φ,45° - φ,45° - φ/2,45° + φ/2,,C,
"<p>In designing thick cylinders, the equation used is</p>",Lame's equation,Birnie's equation,Clavarinos' equation,all of these,,D,
"<p>A double fillet welded joint with parallel fillet weld of length <i>l</i> and leg <i>s</i> is subjected to a tensile force <i>P</i>. Assuming uniform stress distribution, the shear stress in the weld is given by</p>","<img src=""/_files/images/mechanical-engineering/machine-design/570-169-1.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/570-169-2.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/570-169-3.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/570-169-4.png""/>",,C,
<p>Two shafts <i>A</i> and <i>B</i> are made of the same material. The diameter of shaft <i>A</i> is twice as that of shaft <i>B</i>. The power transmitted by the shaft <i>A</i> will be __________ of shaft <i>B</i>.</p>,twice,four times,eight times,sixteen times,,C,
"<p>A parallel sunk key, made of steel, is equally strong in shearing and crushing.</p>",Yes,No,,,,B,
"<p>In designing a key, it is assumed that the distribution of forces along the length of key</p>",varies linearly,is uniform throughout,"varies exponentially, being more at the torque-input end","varies exponentially, being less at the torque-input end",,B,
"<p>In a belt drive, the velocity ratio is the inverse ratio of the diameters of driving and driven pulleys.</p>",True,False,,,,A,
"<p>In order to have a connecting rod equally strong in buckling about X-axis and Y-axis, the moment of inertia about X-axis should be __________ the moment of inertia about Y-axis.</p>",equal to,twice,three times,four times,,D,
<p>The bearing characteristic number in a hydrodynamic bearing depends upon</p>,"length, width and load","length, width and speed","viscosity, speed and load","viscosity, speed and bearing pressure",,D,
<p>A spring is used to</p>,measure forces,apply forces,store energy,all of these,,D,
"<p>When the top of a tooth undercuts the root on the mating gear, it is known as interference.</p>",Yes,No,,,,A,
"<p>If the helix angle of a helical gear is increased, the load carrying capacity of the tooth increases.</p>",Correct,Incorrect,,,,B,
<p>The expansion joint is mostly used for pipes which carry steam at __________ pressures.</p>,low,high,,,,B,
<p>A compound belt drive is used when</p>,shafts are arranged parallel and rotate in the opposite directions,shafts are arranged parallel and rotate in the same directions,shafts are arranged at right angles and rotate in one definite direction,none of the above,,D,
"<p>A tapered key which fits in a key way in the hub and is flat on the shaft, is known as</p>",feather key,gib-head key,wood ruff key,flat saddle key,,D,
<p>The included angle for the V-belt is usually</p>,10°-20°,30°-40°,40°-60°,60°-80°,,B,
"<p>In static loading, stress concentration is more serious in</p>",brittle materials,ductile materials,brittle as well as ductile materials,elastic materials,,A,
<p>The bending stress in a curved beam is</p>,zero at the centroidal axis,zero at the point other than centroidal axis,maximum at the neutral axis,none of these,,B,
<p>The piston pin bearings in heavy duty diesel engines are</p>,needle roller bearings,tapered rolierbearings,spherical roller bearings,cylindrical roller bearings,,A,
<p>Cast iron pipes are mainly used</p>,for conveying steam,in water and sewage systems,in pressure lubrication systems on prime movers,all of the above,,B,
"<p>In a multiple V-belt drive, if one of the belts break, then</p>",only the broken belt is replaced,the entire set of belts is replaced,"the broken belt and the belt on either side of it, is replaced",the broken belt need not to be replaced,,B,
<p>The steel pulleys are __________ in weight than cast iron pulleys of the same capacity.</p>,heavier,lighter,,,,B,
<p>The parallel fillet welded joints are designed for compressive strength.</p>,Agree,Disagree,,,,B,
<p>A column of length <i>l</i> is fixed at both ends. The equivalent length of the column is</p>,<i>l</i>/2,"<i>l</i>/<span class=""root"">2</span>",<i>l</i>,2 <i>l</i>,,A,
<p>A spring of stiffness 1000 N/m is streteched initially by 100 mm from the undeformed position. The work required to stretch it by another 100 mm is</p>,5 N-m,7 N-m,10 N-m,15 N-m,,D,
<p>A feather key transmits a turning moment and permits axial movement also.</p>,True,False,,,,A,
<p>The width of the pulley should be __________ width of the belt.</p>,equal to,less than,greater than,,,C,
"<p>In a boundary lubricated bearing, there is a __________ of lubricant between the journal and the bearing.</p>",thick film,thin film,,,,B,
<p>The design of the pressure vessel is based on</p>,longitudinal stress,hoop stress,longitudinal and hoop stress,none of these,,B,
"<p>In order to have smooth operation, the minimum number of teeth on the smaller sprocket, for moderate speeds, should be</p>",15,17,21,25,,B,
"<p>For high speed engines, the cam follower should move with</p>",uniform velocity,simple harmonic motion,uniform accleration and retardation,cycloidal motion,,D,
<p>Rankine's theory is used for</p>,brittle materials,ductile materials,elastic materials,plastic materials,,A,
<p>The objective of caulking in a riveted joint is to make the joint</p>,free from corrosion,stronger in tension,free from stress,leak-proof,,D,
<p>A material is stressed within elastic limit and its linear strain is double as compared to lateral strain. The ratio of its Bulk modulus to Young's modulus will be equal to one.</p>,Correct,Incorrect,,,,B,
<p>A jam nut is a locking device in which</p>,a thinner nut is tightened down over a thicker or main nut and the main nut is tightened against the thinner nut by loosening,"a slot is cut in line with the centre of each face and a split pin passes through two slots in the nut and a hole in the bolt, so that a positive lock is obtained unless the pin shears",a slot is cut about half way through the nut and a small screw is tightened between the nut and the bolt in order to produce more friction,the bottom cylindrical portion is recessed to receive the tip of the locking set screw,,A,
<p>The difference between the upper limit and lower limit of a dimension is called</p>,nominal size,basic size,actual size,tolerance,,D,
<p>The algebraic difference between the actual size and the corresponding basic size is called actual deviation.</p>,Agree,Disagree,,,,A,
"<p>The stiffness of a closely coiled helical spring subjected to an axial load W is equal to (where <i>G</i> = Modulus of rigidity, and <i>n</i> = Number of active coils)</p>","<img src=""/_files/images/mechanical-engineering/machine-design/591-420-1.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/591-420-2.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/591-420-3.png""/>","<img src=""/_files/images/mechanical-engineering/machine-design/591-420-4.png""/>",,A,
<p>The average shear stress in the hollow shaft is smaller than the average shear stress in the solid shaft.</p>,True,False,,,,A,
<p>The diameter of knuckle pin in a knuckle joint is usually taken as (where <i>d</i> = Diameter of the rod)</p>,0.5 <i>d</i>,0.8 <i>d</i>,<i>d</i>,1.2 <i>d</i>,,C,
<p>The design of shafts made of brittle materials is based on</p>,Guest's theory,Rankine's theory,St Venant's theory,VonMises theory,,B,
<p>A locking device extensively used in automobile industry is a</p>,jam nut,castle nut,sawn nut,ring nut,,B,
