question,A,B,C,D,E,answer,explanation
<p>The domain mode in rectangular waveguide is</p>,TE<sub>01</sub>,TE<sub>02</sub>,TE<sub>10</sub>,TM<sub>11</sub>,,C,
<p>The reverse voltage applied to a varactor diode</p>,is less than avalanche breakdown voltage,is more than avalanche breakdown voltage,may be more or less than a avalanche breakdown voltage,is very high as compared to avalanche breakdown voltage,,A, <p>The action of varactor diode is due to the capacitance of depletion layer. The thickness of depletion layer depends on the reverse bias which should not cause breakdown.</p> 
"<p>To ensure that only dominant mode TE<sub>10</sub> is allowed to propagate in an air filled rectangular waveguide, the lower frequency limit and upper frequency limit are</p>",about 25% above <i>f</i><i><sub>c</sub></i> for TE<sub>10</sub> and 5% below <i>f</i><i><sub>c</sub></i> for TE<sub>20</sub> mode respectively,about 50% above <i>f</i><i><sub>c</sub></i> for TE<sub>10</sub> and 25% below <i>f</i><i><sub>c</sub></i> for TE<sub>20</sub> mode respectively,about 25% above <i>f</i><i><sub>c</sub></i> for TE<sub>10</sub> and 25% below <i>f</i><i><sub>c</sub></i> for TE<sub>20</sub> mode respectively,none of the above,,A,
<p>The skin depth at 1000 MHz as compared to that at 500 MHz is</p>,2,12,0.707,0.5,,C,
<p>The transit time (in cycles) for electrons in repeller space of reflex klystron oscillator for sustaining oscillations is (<i>n</i> is any integer)</p>,2(<i>n</i> - 1),2<i>n</i> - 1,"<img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/16-164-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/16-164-4.png""/>",,D,
<p>In a TWT the amplitude of resultant wave travelling down the helix remains constant</p>,True,False,,,,B, <p>The signal gets strengthened.</p> 
"<p>In the given figure forward current wave has a magnitude of<br/><img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/18-193.png""/></p>",0.45 A,0.3 A,0.2 A,0.1 A,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/29-195.png""/></p> "
<p>In an infinite line the input impedance at every point is equal to characteristic impedance.</p>,True,False,,,,A,
"<p>Consider the following time parameters <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Domain growth time constant.</li><li style=""padding-top:10px;"">Transit time.</li><li style=""padding-top:10px;"">Dielectric relaxation time in positive mobility regime.</li></ol> Which of the above are used in connection width transferred electron device?</p>","1, 2, and 3",1 and 2 only,1 and 3 only,2 and 3 only,,A,
<p>PIN diode has</p>,<i>p</i><sup>+</sup> and <i>n</i> layers separated by <i>i</i> layer,<i>p</i><sup>+</sup> and <i>n</i><sup>+</sup> layers separated by <i>i</i> layer,<i>p</i><sup>-</sup> and <i>n</i><sup>-</sup> layers separated by <i>i</i> layer,none of the above,,B,
<p>The two terms used to describe performance of a directional coupler are</p>,coupling and directivity,gain and coupling,gain and directivity,gain and isolation,,A,
<p>The number of PM radio channels which can be accommodated in a spectrum of 300 MHz is about</p>,10,100,500,1500,,D,
"<p>Consider the following statements <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Gunn diode can be used in combinational logic circuits.</li><li style=""padding-top:10px;"">Gunn diode can be used in sequential logic circuits.</li><li style=""padding-top:10px;"">Both Gunn diode and GaAs Mesfet can be used in logic circuits.</li></ol> Which of the above statements are correct?</p>","1, 2, and 3",1 and 2 only,2 and 3 only,1 and 3 only,,A,
"<p>In the given figure shows the equivalent circuit of a magic tee. If all ports are matched<br/><img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/20-240.png""/></p>","<i>n</i><sub>E</sub> = <i>n</i><sub>H</sub> = <span class=""root"">2</span>",<i>n</i><sub>E</sub> = <i>n</i><sub>H</sub> = 0.707,"<i>n</i><sub>E</sub> = <span class=""root"">2</span>, <i>n</i><sub>H</sub> = 0.707","<i>n</i><sub>H</sub> = 0.707, <i>n</i><sub>H</sub> = <span class=""root"">2</span>",,A,
<p><p><b>Assertion (A):</b>  Microstrip is very commonly used in microwave integrated circuits.</p><p><b>Reason (R):</b> Microstrip has an easy access to the top-surface so that active and passive discrete components can be easily mounted.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,A is correct but R is wrong,A is wrong but R is correct,,A," <p>A Microstrip line has a single dielectric substratc with ground plane on one side and a strip on the other face. </p>
<p>Its special feature is easy access to top surface so that minor adjustments can be made after circuit fabrication. </p>
<p>The high dielectric constant of the substrate reduces guide wavelength and circuit dimensions. </p>
<p>A microstrip line is the most commomly used transmission structure for microwave integrated circuits.</p> "
"<p>A 75 ohm line is first short terminated and minima locations are noted. Then the short is replaced by resistive load and minima location are again noted. If minima location are not altered and VSWR is 3, the value of resistive load is</p>",25 Ω,50 Ω,225 Ω,250 Ω,,C," <p><span class=""symbol"">r</span><i><sub>v</sub></i> <img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/29-163.png""/> and VSWR <img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/29-163-1.png""/>.</p> "
<p>The word 'LORAN' means</p>,long range navigation,long range TV transmission,long range cable transmission,either (b) or (c),,A,
"<p>In the given figure forward voltage wave has a magnitude<br/><img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/18-193.png""/></p>",90 V,60 V,30 V,10 V,,C,
<p>The duty cycle of a radar transmitter is equal to</p>,(PRF) (pulse width),(PRF)/(pulse width),(pulse width)/(PRF),(pulse width) + (PRF),,A,
<p>In a klystron amplifier the bunching effect</p>,converts velocity modulation into current modulation of beam,converts current modulation into velocity modulation of beam,both (c) and (b),neither (a) nor (b),,A," <p>A Klystron is a vacuum tube used for generation/amplification of microwaves. </p>
<p>An electron beam is produced by oxide coated indirectly heated cathode and is focussed and accelerated by focussing electrode. </p>
<p>This beam is transmitted through a glass tube. The input cavity where the beam enters the glass tube is called buncher. </p>
<p>As electrons move ahead they see an accelerating field for half cycle and retarding field for the other half cycle. </p>
<p>Therefore, some electrons are accelerated and some are retarded. This process is called velocity modulation. </p>
<p>The velocity modulation causes bunching of electrons. This bunching effect converts velocity modulation into density modulation of beam. </p>
<p>The input is fed at buncher cavity and output is taken at catcher cavity. </p>
<p>In a two cavity klystron only buncher and catcher cavity are used. In multi cavity klystron one or more intermediate cavities are also used. </p>
<p>The features of a multicavity klystron are :</p>
<p>1. Frequency range - 0.25 GHz to 100 GHz</p>
<p>2. Power output - 10 kW to several hundred kW</p>
<p>3. Power gain - 60 dB (nominal value)</p>
<p>4. Efficiency - about 40%.</p>
<p>A multicavity klystron is used in UHF TV transmitters, Radar transmitter and satellite communication.</p> "
<p>Out of modes TE<sub>20</sub> and TE<sub>30</sub> of propagation of electromagnetic engery</p>,both have the same cutoff frequency,TE<sub>20</sub> has lower cut off frequency as compared to TE<sub>30</sub>,TE<sub>30</sub> has lower cutoff frequency as compared to TE<sub>20</sub>,either (a) or (c),,B,
<p>A TE<sub>10</sub> rectangular waveguide is to be designed for operation over 25-35 GHz and the band centre is 1.5 times the cutoff frequency. The dimension of broadside is</p>,15 mm,10 mm,9 mm,7.5 mm,,D,
<p>In a klystron amplifier the force on all electrons</p>,causes acceleration of all electrons,causes retardation of all electrons,causes acceleration of some electrons and retardation of others,none of the above,,C," <p>A Klystron is a vacuum tube used for generation/amplification of microwaves. </p>
<p>An electron beam is produced by oxide coated indirectly heated cathode and is focussed and accelerated by focussing electrode. </p>
<p>This beam is transmitted through a glass tube. The input cavity where the beam enters the glass tube is called buncher. </p>
<p>As electrons move ahead they see an accelerating field for half cycle and retarding field for the other half cycle. </p>
<p>Therefore, some electrons are accelerated and some are retarded. This process is called velocity modulation. </p>
<p>The velocity modulation causes bunching of electrons. This bunching effect converts velocity modulation into density modulation of beam. </p>
<p>The input is fed at buncher cavity and output is taken at catcher cavity. </p>
<p>In a two cavity klystron only buncher and catcher cavity are used. In multi cavity klystron one or more intermediate cavities are also used. </p>
<p>The features of a multicavity klystron are :</p>
<p>1. Frequency range - 0.25 GHz to 100 GHz</p>
<p>2. Power output - 10 kW to several hundred kW</p>
<p>3. Power gain - 60 dB (nominal value)</p>
<p>4. Efficiency - about 40%.</p>
<p>A multicavity klystron is used in UHF TV transmitters, Radar transmitter and satellite communication.</p> "
"<p>If load impedance Z<sub>L</sub> &gt;&gt; Z<sub>0</sub>, then</p>",Z<sub>0</sub> = Z<sub>L</sub> (VSWR),Z<sub>L</sub> = Z<sub>0</sub> (VSWR),Z<sub>L</sub> = Z<sub>0</sub> (VSWR - 1),"Z<sub>L</sub> = Z<sub>0</sub> <span class=""root"">VSWR</span>",,B," <p>If Z<sub>L</sub> &gt;&gt; Z<sub>0</sub>, |<span class=""symbol"">r</span><i><sub>v</sub></i>| <img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/28-36-1.png""/> and VSWR <img src=""/_files/images/electronics-and-communication-engineering/microwave-communication/28-36-2.png""/>. Therefore Z<sub>L</sub> = Z<sub>0</sub>(VSWR).</p> "
<p>The inductance of a twin feeder used to connect antenna to TV receiver is about</p>,0.2 μ H/m,0.6 μ H/m,1.6 μ H/m,10 μ H/m,,C,
