question,A,B,C,D,E,answer,explanation
"<p>When parallel resistors are of three different values, which has the greatest power loss?</p>",The smallest resistance,The largest resistance,They have the same power loss.,Voltage and resistance values are needed.,,A,
<p>What is the product-over-sum result of 150 and 6800?</p>,150,146.7,0.006,6800,,B,
<p>The voltage across any branch of a parallel circuit:</p>,varies as the total current varies,is inversely proportional to total circuit resistance,is equally applied to all branch conductances,is dropped in proportion to each branch resistance,,C,
"<p>What is the total power loss if 2 k<img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/> and 1 k<img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/> parallel-connected resistors have an I<sub>T</sub> of 3 mA?</p>","6 <img align=""middle"" src=""/_files/images/basic-electronics/complete/mu.gif""/>W","36 <img align=""middle"" src=""/_files/images/basic-electronics/complete/mu.gif""/>W",6 mW,36 mW,,C,
<p>What happens to total resistance in a circuit with parallel resistors if one of them opens?</p>,It increases.,It halves.,It remains the same.,It decreases.,,A,
<p>Components that connect in parallel form:</p>,branches,open circuits,short circuits,a voltage divider,,A,
<p>A parallel circuit differs from a series circuit in that a parallel circuit has</p>,no path for current flow,fewer paths for current flow,one path for current flow,more than one path for current flow,,D,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq5_1006_1.gif""/></p> <p>In the given circuit, Channel 1 of the stereo amplifier outputs 12 V to the speakers. How much total current is the amplifier providing to the speakers?</p></p>",0 A,1.5 A,3 A,More information is needed to find the total current provided to the speakers.,,C,
"<p>If two parallel-connected resistors dissipate 6 watts and 10 watts of power, then what is the total power loss?</p>",3.75 watts,4 watts,16 watts,60 watts,,C,
"<p>Which component is shorted?<br/><br/><img alt=""mcq4_1012_1.gif"" src=""/_files/images/basic-electronics/complete/mcq4_1012_1.gif""/></p>",R1,R2,R3,R4,,D,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq5_1008_1.gif""/></p> <p>What would these meter readings indicate about the circuit in the given circuit?</p><p>Meter Readings: I = 7.6 mA, V = 12 V</p></p>",<i>R</i><sub>1</sub> is open.,<i>R</i><sub>2</sub> is open.,The fuse is open.,The circuit is operating normally.,,B,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq5_1006_1.gif""/></p> <p>In the given circuit, Channel 1 of the stereo amplifier outputs 12 V to the speakers. How much total power is the amplifier delivering to the speakers?</p></p>",0 W,18 W,36 W,More information is needed to find the total power delivered to the speakers.,,C,
"<p>If a 1 k<img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/> and a 2 k<img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/> resistor are parallel-connected across a 12 V supply, how much current is received by the 2 k<img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/> resistor?</p>",4 mA,6 mA,8 mA,12 mA,,B,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq5_1001_1.gif""/></p><p> What does <i>V</i><sub>S</sub> equal in the given circuit?</p></p>",0 V,9 V,27 V,More information is needed to find <i>V</i><sub>S</sub>.,,B,
"<p>The current through R1 will be:<br/><br/><img alt=""mcq4_1006_1.gif"" src=""/_files/images/basic-electronics/complete/mcq4_1006_1.gif""/></p>",128 mA,88 mA,48 mA,2.2 mA,,C,
"<p>The voltage read by the voltmeter will be:<br/><br/><img alt=""mcq4_1005_1.gif"" src=""/_files/images/basic-electronics/complete/mcq4_1005_1.gif""/></p>",24 V,12 V,6 V,4 V,,B,
"<p>Which component is of the wrong value?<br/><br/><img alt=""mcq4_1013_1.gif"" src=""/_files/images/basic-electronics/complete/mcq4_1013_1.gif""/></p>",R1,R2,R3,R4,,A,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq5_1001_1.gif""/></p><p>What does <i>I</i><sub>3</sub> equal in the given circuit?</p></p>",5 mA,45 mA,50 mA,100 mA,,A,
"<p>What is the total power of the circuit?<br/><br/><img alt=""mcq4_1009_1.gif"" src=""/_files/images/basic-electronics/complete/mcq4_1009_1.gif""/></p>",2.2 W,4.2 W,6.2 W,8.2 W,,B,
"<p>What are the individual values of two parallel resistors whose R<sub>T</sub> is 8 ohms, when one has double the resistance of the other?</p>",2.7 ohms and 5.3 ohms,8 ohms and 16 ohms,10 ohms and 20 ohms,12 ohms and 24 ohms,,D,
"<p>When a parallel 5 k<img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/> resistor and a 25 k<img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/> resistor have a 10 V supply, what is the total power loss?</p>",2.4 mW,3.3 mW,24 mW,33 mW,,C,
<p>In a parallel resistive circuit:</p>,there is more than one current path between two points,the voltage applied divides between the branches,the total branch power exceeds the source power,the total circuit conductance is less than the smallest branch conductance,,A,
"<p>What is the total resistance?<br/><br/><img alt=""mcq4_1007_1.gif"" src=""/_files/images/basic-electronics/complete/mcq4_1007_1.gif""/></p>","7 k<img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","1 k<img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","706 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","353 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>",,D,
<p>Kirchhoff's current law for parallel circuits states that the:</p>,sum of all branch voltages equals zero,total circuit resistance is less than the smallest branch resistor,sum of currents into a junction is equal to the difference of all the branch currents,sum of the total currents flowing out of a junction equals the sum of the total currents flowing into that junction,,D,
"<p>Which component is open?<br/><br/><img alt=""mcq4_1011_1.gif"" src=""/_files/images/basic-electronics/complete/mcq4_1011_1.gif""/></p>",R1,R2,R3,R4,,C,
"<p><p><img src=""/_files/images/basic-electronics/basics/mcq5_1008_1.gif""/></p><p>What would these meter readings indicate about the circuit in the given circuit?</p><p>Meter Readings: I = 0 mA, V = 0 V</p></p>",<i>R</i><sub>1</sub> is open.,<i>R</i><sub>2</sub> is open.,The fuse is open.,The circuit is operating normally.,,C,
"<p>If 550 mA of current leaves a node that had 250 mA entering from one branch, how much current would enter from the other?</p>",250 mA,300 mA,550 mA,800 mA,,B,
