question,A,B,C,D,E,answer,explanation
"<p>A single stage impulse turbine with a diameter of 1.2 m runs at 3000 r.p.m. If the blade speed ratio is 0.42, then the inlet velocity of steam will be</p>",79 m/s,188 m/s,450 m/s,900 m/s,,C,
"<p>In a De-Laval impulse turbine, the nozzle is kept very close to the blades.</p>",Yes,No,,,,A,
<p>The flow of steam is super-sonic</p>,at the entrance to the nozzle,at the throat of the nozzle,in the convergent portion of the nozzle,in the divergent portion of the nozzle,,D,
<p>The pressure of steam at throat of a steam nozzle is called critical pressure.</p>,Agree,Disagree,,,,A,
"<p>For maximum efficiency of an impulse turbine, the steam should leave the blades at right angles to their motion.</p>",Correct,Incorrect,,,,A,
<p>De-Laval turbine is a</p>,simple impulse turbine,simple reaction turbine,impulse-reaction turbine,none of these,,A,
"<p>The impulse turbine rotor efficiency will have a maximum value of 0.5 cos<sup>2</sup> α, where α is the nozzle exit flow angle, if the</p>",blades are equiangular,blade velocity coefficient is unity,blades are equiangular and frictionless,blade solidity is 0.65,,C,
"<p>When the cross-section of a nozzle increases continuously from entrance to exit, it is called a</p>",divergent nozzle,convergent nozzle,convergent-divergent nozzle,none of these,,A,
<p>Rateau turbine is</p>,simple reaction turbine,velocity compounded turbine,pressure compounded turbine,pressure-velocity compounded turbine,,C,
<p>The ratio of the work delivered at the turbine shaft to the heat supplied is called overall thermal efficiency of turbine.</p>,True,False,,,,A,
"<p>In a single stage impulse turbine, the velocity of steam approaching nozzles is negligible.</p>",True,False,,,,A,
<p>Curtis turbine is a</p>,simple reaction turbine,velocity compounded turbine,pressure compounded turbine,pressure-velocity compounded turbine,,D,
<p>The velocity of steam at throat of the nozzle is __________ the velocity of sound.</p>,equal to,less than,more than,,,A,
<p>The critical pressure ratio for initially dry saturated steam is</p>,0.546,0.577,0.582,0.601,,B,
<p>The discharge through a nozzle is maximum for a certain value of exit pressure. This pressure is known as critical pressure.</p>,Agree,Disagree,,,,A,
"<p>The velocity of steam, in reaction turbines, is increased in the fixed blades as well as in moving blades.</p>",True,False,,,,A,
<p>The critical pressure ratio for gases is</p>,0.528,0.546,0.577,0.582,,A,
<p>The efficiency of a pressure-velocity compounded impulse turbine is __________ as compared to pressure compounded impulse turbine.</p>,same,less,more,,,B,
<p>The effect of supersaturation is that the</p>,mass of the steam discharged increases,entropy and specific volume of the steam increases,exit velocity of steam reduces,all of these,,D,
<p>The effect of friction on the flow of steam through a nozzle is to</p>,decrease the mass flow rate and to increase the wetness of steam,increase the mass flow rate and to increase the exit temperature,decrease the mass flow rate and to decrease the wetness of steam,increase the exit temperature without any effect on mass flow rate,,C,
