question,A,B,C,D,E,answer,explanation
<p>Steam turbines may be classified according to</p>,direction of steam flow,number of stages,mode of steam action,all of these,,D,
"<p>The process of draining steam from the turbine, at certain points during its expansion and using this steam for heating the feed water in feed water heaters and then supplying it to the boiler is known as</p>",regenerative heating,reheating of steam,bleeding,none of these,,C,
"<p>In a 50% reaction turbine stage, tangential component of absolute velocity at rotor inlet is 537 m/s and the blade velocity is 454 m/s. The power output in kW of steam will be</p>",260 kW,282 kW,296 kW,302 kW,,B,
"<p>In an impulse turbine, steam expands</p>",wholly in blades,wholly in nozzle,partly in the nozzle and partly in blades,none of these,,B,
"<p>In a nozzle, the effect of supersaturation is to increase the dryness fraction of steam.</p>",Yes,No,,,,A,
"<p>In a nozzle, the effect of supersaturation is to</p>",decrease dryness fraction of steam,decrease specific volume of steam,increase the entropy,increase the heat drop,,C,
<p>Which of the following statement is correct?</p>,The efficiency of steam turbines is greater than steam engines.,A flywheel is a must for steam turbine.,The turbine blades do not change the direction of steam issuing from the nozzle,"The pressure of steam, in reaction turbines, is increased in fixed blades as well as in moving blades",,A,
<p>The pressure velocity compounded impulse turbine allows a bigger pressure drop and hence __________ number of stages are required.</p>,more,less,,,,B,
"<p>If the critical pressure ratio for steam is 0.546, then the steam is initially</p>",wet steam,dry saturated steam,superheated steam,none of these,,C,
<p>Which of the following statement is wrong?</p>,The critical pressure gives the velocity of steam at the throat equal to the velocity of sound.,The flowin the convergent portion of the nozzle is sub-sonic.,The flow in the divergent portion of the nozzle is super-sonic.,"To increase the velocity of steam above sonic velocity (super-sonic) by expanding steam below the critical pressure, the divergent portion for the nozzle is not necessary.",,D,
<p>The maximum efficiency of a De-Laval turbine is (where α = Nozzle angle)</p>,sin<sup>2</sup> α,cos<sup>2</sup> α,tan<sup>2</sup> α,cot<sup>2</sup> α,,B,
<p>The pressure compounded impulse turbine as compared to velocity compounded turbine require __________ number of stages.</p>,same,less,more,,,C,
"<p>In a reaction turbine when the degree of reaction is zero, then there is</p>",no heat drop in moving blades,no heat drop in fixed blades,maximum heat drop in moving blades,maximum heat drop in fixed blades,,A,
<p>The effect of friction in the nozzle __________ dryness fraction of steam.</p>,has no effect on,decreases,increases,,,C,
"<p>In a Parson's turbine stage, blade velocity is 320 m/s at the mean radius and rotor blade exit angle is 30°. For minimum kinetic energy of the steam leaving the stage, the steam velocity at the exit of the rotor will be</p>","160/<span class=""root"">3</span> m/s","320/<span class=""root"">3</span> m/s","640/<span class=""root"">3</span> m/s",640 m/s,,C,
"<p>In pressure compounding of an impulse turbine, the total pressure drop of the steam does not take place in the first nozzle ring, but is divided equally among all the nozzle rings.</p>",Agree,Disagree,,,,A,
"<p>When the cross-section of a nozzle __________ continuously from entrance to exit, it is called a convergent nozzle.</p>",increases,decreases,,,,B,
"<p>In an ideal impulse turbine, the</p>",absolute velocity at the inlet of moving blade is equal to that at the outlet,relative velocity at the inlet of the moving blade is equal to that at the outlet,axial velocity at inlet is equal to that at the outlet,whirl velocity at inlet is equalto that at the outlet,,B,
"<p>During flow through a nozzle, no heat is supplied or rejected by the steam.</p>",Agree,Disagree,,,,A,
"<p>In a reaction turbine, when steam flows through the moving blades,</p>",pressure increases while velocity decreases,pressure decreases while velocity increases,pressure and velocity both decreases,pressure and velocity both increases,,C,
"<p>In velocity compounding of an impulse turbine, the expansion of steam takes place in a nozzle or a set of nozzles from the boiler pressure to condenser pressure.</p>",True,False,,,,A,
"<p>The critical pressure ratio is given by (where <i>p</i><sub>1</sub> = Initial pressure of steam, and <i>p</i><sub>2</sub> = Pressure of steam at throat or critical pressure)</p>",<i>p</i><sub>1</sub> <i>p</i><sub>2</sub>,<i>p</i><sub>1</sub>/<i>p</i><sub>2</sub>,<i>p</i><sub>2</sub>/<i>p</i><sub>1</sub>,<i>p</i><sub>1</sub> + <i>p</i><sub>2</sub>,,C,
"<p>A steam turbine, in which a part of the steam after partial expansion, is used for process heating and the remaining steam is further expanded for power generation, is known as</p>",back pressure turbine,pass out turbine,low pressure turbine,impulse turbine,,B,
<p>The stage efficiency is the ratio of energy supplied to the blades per kg of steam to the total energy supplied per stage per kg of steam.</p>,True,False,,,,B,
