question,A,B,C,D,E,answer,explanation
<p>The gate-to-source voltage V<sub>GS</sub> of a(n) ________ must be larger than the threshold V<sub>GS(Th)</sub> for the transistor to conduct.</p>,JFET,D-type MOSFET,E-type MOSFET,None of the above,,C,
<p>________ is the network-input impedance for a JFET fixed-bias configuration.</p>,R<sub>G</sub>,R<sub>D</sub>,Zero,None of the above,,A,
<p>The isolation between input and output circuits in the ac equivalent circuit is lost in a ________ configuration.</p>,common-gate,common-source,common-drain,None of the above,,A,
<p>________ is the amplification factor in FET transistor amplifiers.</p>,Z<sub>i</sub>,g<sub>m</sub>,I<sub>D</sub>,I<sub>G</sub>,,B,
<p>The ________ does not support Shockley's equation.</p>,JFET,D-type MOSFET,E-type MOSFET,None of the above,,C,
<p>The transconductance g<sub>m</sub> ________ as the Q-point moves from V<sub>p</sub> to I<sub>DSS</sub></p>,decreases,remains the same,increases,None of the above,,C,
<p>r<sub>d</sub> changes from one operation region to another with ________ values typically occurring at ________ levels of V<sub>GS</sub> (closer to zero).</p>,"lower, lower","lower, higher","higher, lower",None of the above,,A,
"<p>The ________ is quite popular in digital circuits, especially in CMOS circuits that require very low power consumption.</p>",JFET,BJT,D-type MOSFET,E-type MOSFET,,D,
"<p>________ configuration(s) has (have) Z<sub>o </sub> <img src=""/_files/images/electronic-devices-and-circuit-theory/almostequal.gif""/> R<sub>D</sub>.</p>",Fixed-bias,Self-bias,Voltage-divider,All of the above,,D,
<p>The input and output signals are in phase in a ________ configuration.</p>,fixed-bias,source-follower,voltage-divider,self-bias,,B,
<p>g<sub>m</sub> has its maximum value for a JFET at ________.</p>,"<img src=""/_files/images/electronic-devices-and-circuit-theory/vp.gif""/>","0.5 <img src=""/_files/images/electronic-devices-and-circuit-theory/vp.gif""/>","0.3 <img src=""/_files/images/electronic-devices-and-circuit-theory/vp.gif""/>",I<sub>DSS</sub>,,D,
<p>The depletion MOSFET circuit has a ________ input impedance than a similar JFET configuration.</p>,much higher,much lower,lower,higher,,A,
<p>________ is the only parameter that is different between voltage-divider and fixed-bias configurations.</p>,Z<sub>i</sub>,A<sub>v</sub>,Z<sub>o</sub>,None of the above,,A,
<p>The ________ controls the ________ of an FET.</p>,"I<sub>D</sub>, V<sub>GS</sub>","V<sub>GS</sub>, I<sub>D</sub>","I<sub>G</sub>, V<sub>DS</sub>","I<sub>G</sub>, I<sub>D</sub>",,B,
<p>Transconductance is the ratio of changes in ________.</p>,I<sub>D</sub> to V<sub>GS</sub>,I<sub>D</sub> to V<sub>DS</sub>,V<sub>GS</sub> to I<sub>G</sub>,V<sub>GS</sub> to V<sub>DS</sub>,,A,
"<p>The ________ configuration has an input impedance, which is other than R<sub>G</sub>.</p>",common-source,common-gate,common-drain,None of the above,,B,
<p>The range of output admittance y<sub>os</sub> for FETs is ________.</p>,"5 <img src=""/_files/images/electronic-devices-and-circuit-theory/mu.gif""/>S–10 <img src=""/_files/images/electronic-devices-and-circuit-theory/mu.gif""/>S","10 <img src=""/_files/images/electronic-devices-and-circuit-theory/mu.gif""/>S –50 <img src=""/_files/images/electronic-devices-and-circuit-theory/mu.gif""/>S","50 <img src=""/_files/images/electronic-devices-and-circuit-theory/mu.gif""/>S –100 <img src=""/_files/images/electronic-devices-and-circuit-theory/mu.gif""/>S","200 <img src=""/_files/images/electronic-devices-and-circuit-theory/mu.gif""/>S –500 <img src=""/_files/images/electronic-devices-and-circuit-theory/mu.gif""/>S",,B,
<p>The ________ configuration has the distinct disadvantage of requiring two dc voltage sources.</p>,self-bias,voltage-divider,fixed-bias,All of the above,,C,
<p>A field-effect transistor amplifier provides excellent voltage gain with the added feature of a ________ input impedance.</p>,low,medium,high,None of the above,,C,
<p>________ is an undefined quantity in a JFET.</p>,A<sub>i</sub>,A<sub>v</sub>,Z<sub>i</sub>,Z<sub>o</sub>,,A,
