question,A,B,C,D,E,answer,explanation
<p>Why does the TTL family use a totem-pole circuit on the output?</p>,It provides active pull-up.,It provides active pull-down.,It provides active pull-up and active pull-down.,,,C,
"<p>What is the frequency of a clock waveform if the period of that waveform is<br/>1.25 <img align=""middle"" src=""/_files/images/digital-electronics/basic-digital-electronics/mu.gif""/>s?</p>",8 kHz,0.8 kHz,0.8 MHz,8 MHz,,C,
"<p><p>Why is the given circuit called an inverter?</p>
<p><img src=""/_files/images/digital-electronics/basic-digital-electronics/mcq2_1029_1.jpg""/></p></p>",The output is the opposite (inverse) of the input.,The output is in phase with the input.,The output is the same as the input.,There is no output.,,A,
<p>The hexadecimal number 4B<sub>16</sub> is transmitted as an 8-bit word in parallel. What is the time required for this transmission if the clock frequency is 2.25 MHz?</p>,444 ns,"444 <img align=""middle"" src=""/_files/images/digital-electronics/basic-digital-electronics/mu.gif""/>s","3.55 <img align=""middle"" src=""/_files/images/digital-electronics/basic-digital-electronics/mu.gif""/>s",3.55 ms,,A,
"<p>Internally, a computer's binary data are almost always transmitted on parallel channels, commonly referred to as the:</p>",parallel bus,serial bus,data bus,memory bus,,C,
<p>Why is parallel data transmission preferred over serial data transmission for most applications?</p>,It is much slower.,It is cheaper.,More people use it.,It is much faster.,,D,
"<p><p>Determine if diodes <i>D</i><sub>1</sub> and <i>D</i><sub>2</sub> in the given figure are forward or reverse biased.</p>
<p><img src=""/_files/images/digital-electronics/basic-digital-electronics/mcq2_1020_1.jpg""/></p></p>",<i>D</i><sub>1</sub> forward and <i>D</i><sub>2</sub> reverse,<i>D</i><sub>2</sub> forward and <i>D</i><sub>1</sub> reverse,<i>D</i><sub>1</sub> and <i>D</i><sub>2</sub> reverse,<i>D</i><sub>1</sub> and <i>D</i><sub>2</sub> forward,,A,
"<p>With surface-mount technology (SMT), the devices should:</p>",utilize transistor outline connections,mount directly,have parallel connecting pins,require holes and pads,,B,
"<p>To forward bias a diode, a ________ potential is needed on the ________ and a ________ is needed on the ________.</p>","negative, cathode, positive, anode","negative, anode, positive, cathode",,,,A,
"<p>Why, in most applications, are transistor switches used in place of relays?</p>",They consume less power.,They are faster.,They are quieter and smaller.,all of the above,,D,
