question,choices,answer
"Two kilogram of gas is confined in a 1 m<sup>3</sup> tank at 200 kPa and 88°C. What type of gas is in the tank?","[""Helium"",""Ethane"",""Methane"",""Ethene""]",1
"Find the enthalpy of Helium if its internal energy is 200 kJ/kg.","[""144 kJ\/kg"",""223.42 kJ\/kg"",""333.42 kJ\/kg"",""168 kJ\/kg""]",2
"Compute the mass of a 2 m3 propane at 280 kPa and 40°C.","[""6.47 kg"",""5.1 kg"",""10.20 kg"",""9.47 kg""]",3
"Compute the air flow in ft<sup>3</sup>/min of mechanical ventilation required to exhaust an accumulation of refrigerant due to leaks of the system capable of revolving air from the machinery for a mass of 4 lbs. refrigerant.","[""200"",""210"",""220"",""230""]",0
"Compute the free aperture cross section in m<sup>3</sup> for the ventilation of a machinery room if the mass of refrigerant is 9 kg.","[""0.314"",""0.414"",""0.514"",""0.614""]",1
"A 29.53” x 39.37” pressure vessel contains ammonia with f = 0.041. Compute the minimum required discharge capacity of the relief device in kg/hr.","[""106.71 kg\/hr."",""108.71 kg\/hr."",""110.71 kg\/hr."",""112.71 kg\/hr.""]",2
"Compute the maximum length of the discharge pipe installed on an outlet of a pressure-relief device in feet for internal pipe diameter of 0.5 inch and rated discharge capacity is 8 lb/min of<br/>
 The rated pressure of relief valve is 10 psig.","[""0.286 ft."",""0.386 ft."",""0.486 ft."",""0.586 ft.""]",0
"A thermal power plant has the heat rate of 11,363 Btu/kW-hr. Find the thermal efficiency of the plant.","[""28%"",""30%"",""34%"",""40%""]",1
"What is the hydraulic gradient of a 1 mile, 17 inches inside diameter pipe when 3300 gal/min of water flow with f = 0.03?","[""0.00714"",""0.00614"",""0.00234"",""0.00187""]",0
"Find the loss of head in the pipe entrance if speed of flow is 10 m/s.","[""5.10 m"",""10.2 m"",""17.4 m"",""2.55 m""]",3
"Wet material, containing 220% moisture (dry basis), is to be dried at a rate of 1.5 kg/s in a continuous dryer to give a product containing 10% (dry basis). Find the moisture removed in<br/>
kg/hr.","[""3543.75 kg\/hr."",""3513.75 kg\/hr."",""3563.75 kg\/hr."",""3593.75 kg\/hr.""]",0
"Copra enters a dryer containing 70% moisture and leaves 7% moisture. Find the moisture removed on each pound of solid in the final product.","[""6.258 lbs."",""1.258 lbs."",""4.258 lbs."",""2.258 lbs.""]",3
"A 1 m x 1.5 m cylindrical tank is full of oil with SG = 0.92. Find the force acting at the bottom of the tank in dynes.","[""106.33 x 10<sup>3<\/sup> dynes"",""106.33 x 10<sup>4<\/sup> dynes"",""106.33 x 10<sup>5<\/sup> dynes"",""106.33 x 10<sup>6<\/sup> dynes""]",3
"Find the pressure at the 100 fathom depth of water in kPa.","[""1,793.96 kPa"",""1,893.96 kPa"",""1,993.96 kPa"",""1,693.96 kPa""]",0
"Find the depth in furlong of the ocean (SG = 1.03) if the pressure at the sea bed is 2,032.56 kPa.","[""1"",""2"",""3"",""4""]",0
"Find the mass of 10 quartz of water.","[""10.46 kg"",""9.46 kg"",""11.46 kg"",""8.46 kg""]",1
"Find the mass of carbon dioxide having a pressure of 20 psia at 200°F with 10 ft<sup>3</sup> volume.","[""1.04 lbs."",""1.14 lbs."",""1.24 lbs."",""1.34 lbs.""]",2
"Find the heat needed to raise the temperature of water from 30°C to 100°C with 60% quality. Consider an atmospheric pressure of 101.325 kPa. Use the approximate enthalpy formula of liquid.","[""293.09 kJ\/kg"",""1,772.90 kJ\/kg"",""1,547.90 kJ\/kg"",""1,647.29 kJ\/kg""]",3
"Find the enthalpy of water at 212°F and 14.7 psi if the dryness factor is 30%. Use the approximate enthalpy formula of liquid.","[""461 Btu\/lb."",""471 Btu\/lb."",""481 Btu\/lb."",""491 Btu\/lb.""]",1
"An air compressor consumed 1200 kW-hr per day of energy. The electric motor driving the compressor has an efficiency of 80%. If indicated power of compressor is 34 kW, find the mechanical efficiency of the compressor.","[""117.65%"",""75%"",""85%"",""90%""]",2
"A refrigeration system consumed 28,800 kW-hr per month of energy. There is 20% of energy lost due to the cooling system of the compressor and the motor efficiency is 90%. If the COP of the system is 6, find the mechanical efficiency of the compressor.","[""43.15 TR"",""46.15 TR"",""49.15 TR"",""41.15 TR""]",2
"A 23 ton refrigeration system has a heat rejected of 100 kW. Find the energy efficiency ratio of the system.","[""13.42"",""14.42"",""15.42"",""16.42""]",1
"A 200 mm x 250 mm, 8-cylinder, 4-stroke diesel engine has a brake power of 150 kW. The mechanical efficiency is 80%. If two of the cylinders were accidentally cut off, what will be the new friction power?","[""31.50 kW"",""33.50 kW"",""35.50 kW"",""37.50 kW""]",3
"If the energy efficiency ratio of the refrigeration system is 12.6, what is the COP of the system?","[""3.69"",""4.23"",""5.92"",""6.83""]",0
"An air compressor has a power of 40 kW at 4% clearance. If the clearance will increase to 7%, what is the new power?","[""70 kW"",""40 kW"",""53 kW"",""60 kW""]",1
"What is the approximate value of temperature of water having enthalpy of 208 Btu/lb.?","[""138.67\u00b0C"",""115.55\u00b0C"",""258.67\u00b0C"",""68.67\u00b0C""]",1
"Convert 750°R to K.","[""390.33 K"",""395.33 K"",""410.33 K"",""416.33 K""]",3
"An Otto cycle has a compression ratio of 8. Find the pressure during compression.","[""18.38"",""16.38"",""14.38"",""12.28""]",0
"A diesel cycle has a cut off ratio of 2.5 and expansion ratio of 4. Find the clearance of the cycle.","[""9.11%"",""5.55%"",""11.11%"",""15.15%""]",2
"A dual cycle has an initial temperature of 30°C. The compression ratio is 6 and the heat addition at constant volume process is 600 kJ/kg. If the cut-off ratio is 2.5, find the maximum temperature of the cycle.","[""3638.50\u00b0C"",""3365.50\u00b0C"",""3565.50\u00b0C"",""3965.50\u00b0C""]",1
"A 3-stage air compressor compresses air from 100 kPa to 1000 kPa. Find the intercooler pressure between the 1st and 2nd stage.","[""505.44 kPa"",""108.44 kPa"",""316.23 kPa"",""215.44 kPa""]",3
"A 10-stage air compressor compresses air from 100 kPa to 800 kPa. Find the intercooler pressure between the 1st and 2nd stage.","[""282.84 kPa"",""113.21 kPa"",""123.11 kPa"",""333.51 kPa""]",2
"A 3-stage air compressor compresses air from 100 kPa to 700 kPa. Find the intercooler pressure between the 2nd and 3rd stage.","[""365.88 kPa"",""375.88 kPa"",""385.88 kPa"",""395.88 kPa""]",0
"Carnot cycle A, B and C are connected in series so that the heat rejected from A will be the heat added to B. and heat rejected from B will be added to C. Each cycle operates between 30°C and 400°C. If heat added to A is 1000 kW, find the work output of C.","[""111.44 kW"",""549.78 kW"",""247.53 kW"",""141.89 kW""]",0
"Air compressed adiabatically from 30°C to 100°C. If the mass of air being compressed is 5 kg, find the change of entropy.","[""1.039 kJ\/K"",""0.746 kJ\/K"",""0"",""1.245 kJ\/K""]",2
"Two kilogram of air in a rigid tank changes its temperature from 32°C to 150°C. Find the work done during the process.","[""236"",""170"",""195"",""0""]",3
"Determine the atmospheric pressure at a location where barometric reading is 740 mm Hg and gravitational acceleration is g = 9.7 m/s<sup>2</sup>. Assume the temperature of mercury to be 10°C, at which the density is 13,570 kg/m<sup>3</sup>.","[""99.45 kPa"",""97.41 kPa"",""95.44 kPa"",""98.66 kPa""]",1
"The barometer of a mountain hiker reads 930 mbars at the beginning of a hiking trip and 780 mbars at the end. Neglecting the effect of altitude on local gravitational acceleration, determine the vertical distance climbed. Assume g = 9.7 m/s<sup>2</sup>.","[""1274.21 m"",""1289.00 m"",""1267.34 m"",""1583.34 m""]",1
"The lower half of a 10 m high cylindrical container is filled with water and the upper half with oil that has SG = 0.85. Determine the pressure difference between the top and bottom if<br/>
the cylinder.","[""90.74 kPa"",""92.74 kPa"",""83.38 kPa"",""98.10 kPa""]",0
"An ideal gas at 0.80 atmospheres and 87°C occupies 0.450 liter. How many moles are in the sample? (R = 0.0821 liter-atm/mole-K).","[""0.0002 mole"",""0.0378 mole"",""0.0122 mole"",""0.0091 mole""]",2
"A certain gas at 101.325 kPa and 10°C whose volume is 2.83 m<sup>3</sup> capacity. Before admission, the storage vessel contained gas at a pressure and temperature of 137.8 kPa and 26°C; after admission, the pressure increased to 1171.8 kPa. What should be the final temperature of the gas in the vessel in Kelvin?","[""298.0"",""319.8"",""180.0"",""314.2""]",3
"A perfect gas has a value of R = 58.8 ft-lb/lb.-°R and k = 1.26. If 20 Btu are added to 10 lbs. of this gas at constant volume when initial temperature is 90°F, find the final temperature.","[""97\u00b0F"",""104\u00b0F"",""154\u00b0F"",""185\u00b0F""]",0
"Ammonia weighing 22 kg is confirmed inside a cylinder equipped with a piston has an initial pressure of 413 kPa at 38°C. If 3200 kJ of heat is added to the ammonia until its final pressure and temperature is 413 kPa and 100°C, respectively. What is the amount of work done by the fluid in kJ?","[""667"",""304"",""420"",""502""]",0
"A tank contains 90 ft<sup>3</sup> of air at a pressure of 350 psig; if the air is cooled until its pressure and temperature decreases at 200 psig and 70°F respectively, what is the decrease in internal energy?","[""6232.09 Btu"",""-5552 Btu"",""5552 Btu"",""-6232.09 Btu""]",3
"A large mining company was provided with a 3 m<sup>3</sup> of compressed air tank. Air pressure in the tank drops from 700 kPa to 150 kPa while the temperature remains constant at 28°C. What percentage has the mass of air in the tank been reduced?","[""74.09"",""72.45"",""76.56"",""78.57""]",3
"A 4 m<sup>3</sup>/hr. pump delivers water to a pressure tank. At the start, the gage read 138 kPa until it reads 276 kPa and then the pump was shut off. The volume of the tank is 180 liters. At 276 kPa, the water occupied 2/3 of the tank volume. Determine the volume of the water that can be taken out until the gage reads 138 kPa.","[""31.20 liters"",""34.59 liters"",""16.87 liters"",""29.50 liters""]",1
"A refrigeration plant is rated at 15 tons capacity. How many pounds of air per hour will it cool from 70°F to 90°F at constant temperature?","[""50,000 lb.\/hr."",""37,500 lb.\/hr."",""52,000 lb.\/hr."",""45,000 lb.\/hr.""]",1
"An air standard engine has a compression ratio of 18 and a cut-off ratio of 4. If the intake air pressure and temperature are 100 kPa and 27°C, find the work in kJ per kg.","[""2976"",""2166"",""1582"",""2751""]",2
"Determine the air-standard efficiency of an engine operating on the diesel cycle with a clearance of 6% when the suction pressure is 99.7 kPa and the fuel is injected for 7% of the stroke. Assume k = 1.4.","[""62.11%"",""51.20%"",""73.58%"",""60.02%""]",0
"A refrigerating system operates on the reversed Carnot Cycle. The higher temperature of the refrigerant in the system is 120°F and the lower is10°F.The capacity is 20 tons. Neglect losses. Determine the coefficient of performance.","[""2.732"",""5.373"",""7.372"",""4.273""]",3
"T<sub>2</sub> = 76°F + 460 = 536°R","[""34.47 psig"",""49.17 psig"",""35.00 psig"",""34.30 psig""]",0
"Steam enters a turbine stage with an enthalpy of 3700 kJ/kg and a velocity of 80 m/s and leaves with an enthalpy of 2864 kJ/kg with a velocity of 12.8 m/s. If the rate of a steam flow through the turbine is 0.44 kg/s, what is the work done in kW?","[""365 kW"",""365.64 kW"",""366.0 kW"",""366.50 kW""]",1
"Aluminum has a specific heat of 0.902 J/g -°C. How much heat is lost when a piece of aluminum with a mass of 23.984 g cools from a temperature of 415.0°C to a temperature of 22.0°C?","[""8500 J"",""6000 J"",""80000 J"",""7500 J""]",0
"If the temperature of an air parcel is -20.5°C, and its density is 0.690 kg/m<sup>3</sup>, what is the pressure of the air parcel?","[""40 kPa"",""50 kPa"",""60 kPa"",""70 kPa""]",1
"A 35.0 mL sample of gas is enclosed in a flask at 22 degrees Celsius. If the flask was placed in an ice bath at 0 degrees Celsius, what would the new gas volume be if the pressure is held constant?","[""34.1 mL"",""32.1 mL"",""32.39 mL"",""33.1 mL""]",2
"A car engine with a power output of 65 hp has a thermal efficiency of 24%. Determine the fuel consumption rate of this car if the fuel has a heating value of 19,000 Btu/lb m.","[""36.28 lb<sub>m<\/sub>\/hr"",""37.28 lb<sub>m<\/sub>\/hr"",""37.28 lb<sub>m<\/sub>\/hr"",""35.30 lb<sub>m<\/sub>\/hr""]",0
"The thermal efficiency of a Carnot cycle operating between 170°C and 620°C is closest to:","[""44%"",""50%"",""63%"",""73%""]",1
"Compute the humidity ratio of air at 70% relative humidity and 25°C when the barometric pressure is 101.325 kPa. From the steam tables: P<sub>sat</sub> @ 34 °C = 3.169 kPa.","[""0.014 kg<sub>water vapor<\/sub>\/kg<sub>dry air<\/sub>"",""0.14 kg<sub>water vapor<\/sub>\/kg<sub>dry air<\/sub>"",""1.4 kg<sub>water vapor<\/sub>\/kg<sub>dry air<\/sub>"",""0.0014 kg<sub>water vapor<\/sub>\/kg<sub>dry air<\/sub>""]",0
"A pressure gauge registers 50 psig in a region where the barometer reads 14.8 psia. Find the absolute pressure in kPa.","[""666.66 kPa"",""556.66 kPa"",""446.66 kPa"",""336.66 kPa""]",2
"Consider 1 kg of air at 32°C that expanded by a reversible polytropic process with n = 1.25 until the pressure is halved. Determine the heat transfer. Specific heat at constant volume for air is 0.1786 kJ/kg-K.","[""17.02 kJ heat rejected"",""7.05 kJ heat rejected"",""17.02 kJ heat added"",""7.05 kJ heat added""]",2
"A Carnot cycle uses nitrogen (k = 1.399) as the working substance. The heat supplied is 54 kJ and the adiabatic expansion ratio is 10. Determine the heat rejected.","[""10 kJ"",""32.4 kJ"",""21.6 kJ"",""54 kJ""]",2
"A tank contains 20 kg of air at 200 kPa (gage) and 23°C. During the heating process the temperature of air rises. For safety purposes a technician installed a relief -type valve so that pressure of air inside the tank never exceeds 260 kPa (gage). At what air temperature the relief valve will start releasing air?","[""112\u00b0C"",""92\u00b0C"",""82\u00b0C"",""102\u00b0C""]",2
"An air compressor takes in 9 kg/min of air at 98 kPa; υ<sub>1</sub> = 0.125 m<sup>3</sup>/kg and discharges it at 680 kPa; υ<sub>2</sub> = 0.03 m<sup>3</sup>/kg. The increase of internal energy is 93 kJ/kg and the work done on air is 163 kJ/kg; the change in potential and kinetic energy are neglected. How much heat is transferred per kg of air?","[""264.15 kJ\/kg"",""61.85 kJ\/kg"",""288.65 kJ\/kg"",""78.15 kJ\/kg""]",1
"During a reversible process, there are abstracted 317 kJ/s from 1.134 kg/s of a certain gas while the temperature remains constant at 26.7°C. For this gas c<sub>p</sub> = 2.232 and c<sub>v</sub> = 1.713 kJ/kg-K. The initial pressure is 586 kPa. Determine the final volume flow rate.","[""0.301 m<sup>3<\/sup>\/s"",""0.03 m<sup>3<\/sup>\/s"",""0.5 m<sup>3<\/sup>\/s"",""0.05 m<sup>3<\/sup>\/s""]",3
"Flow of water in a pipe has a velocity at 10 meters per second. Determine the velocity head of the water.","[""50.1 meters"",""5.10 meters"",""8.20 meters"",""100 meters""]",1
"A Diesel cycle has a cut-off ratio of 2.20 and a compression ratio of 10. Find the cycle efficiency.","[""55.10%"",""59.735%"",""52.23%"",""62.37%""]",2
"A diesel cycle has an initial temperature of 27°C. If the cut-off ratio is 2.50 and compression ratio is 12, find the maximum cycle temperature.","[""1634.4\u00b0C"",""1753.44\u00b0C"",""2010.3\u00b0C"",""1983.4\u00b0C""]",1
"A diesel cycle, which takes in air at 1 bar and 26°C, has a compression ratio of 19. Calculate the operating clearance in percent.","[""8.08"",""8.56"",""7.52"",""5.55""]",3
"An Otto cycle has an initial pressure of 100 kPa and has a pressure of 400 kPa after adiabatic compression. Find the cycle efficiency.","[""32.70%"",""34.70%"",""36.70%"",""38.70%""]",0
"An Otto cycle has a clearance of 8% and heat added of 1000 kJ. Find the heat rejected.","[""564 kJ"",""353 kJ"",""709 kJ"",""867 kJ""]",1
"An Otto cycle has a heat rejected of 300 kJ and work of 700 kJ. Find the cycle efficiency.","[""56%"",""60%"",""70%"",""50%""]",2
"An Otto cycle has a pressure ratio of 7. What is the cycle compression ratio?","[""5.18"",""6.34"",""7.34"",""4.01""]",3
"Find the power of a rotating shaft which develops a torque of 188 N-m at 1350 rpm.","[""101.54 hp"",""53.63 hp"",""63.35 hp"",""35.63 hp""]",3
"Determine the pressure exerted on a diver at 30 m below the free surface of the sea. Assume a barometric pressure of 101 kPa and the specific gravity of sea water is 1.03.","[""404 kPa"",""410 kPa"",""420 kPa"",""430 kPa""]",0
"An air compressor has an inlet enthalpy of 35 Btu/lb and an exit enthalpy of 70 Btu/lb. The mass flow rate of air is 3 lb/s. If the heat loss is 466.62 Btu/min, find the work input to the compressor.","[""139.59 hp"",""149.59 hp"",""159.59 hp"",""169.59 hp""]",2
"An automobile tire is inflated to 35 psig at 54°F. After being driven, the temperature rises to 80°F. Determine the final gage pressure assuming that the tire is inflexible.","[""36.51 psig"",""37.51 psig"",""38.51 psig"",""39.51 psig""]",1
"A condenser vacuum gauge reads 600 mm Hg when the barometer reads 760 mm Hg. What is the absolute condenser pressure in bar?","[""0.0213"",""0.061"",""0.213"",""0.610""]",2
"Water flows in a pipe at the rate of 10 kg/s. If the velocity of flow is 10 m/s, find the pipe diameter.","[""30.23 mm"",""35.68 mm"",""38.39 mm"",""42.39 mm""]",1
"What is the resulting pressure when one kilogram of air at 104 kPa and 98°C is heated at constant volume to 450°C?","[""202.67 kPa"",""194.67 kPa"",""186.53 kPa"",""198.65 kPa""]",0
"Determine the degrees of superheat of steam at 101.325 kPa and 170°C.","[""50\u00b0C"",""70\u00b0C"",""60\u00b0C"",""80\u00b0C""]",1
"Calculate the approximate enthalpy of water at 90°C.","[""366.83 kJ\/kg"",""376.83 kJ\/kg"",""386.83 kJ\/kg"",""396.83 kJ\/kg""]",1
"A Carnot cycle operates between 30°C and 350°C. Find the cycle efficiency.","[""51.36%"",""63.45%"",""45.37%"",""76.45%""]",0
"A Carnot cycle has a maximum temperature of 550°F and minimum temperature of 100°F. If the heat added is 4200 Btu/min, find the horsepower output of the engine.","[""34.53"",""40.56"",""44.13"",""65.40""]",2
