question,A,B,C,D,E,answer,explanation
<p>Doubling the voltage gain causes a ________ dB ________.</p>,"10, increase","6, increase","10, decrease","6, decrease",,B,
<p>________ frequencies are values of frequency at which the RC circuits reduce the voltage gain to 70.7% of its midrange value.</p>,Critical,Cutoff,Corner,all of the above,,D,
<p>A roll-off of 20 dB per decade is equivalent to a roll-off of ________ per octave.</p>,3 dB,13 dB,12 dB,6 dB,,D,
"<p>An amplifier has an R<sub>in</sub> = 1.2 k<img src=""/_files/images/electronic-devices-and-circuit-theory/omega.gif""/>. The coupling capacitor is 1 <img src=""/_files/images/electronic-devices-and-circuit-theory/mu.gif""/>F. Determine the approximate lower cutoff frequency.</p>",133 Hz,1.33 kHz,13.3 kHz,133 kHz,,A,
"<p>Refer to this figure. The output voltage at f<sub>cl</sub> = 12 mV. What is the output voltage at the midpoint frequency?

<br/><br/><img src=""/_files/images/electronic-devices-and-circuit-theory/mcq10_1011_1.jpeg""/></p>",12 mV,12 mV p-p,16.97 mV,8.48 mV,,C,
<p>Each RC circuit causes the gain to drop at a rate of ________ dB/decade.</p>,20,10,6,none of the above,,A,
<p>The phase shift through the input of an RC circuit approaches ________° as the frequency approaches zero.</p>,0,45,180,90,,D,
<p>A certain amplifier has a bandwidth of 22.5 kHz with a lower cutoff frequency of 600 Hz. What is the value of f<sub>cu</sub>?</p>,600 Hz,22.5 kHz,23.1 kHz,21.9 kHz,,C,
<p>Internal transistor junction capacitances affect the high-frequency response of amplifiers by</p>,reducing the amplifier's gain.,introducing phase shift as the signal frequency increases.,having no effect.,reducing the amplifier's gain and introducing phase shift as the signal frequency increases.,,D,
<p>What is the method that can be used to determine the values of f<sub>cl</sub> and f<sub>cu</sub> of an amplifier?</p>,five time constants,step-response,sinusoidal,,,B,
<p>An amplifier has an input signal voltage of 0.054 mV. The output voltage is 12.5 V. The voltage gain in dB is</p>,53.6 dB.,107.3 dB.,231 dB.,116 dB.,,B,
<p>The lower critical frequency is also known as the</p>,break frequency.,cutoff frequency.,corner frequency.,all of the above,,D,
"<p>Refer to this figure. The capacitor C<sub>3</sub> affects

<br/><br/><img src=""/_files/images/electronic-devices-and-circuit-theory/mcq10_1011_1.jpeg""/></p>",high-frequency response.,low-frequency response.,midrange response.,nothing.,,B,
<p>An RC network has a roll-off of 20 dB per decade. What is the total attenuation between the output voltage in the midrange of the passband as compared to the output voltage at a frequency of 10 times f<sub>c</sub>?</p>,–3 dB,–20 dB,–23 dB,–43 dB,,B,
<p>It is often convenient in amplifiers to assign a certain value of gain as the ________ dB reference.</p>,0,1,6,10,20,A,
