question,A,B,C,D,E,answer,explanation
<p>The resistivity of copper is:</p>,"9.9 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","10.7 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","16.7 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","17.0 <img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>",,B,
<p>How do fixed resistors usually fail?</p>,slowly over time,by increasing their value,by becoming an open circuit,by increasing their value and becoming an open circuit,,C,
"<p>With Ohm's law, if voltage increases and resistance stays the same:</p>",current remains the same,power decreases,current increases,resistance decreases,,C,
<p>Which formula shows a direct proportionality between power and voltage?</p>,V = IR,P = VI,P = IR,I = V/R,,B,
"<p>With 1 mA of current, what wattage rating should a 470 ohm resistor have?</p>",1/4 watt,1/2 watt,1 watt,2 watts,,A,
"<p>How is a 3.9 k<img alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/> resistor color-coded?</p>","red, white, red, gold","red, green, orange, silver","orange, white, red, gold","orange, green, orange, silver",,C,
<p>What resistor type is found in SIPs and DIPs?</p>,metal film,wirewound,metal oxide,thick film,,D,
<p>Ohm's law is not:</p>,V = IR,I = V/R,R = IV,R = V/I,,C,
<p>What are the two major categories for resistors?</p>,low and high ohmic value,commercial and industrial,low and high power value,fixed and variable,,D,
<p>How many connections does a potentiometer have?</p>,1,2,3,4,,C," A potentiometer uses three connections, as opposed to a rheostat, which only employs two. Having three connections allows the potentiometer to vary voltage. Both the potentiometer and the rheostat are classified as variable resistors. "
"<p>What current is flowing in the circuit?<br/><br/> <img alt=""mcq2_1002_1.jpg"" src=""/_files/images/basic-electronics/complete/mcq2_1006_1.jpg""/></p>",288 kA,2 kA,50 mA,"500 <img align=""absmiddle"" alt=""mu.gif"" src=""/_files/images/basic-electronics/complete/mu.gif""/>A",,D,
<p>The six basic forms of energy are:</p>,"light, sun, magnetic, chemical, electrical, and mechanical","electrical, mechanical, light, heat, magnetic, and chemical","electrical, mechanical, sun, heat, chemical, and light","potential, sun, light, chemical, electrical, and mechanical",,B,
<p>How much energy is stored if 6.24 x 10<sup>18</sup> electrons are stored in 4 volts?</p>,4 joules,1.56 x 10<sup>18</sup> electrons,1.56 coulombs,2.496 x 10<sup>19</sup> electrons,,A,
<p>With Ohm's law:</p>,current is inversely proportional to resistance,resistance is directly proportional to voltage,voltage is indirectly proportional to power,current is directly proportional to resistance,,A,
<p>Power is defined as:</p>,the rate at which energy is used,watts,energy,the rate at which energy is generated,,A,
<p>What is the most commonly used conductor in electronics?</p>,aluminum,copper,gold,silver,,B,
"<p>With Ohm's law, no change in resistance means that current and voltage will be:</p>",directly proportional,unable to produce energy,the same,inversely proportional,,A,
<p>A potentiometer has how many leads?</p>,1,2,3,4,,C,
<p>What is the ratio of 13 to 47 expressed in percent?</p>,2.76%,27.7%,3.60%,36.1%,,B,
<p>What happens to current and resistance if the voltage doubles?</p>,Current doubles and resistance doubles.,Current doubles and resistance is halved.,Current remains the same and resistance doubles.,Current doubles and resistance remains the same.,,D,
<p>One problem with mechanically variable resistors is noticeable in audio circuits as:</p>,scratchy noise,lack of bass response,variable volume,too much treble response,,A,
"<p>A color code of orange, orange, orange is for what ohmic value?</p>",22 kilohms,3300 ohms,44000 ohms,33 kilohms,,D,
"<p>A conductor's cross-sectional area in circular mils for <img align=""absmiddle"" alt=""onehalf.gif"" src=""/_files/images/basic-electronics/complete/onehalf.gif""/> inch is:</p>",500 cmils,"100,000 cmils","1,000,000 cmils","500,000,000 cmils",,C,
"<p>If a variable resistor's resistance varies in a nonuniform manner as the shaft is moved, it is considered to be:</p>",linear,defective,not wirewound,tapered,,D,
<p>Power is measured in units of:</p>,joules x charge,joules/work,joules x voltage,joules/time,,D,
<p>How many basic types of resistors exist?</p>,1,2,3,4,,B,
"<p>With a complex circuit, a supply source senses:</p>",open circuit components,when voltages need to be increased,only a single resistive connection,when complex currents are needed,,C,
"<p>How many ohms of resistance allows a current of 720 <img alt=""mu.gif"" src=""/_files/images/basic-electronics/complete/mu.gif""/>A to flow when 3.6 kV is applied?</p>","200 n<img alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","5 k<img alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","200 k<img alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","5 M<img alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>",,D,
<p>Which is the most important step utilized when measuring resistors?</p>,use the highest possible scale,keep test leads short,zero the meter before using,remove power from the circuit,,D,
<p>Components designed to oppose the flow of current are called:</p>,insulators,conductors,resistors,heat exchangers,,C,
"<p>How many amps are used by a 100 watt, 120 volt light bulb?</p>",1.2 amps,12000 amps,830 mA,12 amps,,C,
"<p>The source is 24 volts and the load resistance is 100 <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/omega.gif""/>. What is the load current?</p>",2.4 A,240 mA,24 mA,2.4 mA,,B,
<p>Resistors are identified as to wattage by:</p>,size,color code,types of materials,internal construction,,A,
<p>What type of resistors have a tolerance rating of 5% or greater?</p>,precision,SIP,general-purpose,wirewound,,C,
"<p>Resistor tolerance is either printed on the component, or is provided by:</p>",keyed containers,size,color code,ohmmeter reading,,C,
<p>How many connections does a rheostat have?</p>,1,2,3,4,,B,
<p>What are the parts of a rheostat?</p>,wiper and resistor track,solenoid and armature,contact and wire wound,center tape and wiper,,A,
<p>The load resistance increases. How will the load current change?</p>,vary,remain constant,increase,decrease,,D,
"<p>What is the power dissipated by a 1.2 k<img alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/> resistor with 12 volts across it?</p>",12 W,1.2 W,.12 W,12 mW,,C,
<p>How many joules of energy will a 10 W lamp dissipate in one minute?</p>,10 joules,60 joules,600 joules,3600 joules,,C,
<p>Which type of test equipment is used to measure resistors?</p>,ohmmeter,ammeter,voltmeter,watt meter,,A,
<p>Resistance is:</p>,the opposition to current flow accompanied by the dissipation of heat,"symbolized by R, measured in ohms, and directly proportional to conductance",directly proportional to current and voltage,represented by the flow of fluid in the fluid circuit,,A,
<p>Electrical equipment is protected against excessive current by a(n):</p>,fusible wire link,insulated glass container,metal ended coil,circuit opener,,A,
"<p>If resistance decreases, then current will:</p>",decrease,increase,remain the same,double,,B,
<p>A wire with a smaller cross-sectional area will produce:</p>,less heat,more conductance,less resistance,more heat,,D,
<p>A 22-gauge wire will have a diameter in mils of:</p>,10.03,22.35,45.26,71.96,,B,
<p>The word <i>work</i> means that:</p>,energy has been transferred,it is inversely related to energy,no energy has been transferred,work and energy are not related,,A,
<p>A good fuse will have:</p>,zero ohms resistance,a medium resistance,a high resistance,an infinite resistance,,A,
<p>What property does an incandescent lamp possess?</p>,cold resistance,hot resistance,ballast resistance,both cold and hot resistance,,D,
<p>One advantage of a carbon film resistor over a carbon composition resistor is:</p>,less circuit noise,smaller size,higher wattage,poor tolerance,,A,
"<p>If a metallic conductor has a positive temperature coefficient of resistance, then:</p>","as temperature increases, resistance decreases","as current increases, resistance decreases","as voltage increases, current increases","as temperature increases, resistance increases",,D,
"<p>What value of a <img align=""absmiddle"" src=""/_files/images/basic-electronics/complete/mcq2_1037_1.gif""/> 1.3 k<img alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/> resistor as measured by a digital voltmeter would be considered within tolerance?</p>","1234 <img alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","1235 <img alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","1366 <img alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>","1367 <img alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/>",,B,
"<p>If a calculator display was ""0.00263,"" what would this answer be in percent?</p>",0.026%,0.26%,2.63%,26.3%,,B,
"<p>A 33 k<img align=""absmiddle"" alt=""omega.gif"" src=""/_files/images/basic-electronics/complete/omega.gif""/> resistor with a 20% tolerance checks out as ok with which of the following ohmmeter readings?</p>",26400 ohms,24183 ohms,6600 ohms,39970 ohms,,A,
"<p>For P = V<sup>2</sup>/R, a decrease in resistance should produce:</p>",a decrease in power,an increase in ohms,an increase in power,a decrease in current,,C,
"<p>After a lamp is turned on, its filament resistance will change to become:</p>",less resistive,cooler,brighter,more resistive,,D,
<p>Wirewound resistors are usually used in circuits that have:</p>,high current,negative temperature coefficients,low power,high voltage,,A,
<p>How is power dissipated in a resistor?</p>,by resistance,by voltage,by current,by heat,,D,
<p>Resistance in a circuit is:</p>,opposition to current,opposition to voltage,the same as current,the same as voltage,,A,
<p>The unit designator for resistance value is the:</p>,ampere,ohm,volt,watt,,B,
<p>One ampere of current flowing through one ohm of resistance is equal to:</p>,1 horsepower,1 Btu,1 watt,1 joule,,C,
<p>Good insulators:</p>,have few electrons in their outer shells,have a large dielectric strength,have a small breakdown voltage,have many electrons in the nucleus,,B,
