question,A,B,C,D,E,answer,explanation
<p>The term bipolar reflects the fact that ________ and ________ participate in the injection process into the oppositely polarized material.</p>,"holes, neutrons","holes, electrons","neutrons, electrons",None of the above,,B,
<p>In the saturation region the collector-base junction is ________-biased and the base-emitter junction is ________-biased for a transistor.</p>,"reverse, forward","forward, reverse","reverse, reverse","forward, forward",,D,
<p>The step function (per step) of a curve tracer reveals the scale for ________.</p>,collector current I<sub>C</sub>,V<sub>CE</sub> voltage,base current I<sub>B</sub>,All of the above,,C,
<p>The base current is the ________ of the emitter and collector currents.</p>,sum,difference,product,None of the above,,B,
<p>The outer layers of a transistor are ________ the sandwiched layer.</p>,much smaller than,the same as,much larger than,None of the above,,C,
<p>Typical values of voltage amplification for the common-base configurations vary from ________ and the current gain is always ________ .</p>,"less than 1, 50 to 300","50 to 300, larger than 1","50 to 300, less than 1","larger than 1, 50 to 300",,C,
"<p>If a value of <img src=""/_files/images/electronic-devices-and-circuit-theory/beta.gif""/> is specified for a particular transistor configuration it will normally be used for ________ calculations.</p>",ac,dc,ac and dc,None of the above,,C,
<p>The level of ________ is determined and displayed by advanced digital meters if using diode-testing mode.</p>,V<sub>BE</sub>,I<sub>C</sub>,I<sub>B</sub>,I<sub>E</sub>,,A,
<p>The doping of the sandwiched layer is ________ that of the outer layers.</p>,considerably less than,the same as,considerably more than,None of the above,,A,
<p>The lower doping level ________ the conductivity and ________ the resistivity of the material.</p>,"increases, decreases","increases, increases","decreases, decreases","decreases, increases",,D,
<p>The leads of a transistor are typically made of ________.</p>,gold,aluminum,nickel,All of the above,,B,
"<p>If the positive lead of an ohmmeter is connected to the base and the negative lead to the emitter, a low resistance reading would indicate a ________ transistor and a high resistance reading would indicate a ________ transistor.</p>","<i>npn, pnp</i>","<i>pnp, npn</i>","<i>npn, npn</i>","<i>pnp, pnp</i>",,A,
<p>The active region of a transistor is bounded by the ________.</p>,cutoff region,saturation region,power dissipation curve,All of the above,,D,
<p>All amplifiers should have at least ________ terminals with ________ terminal(s) controlling the flow between ________ other terminal(s).</p>,"2, 1, 1","3, 1, 2","3, 2, 1","3, 0, 3",,B,
"<p>The ""on"" and ""off"" characteristics refer to ________ limits while the small-signal characteristics indicate the parameters of importance to ________ operation.</p>","ac, dc","dc, ac","ac, dc and ac","dc and ac, dc",,B,
<p>An OL indication on an advanced digital meter indicates ________ while checking a transistor.</p>,forward bias,reverse bias,definitely a defective transistor,None of the above,,B,
<p>The common-collector configuration has a ________ input impedance and a ________ output impedance.</p>,"low, high","high, low","high, high","low, low",,B,
<p>For practical transistors the level of alpha typically extends from ________ to ________ with most approaching the higher end of the range.</p>,"0.0, 1","0.90, 0.998","50, 400",None of the above,,B,
<p>One <i>p-n</i> junction of a transistor is ________-biased and the other one is ________-biased in the active region.</p>,"reverse, reverse","forward, forward","reverse, forward",None of the above,,C,
<p>There is(are) ________ in the internal construction of a TO-92 package.</p>,gold bond wires,a copper frame,epoxy encapsulation,All of the above,,D,
<p>The ________ region is the region normally employed for linear (undistorted) amplifiers.</p>,active,cutoff,saturation,All of the above,,A,
<p>The magnitude of the base current is typically on the order of ________ as compared to ________ for the emitter.</p>,"<img src=""/_files/images/electronic-devices-and-circuit-theory/mu.gif""/>A, <img src=""/_files/images/electronic-devices-and-circuit-theory/mu.gif""/>A","<img src=""/_files/images/electronic-devices-and-circuit-theory/mu.gif""/>A, mA","mA, <img src=""/_files/images/electronic-devices-and-circuit-theory/mu.gif""/>A","mA, mA",,B,
<p>In the cutoff region the collector-base junction is ________-biased and the base-emitter junction is ________-biased for a transistor.</p>,"reverse, forward","forward, reverse","reverse, reverse","forward, forward",,C,
<p>The level of ________ is determined and displayed by advanced digital meters.</p>,V<sub>CE</sub>,I<sub>B</sub>,I<sub>C</sub>,"<img src=""/_files/images/electronic-devices-and-circuit-theory/beta.gif""/><sub>dc</sub>",,D,
"<p>When checking a transistor by ohmmeter, a relatively ________ resistance is displayed for a forward-biased junction and ________ resistance for a reverse-biased junction.</p>","low, very high","low, low","high, high","high, very low",,A,
