question,A,B,C,D,E,answer,explanation
<p>Power required to drive a centrifugal pump is directly proportional to __________ of its impeller.</p>,diameter,square of diameter,cube of diameter,fourth power of diameter,,D,
<p>The mechanical efficiency of an impulse turbine is</p>,ratio of the actual power produced by the turbine to the energy actually supplied by the turbine,ratio of the actual work available at the turbine to the energy imparted to the wheel,ratio of the Work done on the wheel to the energy of the jet,none of the above,,B,
<p>The overshot water wheels are those in which the wheel runs entirely by the __________ of water.</p>,weight,impulse,,,,A,
"<p>In a Kaplan turbine runner, the number of blades are generally between</p>",2 to 4,4 to 8,8 to l6,16 to 24,,B,
"<p>If <i>H<sub>g</sub></i> is the gross or total head and <i>h<sub>f</sub></i> is the head lost due to friction, then net or effective head (<i>H</i>) is given by</p>",<i>H</i> = <i>H<sub>g</sub></i>/<i>h<sub>f</sub></i>,<i>H</i> = <i>H<sub>g</sub></i> x <i>h<sub>f</sub></i>,<i>H</i> = <i>H<sub>g</sub></i> + <i>h<sub>f</sub></i>,<i>H</i> = <i>H<sub>g</sub></i> - <i>h<sub>f</sub></i>,,D,
<p>Discharge of a centrifugal pump is</p>,directly proportional to diameter of its impeller,inversely proportional to diameter of its impeller,directly proportional to (diameter)<sup>2</sup> of its impeller,inversely proportional to (diameter)<sup>2</sup> of its impeller,,C, <p><b>Discharge</b> of a centrifugal pump is directly proportional to (Diameter)^2 of its impeller.</p> <p><b>Head</b> of a centrifugal pump is directly proportional to (Diameter)^2 of its impeller.</p> <p><b>Power Developed</b> of a centrifugal pump is directly proportional to (Diameter)^4 of its impeller.</p> 
<p>A Pelton wheel develops 1750 kW under a head of 100 metres while running at 200 r.p.m. and discharging 2500 litres of water per second. The unit power of the wheel is</p>,0.25 kW,0.75 kW,1.75 kW,3.75 kW,,C,
<p>The static head of a centrifugal pump is equal to the __________ of suction head and delivery head.</p>,product,difference,sum,,,C,
<p>The ratio of actual work available at the turbine to the energy imparted to the wheel is known as __________ efficiency.</p>,hydraulic,mechanical,overall,,,B,
"<p>Geometric similarity is said to exist between the model and the prototype, if both of them</p>",have identical velocities,are equal in size and shape,"are identical in shape, but differ only in size",have identical forces,,C,
<p>The speed of a turbine runner is</p>,directly proportional to <i>H</i><sup>1/2</sup>,inversely proportional to <i>H</i><sup>1/2</sup>,directly proportional to <i>H</i><sup>3/2</sup>,inversely proportional to <i>H</i><sup>3/2</sup>,,A,
"<p>A ship with jet propulsion draws water through inlet orifices at right angles to the direction of its motion. The propelling force of the jet is (where <i>a</i> = Area of the jet, <i>V<sub>r</sub></i> = Relative velocity of the jet and ship = <i>V</i> + <i>v</i>, <i>v</i> = Velocity of the ship, and <i>V</i> = Velocity of the jet issuing from the ship)</p>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/191-10-1.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/191-10-2.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/191-10-3.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/191-10-4.png""/>",,B,
<p>Discharge of a centrifugal pump is (where <i>N</i> = Speed of the pump impeller)</p>,directly proportional to <i>N</i>,inversely proportional to <i>N</i>,directly proportional to <i>N</i><sup>2</sup>,inversely proportional to <i>N</i><sup>2</sup>,,A,
"<p>In a reaction turbine, the draft tube is used</p>",to run the turbine full,to prevent air to enter the turbine,to increase the head of water by an amount equal to the height of the runner outlet above the tail race,to transport water to downstream,,C,
<p>The power produced by the reaction turbine is __________ to the head of water.</p>,directly proportional,inversely proportional,,,,A,
<p>Slip of a reciprocating pump is defined as the</p>,ratio of actual discharge to the theoretical discharge,sum of actual discharge and the theoretical discharge,difference of theoretical discharge and the actual discharge,product of theoretical discharge and the actual discharge,,C,
<p>The efficiency of a centrifugal pump will be maximum when the blades are bent backward.</p>,Yes,No,,,,A,
<p>Multi-stage centrifugal pumps are used to</p>,give high discharge,produce high heads,pump viscous fluids,all of these,,B,
"<p>The specific speed of a centrifugal pump, delivering 750 litres of water per second against a head of 15 metres at 725 r.p.m., is</p>",24.8 r.p.m.,48.2 r.p.m,82.4 r.p.m.,248 r.p.m,,C,
