question,A,B,C,D,E,answer,explanation
"<p>Slip of a reciprocating pump is negative, when</p>",suction pipe is short and pump is running at low speeds,delivery pipe is long and pump is running at high speeds,suction pipe is short and delivery pipe is long and the pump is running at low speeds,suction pipe is long and delivery pipe is short and the pump is running at high speeds,,D,
<p>Which of the following is not an impulse turbine?</p>,Girad turbine,Turgo turbine,Pelton wheel,Kaplan turbine,,D,
<p>A hydraulic accumulator is a device used to store __________ energy which may be supplied to a machine later on.</p>,strain,pressure,kinetic,,,B,
<p>The Furneyron turbine is __________ reaction turbine.</p>,an axial flow,an inward flow,an outward flow,a mixed flow,,C,
<p>The discharge through a turbine is</p>,directly proportional to <i>H</i><sup>1/2</sup>,inversely proportional to <i>H</i><sup>1/2</sup>,directly proportional to <i>H</i><sup>3/2</sup>,inversely proportional to <i>H</i><sup>3/2</sup>,,A,
<p>Which of the following pump is sucessfully used for lifting water to the boilers?</p>,Centrifugal pump,Reciprocating pump,Jet pump,Air-lift pump,,C,
<p>The efficiency of a reaction turbine for a given head __________ with the increase in speed.</p>,decreases,increases,,,,A,
"<p>In an impulse turbine, the pressure of water both at entering and leaving the vanes, is atmospheric.</p>",Agree,Disagree,,,,A,
<p>Which of the following pump is successfully used for lifting water from deep wells?</p>,Centrifugal pump,Reciprocating pump,Jet pump,Air lift pump,,D,
<p>The Thomson's turbine is __________ reaction turbine.</p>,an axial flow,an inward flow,an outward flow,a mixed flow,,B,
<p>Manometric head is the actual head of water against which a centrifugal pump has to work.</p>,Correct,Incorrect,,,,A,
<p>The hydraulic efficiency of an impulse turbine is the</p>,ratio of the actual power produced by the turbine to the energy actually supplied by the turbine,ratio of the actual work available at the turbine to the energy imparted to the wheel,ratio of the work done on the wheel to the energy of the jet,none of the above,,C,
<p>The overall efficiency for a Pelton wheel lies between</p>,0.50 to 0.65,0.65 to 0.75,0.75 to 0.85,0.85 to 0.90,,D,
<p>Which of the following statement is wrong ?</p>,The reaction turbines are used for low head and high discharge.,The angle of taper on draft tube is less than 8°.,An impulse turbine is generally fitted slightly above the tail race.,A Francis turbine is an impulse turbine.,,D,
<p>Which of the following statement is correct as regard to water wheels?</p>,They have slow speeds.,They are suitable even for low water heads.,"They give constant efficiency, even if the discharge is not constant",all of the above,,D,
"<p>The efficiency of a hydraulic press is given by (where <i>W</i> = Weight lifted by ram, <i>P</i> = Force applied on plunger, <i>A</i> = Area of ram, and <i>a</i> = Area of plunger)</p>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/205-164-1.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/205-164-2.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/205-164-3.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/205-164-4.png""/>",,C,
<p>Braking jet in an impulse turbine is used</p>,to break the jet of water,to bring the runner to rest in a short time,to change the direction of runner,none of these,,B,
<p>The water in a jet propelled boat is drawn through the openings facing the direction of motion of the boat. The efficiency of propulsion is given by</p>,"<img src=""/_files/images/mechanical-engineering/hydraulic-machines/192-14-1.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/192-14-2.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/192-14-3.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/192-14-4.png""/>",,B,
<p>Head developed by a centrifugal pump is</p>,proportional to diameter of impeller,proportional to speed of impeller,proportional to diameter and speed of impeller,none of the above,,C,
"<p>The ratio of the normal force of jet of water on a plate inclined at an angle of 30° as compared to that when the plate is normal to jet, is</p>","1/<span class=""root"">2</span>",1/2,1,"<span class=""root"">2</span>",,B,
<p>A reciprocating pump is also called a __________ displacement pump.</p>,positive,negative,,,,A,
<p>The head available at the inlet of the turbine is known as net or effective head.</p>,Correct,Incorrect,,,,A,
"<p>In an axial flow reaction turbine, the water flows __________ to the axis of the wheel.</p>",parallel,perpendicular,,,,A,
"<p>The air vessel, in a reciprocating pump, is a cast iron closed chamber having an opening at its base.</p>",Agree,Disagree,,,,A,
<p>A double overhung Pelton wheel has</p>,two jets,two runners,four jets,four runners,,B,
<p>The specific speed (<i>N<sub>s</sub></i>) of a centrifugal pump is given by</p>,"<img src=""/_files/images/mechanical-engineering/hydraulic-machines/203-138-1.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/203-138-2.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/203-138-3.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/203-138-4.png""/>",,B,
<p>Which of the following hydraulic unit is used for transmitting increased or decreased torque to the driven shaft?</p>,Hydraulic ram,Hydraulic intensifier,Hydraulic torque converter,Hydraulic accumulator,,C,
"<p>The force exerted by a jet of water impinging normally on a plate which due to the impact of jet, moves in the direction of jet with a velocity <i>v</i> is</p>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/191-3-1.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/191-3-2.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/191-3-3.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/191-3-4.png""/>",,D,
"<p>In a reaction turbine, the water enters the wheel under pressure and flows over the vanes.</p>",Correct,Incorrect,,,,A,
"<p>If the ratio of all the corresponding linear dimensions are equal, then the model and the prototype are said to have</p>",geometric similarity,kinematic similarity,dynamic similarity,none of these,,A,
<p>The undershot water wheels are those in which</p>,the wheel runs entirely by the weight of water,the wheel runs entirely by the impulse of water,the wheel runs partly by the weight of water and partly by the impulse of water,none of the above,,B,
<p>A turbine is required to develop 1500 kW at 300 r.p.m. under a head of 150 m. Which of the following turbine should be used ?</p>,Pelton wheel with one nozzle,Pelton wheel with two or more nozzles,Kaplan turbine,Francis turbine,,A,
<p>Which of the following pump is suitable for small discharge and high heads?</p>,Centrifugal pump,Axial flow pump,Mixed flow pump,Reciprocating pump,,D,
<p>The gross or total head of the turbine is the __________ of the water levels at the head race and tail race.</p>,sum,difference,product,,,B,
"<p>The specific speed of a centrifugal pump may be defined as the speed of an imaginary pump, identical with the given pump, which will discharge one litre of water, while it is being raised through a head of one metre.</p>",True,False,,,,A,
<p>In an outward flow reaction turbine</p>,the water flows parallel to the axis of the wheel,the water enters at the centre of the wheel and then flows towards the outer periphery of the wheel,the water enters the wheel at the outer periphery and then flows towards the centre of the wheel,the flow of water is partly radial and partly axial,,B,
<p>A hydraulic press is a device used</p>,to store pressure energy which may be supplied to a machine later on,to increase the intensity of pressure of water by means of energy available from a large quantity of water at a low pressure,to lift larger load by the application of a comparatively much smaller force,all of the above,,C,
<p>The flow ratio in case of Francis turbine varies from</p>,0.15 to 0.3,0.4 to 0.5,0.6 to 0.9,1 to 1.5,,A,
<p>Which of the following turbine is preferred for a specific speed of 60 to 300 r.p.m.?</p>,Pelton wheel,Francis turbine,Kaplan turbine,none of these,,B,
<p>The number of buckets on the periphery of a Pelton wheel is given by</p>,"<img src=""/_files/images/mechanical-engineering/hydraulic-machines/194-40-1.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/194-40-2.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/194-40-3.png""/>","<img src=""/_files/images/mechanical-engineering/hydraulic-machines/194-40-4.png""/>",,C,
<p>The function of guide vanes in a reaction turbine is to</p>,allow the water to enter the runner without shock,"allow the water to flow over them, without forming eddies",allow the required quantity of water to enter the turbine,all of the above,,D,
