question,A,B,C,D,E,answer,explanation
<p>The reference fuels for knock rating of spark ignition engines would include</p>,iso-octane and alpha-methyl naphthalene,normal octane and aniline,iso-octane and normal hexane,normal heptane and iso-octane,,D,
<p>The diesel engines are also known as __________ engines.</p>,compression ignition,spark ignition,,,,A,
"<p>In a four stroke cycle, the minimum temperature inside the engine cylinder occurs at the</p>",beginning of suction stroke,end of suction stroke,beginning of exhaust stroke,end of exhaust stroke,,A,
"<p>In hit and miss governing, the fuel supply is cut-off completely during one or more number of cycles.</p>",Yes,No,,,,A,
<p>The thermal efficiency of a standard Otto cycle for a compression ratio of 5.5 will be</p>,25%,50%,70%,100%,,B,
<p>The ratio of the volume of charge admitted at N.T.P. to the swept volume of the piston is called</p>,mechanical efficiency,overall efficiency,volumetric efficiency,relative efficiency,,C,
<p>The exhaust valve in a four stroke cycle petrol engine</p>,opens at 50° before bottom dead centre and closes at 15° after top dead centre,opens at bottom dead centre and closes at top dead centre,opens at 50° after bottom dead centre and closes at 15° before top dead centre,may open and close anywhere,,A,
<p>Nuclear reactors are used</p>,to produce heat for thermoelectric power,to produce fissionable material,"to propel ships, submarines, aircrafts",all of these,,D,
<p>A moderator generally used in nuclear power plants is</p>,graphite,heavy water,concrete,graphite and concrete,,D,
<p>The predominent isotope of the naturally occuring element is</p>,U<sub>235</sub>,U<sub>238</sub>,Pu<sub>233</sub>,Pu<sub>239</sub>,,B,
"<p>The brake power of a diesel engine, keeping other parameters constant, can be increased by</p>",decreasing the density of intake air,increasing the temperature of intake air,increasing the pressure of intake air,decreasing the pressure of intake air,,C,
"<p>In diesel engines, the fuel is injected in the form of very fine spray, into the engine cylinder, which gets ignited due to high temperature of the compressed air.</p>",Agree,Disagree,,,,A,
"<p>Pre-ignition is caused by the spontantaneous combustion of the mixture before the end of the compression stroke, and is due to</p>",cylinder walls being too hot,overheated spark plug points,red hot carbon deposits on cylinder walls,any one of these,,D,
<p>The expansion of fuel in a four stroke cycle diesel engine</p>,starts at 15° before top dead centre and ends at 30° after top dead centre,starts at top dead centre and ends at 30° after top dead centre,starts at 15° after top dead centre and ends at 30° before bottom dead centre,may start and end anywhere,,C,
<p>The object of supercharging the engine is</p>,to reduce mass ofthe engine per brake power,to reduce space occupied by the engine,to increase the power output of an engine when greater power is required,all ofthe above,,D,
"<p>In open combustion chamber in diesel engines, the shape and layout of the piston crown, the inlet port and the valve produce the turbulent effect of fuel mixture.</p>",True,False,,,,A,
"<p>In a four stroke cycle petrol engine, the charge is ignited at</p>",30° before top dead centre,30° after top dead centre,30° before bottom dead centre,30° after bottom dead centre,,A,
"<p>A moderator, in nuclear power plants, is a medium introduced into the fuel mass in order to</p>",slow down the speed of fast moving neutrons,control the reaction,reduce the temperature,extract heat from nuclear reaction,,A,
"<p>Where reactor operation is designed with fast neutrons such as in reactors using highly enriched fuel, the moderator used is</p>",heavy water,graphite,carbon dioxide,no moderator is needed,,D,
"<p>In a diesel engine, the duration between the time of injection and ignition, is known as</p>",pre-ignition period,delay period,period of ignition,burning period,,B,
<p>The detonating tendency in petrol engines increases with increase of compression ratio.</p>,True,False,,,,A,
<p>Each fission of U<sub>235</sub> produces on the average __________ fast neutrons as a product of reaction.</p>,2.46,24.6,246,2460,,A,
<p>Reactors for propulsion applications are designed for</p>,any form of uranium,natura uranium,enriched uranium,plutonium,,C,
<p>The primary fuel used in nuclear power plants is</p>,U<sub>235</sub>,U<sub>238</sub>,Pu<sub>239</sub>,Pu<sub>233</sub>,,A,
"<p>In petrol engine, using a fixed octane rating fuel and fixed compression ratio, supercharging will __________ the knocking tendency.</p>",not effect,decrease,increase,,,C,
<p>Ordinary water is sometimes used as moderator when enriched uranium is used as a fuel in nuclear power plants.</p>,Yes,No,,,,A,
<p>The compensating jet in a carburettor supplies almost constant amount of petrol at all speeds because the</p>,jet area is automatically varied depending on the suction,the flow from the main jet is diverted to the compensating jet with increase in speed,the diameter of the jet is constant and the discharge coefficient is invariant,flow is produced due to the static head in the float chamber,,D,
<p>The effective inhibitor of pre-ignition is</p>,alcohol,water,lead,none of these,,B,
<p>The purpose of testing an internal combustion engine is</p>,"to determine the information, which can not be obtained by calculations","to conform the data used in design, the validity of which may be doubtful",to satisfy the customer regarding the performance of the engine,all of the above,,D,
<p>The thermal efficiency of diesel engines is about</p>,15%,30%,50%,70%,,D,
<p>A diesel engine has</p>,one valve,two valves,three valves,four valves,,C,
<p>The self ignition temperature of petrol is __________ as compared to diesel oil.</p>,same,lower,higher,,,C,
<p>The pressure inside the cylinder is __________ the atmospheric pressure during the exhaust stroke.</p>,equal to,below,above,,,C,
<p>The increase of cooling water temperature in petrol engine will __________ the knocking tendency.</p>,not effect,decrease,increase,,,C,
<p>A carburettor is used to supply</p>,"petrol, air and lubricating oil",air and diesel,petrol and lubricating oil,petrol and air,,D,
<p>U<sub>233</sub> is produced</p>,artificially,as basic raw material,when thorium is irradiated by neutrons,by fission of U<sub>238</sub>,,C,
"<p>The pressure at the end of compression, in diesel engines, is approximately</p>",10 bar,20 bar,25 bar,35 bar,,D,
<p>The detonation is also called knocking or pinking.</p>,Yes,No,,,,A,
<p>The pre-ignition occurs before the spark is produced whereas detonation develops after the introduction of spark.</p>,Agree,Disagree,,,,A,
<p>The energy released during the fission of one atom of Uranium - 235 in million electron volts is about</p>,100,200,300,400,,B,
<p>Morse test can be conducted for</p>,petrol engines,diesel engines,multi-cylinder engines,all of these,,C,
<p>The basic requirement of a good combustion chamber is</p>,minimum turbulence,low compression ratio,high thermal efficiency and power output,low volumetric efficiency,,C,
"<p>In a four stroke cycle petrol engine, the charge is compressed when both the valves (i.e. inlet valve and exit valve) are closed,</p>",Agree,Disagree,,,,A,
<p>The thermal efficiency of diesel engines on weak mixtures is</p>,unaffected,lower,higher,dependent on other factors,,C,
<p>The injection pressure in a diesel engine is about</p>,10 bar,100 bar,150 bar,500 bar,,B,
<p>High speed compression engines operate on</p>,Otto cycle,Diesel cycle,Dual-combustion cycle,all of these,,C,
"<p>In a four stroke cycle petrol engine, the inlet valve</p>",opens at top dead centre and closes at bottom dead centre,opens at 20° before top dead centre and closes at 40° after bottom dead centre,opens at 20° after top dead centre and closes at 20° before bottom dead centre id) may open or close anywhere,,,B,
<p>The nuclear power station at Tarapur has the reactor of the __________ type.</p>,pressurized water,boiling water,gas cooled,liquid metal cooled,,B,
"<p>In nuclear power plants, due to reflector, less fuel is needed to generate sufficient neutrons to sustain a chain reaction.</p>",Yes,No,,,,A,
<p>The secondary fuel used in nuclear power plants is</p>,U<sub>233</sub> and Pu<sub>239</sub>,U<sub>235</sub> and Th<sub>232</sub>,U<sub>235</sub> and Pu<sub>238</sub>,U<sub>233</sub> and Pu<sub>238</sub>,,A,
