question,A,B,C,D,E,answer,explanation
"<p>The cetane number of diesel oil, generally available, is</p>",20 to 25,25 to 30,30 to 40,40 to 55,,D,
<p>The object of providing masked inlet valve in the air passage of compression ignition engines is to</p>,enhance flow rate,control air flow,induce primary swirl,induce secondary turbulence,,C,
"<p>During suction stroke of a four stroke petrol engine, the inlet valve opens and the charge is sucked into the cylinder as the piston moves upwards from the bottom dead centre.</p>",True,False,,,,B,
<p>The power actually developed by the engine cylinder of an I.C. engine is known as</p>,theoretical power,actual power,indicated power,none of these,,C,
<p>A nuclear reactor is said to be critical when the neutron population in the reactor core is</p>,rapidly increasing leading to the point of explosion,decreasing from the specified value,reduced to zero,constant,,D,
"<p>In diesel engines, the ignition takes place due to the heat produced in the engine cylinder at the end of compression.</p>",Correct,Incorrect,,,,A,
<p>The fuels in order of decreasing knock tendency for spark ignition engines are</p>,"paraffins, aromatics, napthenes","paraffins, napthenes, aromatics","napthenes, aromatics, paraffins","napthenes, paraffins, aromatics",,B,
<p>The ratio of the work obtained at the crankshaft in a given time to the energy supplied during the same time is called</p>,mechanical efficiency,overall efficiency,indicated thermal efficiency,volumetric efficiency,,B,
<p>Plutonium (Pu<sub>239</sub>) is produced</p>,artificially,by fission of Th<sub>232</sub>,when U<sub>238</sub> is irradiated by neutrons,as basic raw material,,C,
<p>A petrol engine has compression ratio from</p>,6 to 10,10 to 15,15 to 25,25 to 40,,A,
"<p>In petrol engines, using a fixed octane rating fuel, the increase in engine speed will decrease the knocking tendency.</p>",Yes,No,,,,A,
<p>Materials which make good moderators do not make good reflectors.</p>,Correct,Incorrect,,,,B,
<p>The ignition of the charge by some hot surface within the engine before the passage of spark is called</p>,pre-ignition,detonation,ignition delay,auto-ignition,,A,
"<p>Special reactors, called breeder reactors, supply a net gain of fissionable material.</p>",True,False,,,,A,
<p>The ratio of the indicated thermal efficiency to the air standard efficiency is known as</p>,mechanical efficiency,overall efficiency,volumetric efficiency,relative efficiency,,D,
"<p>The octane number of petrol, generally available, is</p>",20 to 40,40 to 60,60 to 80,80 to 100,,D,
