question,A,B,C,D,E,answer,explanation
"<p>If <i>V</i><sub>1</sub> is the jet velocity and <i>V</i><sub>0</sub> is the vehicle velocity, then propulsive efficiency of a turbo-jet engine is</p>","<img src=""/_files/images/mechanical-engineering/ic-engines-and-nuclear-power-plants/350-192-1.png""/>","<img src=""/_files/images/mechanical-engineering/ic-engines-and-nuclear-power-plants/350-192-2.png""/>","<img src=""/_files/images/mechanical-engineering/ic-engines-and-nuclear-power-plants/350-192-3.png""/>","<img src=""/_files/images/mechanical-engineering/ic-engines-and-nuclear-power-plants/350-192-4.png""/>",,C,
"<p>Theoretically, a four stroke cycle engine should develop __________ power as that of a two stroke cycle engine.</p>",half,same,double,four times,,A,
<p>Light weight substances can not be effective moderators.</p>,True,False,,,,B,
<p>The higher combustion chamber wall temperature in compression ignition engines will __________ knocking tendency.</p>,increase,reduce,not effect,,,B,
<p>The nuclear radiators produced in a reactor which must be sheilded are</p>,electrons,"α, β and γ rays",neutron and gamma rays,none of these,,C,
<p>A two stroke cycle engine gives __________ mechanical efficiency than a four stroke cycle engine.</p>,higher,lower,,,,A,
<p>The delay period in compression ignition engines depends upon</p>,temperature and pressure in the cylinder at the time of injection,nature of the fuel mixture strength,relative velocity between the fuel injection and air turbulence pressure of residual gases,all of the above,,D,
<p>Lubrication in I.C. engines dissipates the heat generated from the moving parts due to friction.</p>,True,False,,,,A,
<p>The ratio of the heat equivalent to one kW hour to the heat in fuel per B.P. hour is termed as brake thermal efficiency.</p>,Yes,No,,,,A,
<p>The theoretically correct mixture of air and petrol is</p>,10:1,15:1,20:1,25:1,,B,
"<p>In qualitative governing, the quantity of fuel is varied to suit the load on the engine and the total charge of air is altered.</p>",Correct,Incorrect,,,,B,
<p>The function of a distributor in a coil ignition system of I.C. engines is</p>,to distribute spark,to distribute power,to distribute current,to time the spark,,D,
"<p>A moderator, apart from its high neutron slowing power, and low non-productive neutron, should be</p>",stable under nuclear radiation,corrossion resistant,good thermal conductor,all of these,,D,
<p>The frictional power (F.P.) is given by</p>,F.P. = B.P. - I.P.,F.P. = I.P. - B.P.,F.P. = B.P./I.P.,F.P. = I.P./B.P.,,B,
<p>The unit million electron volts (<i>Mev</i>) is commonly used to measure the nuclear energy.</p>,True,False,,,,A,
<p>The knocking tendency in spark ignition engines can be decreased by adding dopes like tetra ethyle lead and ethylene dibromide.</p>,Agree,Disagree,,,,A,
"<p>If <i>V</i><sub>1</sub> is the jet velocity and <i>V</i><sub>0</sub> is the vehicle velocity, then the propulsive efficiency of a rocket is given by</p>","<img src=""/_files/images/mechanical-engineering/ic-engines-and-nuclear-power-plants/350-194-1.png""/>","<img src=""/_files/images/mechanical-engineering/ic-engines-and-nuclear-power-plants/350-194-2.png""/>","<img src=""/_files/images/mechanical-engineering/ic-engines-and-nuclear-power-plants/350-192-2.png""/>","<img src=""/_files/images/mechanical-engineering/ic-engines-and-nuclear-power-plants/350-192-1.png""/>",,A,
<p>A diesel engine has compression ratio from</p>,6 to 10,10 to 15,15 to 25,25 to 40,,C,
"<p>A petrol engine, during suction stroke draws</p>",air only,petrol only,a mixture of petrol and air,,,C,
<p>A supercharged engine as compared to an ordinary engine</p>,requires smaller foundation,is lighter,consumes less lubricating oil,all of these,,D,
<p>Which of the following does not relate to a compression ignition engine?</p>,Fuel pump,Fuel injector,Governor,Carburettor,,D,
