question,A,B,C,D,E,answer,explanation
"<p>If the masses of both the bodies, as shown in the below figure, are doubled, then the acceleration in the string will be <br/><img src=""/_files/images/mechanical-engineering/engineering-mechanics/41-204-1.png""/></p>",same,half,double,,,A,
"<p>The loss of kinetic energy during inelastic impact, is given by(where <i>m</i><sub>1</sub>  =   Mass of the first body,<i>m</i><sub>2</sub>   =   Mass of the second body, and <i>u</i><sub>1</sub> and <i>u</i><sub>2</sub>   =  Velocities of the first and second bodies respectively.)</p>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/49-288-1.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/49-288-2.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/49-288-3.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/49-288-4.png""/>",,A,
<p>The centre of gravity of a hemisphere lies at a distance of 3<i>r</i> / 8 from its base measured along the vertical radius.</p>,Correct,Incorrect,,,,A,
"<p><img src=""/_files/images/mechanical-engineering/engineering-mechanics/26-37-1.png""/> <br/>The above figure shows the three coplaner forces <i>P</i>, <i>Q</i> and <i>R</i> acting at a point <i>O</i>. If these forces are in equilibrium, then</p>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/26-37-2.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/26-37-3.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/26-37-4.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/26-37-5.png""/>",,B,
"<p>Moment of inertia of a rectangular section having width (<i>b</i>) and depth (<i>d</i>) about an axis passing through its C.G. and parallel to the depth (<i>d</i>), is</p>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/31-87-1.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/31-87-2.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/31-87-3.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/31-87-4.png""/>",,A,
"<p>The polygon law of forces states that if a number of forces, acting simultaneously on a particle, be represented in magnitude and direction by the sides a polygon taken in order, then their resultant is represented in magnitude and direction by the closing side of the polygon, taken in opposite direction.</p>",Correct,Incorrect,,,,A,
<p>A smooth cylinder lying on a __________ is in neutral equilibrium.</p>,curved surface,convex surface,horizontal surface,,,C,
"<p>The velocity of a particle (<i>v</i>) moving with simple harmonic motion, at any instant is given by(where <i>r</i>   =  Amplitude of motion, and <i>y</i>   =   Displacement of the particle from mean position.)</p>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/45-249-1.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/45-249-2.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/45-249-3.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/45-249-4.png""/>",,B,
"<p>Varingon's theorem of moments states that if a number of coplaner forces acting on a particle are in equilibrium, then</p>",their algebraic sum is zero,their lines of action are at equal distances,the algebraic sum of their moments about any point in their plane is zero,the algebraic sum of their moments about any point is equal to the moment of their resultant force about the same point.,,D,
"<p>A block ot mass 20 kg lying on a rough horizontal plane is connected by a light string passing over a smooth pulley to another mass 5 kg, which can move freely in the Vertical direction, as shown in the below figure. The tension in the string will __________ with the increase in coefficient of friction. <br/><img src=""/_files/images/mechanical-engineering/engineering-mechanics/41-210-1.png""/></p>",increase,decrease,not be effected,,,A,
