question,A,B,C,D,E,answer,explanation
"<p>The <b>forces</b>, which meet at one point and their lines of action also lie on the same plane, are known as</p>",coplaner concurrent forces,coplaner non-concurrent forces,non-coplaner concurrent forces,non-coplaner non-concurrent forces,,A,
"<p>The amount by which the outer edge of the rail is raised, is known as super-elevation.</p>",Agree,Disagree,,,,A,
<p>The unit of energy in S.I. units is</p>,dyne,watt,kg-m,joule,,D,
"<p>The angle of inclination of the plane at which the body begins to move down the plane, is called</p>",angle of friction,angle of repose,angle of projection,none of these,,A,
<p>Which of the following statement is incorrect?</p>,A force acting in the opposite direction to the motion of the body is called force of friction.,The ratio of the limiting friction to the normal reaction is called coefficient of friction.,A machine whose efficiency is 100% is known as an ideal machine.,The velocity ratio of a machine is the ratio of load lifted to the effort applied.,,D,
"<p>The potential energy stored by a spring in compression, is called strain energy.</p>",Yes,No,,,,A,
<p>The moment of a force</p>,"is the turning effect produced by a force, on the body, on which it acts",is equal to the product of force acting on the body and the perpendicular distance of a point and the line of action of the force,"is equal to twice the area of the traingle, whose base is the line representing the force and whose vertex is the point, about which the moment is taken",all of the above,,D,
"<p>The frequency of oscillation of a compound pendulum is(where <i>k<sub>G</sub></i>   =   Radius of gyration about the centroidal axis, and <i>h</i>   =  Distance between the point of suspension and C.G. of the body.)</p>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/46-262-1.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/46-262-2.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/46-262-3.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/46-262-4.png""/>",,C,
"<p>In a single threaded worm and worm wheel, the number of teeth on the worm is 50. The diameter of the effort wheel is 100 mm and that of load drum is 50 mm. The velocity ratio is</p>",50,100,150,200,,B,
"<p>The total motion possessed by a body, is called</p>",impulsive force,mass,weight,momentum,,D,
"<p>A lead ball with a certain velocity is made to strike a wall, it falls down, but rubber ball of same mass and with same velocity strikes the same wall, it rebounds. Select the correct reason from the following:</p>",both the balls undergo an equal change in momentum,the change in momentum suffered by rubber ball is more than the lead ball,the change in momentum suffered by rubber ball is less than the lead ball,none of the above,,B,
"<p>If <i>P</i> is the force acting on the body, <i>m</i> is the mass of the body and <i>a</i> is the acceleration of the body, then according to Newton's second law of motion,</p>",<i>P</i> + <i>m.a</i> = 0,<i>P</i> - <i>m.a</i> = 0,<i>P</i> x <i>m.a</i> = 0,<i>P</i>/<i>m.a</i> = 0,,B,
"<p>If the resultant of a number of forces acting on a body is zero, then the body will not be in equilibrium.</p>",Yes,No,,,,B,
"<p>The friction experienced by a body, when at rest, is known as</p>",static friction,dynamic friction,limiting friction,coefficient of friction,,A,
<p>The moment of inertia of a solid sphere of mass <i>m</i> and radius <i>r</i> is</p>,2<i>mr</i><sup>2</sup>/3,2<i>mr</i><sup>2</sup>/5,<i>mr</i><sup>2</sup>,<i>mr</i><sup>2</sup>/2,,B,
"<p>The matter contained in a body, is called</p>",impulsive force,mass,weight,momentum,,B,
<p>The centre of percussion is below the centre of gravity of the body and is at a distance equal to</p>,<i>h</i>/<i>k<sub>G</sub></i>,<i>h</i><sup>2</sup>/<i>k<sub>G</sub></i>,<i>k<sub>G</sub></i><sup>2</sup>/<i>h</i>,<i>h</i> x <i>k<sub>G</sub></i>,,C,
"<p>If a number of coplaner forces acting at a point be in equilibrium, the sum of clockwise moments must be __________ the sum of anticlockwise moments, about any point.</p>",equal to,less than,greater than,,,A,
"<p>The forces, which do not meet at one point, but their lines of action lie on the same plane, are known as coplaner non-concurrent forces.</p>",Agree,Disagree,,,,A,
"<p>If three forces acting at a point be represented in magnitude and direction by the three sides of a triangle, taken in order, the forces shall be in equilibrium.</p>",True,False,,,,A,
<p>The angle which the normal reaction makes with the resultant reaction is called angle of friction.</p>,Agree,Disagree,,,,A,
<p>Which of the following statement is correct?</p>,"The periodic time of a particle moving with simple harmonic motion is the time taken by a particle for one complete oscillation,",The periodic time of a particle moving with simple harmonic motion is directly proportional to its angular velocity.,The velocity of the particle moving with simple harmonic motion is zero at the mean position.,The acceleration of the particle moving with simple harmonic motion is maximum at the mean position.,,A,
"<p>The law of the machine is(where <i>P</i> = Effort applied to lift the load, <i>m</i> = A constant which is equal to the slope of the line, <i>W</i> = Load lifted, and <i>C</i> = Another constant which represents the machine friction.)</p>",<i>P</i> = <i>mW</i> - <i>C</i>,<i>P</i> = <i>m</i>/<i>W</i> + <i>C</i>,<i>P</i> = <i>mW</i> + <i>C</i>,<i>P</i> = <i>C</i> - <i>mW</i>,,C,
"<p>In a framed structure, as shown in the below figure, the force in the member <i>AB</i> is __________ the force in member <i>AC</i>. <br/><img src=""/_files/images/mechanical-engineering/engineering-mechanics/38-172-1.png""/></p>",half,equal to,double,,,A,
"<p>The velocity of a body on reaching the ground from a height <i>h</i>, is</p>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/39-184-1.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/39-184-2.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/39-184-3.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/39-184-4.png""/>",,C,
"<p>The moment of the force <i>P</i> about <i>O</i> as shown in the below figure is <br/><img src=""/_files/images/mechanical-engineering/engineering-mechanics/26-43-1.png""/></p>",<i>P</i> x <i>OA</i>,<i>P</i> x <i>OB</i>,<i>P</i> x <i>OC</i>,<i>P</i> x <i>AC</i>,,C,
<p>According to lami's theorem</p>,the three forces must be equal,the three forces must be at 120° to each other,the three forces must be in equilibrium,"if the three forces acting at a point are in equilibrium, then each force is proportional to the sine of the angle between the other two",,D,
"<p>Moment of inertia of a hollow circular section, as shown in the below figure about an axis perpendicular to the section, is __________ than that about <i>X</i>-<i>X</i> axis. <br/><img src=""/_files/images/mechanical-engineering/engineering-mechanics/32-97-1.png""/></p>",two times,same,half,,,A,
<p>The amplitude is always __________ radius of the circle.</p>,equal to,less than,greater than,,,A,
"<p>When a body falls freely under gravitational force, it possesses __________ weight.</p>",no,minimum,maximum,,,A,
<p>The centre of gravity of a quadrant of a circle lies along its central radius (<i>r</i>) at a distance of</p>,0.5<i>r</i>,0.6<i>r</i>,0.7<i>r</i>,0.8<i>r</i>,,B,
<p>The horizontal range of a projectile (<i>R</i>) is given by</p>,"<img src=""/_files/images/mechanical-engineering/engineering-mechanics/42-220-1.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/42-220-2.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/42-220-3.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/42-220-4.png""/>",,B,
<p>Which of the following are vector quantities?</p>,Angular displacement,Angular velocity,Angular acceleration,all of these,,D,
<p>The maximum mechanical advantage of a lifting machine is</p>,1 + <i>m</i>,1 - <i>m</i>,1 / <i>m</i>,<i>m</i>,,C,
"<p>A machine having an efficiency greater than 50%, is known as</p>",reversible machine,non-reversible machine,neither reversible nor non-reversible machine,ideal machine,,A,
<p>The impact between two lead spheres is approximately equal to an __________ impact.</p>,elastic,inelastic,,,,B,
"<p>Moment of inertia of a triangular section of base (<i>b</i>) and height (<i>h</i>) about an axis passing through its vertex and parallel to the base, is __________ than that passing through its C.G. and parallel to the base.</p>",nine times,six times,four times,two times,,A,
"<p>If a body is thrown upwards, then the gravitational acceleration is taken as zero.</p>",Correct,Incorrect,,,,B,
<p>An ideal machine is one whose efficiency is</p>,between 60 and 70 %,between 70 and 80%,between 80 and 90%,100%,,D,
