question,A,B,C,D,E,answer,explanation
"<p>The point, through which the whole weight of the body acts, irrespective of its position, is known as</p>",moment of inertia,centre of gravity,centre of percussion,centre of mass,,B,
<p>The loss of kinetic energy during elastic impact is zero.</p>,Agree,Disagree,,,,A,
"<p>The overturning of a vehicle on a level circular path can be avoided if the velocity of vehicle is __________ <img src=""/_files/images/mechanical-engineering/engineering-mechanics/48-284-1.png""/>.</p>",less than,greater than,,,,A,
<p>Which of the following is a scalar quantity?</p>,Force,Speed,Velocity,Acceleration,,B,
"<p>The rate of change of momentum is directly proportional to the impressed force, and takes place in the same direction in which the force acts. This statement is known as</p>",Newton's first law of motion,Newton's second law of motion,Newton's third law of motion,none of these,,B,
"<p>In ideal machines, mechanical advantage is __________ velocity ratio.</p>",equal to,less than,greater than,,,A,
<p>The minimum force required to slide a body of weight <i>W</i> on a rough horizontal plane is</p>,<i>W</i> sin θ,<i>W</i> cos θ,<i>W</i> tan θ,none of these,,C,
<p>The moment of inertia of a square of side <i>a</i> about its diagonal is</p>,<i>a</i><sup>2</sup>/8,<i>a</i><sup>3</sup>/12,<i>a</i><sup>4</sup>/12,<i>a</i><sup>4</sup>/16,,C,
<p>The angular velocity (in rad / s) of a body rotating at <i>N</i> revolutions per minute is</p>,π<i>N</i>/60,π<i>N</i>/180,2π<i>N</i>/60,2π<i>N</i>/180,,C,
<p>The maximum efficiency of a lifting machine is</p>,1/<i>m</i>,<i>V.R.</i>/<i>m</i>,<i>m</i>/<i>V.R.</i>,1/(<i>m</i> x <i>V.R.</i>),,D,
<p>The centre of gravity of a semi-circle lies at a distance of __________ from its base measured along the vertical radius.</p>,3<i>r</i>/ 8,4<i>r</i>/ 3π,8<i>r</i>/3,3<i>r</i>/4π,,B,
<p>The process of finding out the resultant force is called __________ of forces.</p>,composition,resolution,,,,A,
"<p>A weight of 1000 N can be lifted by an effort of 80 N. If the velocity ratio is 20, the machine is</p>",reversible,non-reversible,ideal,,,A,
"<p>In a framed structure, as shown in the below figure, the force in the member <i>BC</i> is  <br/><img src=""/_files/images/mechanical-engineering/engineering-mechanics/38-172-1.png""/></p>","<i>W</i>/<span class=""root"">3</span> (compression)","<i>W</i>/<span class=""root"">3</span> (tension)","2<i>W</i>/<span class=""root"">3</span> (compression)","2<i>W</i>/<span class=""root"">3</span> (tension)",,D,
<p>The potential energy of a vertically raised body is __________ the kinetic energy of a vertically falling body.</p>,equal to,less than,greater than,,,A,
"<p>If a number of forces acting at a point be represented in magnitude and direction by the three sides of a triangle, taken in order, then the forces are not in equilibrium.</p>",Agree,Disagree,,,,B,
<p>The periodic time of a particle with simple harmonic motion is __________ proportional to the angular velocity.</p>,directly,inversely,,,,B,
<p>The motion of a particle round a fixed axis is</p>,translatory,rotary,circular,translatory as well as rotatry,,C,
"<p>A block of mass <i>m</i><sub>1</sub>, placed on an inclined smooth plane is connected by a light string passing over a smooth pulley to mass <i>m</i><sub>2</sub>, which moves vertically downwards as shown in the below figure. The tension in the string is <br/><img src=""/_files/images/mechanical-engineering/engineering-mechanics/41-211-1.png""/></p>",<i>m</i><sub>1</sub>/<i>m</i><sub>2</sub>,<i>m</i><sub>1</sub>.<i>g</i> sin α,<i>m</i><sub>1</sub>.<i>m</i><sub>2</sub>/<i>m</i><sub>1</sub>+<i>m</i><sub>2</sub>,"<img src=""/_files/images/mechanical-engineering/engineering-mechanics/41-211-2.png""/>",,D,
"<p>If a given force (or a given system of forces) acting on a body __________ the position of the body, but keeps it in equilibrium, then its effect is to produce internal stress in the body.</p>",change,does not change,,,,B,
"<p>The principle of transmissibility of forces states that, when a force acts upon a body, its effect is</p>",same at every point on its line of action,different at different points on its line of action,"minimum, if it acts at the centre of gravity of the body","maximum, if it acts at the centre of gravity of the body",,C,
<p>A differential pulley block has larger and smaller diameters of 100 mm and 80 mm respectively. Its velocity ratio is</p>,5,10,20,40,,B,
"<p>If three forces acting at a point are represented in magnitude and direction by the three sides of a triangle, taken in order, then the forces are in equilibrium.</p>",Yes,No,,,,A,
<p>Newton's second law motion __________ a relation between force and mass of a moving body.</p>,gives,does not give,,,,A,
<p>The periodic time of one oscillation for a simple pendulum is(where <i>l</i>   =   Length of the pendulum.)</p>,"<img src=""/_files/images/mechanical-engineering/engineering-mechanics/45-255-1.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/45-255-2.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/45-255-3.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/45-255-4.png""/>",,C,
<p>The resultant of two forces <i>P</i> and <i>Q</i> acting at an angle θ is</p>,"<img src=""/_files/images/mechanical-engineering/engineering-mechanics/3-10-1.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/3-10-2.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/3-10-3.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/3-10-4.png""/>",,B,
<p>Which of the following are vector quantities?</p>,Linear displacement,Linear velocity,Linear acceleration,all of these,,D,
<p>The maximum acceleration of a particle moving with simple harmonic motion is</p>,ω,ω<i>r</i>,ω<sup>2</sup><i>r</i>,ω/<i>r</i>,,C,
<p>A lift moves downwards with an acceleration of 9.8 m/s<sup>2</sup>. The pressure exerted by a man on the floor of the lift is zero.</p>,True,False,,,,A,
<p>Non-coplaner concurrent forces are those forces which</p>,"meet at one point, but their lines of action do not lie on the same plane",do not meet at one point and their lines of action do not lie on the same plane,meet at one point and their lines of action also lie on the same plane,"do not meet at one point, but their lines of action lie on the same plane",,A,
<p>Which of the following statement is correct?</p>,The kinetic energy of a body during impact remains constant.,The kinetic energy of a body before impact is equal to the kinetic energy of a body after impact.,The kinetic energy of a body before impact is less than the kinetic energy of a body after impact.,The kinetic energy of a body before impact is more than the kinetic energy of a body after impact.,,D,
<p>The maximum efficiency of a screw jack is</p>,"<img src=""/_files/images/mechanical-engineering/engineering-mechanics/34-132-1.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/34-132-2.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/34-132-3.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/34-132-4.png""/>",,A,
"<p>In a framed structure, as shown in the below figure, the force in the member <i>AC</i> is numerically equal to the force in member <i>BC</i>. <br/><img src=""/_files/images/mechanical-engineering/engineering-mechanics/38-172-1.png""/></p>",Correct,Incorrect,,,,A,
<p>The force which acts along the radius of a circle and directed towards the centre of the circle is known as centripetal force.</p>,True,False,,,,A,
"<p>Moment of inertia of a triangular section of base (<i>b</i>) and height (<i>h</i>) about an axis through its base, is</p>",<i>bh</i><sup>3</sup>/4,<i>bh</i><sup>3</sup>/8,<i>bh</i><sup>3</sup>/ 12,<i>bh</i><sup>3</sup>/ 36,,C,
<p>Concurrent forces are those forces whose lines of action</p>,lie on the same line,meet at one point,meet on the same plane,none of these,,B,
<p>Tension in the cable supporting a lift is more when the lift is moving __________ with an acceleration.</p>,upwards,downwards,,,,A,
"<p>According to the law of moments, if a number of coplaner forces acting on a particle are in equilibrium, then</p>",their algebraic sum is zero,their lines of action are at equal distances,the algebraic sum of their moments about any point in their plane is zero,the algebraic sum of their moments about any point is equal to the moment of their resultant force about the same point.,,C,
"<p>If <i>u</i><sub>1</sub> and <i>u</i><sub>2</sub> are the velocities of two moving bodies in the same direction before impact and <i>v</i><sub>1</sub> and <i>v</i><sub>2</sub> are their velocities after impact, then coefficient of restitution is given by</p>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/50-300-1.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/50-300-2.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/50-300-3.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/50-300-4.png""/>",,B,
"<p>Two bodies of masses <i>m</i><sub>1</sub>,and <i>m</i><sub>2</sub> are hung from the ends of a rope, passing oyer a frictionless pulley as shown in the figure below. The acceleration of the string will be <br/><img src=""/_files/images/mechanical-engineering/engineering-mechanics/41-204-1.png""/></p>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/41-204-2.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/41-204-3.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/41-204-4.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/41-204-5.png""/>",,A,
"<p>The centre of gravity of a trapezium with parallel sides <i>a</i> and <i>b</i> lies at a distance of <i>y</i> from the base <i>b</i>, as shown in the below figure. The value of <i>y</i> is <br/><img src=""/_files/images/mechanical-engineering/engineering-mechanics/29-73-1.png""/></p>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/29-73-2.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/29-73-3.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/29-73-4.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/29-73-5.png""/>",,C,
"<p>A machine having an efficiency less than 50%, is known as</p>",reversible machine,non-reversible machine,neither reversible nor non-reversible machine,ideal machine,,B,
"<p>The total momentum of a system of masses (i. e. moving bodies) in any one direction remains constant, unless acted upon by an external force in that direction. This statement is called</p>",Newton's first law of motion,Newton's second law of motion,principle of conservation of energy,principle of conservation of momentum,,D,
"<p>The velocity ratio of a differential pulley block with D and d as the diameters of larger and smaller pulley, is</p>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/36-155-1.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/36-155-2.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/36-155-3.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/36-155-4.png""/>",,C,
<p>The unit of mass moment of inertia in S.I. units is kg-m<sup>2</sup>.</p>,True,False,,,,A,
<p>The centre of gravity of an is osceles triangle with base (<i>p</i>) and sides (<i>q</i>) from its base is</p>,"<img src=""/_files/images/mechanical-engineering/engineering-mechanics/29-69-1.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/29-69-2.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/29-69-3.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/29-69-4.png""/>",,A,
"<p>A newton is defined as the force while acting upon a mass of one kg, produces an acceleration of 1 m / s<sup>2</sup> in the direction of which it acts.</p>",Yes,No,,,,A,
"<p>The acceleration of a particle moving with simple harmonic motion, at any instant is given by</p>",ω.<i>y</i>,ω<sup>2</sup>.<i>y</i>,ω<sup>2</sup> /<i>y</i>,ω<sup>3</sup>.<i>y</i>,,B,
<p>The skidding away of the vehicle on a level circular path can be avoided if the force of friction between the wheels and the ground is __________ the centrifugal force.</p>,less than,greater than,,,,B,
