question,A,B,C,D,E,answer,explanation
"<p>When a body of mass moment of inertia <i>I</i> (about a given axis) is rotated about that axis with an angular velocity to, then the kinetic energy of rotation is</p>",<i>I</i>ω,<i>I</i>ω<sup>2</sup>,0.5<i>I</i>ω,0.5<i>I</i>ω<sup>2</sup>,,D,
"<p>The force applied on a body of mass 100 kg to produce an acceleration of 5 m/s<sup>2</sup>, is</p>",20N,100N,500N,none of these,,C,
<p>The motion of the body from one extremity to the other is known as a beat.</p>,Agree,Disagree,,,,A,
<p>The centre of gravity of a rectangle lies at a point where its two diagonals meet each other.</p>,Agree,Disagree,,,,A,
"<p>A framed structure is perfect, if the number of members are __________ (2<i>j</i> - 3), where <i>j</i> is the number of joints.</p>",equal to,less than,greater than,either (b) or (c),,A,
"<p>Moment of inertia of a hollow rectangular section as shown in the below figure about <i>X</i>-<i>X</i> axis, is <br/><img src=""/_files/images/mechanical-engineering/engineering-mechanics/31-93-1.png""/></p>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/31-93-2.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/31-93-3.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/31-93-4.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/31-93-5.png""/>",,A,
"<p>Two equal and opposite parallel forces whose lines of action are different, can be replaced by a single force parallel to the given forces.</p>",Correct,Incorrect,,,,B,
"<p>All the steel trusses of the bridges, have one of their end roller supported, and other end hinged. The main advantage of such a support is that the truss remains stable.</p>",True,False,,,,A,
<p>The time of flight of a projectile on downward inclined plane depends upon</p>,angle of projection,angle of inclination of the plane,both (a) and (b),none of these,,C,
"<p>The force induced in the string <i>BC</i> due to the load <i>W</i> as shown in the below figure is <br/><img src=""/_files/images/mechanical-engineering/engineering-mechanics/22-62-1.png""/></p>",<i>W</i> sin θ,<i>W</i> cos θ,<i>W</i> tan θ,<i>W</i> cot θ,,D,
<p>Which of the following statement is correct?</p>,"The algebraic sum of the forces, constituting the couple is zero.","The algebraic sum of the forces, constituting the couple, about any point is the same.",A couple cannot be balanced by a single force but can be balanced only by a couple of opposite sense.,all of the above,,D,
"<p>The velocity ratio of a differential wheel and axle with <i>D</i> as the diameter of effort wheel and <i>d</i><sub>1</sub>,and <i>d</i><sub>2</sub> as the diameters of larger and smaller axles respectively, is</p>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/37-161-1.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/37-161-2.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/37-161-3.png""/>","<img src=""/_files/images/mechanical-engineering/engineering-mechanics/37-161-4.png""/>",,D,
